   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_147.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.304459, 0, 3.83459e-10, 3.53279e-40, 1.41421, -3.83459e-10, 3.53279e-40, 0, 3.53279e-40, 3.53279e-40, 3.53279e-40, 3.53279e-40, 3.53279e-40, 3.53279e-40, 3.53279e-40, 3.53279e-40, 2.07017e-12, 3.53279e-40, 1.32464e-14, 2.10364e-11, 3.53279e-40, 3.60339e-10, 3.53279e-40, 3.53279e-40
0.312332, 0, 5.68176e-10, 3.82325e-39, 1.41421, -5.68176e-10, 3.82325e-39, 0, 3.82325e-39, 3.82325e-39, 3.82325e-39, 3.82325e-39, 3.82325e-39, 3.82325e-39, 3.82325e-39, 3.82325e-39, 3.05969e-12, 3.82325e-39, 2.05761e-14, 3.29132e-11, 3.82325e-39, 5.32182e-10, 3.82325e-39, 3.82325e-39
0.320205, 0, 8.37227e-10, 3.74425e-38, 1.41421, -8.37227e-10, 3.74425e-38, 0, 3.74425e-38, 3.74425e-38, 3.74425e-38, 3.74425e-38, 3.74425e-38, 3.74425e-38, 3.74425e-38, 3.74425e-38, 4.49624e-12, 3.74425e-38, 3.19063e-14, 5.13431e-11, 3.74425e-38, 7.81356e-10, 3.74425e-38, 3.74425e-38
0.328078, 0, 1.22697e-09, 3.33632e-37, 1.41421, -1.22697e-09, 3.33632e-37, 0, 3.33632e-37, 3.33632e-37, 3.33632e-37, 3.33632e-37, 3.33632e-37, 3.33632e-37, 3.33632e-37, 3.33632e-37, 6.56966e-12, 3.33632e-37, 4.94089e-14, 7.98734e-11, 3.33632e-37, 1.14048e-09, 3.33632e-37, 3.33632e-37
0.335951, 0, 1.78853e-09, 2.71911e-36, 1.41421, -1.78853e-09, 2.71911e-36, 0, 2.71911e-36, 2.71911e-36, 2.71911e-36, 2.71911e-36, 2.71911e-36, 2.71911e-36, 2.71911e-36, 2.71911e-36, 9.54505e-12, 2.71911e-36, 7.64382e-14, 1.23943e-10, 2.71911e-36, 1.65497e-09, 2.71911e-36, 2.71911e-36
0.343824, 0, 2.59339e-09, 2.03657e-35, 1.41421, -2.59339e-09, 2.03657e-35, 0, 2.03657e-35, 2.03657e-35, 2.03657e-35, 2.03657e-35, 2.03657e-35, 2.03657e-35, 2.03657e-35, 2.03657e-35, 1.37905e-11, 2.03657e-35, 1.18179e-13, 1.9188e-10, 2.03657e-35, 2.3876e-09, 2.03657e-35, 2.03657e-35
0.351697, 0, 3.7411e-09, 1.40749e-34, 1.41421, -3.7411e-09, 1.40749e-34, 0, 1.40749e-34, 1.40749e-34, 1.40749e-34, 1.40749e-34, 1.40749e-34, 1.40749e-34, 1.40749e-34, 1.40749e-34, 1.9814e-11, 1.40749e-34, 1.8265e-13, 2.96423e-10, 1.40749e-34, 3.42468e-09, 1.40749e-34, 1.40749e-34
0.35957, 0, 5.36963e-09, 9.57495e-34, 1.41421, -5.36963e-09, 9.57495e-34, 0, 9.57495e-34, 9.57495e-34, 9.57495e-34, 9.57495e-34, 9.57495e-34, 9.57495e-34, 9.57495e-34, 9.57495e-34, 2.83128e-11, 9.57495e-34, 2.82265e-13, 4.5703e-10, 9.57495e-34, 4.88401e-09, 9.57495e-34, 9.57495e-34
0.367443, 0, 7.66944e-09, 6.25536e-33, 1.41421, -7.66944e-09, 6.25536e-33, 0, 6.25536e-33, 6.25536e-33, 6.25536e-33, 6.25536e-33, 6.25536e-33, 6.25536e-33, 6.25536e-33, 6.25536e-33, 4.02386e-11, 6.25536e-33, 4.36232e-13, 7.03384e-10, 6.25536e-33, 6.92538e-09, 6.25536e-33, 6.25536e-33
0.375316, 0, 1.09025e-08, 3.8336e-32, 1.41421, -1.09025e-08, 3.8336e-32, 0, 3.8336e-32, 3.8336e-32, 3.8336e-32, 3.8336e-32, 3.8336e-32, 3.8336e-32, 3.8336e-32, 3.8336e-32, 5.6883e-11, 3.8336e-32, 6.74284e-13, 1.0807e-09, 3.8336e-32, 9.76421e-09, 3.8336e-32, 3.8336e-32
0.383189, 0, 1.54277e-08, 2.19535e-31, 1.41421, -1.54277e-08, 2.19535e-31, 0, 2.19535e-31, 2.19535e-31, 2.19535e-31, 2.19535e-31, 2.19535e-31, 2.19535e-31, 2.19535e-31, 2.19535e-31, 7.99898e-11, 2.19535e-31, 1.04239e-12, 1.65771e-09, 2.19535e-31, 1.3689e-08, 2.19535e-31, 2.19535e-31
0.391062, 0, 2.17359e-08, 1.17642e-30, 1.41421, -2.17359e-08, 1.17642e-30, 0, 1.17642e-30, 1.17642e-30, 1.17642e-30, 1.17642e-30, 1.17642e-30, 1.17642e-30, 1.17642e-30, 1.17642e-30, 1.11901e-10, 1.17642e-30, 1.61154e-12, 2.53876e-09, 1.17642e-30, 1.90836e-08, 1.17642e-30, 1.17642e-30
0.398935, 0, 3.0496e-08, 5.9159e-30, 1.41421, -3.0496e-08, 5.9159e-30, 0, 5.9159e-30, 5.9159e-30, 5.9159e-30, 5.9159e-30, 5.9159e-30, 5.9159e-30, 5.9159e-30, 5.9159e-30, 1.55747e-10, 5.9159e-30, 2.49117e-12, 3.88174e-09, 5.9159e-30, 2.6456e-08, 5.9159e-30, 5.9159e-30
0.406808, 0, 4.26182e-08, 2.80038e-29, 1.41421, -4.26182e-08, 2.80038e-29, 0, 2.80038e-29, 2.80038e-29, 2.80038e-29, 2.80038e-29, 2.80038e-29, 2.80038e-29, 2.80038e-29, 2.80038e-29, 2.1569e-10, 2.80038e-29, 3.84952e-12, 5.92506e-09, 2.80038e-29, 3.64736e-08, 2.80038e-29, 2.80038e-29
0.414681, 0, 5.93388e-08, 1.25188e-28, 1.41421, -5.93388e-08, 1.25188e-28, 0, 1.25188e-28, 1.25188e-28, 1.25188e-28, 1.25188e-28, 1.25188e-28, 1.25188e-28, 1.25188e-28, 1.25188e-28, 2.97238e-10, 1.25188e-28, 5.94451e-12, 9.02735e-09, 1.25188e-28, 5.00083e-08, 1.25188e-28, 1.25188e-28
0.422554, 0, 8.23352e-08, 5.30089e-28, 1.41421, -8.23352e-08, 5.30089e-28, 0, 5.30089e-28, 5.30089e-28, 5.30089e-28, 5.30089e-28, 5.30089e-28, 5.30089e-28, 5.30089e-28, 5.30089e-28, 4.07646e-10, 5.30089e-28, 9.17011e-12, 1.37262e-08, 5.30089e-28, 6.81921e-08, 5.30089e-28, 5.30089e-28
0.430426, 0, 1.1388e-07, 2.13209e-27, 1.41421, -1.1388e-07, 2.13209e-27, 0, 2.13209e-27, 2.13209e-27, 2.13209e-27, 2.13209e-27, 2.13209e-27, 2.13209e-27, 2.13209e-27, 2.13209e-27, 5.56425e-10, 2.13209e-27, 1.41255e-11, 2.0824e-08, 2.13209e-27, 9.24855e-08, 2.13209e-27, 2.13209e-27
0.438299, 0, 1.57052e-07, 8.16799e-27, 1.41421, -1.57052e-07, 8.16799e-27, 0, 8.16799e-27, 8.16799e-27, 8.16799e-27, 8.16799e-27, 8.16799e-27, 8.16799e-27, 8.16799e-27, 8.16799e-27, 7.55991e-10, 8.16799e-27, 2.1718e-11, 3.15123e-08, 8.16799e-27, 1.24762e-07, 8.16799e-27, 8.16799e-27
0.446172, 0, 2.16016e-07, 2.98794e-26, 1.41421, -2.16016e-07, 2.98794e-26, 0, 2.98794e-26, 2.98794e-26, 2.98794e-26, 2.98794e-26, 7.5032e-14, 2.98794e-26, 2.98794e-26, 2.98794e-26, 1.02247e-09, 2.98794e-26, 3.33144e-11, 4.75515e-08, 2.98794e-26, 1.67409e-07, 2.98794e-26, 2.98794e-26
0.454045, 0, 2.96409e-07, 1.04701e-25, 1.41421, -2.96409e-07, 1.04701e-25, 0, 1.04701e-25, 1.04701e-25, 1.04701e-25, 1.04701e-25, 2.39541e-13, 1.04701e-25, 1.04701e-25, 1.04701e-25, 1.37674e-09, 1.04701e-25, 5.09623e-11, 7.15276e-08, 1.04701e-25, 2.23453e-07, 1.04701e-25, 1.04701e-25
0.461918, 0, 4.06833e-07, 3.56125e-25, 1.41421, -4.06833e-07, 3.65066e-12, 0, 1.02551e-14, 3.52903e-14, 6.17231e-12, 4.59651e-12, 3.94919e-12, 3.83618e-12, 1.52636e-12, 9.22133e-10, 1.84569e-09, 1.27547e-14, 7.77118e-11, 1.07215e-07, 1.23225e-15, 2.96738e-07, 3.56125e-25, 1.03277e-11
0.469791, 0, 5.58237e-07, 4.84358e-10, 1.41421, -5.58237e-07, 4.95973e-10, 4.84358e-10, 4.84391e-10, 4.84471e-10, 5.03995e-10, 4.98982e-10, 4.96371e-10, 4.96563e-10, 4.89214e-10, 3.41813e-09, 2.94814e-09, 4.84399e-10, 6.02444e-10, 1.6057e-07, 4.84362e-10, 3.92527e-07, 4.84358e-10, 5.17216e-10
0.477664, 0, 7.65859e-07, 1.53572e-09, 1.41421, -7.65859e-07, 1.56435e-09, 1.53572e-09, 1.5358e-09, 1.536e-09, 1.58413e-09, 1.57177e-09, 1.56491e-09, 1.56581e-09, 1.54769e-09, 8.76745e-09, 4.81074e-09, 1.53582e-09, 1.71445e-09, 2.39552e-07, 1.53573e-09, 5.16891e-07, 1.53572e-09, 1.61672e-09
0.485537, 0, 1.05165e-06, 3.77558e-09, 1.41421, -1.05165e-06, 3.83986e-09, 3.77558e-09, 3.77576e-09, 3.7762e-09, 3.88426e-09, 3.85652e-09, 3.84063e-09, 3.84313e-09, 3.80246e-09, 2.00128e-08, 8.11089e-09, 3.7758e-09, 4.04493e-09, 3.56035e-07, 3.7756e-09, 6.77957e-07, 3.77558e-09, 3.95743e-09
0.49341, 0, 1.44716e-06, 8.45792e-09, 1.41421, -1.44716e-06, 8.5955e-09, 8.45792e-09, 8.4583e-09, 8.45925e-09, 8.69054e-09, 8.63115e-09, 8.59648e-09, 8.60249e-09, 8.51544e-09, 4.32108e-08, 1.41733e-08, 8.4584e-09, 8.86197e-09, 5.27259e-07, 8.45796e-09, 8.86208e-07, 8.45792e-09, 8.84714e-09
0.501283, 0, 1.99879e-06, 1.80727e-08, 1.41421, -1.99879e-06, 1.83582e-08, 1.80727e-08, 1.80735e-08, 1.80755e-08, 1.85554e-08, 1.84322e-08, 1.83591e-08, 1.83727e-08, 1.81921e-08, 9.01929e-08, 2.5577e-08, 1.80737e-08, 1.86758e-08, 7.78367e-07, 1.80728e-08, 1.15562e-06, 1.80727e-08, 1.88804e-08
0.509156, 0, 2.77622e-06, 3.7457e-08, 1.41421, -2.77622e-06, 3.80356e-08, 3.7457e-08, 3.74586e-08, 3.74626e-08, 3.84353e-08, 3.81855e-08, 3.81005e-08, 3.8065e-08, 3.76989e-08, 1.83612e-07, 4.72707e-08, 3.7459e-08, 3.83527e-08, 1.14609e-06, 3.74572e-08, 1.5053e-06, 3.7457e-08, 3.90939e-08
0.517029, 0, 3.88417e-06, 7.58266e-08, 1.41421, -3.88417e-06, 7.69754e-08, 7.58266e-08, 7.58299e-08, 7.58377e-08, 7.77689e-08, 7.7273e-08, 7.73083e-08, 7.70338e-08, 7.63069e-08, 3.65992e-07, 8.86094e-08, 7.58306e-08, 7.71497e-08, 1.68248e-06, 7.5827e-08, 1.96226e-06, 7.58266e-08, 7.90764e-08
0.524902, 0, 5.48683e-06, 1.50398e-07, 1.41421, -5.48683e-06, 1.52635e-07, 1.50398e-07, 1.50404e-07, 1.50419e-07, 1.54181e-07, 1.53215e-07, 1.54117e-07, 1.52749e-07, 1.51333e-07, 7.15606e-07, 1.66983e-07, 1.50406e-07, 1.52342e-07, 2.46511e-06, 1.50399e-07, 2.56618e-06, 1.50398e-07, 1.56728e-07
0.532775, 0, 7.84087e-06, 2.92698e-07, 1.41421, -7.84087e-06, 2.96977e-07, 2.92698e-07, 2.9271e-07, 2.92739e-07, 2.99933e-07, 2.98086e-07, 3.00921e-07, 2.97195e-07, 2.94487e-07, 1.37369e-06, 3.14131e-07, 2.92713e-07, 2.95538e-07, 3.60751e-06, 2.92699e-07, 3.3772e-06, 2.92698e-07, 3.04804e-07
0.540648, 0, 1.13534e-05, 5.59328e-07, 1.41421, -1.13534e-05, 5.67367e-07, 5.59328e-07, 5.5935e-07, 5.59405e-07, 5.72921e-07, 5.6945e-07, 5.76445e-07, 5.67776e-07, 5.62689e-07, 2.59008e-06, 5.8692e-07, 5.59356e-07, 5.63453e-07, 5.27753e-06, 5.5933e-07, 4.48918e-06, 5.59328e-07, 5.82072e-07
0.548521, 0, 1.66725e-05, 1.04988e-06, 1.41421, -1.66725e-05, 1.06472e-06, 1.04988e-06, 1.04992e-06, 1.05002e-06, 1.07497e-06, 1.06856e-06, 1.08435e-06, 1.06547e-06, 1.05608e-06, 4.79799e-06, 1.08527e-06, 1.04993e-06, 1.05584e-06, 7.72468e-06, 1.04989e-06, 6.05111e-06, 1.04988e-06, 1.09186e-06
0.556394, 0, 2.48284e-05, 1.93611e-06, 1.41421, -2.48284e-05, 1.96302e-06, 1.93611e-06, 1.93618e-06, 1.93637e-06, 1.98161e-06, 1.96999e-06, 2.00323e-06, 1.96439e-06, 1.94736e-06, 8.73353e-06, 1.98131e-06, 1.9362e-06, 1.94466e-06, 1.13217e-05, 1.93612e-06, 8.30205e-06, 1.93611e-06, 2.01224e-06
0.564267, 0, 3.74549e-05, 3.50832e-06, 1.41421, -3.74549e-05, 3.55628e-06, 3.50832e-06, 3.50846e-06, 3.50879e-06, 3.58941e-06, 3.56871e-06, 3.63725e-06, 3.55872e-06, 3.52837e-06, 1.56229e-05, 3.56587e-06, 3.50849e-06, 3.52053e-06, 1.66275e-05, 3.50834e-06, 1.16261e-05, 3.50832e-06, 3.644e-06
0.57214, 0, 5.71183e-05, 6.24725e-06, 1.41421, -5.71183e-05, 6.33126e-06, 6.24725e-06, 6.24749e-06, 6.24806e-06, 6.38928e-06, 6.35302e-06, 6.49141e-06, 6.33553e-06, 6.28237e-06, 2.74667e-05, 6.32024e-06, 6.24754e-06, 6.26458e-06, 2.448e-05, 6.24728e-06, 1.66374e-05, 6.24725e-06, 6.4849e-06
0.580013, 0, 8.78113e-05, 1.0933e-05, 1.41421, -8.78113e-05, 1.10776e-05, 1.0933e-05, 1.09334e-05, 1.09344e-05, 1.11775e-05, 1.11151e-05, 1.13889e-05, 1.1085e-05, 1.09935e-05, 4.74644e-05, 1.10253e-05, 1.09335e-05, 1.09575e-05, 3.61344e-05, 1.09331e-05, 2.43108e-05, 1.0933e-05, 1.13422e-05
0.587886, 0, 0.000135655, 1.88055e-05, 1.41421, -0.000135655, 1.90502e-05, 1.88055e-05, 1.88062e-05, 1.88078e-05, 1.92193e-05, 1.91136e-05, 1.96447e-05, 1.90626e-05, 1.89078e-05, 8.06263e-05, 1.89217e-05, 1.88063e-05, 1.88398e-05, 5.3461e-05, 1.88055e-05, 3.61664e-05, 1.88055e-05, 1.94978e-05
0.595759, 0, 0.000209903, 3.17946e-05, 1.41421, -0.000209903, 3.22018e-05, 3.17946e-05, 3.17958e-05, 3.17986e-05, 3.2483e-05, 3.23073e-05, 3.33174e-05, 3.22225e-05, 3.19649e-05, 0.000134638, 3.19406e-05, 3.17961e-05, 3.18426e-05, 7.92278e-05, 3.17948e-05, 5.45458e-05, 3.17946e-05, 3.29465e-05
0.603632, 0, 0.000324316, 5.28429e-05, 1.41421, -0.000324316, 5.35088e-05, 5.28429e-05, 5.28447e-05, 5.28493e-05, 5.39687e-05, 5.36813e-05, 5.55656e-05, 5.35426e-05, 5.31213e-05, 0.000221043, 5.30257e-05, 5.28452e-05, 5.29095e-05, 0.000117491, 5.28431e-05, 8.29923e-05, 5.28429e-05, 5.47267e-05
0.611505, 0, 0.000498988, 8.634e-05, 1.41421, -0.000498988, 8.74108e-05, 8.634e-05, 8.6343e-05, 8.63504e-05, 8.81504e-05, 8.76882e-05, 9.11371e-05, 8.74652e-05, 8.67877e-05, 0.000356811, 8.65684e-05, 8.63438e-05, 8.64322e-05, 0.000174122, 8.63404e-05, 0.000126768, 8.634e-05, 8.93692e-05
0.619378, 0, 0.000762742, 0.000138698, 1.41421, -0.000762742, 0.000140391, 0.000138698, 0.000138703, 0.000138715, 0.000141561, 0.00014083, 0.000147025, 0.000140477, 0.000139406, 0.000566363, 0.000138983, 0.000138704, 0.000138825, 0.000257507, 0.000138699, 0.000193538, 0.000138698, 0.000143488
0.62725, 0, 0.0011561, 0.000219077, 1.41421, -0.0011561, 0.00022171, 0.000219077, 0.000219085, 0.000219103, 0.000223528, 0.000222392, 0.000233312, 0.000221844, 0.000220178, 0.000884062, 0.000219431, 0.000219086, 0.000219251, 0.000379426, 0.000219078, 0.000294244, 0.000219077, 0.000226525
0.635123, 0, 0.00173491, 0.000340277, 1.41421, -0.00173491, 0.000344303, 0.000340277, 0.000340289, 0.000340316, 0.000347084, 0.000345346, 0.000364246, 0.000344508, 0.000341961, 0.00135721, 0.000340717, 0.000340291, 0.000340515, 0.000556156, 0.000340279, 0.00044418, 0.000340277, 0.000351667
0.642996, 0, 0.00257453, 0.000519779, 1.41421, -0.00257453, 0.000525835, 0.000519779, 0.000519796, 0.000519838, 0.000530018, 0.000527404, 0.000559518, 0.000526142, 0.000522311, 0.00204941, 0.000520323, 0.0005198, 0.000520103, 0.000809754, 0.000519781, 0.000664271, 0.000519779, 0.000536911
0.650869, 0, 0.00377449, 0.000780901, 1.41421, -0.00377449, 0.000789862, 0.000780901, 0.000780927, 0.000780988, 0.000796051, 0.000792183, 0.000845767, 0.000790317, 0.000784648, 0.00304422, 0.000781574, 0.000780933, 0.000781341, 0.00116952, 0.000780904, 0.000982523, 0.000780901, 0.000806251
0.658742, 0, 0.00546333, 0.00115402, 1.41421, -0.00546333, 0.00116707, 0.00115402, 0.00115406, 0.00115415, 0.00117608, 0.00117045, 0.00125825, 0.00116773, 0.00115948, 0.00444876, 0.00115485, 0.00115407, 0.00115462, 0.00167357, 0.00115403, 0.00143559, 0.00115402, 0.00119093
