   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_91.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00192033, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00594893, 0, 2.48671e-18, 0, 1.41421, -2.48671e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14147e-20, 0, 0, 4.97532e-23, 6.43988e-22, 0, 2.4746e-18, 0, 0
0.0138182, 0, 4.69427e-18, 0, 1.41421, -4.69427e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15479e-20, 0, 0, 9.53881e-23, 1.2386e-21, 0, 4.67138e-18, 0, 0
0.0216875, 0, 8.78824e-18, 0, 1.41421, -8.78824e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03402e-20, 0, 0, 1.81395e-22, 2.36301e-21, 0, 8.74535e-18, 0, 0
0.0295567, 0, 1.63198e-17, 0, 1.41421, -1.63198e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.49115e-20, 0, 0, 3.4222e-22, 4.47286e-21, 0, 1.62401e-17, 0, 0
0.037426, 0, 3.00665e-17, 0, 1.41421, -3.00665e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38011e-19, 0, 0, 6.40642e-22, 8.40199e-21, 0, 2.99195e-17, 0, 0
0.0452952, 0, 5.49641e-17, 0, 1.41421, -5.49641e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52294e-19, 0, 0, 1.19023e-21, 1.56656e-20, 0, 5.46949e-17, 0, 0
0.0531645, 0, 9.97167e-17, 0, 1.41421, -9.97167e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57714e-19, 0, 0, 2.19493e-21, 2.89974e-20, 0, 9.92278e-17, 0, 0
0.0610338, 0, 1.79559e-16, 0, 1.41421, -1.79559e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24197e-19, 0, 0, 4.01836e-21, 5.32959e-20, 0, 1.78678e-16, 0, 0
0.068903, 0, 3.20965e-16, 0, 1.41421, -3.20965e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47325e-18, 0, 0, 7.30427e-21, 9.72806e-20, 0, 3.19387e-16, 0, 0
0.0767723, 0, 5.69593e-16, 0, 1.41421, -5.69593e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61446e-18, 0, 0, 1.31843e-20, 1.76367e-19, 0, 5.66789e-16, 0, 0
0.0846415, 0, 1.00364e-15, 0, 1.41421, -1.00364e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60673e-18, 0, 0, 2.36343e-20, 3.1764e-19, 0, 9.98695e-16, 0, 0
0.0925108, 0, 1.75607e-15, 0, 1.41421, -1.75607e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.06033e-18, 0, 0, 4.20805e-20, 5.68373e-19, 0, 1.7474e-15, 0, 0
0.10038, 0, 3.06752e-15, 0, 1.41421, -3.06752e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40797e-17, 0, 0, 7.50041e-20, 1.0197e-18, 0, 3.05235e-15, 0, 0
0.108249, 0, 5.29059e-15, 0, 1.41421, -5.29059e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42832e-17, 0, 0, 1.31681e-19, 1.80036e-18, 0, 5.26438e-15, 0, 0
0.116119, 0, 9.06375e-15, 0, 1.41421, -9.06375e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16012e-17, 0, 0, 2.29702e-19, 3.15944e-18, 0, 9.01876e-15, 0, 0
0.123988, 0, 1.54252e-14, 0, 1.41421, -1.54252e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07989e-17, 0, 0, 3.98163e-19, 5.51156e-18, 0, 1.53485e-14, 0, 0
0.131857, 0, 2.60795e-14, 0, 1.41421, -2.60795e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19699e-16, 0, 0, 6.85869e-19, 9.55846e-18, 0, 2.59495e-14, 0, 0
0.139726, 0, 4.38062e-14, 0, 1.41421, -4.38062e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01059e-16, 0, 0, 1.1742e-18, 1.64813e-17, 0, 4.35875e-14, 0, 0
0.147596, 0, 7.31079e-14, 0, 1.41421, -7.31079e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35545e-16, 0, 0, 1.99801e-18, 2.82568e-17, 0, 7.27422e-14, 0, 0
0.155465, 0, 1.2123e-13, 0, 1.41421, -1.2123e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56407e-16, 0, 0, 3.37943e-18, 4.81744e-17, 0, 1.20622e-13, 0, 0
0.163334, 0, 1.9975e-13, 0, 1.41421, -1.9975e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16787e-16, 0, 0, 5.68209e-18, 8.16781e-17, 0, 1.98746e-13, 0, 0
0.171203, 0, 3.27052e-13, 0, 1.41421, -3.27052e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50107e-15, 0, 0, 9.49804e-18, 1.3773e-16, 0, 3.25404e-13, 0, 0
0.179073, 0, 5.3213e-13, 0, 1.41421, -5.3213e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44232e-15, 0, 0, 1.57854e-17, 2.31015e-16, 0, 5.2944e-13, 0, 0
0.186942, 0, 8.60407e-13, 0, 1.41421, -8.60407e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94906e-15, 0, 0, 2.60864e-17, 3.85443e-16, 0, 8.56046e-13, 0, 0
0.194811, 0, 1.38258e-12, 0, 1.41421, -1.38258e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.34582e-15, 0, 0, 4.28699e-17, 6.39772e-16, 0, 1.37555e-12, 0, 0
0.20268, 0, 2.20796e-12, 0, 1.41421, -2.20796e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01345e-14, 0, 0, 7.00676e-17, 1.0565e-15, 0, 2.1967e-12, 0, 0
0.21055, 0, 3.50445e-12, 0, 1.41421, -3.50445e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60859e-14, 0, 0, 1.13913e-16, 1.73594e-15, 0, 3.48652e-12, 0, 0
0.218419, 0, 5.52826e-12, 0, 1.41421, -5.52826e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53768e-14, 0, 0, 1.84237e-16, 2.83829e-15, 0, 5.49986e-12, 0, 0
0.226288, 0, 8.66779e-12, 0, 1.41421, -8.66779e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97913e-14, 0, 0, 2.96474e-16, 4.61829e-15, 0, 8.62308e-12, 0, 0
0.234157, 0, 1.3508e-11, 0, 1.41421, -1.3508e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.20171e-14, 0, 0, 4.74767e-16, 7.47913e-15, 0, 1.3438e-11, 0, 0
0.242027, 0, 2.09241e-11, 0, 1.41421, -2.09241e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6077e-14, 0, 0, 7.56727e-16, 1.20564e-14, 0, 2.08152e-11, 0, 0
0.249896, 0, 3.2217e-11, 0, 1.41421, -3.2217e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47953e-13, 0, 0, 1.20076e-15, 1.93477e-14, 0, 3.20485e-11, 0, 0
0.257765, 0, 4.93082e-11, 0, 1.41421, -4.93082e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26486e-13, 0, 0, 1.89728e-15, 3.09135e-14, 0, 4.90489e-11, 0, 0
0.265635, 0, 7.50161e-11, 0, 1.41421, -7.50161e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44652e-13, 0, 0, 2.98593e-15, 4.9185e-14, 0, 7.46193e-11, 0, 0
0.273504, 0, 1.1345e-10, 1.12104e-44, 1.41421, -1.1345e-10, 1.12104e-44, 0, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 5.21385e-13, 1.12104e-44, 1.12104e-44, 4.68193e-15, 7.79382e-14, 1.12104e-44, 1.12846e-10, 1.12104e-44, 1.12104e-44
0.281373, 0, 1.7056e-10, 2.05991e-43, 1.41421, -1.7056e-10, 2.05991e-43, 0, 2.05991e-43, 2.05991e-43, 2.05991e-43, 2.05991e-43, 2.05991e-43, 2.05991e-43, 2.05991e-43, 2.05991e-43, 2.05991e-43, 2.05991e-43, 7.84129e-13, 2.05991e-43, 2.05991e-43, 7.31652e-15, 1.23019e-13, 2.05991e-43, 1.69645e-10, 2.05991e-43, 2.05991e-43
0.289242, 0, 2.54907e-10, 2.99457e-42, 1.41421, -2.54907e-10, 2.99457e-42, 0, 2.99457e-42, 2.99457e-42, 2.99457e-42, 2.99457e-42, 2.99457e-42, 2.99457e-42, 2.99457e-42, 2.99457e-42, 2.99457e-42, 2.99457e-42, 1.17242e-12, 2.99457e-42, 2.99457e-42, 1.13989e-14, 1.93454e-13, 2.99457e-42, 2.5353e-10, 2.99457e-42, 2.99457e-42
0.297112, 0, 3.78731e-10, 3.98053e-41, 1.41421, -3.78731e-10, 3.98053e-41, 0, 3.98053e-41, 3.98053e-41, 3.98053e-41, 3.98053e-41, 3.98053e-41, 3.98053e-41, 3.98053e-41, 3.98053e-41, 3.98053e-41, 3.98053e-41, 1.74286e-12, 3.98053e-41, 3.98053e-41, 1.77117e-14, 3.03142e-13, 3.98053e-41, 3.76667e-10, 3.98053e-41, 3.98053e-41
0.304981, 0, 5.59413e-10, 4.75458e-40, 1.41421, -5.59413e-10, 4.75458e-40, 0, 4.75458e-40, 4.75458e-40, 4.75458e-40, 4.75458e-40, 4.75458e-40, 4.75458e-40, 4.75458e-40, 4.75458e-40, 4.75458e-40, 4.75458e-40, 2.57596e-12, 4.75458e-40, 4.75458e-40, 2.74571e-14, 4.73435e-13, 4.75458e-40, 5.56336e-10, 4.75458e-40, 4.75458e-40
0.31285, 0, 8.21481e-10, 5.11905e-39, 1.41421, -8.21481e-10, 5.11905e-39, 0, 5.11905e-39, 5.11905e-39, 5.11905e-39, 5.11905e-39, 5.11905e-39, 5.11905e-39, 5.11905e-39, 5.11905e-39, 5.11905e-39, 5.11905e-39, 3.7856e-12, 5.11905e-39, 5.11905e-39, 4.2483e-14, 7.37073e-13, 5.11905e-39, 8.16916e-10, 5.11905e-39, 5.11905e-39
0.320719, 0, 1.19933e-09, 4.98962e-38, 1.41421, -1.19933e-09, 4.98962e-38, 0, 4.98962e-38, 4.98962e-38, 4.98962e-38, 4.98962e-38, 4.98962e-38, 4.98962e-38, 4.98962e-38, 4.98962e-38, 4.98962e-38, 4.98962e-38, 5.53181e-12, 4.98962e-38, 4.98962e-38, 6.56312e-14, 1.14416e-12, 4.98962e-38, 1.19258e-09, 4.98962e-38, 4.98962e-38
0.328589, 0, 1.74086e-09, 4.42565e-37, 1.41421, -1.74086e-09, 4.42565e-37, 0, 4.42565e-37, 4.42565e-37, 4.42565e-37, 4.42565e-37, 4.42565e-37, 4.42565e-37, 4.42565e-37, 4.42565e-37, 4.42565e-37, 4.42565e-37, 8.03819e-12, 4.42565e-37, 4.42565e-37, 1.01275e-13, 1.77125e-12, 4.42565e-37, 1.73095e-09, 4.42565e-37, 4.42565e-37
0.336458, 0, 2.51239e-09, 3.59104e-36, 1.41421, -2.51239e-09, 3.59104e-36, 0, 3.59104e-36, 3.59104e-36, 3.59104e-36, 3.59104e-36, 3.59104e-36, 3.59104e-36, 3.59104e-36, 3.59104e-36, 3.59104e-36, 3.59104e-36, 1.16153e-11, 3.59104e-36, 3.59104e-36, 1.56151e-13, 2.73513e-12, 3.59104e-36, 2.49789e-09, 3.59104e-36, 3.59104e-36
