   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_238.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
1.96804, 11.75, 7.86025, 5.83589, 3.7081, 3.88978, 5.85147, 0.0299288, 5.83597, 5.83614, 5.8364, 5.83596, 5.92178, 7.27787, 5.83857, 5.83589, 5.83589, 5.83589, 5.83589, 5.8359, 6.14995, 5.83589, 5.99917
1.976, 10.1523, 7.72255, 6.02996, 3.48602, 2.42979, 6.04558, 0.0272211, 6.03004, 6.03021, 6.03047, 6.03003, 6.12001, 7.12704, 6.03236, 6.02996, 6.02996, 6.02996, 6.02996, 6.02997, 6.35272, 6.02996, 6.19375
1.98396, 8.65693, 7.67208, 6.2325, 3.2645, 0.984851, 6.24815, 0.0246883, 6.23258, 6.23275, 6.23301, 6.23257, 6.32689, 7.06215, 6.23464, 6.2325, 6.2325, 6.2325, 6.2325, 6.23251, 6.56506, 6.2325, 6.39681
1.99191, 7.83325, 7.69235, 6.44301, 3.1358, 0.140898, 6.45867, 0.0223251, 6.44309, 6.44326, 6.44352, 6.44308, 6.54194, 7.0665, 6.44491, 6.44301, 6.44301, 6.44301, 6.44301, 6.44302, 6.7866, 6.44301, 6.60787
1.99987, 14.6042, 7.77008, 6.66103, 4.07482, 6.83411, 6.67671, 0.0201256, 6.66111, 6.66128, 6.66154, 6.6611, 6.76483, 7.12652, 6.66271, 6.66103, 6.66103, 6.66103, 6.66103, 6.66104, 7.01703, 6.66103, 6.82652
2.00783, 14.5336, 7.89462, 6.88613, 4.06615, 6.63898, 6.90183, 0.0180841, 6.88621, 6.88638, 6.88664, 6.8862, 6.99525, 7.23128, 6.88762, 6.88613, 6.88613, 6.88613, 6.88613, 6.88614, 7.25605, 6.88613, 7.05235
2.01579, 8.9904, 8.05762, 7.11795, 3.31518, 0.932774, 7.13365, 0.0161944, 7.11802, 7.1182, 7.11846, 7.11801, 7.23304, 7.37203, 7.11926, 7.11795, 7.11795, 7.11795, 7.11795, 7.11796, 7.50342, 7.11795, 7.28505
2.02375, 13.266, 8.2526, 7.35615, 3.90717, 5.01341, 7.37187, 0.0144503, 7.35623, 7.3564, 7.35666, 7.35622, 7.4782, 7.54178, 7.3573, 7.35615, 7.35615, 7.35615, 7.35615, 7.35616, 7.75895, 7.35615, 7.52434
2.0317, 13.4142, 8.47465, 7.60046, 3.92609, 4.93953, 7.61618, 0.0128457, 7.60054, 7.60071, 7.60097, 7.60053, 7.7309, 7.73501, 7.60146, 7.60046, 7.60046, 7.60046, 7.60046, 7.60047, 8.02247, 7.60046, 7.77
2.03966, 9.72673, 8.72028, 7.85065, 3.42443, 1.00646, 7.86638, 0.0113743, 7.85073, 7.8509, 7.85116, 7.85072, 7.99158, 7.94738, 7.85152, 7.85065, 7.85065, 7.85065, 7.85065, 7.85066, 8.2939, 7.85065, 8.02185
2.04762, 7.55445, 8.98718, 8.10652, 3.09103, -1.43273, 8.12226, 0.0100298, 8.1066, 8.10677, 8.10703, 8.10659, 8.26096, 8.17546, 8.10728, 8.10652, 8.10652, 8.10652, 8.10652, 8.10653, 8.57314, 8.10652, 8.27976
2.05558, 10.5496, 9.27422, 8.36792, 3.54254, 1.27536, 8.38367, 0.00880597, 8.36799, 8.36817, 8.36843, 8.36798, 8.54018, 8.41662, 8.36857, 8.36792, 8.36792, 8.36792, 8.36792, 8.36793, 8.86018, 8.36792, 8.54366
2.06353, 8.87422, 9.5813, 8.63471, 3.29761, -0.70708, 8.65048, 0.00769648, 8.63478, 8.63496, 8.63522, 8.63477, 8.83084, 8.6688, 8.63527, 8.63471, 8.63471, 8.63471, 8.63471, 8.63472, 9.15503, 8.63471, 8.81349
2.07149, 10.6563, 9.90945, 8.90679, 3.55757, 0.746872, 8.92258, 0.006695, 8.90687, 8.90704, 8.9073, 8.90686, 9.13519, 8.93044, 8.90728, 8.90679, 8.90679, 8.90679, 8.90679, 8.9068, 9.45776, 8.90679, 9.08924
2.07945, 7.88128, 10.2608, 9.18408, 3.14345, -2.37956, 9.19989, 0.00579516, 9.18416, 9.18433, 9.18459, 9.18415, 9.45617, 9.20032, 9.1845, 9.18408, 9.18408, 9.18408, 9.18408, 9.18409, 9.76853, 9.18408, 9.3709
2.08741, 10.5398, 10.6388, 9.46648, 3.54116, -0.0990276, 9.48233, 0.00499065, 9.46656, 9.46673, 9.467, 9.46655, 9.79761, 9.47753, 9.46684, 9.46648, 9.46648, 9.46648, 9.46648, 9.46649, 10.0875, 9.46648, 9.65848
2.09537, 4.34659, 11.0482, 9.75397, 2.51924, -6.70159, 9.76986, 0.00427496, 9.75405, 9.75422, 9.75448, 9.75403, 10.1644, 9.76141, 9.75427, 9.75397, 9.75397, 9.75397, 9.75397, 9.75398, 10.4151, 9.75397, 9.95204
2.10332, 5.53991, 11.4951, 10.0465, 2.74589, -5.95515, 10.0624, 0.0036418, 10.0465, 10.0467, 10.047, 10.0465, 10.5625, 10.0514, 10.0467, 10.0465, 10.0465, 10.0465, 10.0465, 10.0465, 10.7518, 10.0465, 10.2516
2.11128, 10.5351, 11.9872, 10.3439, 3.5405, -1.45212, 10.3599, 0.00308476, 10.344, 10.3442, 10.3444, 10.344, 10.9992, 10.3472, 10.3441, 10.3439, 10.3439, 10.3439, 10.3439, 10.3439, 11.0983, 10.3439, 10.5572
2.11924, 5.53036, 12.534, 10.6463, 2.74415, -7.00364, 10.6624, 0.00259764, 10.6464, 10.6465, 10.6468, 10.6463, 11.4829, 10.6484, 10.6465, 10.6463, 10.6463, 10.6463, 10.6463, 10.6463, 11.4555, 10.6463, 10.8689
2.1272, 4.83773, 13.1464, 10.9535, 2.61491, -8.30866, 10.9697, 0.00217421, 10.9536, 10.9538, 10.954, 10.9536, 12.0234, 10.9549, 10.9537, 10.9535, 10.9535, 10.9535, 10.9535, 10.9535, 11.8247, 10.9535, 11.1867
2.13515, 7.20857, 13.837, 11.2656, 3.03456, -6.62839, 11.282, 0.0018085, 11.2657, 11.2659, 11.2661, 11.2657, 12.6315, 11.2665, 11.2657, 11.2656, 11.2656, 11.2656, 11.2656, 11.2656, 12.2077, 11.2656, 11.5107
2.14311, 7.85203, 14.6195, 11.5825, 3.13879, -6.76749, 11.599, 0.00149472, 11.5826, 11.5827, 11.583, 11.5825, 13.3189, 11.583, 11.5826, 11.5825, 11.5825, 11.5825, 11.5825, 11.5825, 12.6066, 11.5825, 11.8408
2.15107, 8.05335, 15.509, 11.9041, 3.1707, -7.45566, 11.9208, 0.00122731, 11.9042, 11.9043, 11.9046, 11.9042, 14.0976, 11.9044, 11.9042, 11.9041, 11.9041, 11.9041, 11.9041, 11.9041, 13.0243, 11.9041, 12.1772
2.15903, 7.51607, 16.5208, 12.2304, 3.08481, -9.00476, 12.2474, 0.001001, 12.2305, 12.2307, 12.2309, 12.2305, 14.9796, 12.2306, 12.2305, 12.2304, 12.2304, 12.2304, 12.2304, 12.2304, 13.4642, 12.2304, 12.5197
2.16699, 11.0872, 17.6703, 12.5614, 3.61763, -6.58308, 12.5787, 0.000810841, 12.5615, 12.5617, 12.5619, 12.5615, 15.9757, 12.5615, 12.5615, 12.5614, 12.5614, 12.5614, 12.5614, 12.5614, 13.9305, 12.5614, 12.8684
2.17494, 15.4068, 18.9719, 12.897, 4.17214, -3.56512, 12.9147, 0.000652219, 12.8971, 12.8973, 12.8975, 12.8971, 17.0955, 12.8971, 12.8971, 12.897, 12.897, 12.897, 12.897, 12.897, 14.4284, 12.897, 13.2234
2.1829, 16.0661, 20.4379, 13.2372, 4.25042, -4.37187, 13.2553, 0.000520901, 13.2373, 13.2375, 13.2377, 13.2373, 18.3453, 13.2373, 13.2372, 13.2372, 13.2372, 13.2372, 13.2372, 13.2372, 14.9636, 13.2372, 13.5844
2.19086, 17.4913, 22.0784, 13.5819, 4.4149, -4.58705, 13.6005, 0.000413003, 13.582, 13.5822, 13.5824, 13.582, 19.7282, 13.5819, 13.582, 13.5819, 13.5819, 13.5819, 13.5819, 13.5819, 15.5428, 13.5819, 13.9516
2.19882, 21.9714, 23.8987, 13.9311, 4.89606, -1.92736, 13.9503, 0.000325044, 13.9312, 13.9314, 13.9316, 13.9312, 21.2426, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 16.1734, 13.9311, 14.3248
2.20678, 17.5113, 25.9, 14.2847, 4.41716, -8.38871, 14.3046, 0.000253899, 14.2848, 14.285, 14.2852, 14.2848, 22.8814, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 16.8633, 14.2847, 14.7039
2.21473, 24.0076, 28.0771, 14.6427, 5.09976, -4.06951, 14.6633, 0.000196821, 14.6428, 14.6429, 14.6432, 14.6427, 24.6313, 14.6427, 14.6427, 14.6427, 14.6427, 14.6427, 14.6427, 14.6427, 17.6206, 14.6427, 15.0889
2.22269, 36.5151, 30.4186, 15.0049, 6.20605, 6.09652, 15.0265, 0.000151396, 15.005, 15.0052, 15.0055, 15.005, 26.4728, 15.0049, 15.005, 15.0049, 15.0049, 15.0049, 15.0049, 15.005, 18.4534, 15.0049, 15.4797
2.23065, 32.3934, 32.9061, 15.3715, 5.86459, -0.512642, 15.3939, 0.000115544, 15.3715, 15.3717, 15.372, 15.3715, 28.3801, 15.3715, 15.3715, 15.3715, 15.3715, 15.3715, 15.3715, 15.3715, 19.3692, 15.3715, 15.8762
2.23861, 47.0075, 35.514, 15.7421, 7.00054, 11.4935, 15.7657, 8.74841e-05, 15.7422, 15.7424, 15.7426, 15.7422, 30.3211, 15.7421, 15.7421, 15.7421, 15.7421, 15.7421, 15.7421, 15.7421, 20.3743, 15.7421, 16.2783
2.24656, 44.4134, 38.2105, 16.1168, 6.81274, 6.20288, 16.1416, 6.5708e-05, 16.1169, 16.1171, 16.1173, 16.1169, 32.259, 16.1168, 16.1168, 16.1168, 16.1168, 16.1168, 16.1168, 16.1168, 21.4736, 16.1168, 16.6858
2.25452, 40.9403, 40.9574, 16.4955, 6.55289, -0.0170784, 16.5216, 4.89526e-05, 16.4956, 16.4958, 16.4961, 16.4956, 34.1533, 16.4955, 16.4956, 16.4955, 16.4955, 16.4955, 16.4955, 16.4956, 22.6695, 16.4955, 17.0987
2.26248, 53.395, 43.7121, 16.8781, 7.44278, 9.68292, 16.9057, 3.6171e-05, 16.8782, 16.8784, 16.8786, 16.8782, 35.9614, 16.8781, 16.8781, 16.8781, 16.8781, 16.8781, 16.8781, 16.8781, 23.9617, 16.8781, 17.5167
2.27044, 59.4159, 46.4281, 17.2644, 7.83683, 12.9878, 17.2935, 2.6506e-05, 17.2645, 17.2647, 17.2649, 17.2645, 37.6409, 17.2644, 17.2644, 17.2644, 17.2644, 17.2644, 17.2644, 17.2644, 25.3463, 17.2644, 17.9397
2.2784, 62.8622, 49.0577, 17.6543, 8.05371, 13.8045, 17.6851, 1.92617e-05, 17.6544, 17.6546, 17.6548, 17.6544, 39.1513, 17.6543, 17.6543, 17.6543, 17.6543, 17.6543, 17.6543, 17.6543, 26.8158, 17.6543, 18.3676
2.28635, 66.4751, 51.5537, 18.0476, 8.27497, 14.9214, 18.0802, 1.38794e-05, 18.0477, 18.0479, 18.0482, 18.0477, 40.457, 18.0476, 18.0476, 18.0476, 18.0476, 18.0476, 18.0476, 18.0477, 28.3585, 18.0476, 18.8
2.29431, 73.428, 53.8705, 18.4442, 8.68493, 19.5575, 18.4787, 9.91633e-06, 18.4443, 18.4444, 18.4447, 18.4443, 41.528, 18.4442, 18.4442, 18.4442, 18.4442, 18.4442, 18.4442, 18.4442, 29.9586, 18.4442, 19.2369
2.30227, 59.0729, 55.9673, 18.8437, 7.81491, 3.10561, 18.8803, 7.02429e-06, 18.8438, 18.844, 18.8443, 18.8438, 42.3427, 18.8437, 18.8437, 18.8437, 18.8437, 18.8437, 18.8437, 18.8437, 31.5967, 18.8437, 19.6779
2.31023, 66.1738, 57.8088, 19.246, 8.25674, 8.36502, 19.2847, 4.93301e-06, 19.2461, 19.2463, 19.2465, 19.2461, 42.8887, 19.246, 19.246, 19.246, 19.246, 19.246, 19.246, 19.246, 33.2498, 19.246, 20.1227
2.31818, 71.4667, 59.3673, 19.6507, 8.57127, 12.0994, 19.6917, 3.43432e-06, 19.6508, 19.651, 19.6512, 19.6508, 43.1633, 19.6507, 19.6507, 19.6507, 19.6507, 19.6507, 19.6507, 19.6507, 34.8925, 19.6507, 20.571
2.32614, 67.187, 60.6238, 20.0576, 8.31787, 6.56324, 20.101, 2.3701e-06, 20.0577, 20.0579, 20.0581, 20.0577, 43.174, 20.0576, 20.0576, 20.0576, 20.0576, 20.0576, 20.0576, 20.0576, 36.498, 20.0576, 21.0226
2.3341, 55.6396, 61.5678, 20.4662, 7.59207, -5.92818, 20.5121, 1.62136e-06, 20.4663, 20.4665, 20.4667, 20.4663, 42.9376, 20.4662, 20.4662, 20.4662, 20.4662, 20.4662, 20.4662, 20.4662, 38.0388, 20.4662, 21.477
2.34206, 67.7157, 62.1987, 20.8763, 8.34959, 5.51698, 20.9248, 1.09939e-06, 20.8763, 20.8765, 20.8768, 20.8763, 42.4794, 20.8763, 20.8763, 20.8763, 20.8763, 20.8763, 20.8763, 20.8763, 39.4887, 20.8763, 21.9338
2.35002, 69.5216, 62.5252, 21.2873, 8.45705, 6.99644, 21.3385, 7.38862e-07, 21.2874, 21.2875, 21.2878, 21.2873, 41.8312, 21.2873, 21.2873, 21.2873, 21.2873, 21.2873, 21.2873, 21.2873, 40.8238, 21.2873, 22.3926
2.35797, 70.2284, 62.5644, 21.6989, 8.49873, 7.66406, 21.753, 4.92145e-07, 21.699, 21.6992, 21.6994, 21.699, 41.0301, 21.6989, 21.6989, 21.6989, 21.6989, 21.6989, 21.6989, 21.6989, 42.0242, 21.6989, 22.853
2.36593, 64.9303, 62.3416, 22.1107, 8.1811, 2.58878, 22.1677, 3.24888e-07, 22.1108, 22.111, 22.1112, 22.1108, 40.1157, 22.1107, 22.1107, 22.1107, 22.1107, 22.1107, 22.1107, 22.1107, 43.0749, 22.1107, 23.3145
2.37389, 75.5591, 61.889, 22.5223, 8.80676, 13.67, 22.5824, 2.12554e-07, 22.5224, 22.5226, 22.5228, 22.5224, 39.1287, 22.5223, 22.5223, 22.5223, 22.5223, 22.5223, 22.5223, 22.5223, 43.9673, 22.5223, 23.7767
2.38185, 53.3953, 61.2449, 22.9333, 7.4428, -7.84957, 22.9965, 1.37805e-07, 22.9334, 22.9336, 22.9339, 22.9334, 38.1081, 22.9333, 22.9333, 22.9333, 22.9333, 22.9333, 22.9333, 22.9334, 44.7001, 22.9333, 24.2393
2.3898, 52.4627, 60.4526, 23.3435, 7.37989, -7.98985, 23.4098, 8.85352e-08, 23.3435, 23.3437, 23.344, 23.3435, 37.0903, 23.3435, 23.3435, 23.3435, 23.3435, 23.3435, 23.3435, 23.3435, 45.2799, 23.3435, 24.7019
2.39776, 63.3923, 59.5595, 23.7524, 8.08655, 3.8328, 23.8221, 5.63631e-08, 23.7525, 23.7527, 23.7529, 23.7525, 36.107, 23.7524, 23.7524, 23.7524, 23.7524, 23.7524, 23.7524, 23.7524, 45.7225, 23.7524, 25.1643
2.40572, 45.7624, 58.6175, 24.16, 6.91103, -12.8552, 24.2331, 3.55543e-08, 24.16, 24.1602, 24.1605, 24.16, 35.1847, 24.16, 24.16, 24.16, 24.16, 24.16, 24.16, 24.16, 46.0528, 24.16, 25.6261
2.41368, 43.797, 57.6825, 24.5661, 6.76735, -13.8855, 24.6427, 2.22204e-08, 24.5662, 24.5663, 24.5666, 24.5661, 34.3437, 24.5661, 24.5661, 24.5661, 24.5661, 24.5661, 24.5661, 24.5661, 46.3061, 24.5661, 26.0873
2.42164, 30.555, 56.8152, 24.9707, 5.7057, -26.2603, 25.0508, 1.37578e-08, 24.9707, 24.9709, 24.9712, 24.9707, 33.5986, 24.9707, 24.9707, 24.9707, 24.9707, 24.9707, 24.9707, 24.9707, 46.529, 24.9707, 26.5479
2.42959, 51.8418, 56.0835, 25.3738, 7.3377, -4.24168, 25.4577, 8.43779e-09, 25.3739, 25.3741, 25.3743, 25.3739, 32.9579, 25.3738, 25.3738, 25.3738, 25.3738, 25.3738, 25.3738, 25.3738, 46.7806, 25.3738, 27.0079
2.43755, 37.6142, 55.5637, 25.7758, 6.29398, -17.9495, 25.8634, 5.12507e-09, 25.7758, 25.776, 25.7763, 25.7758, 32.4249, 25.7758, 25.7758, 25.7758, 25.7758, 25.7758, 25.7758, 25.7758, 47.1343, 25.7758, 27.4675
2.44551, 46.8332, 55.3446, 26.1767, 6.98808, -8.5114, 26.2682, 3.08205e-09, 26.1768, 26.177, 26.1773, 26.1768, 31.9984, 26.1767, 26.1767, 26.1767, 26.1767, 26.1767, 26.1767, 26.1767, 47.6803, 26.1767, 27.9271
2.45347, 49.7027, 55.5312, 26.5771, 7.19046, -5.82843, 26.6725, 1.83426e-09, 26.5772, 26.5774, 26.5777, 26.5772, 31.6736, 26.5771, 26.5771, 26.5771, 26.5771, 26.5771, 26.5771, 26.5772, 48.5284, 26.5771, 28.3871
2.46142, 33.0102, 56.2486, 26.9774, 5.91694, -23.2385, 27.0768, 1.07972e-09, 26.9775, 26.9777, 26.9779, 26.9775, 31.4432, 26.9774, 26.9774, 26.9774, 26.9774, 26.9774, 26.9774, 26.9774, 49.8119, 26.9774, 28.8481
2.46938, 52.8999, 57.6481, 27.378, 7.40945, -4.74812, 27.4815, 6.28066e-10, 27.3781, 27.3783, 27.3786, 27.3781, 31.2981, 27.378, 27.378, 27.378, 27.378, 27.378, 27.378, 27.3781, 51.6908, 27.378, 29.3109
2.47734, 54.9217, 59.9111, 27.7796, 7.54465, -4.98939, 27.8873, 3.60533e-10, 27.7797, 27.7799, 27.7801, 27.7797, 31.2284, 27.7796, 27.7796, 27.7796, 27.7796, 27.7796, 27.7796, 27.7796, 54.357, 27.7796, 29.7764
2.4853, 56.0656, 63.2541, 28.1827, 7.62008, -7.18855, 28.2946, 2.04011e-10, 28.1828, 28.1829, 28.1832, 28.1828, 31.2243, 28.1827, 28.1827, 28.1827, 28.1827, 28.1827, 28.1827, 28.1827, 58.0365, 28.1827, 30.2458
2.49326, 64.1883, 67.9323, 28.5878, 8.13562, -3.744, 28.7041, 1.13432e-10, 28.5879, 28.5881, 28.5883, 28.5879, 31.2762, 28.5878, 28.5878, 28.5878, 28.5878, 28.5878, 28.5878, 28.5878, 62.9937, 28.5878, 30.7209
2.50121, 68.325, 74.2404, 28.9956, 8.386, -5.91545, 29.1162, 6.44983e-11, 28.9956, 28.9958, 28.9961, 28.9956, 31.3757, 28.9956, 28.9956, 28.9956, 28.9956, 28.9956, 28.9956, 28.9956, 69.5305, 28.9956, 31.2038
2.50917, 77.6475, 82.5141, 29.4064, 8.92454, -4.86667, 29.5315, 3.48467e-11, 29.4065, 29.4066, 29.4069, 29.4065, 31.5152, 29.4064, 29.4064, 29.4064, 29.4064, 29.4064, 29.4064, 29.4064, 77.9881, 29.4064, 31.6976
2.51713, 92.5405, 93.1233, 29.8207, 9.72319, -0.582878, 29.9505, 1.83355e-11, 29.8208, 29.821, 29.8213, 29.8208, 31.6886, 29.8207, 29.8207, 29.8207, 29.8207, 29.8207, 29.8207, 29.8208, 88.739, 29.8207, 32.2066
2.52509, 91.4313, 106.467, 30.239, 9.66599, -15.0355, 30.3733, 9.3205e-12, 30.239, 30.2392, 30.2395, 30.239, 31.891, 30.239, 30.239, 30.239, 30.239, 30.239, 30.239, 30.239, 102.181, 30.239, 32.7372
2.53304, 108.703, 122.959, 30.6614, 10.5215, -14.2562, 30.8004, 4.52325e-12, 30.6614, 30.6616, 30.6619, 30.6614, 32.1185, 30.6614, 30.6614, 30.6614, 30.6614, 30.6614, 30.6614, 30.6614, 118.725, 30.6614, 33.2982
2.541, 143.959, 143.014, 31.0881, 12.0813, 0.944946, 31.2319, 2.05804e-12, 31.0882, 31.0883, 31.0886, 31.0881, 32.3684, 31.0881, 31.0881, 31.0881, 31.0881, 31.0881, 31.0881, 31.0881, 138.775, 31.0881, 33.9022
2.54896, 153.697, 167.025, 31.5192, 12.4779, -13.3274, 31.6679, 8.52974e-13, 31.5193, 31.5195, 31.5197, 31.5193, 32.6386, 31.5192, 31.5192, 31.5192, 31.5192, 31.5192, 31.5192, 31.5192, 162.708, 31.5192, 34.5672
2.55692, 171.713, 195.336, 31.9548, 13.18, -23.6229, 32.1084, 3.06644e-13, 31.9549, 31.955, 31.9553, 31.9549, 32.9276, 31.9548, 31.9548, 31.9548, 31.9548, 31.9548, 31.9548, 31.9548, 190.845, 31.9548, 35.3179
2.56488, 218.284, 228.219, 32.3947, 14.842, -9.93468, 32.5533, 8.70311e-14, 32.3948, 32.395, 32.3952, 32.3948, 33.2344, 32.3947, 32.3947, 32.3947, 32.3947, 32.3947, 32.3947, 32.3947, 223.426, 32.3947, 36.1886
2.57283, 249.505, 265.844, 32.8389, 15.8589, -16.3395, 33.0026, 1.56194e-14, 32.839, 32.8391, 32.8394, 32.839, 33.5582, 32.8389, 32.8389, 32.8389, 32.8389, 32.8389, 32.8389, 32.8389, 260.574, 32.8389, 37.2255
2.58079, 294.532, 308.251, 33.2871, 17.2201, -13.7194, 33.456, 7.61143e-16, 33.2872, 33.2873, 33.2876, 33.2871, 33.8983, 33.2871, 33.2871, 33.2871, 33.2871, 33.2871, 33.2871, 33.2871, 302.267, 33.2871, 38.4902
2.58875, 327.393, 355.325, 33.7391, 18.1492, -27.9324, 33.9133, 1.83944e-40, 33.7391, 33.7393, 33.7396, 33.7391, 34.2539, 33.7391, 33.7391, 33.7391, 33.7391, 33.7391, 33.7391, 33.7391, 348.311, 33.7391, 40.0638
2.59671, 369.064, 406.776, 34.1945, 19.263, -37.7116, 34.3743, 1.08049e-40, 34.1946, 34.1948, 34.1951, 34.1946, 34.6242, 34.1945, 34.1945, 34.1945, 34.1945, 34.1945, 34.1945, 34.1946, 398.31, 34.1945, 42.0499
2.60467, 426.304, 462.139, 34.6533, 20.6955, -35.8354, 34.8387, 6.27684e-41, 34.6533, 34.6535, 34.6538, 34.6533, 35.0085, 34.6533, 34.6533, 34.6533, 34.6533, 34.6533, 34.6533, 34.6533, 451.671, 34.6533, 44.5804
2.61262, 497.68, 520.762, 35.1149, 22.3535, -23.0825, 35.3064, 3.60302e-41, 35.115, 35.1151, 35.1154, 35.115, 35.4058, 35.1149, 35.1149, 35.1149, 35.1149, 35.1149, 35.1149, 35.1149, 507.576, 35.1149, 47.818
2.62058, 571.168, 581.829, 35.5791, 23.9409, -10.6608, 35.7773, 2.03945e-41, 35.5792, 35.5794, 35.5796, 35.5792, 35.8149, 35.5791, 35.5791, 35.5791, 35.5791, 35.5791, 35.5791, 35.5791, 565.012, 35.5791, 51.9612
2.62854, 637.088, 644.382, 36.0457, 25.2802, -7.2934, 36.2513, 1.13379e-41, 36.0458, 36.046, 36.0462, 36.0458, 36.235, 36.0457, 36.0457, 36.0457, 36.0457, 36.0457, 36.0457, 36.0457, 622.786, 36.0457, 57.246
2.6365, 699.519, 707.358, 36.5143, 26.4862, -7.83875, 36.7284, 6.14189e-42, 36.5144, 36.5146, 36.5148, 36.5144, 36.6646, 36.5143, 36.5143, 36.5143, 36.5143, 36.5143, 36.5143, 36.5143, 679.559, 36.5143, 63.9473
2.64445, 789.234, 769.641, 36.9847, 28.1289, 19.5924, 37.2091, 3.18936e-42, 36.9848, 36.985, 36.9852, 36.9848, 37.1029, 36.9847, 36.9847, 36.9847, 36.9847, 36.9847, 36.9847, 36.9847, 733.905, 36.9847, 72.3778
2.65241, 910.732, 830.112, 37.4567, 30.2114, 80.6193, 37.694, 1.52461e-42, 37.4567, 37.4569, 37.4572, 37.4567, 37.5486, 37.4567, 37.4567, 37.4567, 37.4567, 37.4567, 37.4567, 37.4567, 784.356, 37.4567, 82.8825
2.66037, 941.173, 887.716, 37.9299, 30.7111, 53.4573, 38.1839, 6.16571e-43, 37.93, 37.9302, 37.9304, 37.93, 38.0008, 37.9299, 37.9299, 37.9299, 37.9299, 37.9299, 37.9299, 37.9299, 829.487, 37.9299, 95.8329
2.66833, 964.607, 941.51, 38.4043, 31.0903, 23.0967, 38.6806, 1.82169e-43, 38.4044, 38.4046, 38.4048, 38.4044, 38.4583, 38.4043, 38.4043, 38.4043, 38.4043, 38.4043, 38.4043, 38.4043, 867.969, 38.4043, 111.614
2.67629, 1061.34, 990.724, 38.8797, 32.6089, 70.6151, 39.1861, 2.8026e-44, 38.8797, 38.8799, 38.8802, 38.8797, 38.9204, 38.8797, 38.8797, 38.8797, 38.8797, 38.8797, 38.8797, 38.8797, 898.648, 38.8797, 130.608
2.68424, 1153.16, 1034.8, 39.3558, 33.9877, 118.363, 39.7036, 0, 39.3559, 39.356, 39.3563, 39.3558, 39.3862, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558, 920.601, 39.3558, 153.174
2.6922, 1115.36, 1073.4, 39.8325, 33.4269, 41.9567, 40.2374, 0, 39.8326, 39.8328, 39.833, 39.8326, 39.855, 39.8325, 39.8325, 39.8325, 39.8325, 39.8325, 39.8325, 39.8325, 933.183, 39.8325, 179.624
2.70016, 1192.83, 1106.46, 40.3098, 34.5663, 86.3662, 40.7933, 0, 40.3098, 40.31, 40.3103, 40.3098, 40.3262, 40.3098, 40.3098, 40.3098, 40.3098, 40.3098, 40.3098, 40.3098, 936.073, 40.3098, 210.197
2.70812, 1235.46, 1134.12, 40.7874, 35.1776, 101.34, 41.3787, 0, 40.7874, 40.7876, 40.7879, 40.7874, 40.7992, 40.7874, 40.7874, 40.7874, 40.7874, 40.7874, 40.7874, 40.7874, 929.281, 40.7874, 245.025
2.71607, 1195.59, 1156.75, 41.2651, 34.6063, 38.8461, 42.0035, 0, 41.2652, 41.2654, 41.2656, 41.2652, 41.2736, 41.2651, 41.2651, 41.2651, 41.2651, 41.2651, 41.2651, 41.2651, 913.152, 41.2651, 284.112
2.72403, 1250.53, 1174.85, 41.743, 35.3912, 75.6798, 42.6798, 0, 41.7431, 41.7432, 41.7435, 41.743, 41.749, 41.743, 41.743, 41.743, 41.743, 41.743, 41.743, 41.743, 888.35, 41.743, 327.303
2.73199, 1240.02, 1189.07, 42.2207, 35.2423, 50.9508, 43.423, 0, 42.2208, 42.221, 42.2212, 42.2208, 42.2249, 42.2207, 42.2207, 42.2207, 42.2207, 42.2207, 42.2207, 42.2207, 855.818, 42.2207, 374.261
2.73995, 1205.29, 1200.05, 42.6981, 34.746, 5.2395, 44.2514, 0, 42.6982, 42.6983, 42.6986, 42.6982, 42.701, 42.6981, 42.6981, 42.6981, 42.6981, 42.6981, 42.6981, 42.6981, 816.727, 42.6981, 424.461
2.74791, 1217.76, 1208.43, 43.1749, 34.9251, 9.33008, 45.187, 0, 43.175, 43.1751, 43.1754, 43.1749, 43.1769, 43.1749, 43.1749, 43.1749, 43.1749, 43.1749, 43.1749, 43.1749, 772.421, 43.1749, 477.172
2.75586, 1211.37, 1214.78, 43.6507, 34.8334, -3.41504, 46.2551, 0, 43.6508, 43.651, 43.6512, 43.6508, 43.6521, 43.6507, 43.6507, 43.6507, 43.6507, 43.6507, 43.6507, 43.6507, 724.348, 43.6507, 531.479
2.76382, 1197.16, 1219.52, 44.1252, 34.6289, -22.3562, 47.4848, 0, 44.1253, 44.1255, 44.1257, 44.1253, 44.1261, 44.1252, 44.1252, 44.1252, 44.1252, 44.1252, 44.1252, 44.1252, 673.99, 44.1252, 586.291
