   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_238.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
14.995, 25.0492, 24.7656, 24.7656, 5.20088, 0.283617, 24.7656, 0, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656, 24.7656
15.0029, 28.1568, 24.7011, 24.7011, 5.49152, 3.45569, 24.7011, 0, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011, 24.7011
15.0109, 28.3279, 24.6366, 24.6366, 5.50708, 3.69125, 24.6366, 0, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366, 24.6366
15.0188, 37.5955, 24.5762, 24.5762, 6.2925, 13.0193, 24.5762, 0, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762, 24.5762
15.0268, 27.4417, 24.5137, 24.5136, 5.42602, 2.928, 24.5136, 0, 24.5136, 24.5136, 24.5136, 24.5136, 24.5136, 24.5136, 24.5136, 24.5136, 24.5136, 24.5136, 24.5136, 24.5137, 24.5136, 24.5136, 24.5136
15.0347, 21.7175, 24.4489, 24.4489, 4.87006, -2.73141, 24.4489, 0, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489, 24.4489
15.0427, 31.8491, 24.3821, 24.3821, 5.818, 7.46698, 24.3821, 0, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821, 24.3821
15.0507, 30.4803, 24.3139, 24.3139, 5.69915, 6.16643, 24.3139, 0, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139, 24.3139
15.0586, 27.3185, 24.245, 24.245, 5.41465, 3.07349, 24.245, 0, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245, 24.245
15.0666, 33.4327, 24.1749, 24.1749, 5.95254, 9.25778, 24.1749, 0, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749, 24.1749
15.0745, 31.9504, 24.1036, 24.1036, 5.8267, 7.84687, 24.1036, 0, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036, 24.1036
15.0825, 35.2753, 24.0303, 24.0303, 6.10535, 11.2449, 24.0303, 0, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303, 24.0303
15.0904, 28.1355, 23.9556, 23.9556, 5.48958, 4.17989, 23.9556, 0, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556, 23.9556
15.0984, 26.9727, 23.8802, 23.8802, 5.38263, 3.09252, 23.8802, 0, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802, 23.8802
15.1064, 24.3978, 23.8049, 23.8049, 5.13788, 0.592838, 23.8049, 0, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049, 23.8049
15.1143, 31.3752, 23.7339, 23.7339, 5.77713, 7.64133, 23.7339, 0, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339, 23.7339
15.1223, 25.5473, 23.6604, 23.6604, 5.24856, 1.88696, 23.6604, 0, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604, 23.6604
15.1302, 26.1736, 23.5848, 23.5848, 5.30788, 2.5888, 23.5848, 0, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848, 23.5848
15.1382, 33.1612, 23.5082, 23.5082, 5.92969, 9.65301, 23.5082, 0, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082, 23.5082
15.1462, 28.3385, 23.4318, 23.4318, 5.50804, 4.90675, 23.4318, 0, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318, 23.4318
15.1541, 30.5509, 23.3614, 23.3614, 5.70534, 7.18953, 23.3614, 0, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614, 23.3614
15.1621, 24.0669, 23.2886, 23.2886, 5.10558, 0.778324, 23.2886, 0, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886, 23.2886
15.17, 27.4944, 23.2136, 23.2136, 5.43088, 4.28085, 23.2136, 0, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136, 23.2136
15.178, 32.3021, 23.1375, 23.1375, 5.8568, 9.16459, 23.1375, 0, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375, 23.1375
15.1859, 30.2087, 23.0616, 23.0616, 5.67527, 7.14708, 23.0616, 0, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616, 23.0616
15.1939, 30.2747, 22.988, 22.988, 5.68108, 7.28662, 22.988, 0, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988, 22.988
15.2019, 32.3778, 22.9137, 22.9137, 5.86326, 9.46404, 22.9137, 0, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137, 22.9137
15.2098, 31.5083, 22.8384, 22.8384, 5.78864, 8.66989, 22.8384, 0, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384, 22.8384
15.2178, 27.8245, 22.7623, 22.7623, 5.46118, 5.0622, 22.7623, 0, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623, 22.7623
15.2257, 21.5449, 22.685, 22.685, 4.8523, -1.14017, 22.685, 0, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685, 22.685
15.2337, 24.9703, 22.6067, 22.6067, 5.19329, 2.36354, 22.6067, 0, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067, 22.6067
15.2416, 26.0999, 22.528, 22.528, 5.30093, 3.57191, 22.528, 0, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528, 22.528
15.2496, 23.5938, 22.4493, 22.4493, 5.05903, 1.14448, 22.4493, 0, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493, 22.4493
15.2576, 24.659, 22.3701, 22.3701, 5.16323, 2.2889, 22.3701, 0, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701, 22.3701
15.2655, 21.0886, 22.2906, 22.2906, 4.80506, -1.20203, 22.2906, 0, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906, 22.2906
15.2735, 28.5243, 22.211, 22.211, 5.52488, 6.31332, 22.211, 0, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211, 22.211
15.2814, 23.8605, 22.1305, 22.1305, 5.08532, 1.72997, 22.1305, 0, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305, 22.1305
15.2894, 22.9717, 22.0486, 22.0486, 4.99717, 0.92313, 22.0486, 0, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486, 22.0486
15.2973, 32.9717, 21.9656, 21.9656, 5.91369, 11.0062, 21.9656, 0, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656, 21.9656
15.3053, 36.0598, 21.882, 21.882, 6.16926, 14.1778, 21.882, 0, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882, 21.882
15.3133, 25.9662, 21.7986, 21.7986, 5.28831, 4.16762, 21.7986, 0, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986, 21.7986
15.3212, 27.3458, 21.7213, 21.7213, 5.41718, 5.62456, 21.7213, 0, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213, 21.7213
15.3292, 13.9727, 21.6409, 21.6409, 3.99659, -7.66813, 21.6409, 0, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409, 21.6409
15.3371, 21.5112, 21.5579, 21.5579, 4.84883, -0.0467548, 21.5579, 0, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579, 21.5579
15.3451, 25.5035, 21.4738, 21.4738, 5.24438, 4.0297, 21.4738, 0, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738, 21.4738
15.3531, 25.9669, 21.3898, 21.3898, 5.28838, 4.57712, 21.3898, 0, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898, 21.3898
15.361, 34.027, 21.3138, 21.3138, 6.00225, 12.7132, 21.3138, 0, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138, 21.3138
15.369, 24.3851, 21.2334, 21.2334, 5.13665, 3.15172, 21.2334, 0, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334, 21.2334
15.3769, 28.4937, 21.1493, 21.1493, 5.52211, 7.34437, 21.1493, 0, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493, 21.1493
15.3849, 17.8862, 21.0635, 21.0634, 4.4594, -3.17721, 21.0634, 0, 21.0634, 21.0634, 21.0634, 21.0634, 21.0634, 21.0634, 21.0634, 21.0634, 21.0634, 21.0634, 21.0634, 21.0635, 21.0634, 21.0634, 21.0634
15.3928, 27.5338, 20.9778, 20.9778, 5.4345, 6.55605, 20.9778, 0, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778, 20.9778
15.4008, 21.9378, 20.9045, 20.9045, 4.89263, 1.03329, 20.9045, 0, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045, 20.9045
15.4088, 20.4917, 20.8255, 20.8255, 4.74254, -0.33383, 20.8255, 0, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255, 20.8255
15.4167, 30.621, 20.7418, 20.7417, 5.71148, 9.87928, 20.7417, 0, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417, 20.7417
15.4247, 30.7785, 20.6557, 20.6557, 5.72525, 10.1228, 20.6557, 0, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557, 20.6557
15.4326, 23.5067, 20.5698, 20.5698, 5.05042, 2.93692, 20.5698, 0, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698, 20.5698
15.4406, 29.4903, 20.4977, 20.4976, 5.61163, 8.99268, 20.4976, 0, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976, 20.4976
15.4485, 32.9807, 20.4187, 20.4187, 5.91445, 12.562, 20.4187, 0, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187, 20.4187
15.4565, 24.4653, 20.3339, 20.3339, 5.14444, 4.13136, 20.3339, 0, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339, 20.3339
15.4645, 20.4731, 20.2464, 20.2464, 4.74058, 0.226717, 20.2464, 0, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464, 20.2464
15.4724, 19.514, 20.159, 20.159, 4.63832, -0.645039, 20.159, 0, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159, 20.159
15.4804, 17.4071, 20.0896, 20.0895, 4.40534, -2.68251, 20.0895, 0, 20.0895, 20.0895, 20.0895, 20.0895, 20.0895, 20.0895, 20.0895, 20.0895, 20.0895, 20.0895, 20.0895, 20.0896, 20.0895, 20.0896, 20.0895
15.4883, 27.4756, 20.012, 20.012, 5.42914, 7.46355, 20.012, 0, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012, 20.012
15.4963, 23.9947, 19.9277, 19.9276, 5.0985, 4.06702, 19.9276, 0, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276, 19.9276
15.5043, 30.4891, 19.84, 19.8399, 5.69992, 10.6491, 19.8399, 0, 19.8399, 19.8399, 19.8399, 19.8399, 19.8399, 19.8399, 19.8399, 19.8399, 19.8399, 19.8399, 19.8399, 19.8399, 19.8399, 19.84, 19.8399
15.5122, 29.0102, 19.7525, 19.7524, 5.56868, 9.2577, 19.7524, 0, 19.7524, 19.7524, 19.7524, 19.7524, 19.7524, 19.7524, 19.7524, 19.7524, 19.7524, 19.7524, 19.7524, 19.7524, 19.7524, 19.7525, 19.7524
15.5202, 24.4217, 19.684, 19.6839, 5.1402, 4.73767, 19.6839, 0, 19.6839, 19.6839, 19.6839, 19.6839, 19.6839, 19.6839, 19.6839, 19.6839, 19.6839, 19.6839, 19.6839, 19.684, 19.6839, 19.684, 19.6839
15.5281, 28.84, 19.6066, 19.6065, 5.55338, 9.23344, 19.6065, 0, 19.6065, 19.6065, 19.6065, 19.6065, 19.6065, 19.6065, 19.6065, 19.6065, 19.6065, 19.6065, 19.6065, 19.6065, 19.6065, 19.6066, 19.6065
15.5361, 27.6798, 19.5215, 19.5214, 5.44792, 8.15836, 19.5214, 0, 19.5214, 19.5214, 19.5214, 19.5214, 19.5214, 19.5214, 19.5214, 19.5214, 19.5214, 19.5214, 19.5214, 19.5214, 19.5214, 19.5215, 19.5214
15.544, 17.9269, 19.4326, 19.4325, 4.46395, -1.50575, 19.4325, 0, 19.4325, 19.4325, 19.4325, 19.4325, 19.4325, 19.4325, 19.4325, 19.4325, 19.4325, 19.4325, 19.4325, 19.4325, 19.4325, 19.4326, 19.4325
15.552, 28.211, 19.344, 19.3439, 5.49646, 8.86699, 19.3439, 0, 19.3439, 19.3439, 19.3439, 19.3439, 19.3439, 19.3439, 19.3439, 19.3439, 19.3439, 19.3439, 19.3439, 19.3439, 19.3439, 19.344, 19.3439
15.56, 25.2087, 19.2778, 19.2776, 5.21619, 5.93088, 19.2776, 0, 19.2776, 19.2776, 19.2776, 19.2776, 19.2776, 19.2776, 19.2776, 19.2776, 19.2776, 19.2776, 19.2776, 19.2777, 19.2776, 19.2778, 19.2776
15.5679, 25.9741, 19.2016, 19.2015, 5.28905, 6.77246, 19.2015, 0, 19.2015, 19.2015, 19.2015, 19.2015, 19.2015, 19.2015, 19.2015, 19.2015, 19.2015, 19.2015, 19.2015, 19.2015, 19.2015, 19.2016, 19.2015
15.5759, 20.5102, 19.1171, 19.1169, 4.74449, 1.39314, 19.1169, 0, 19.1169, 19.1169, 19.1169, 19.1169, 19.1169, 19.1169, 19.1169, 19.1169, 19.1169, 19.1169, 19.1169, 19.1169, 19.1169, 19.1171, 19.1169
15.5838, 21.3567, 19.0284, 19.0282, 4.83288, 2.32831, 19.0282, 0, 19.0282, 19.0282, 19.0282, 19.0282, 19.0282, 19.0282, 19.0282, 19.0282, 19.0282, 19.0282, 19.0282, 19.0282, 19.0282, 19.0284, 19.0282
15.5918, 23.054, 18.9399, 18.9397, 5.0054, 4.11409, 18.9397, 0, 18.9397, 18.9397, 18.9397, 18.9397, 18.9397, 18.9397, 18.9397, 18.9397, 18.9397, 18.9397, 18.9397, 18.9397, 18.9397, 18.9399, 18.9397
15.5997, 27.8848, 18.8743, 18.874, 5.4667, 9.01043, 18.874, 0, 18.874, 18.874, 18.874, 18.874, 18.874, 18.874, 18.874, 18.874, 18.874, 18.874, 18.874, 18.874, 18.874, 18.8743, 18.874
15.6077, 29.4213, 18.7983, 18.798, 5.60547, 10.623, 18.798, 0, 18.798, 18.798, 18.798, 18.798, 18.798, 18.798, 18.798, 18.798, 18.798, 18.798, 18.798, 18.798, 18.798, 18.7983, 18.798
15.6157, 24.261, 18.7134, 18.713, 5.12455, 5.54755, 18.713, 0, 18.713, 18.713, 18.713, 18.713, 18.713, 18.713, 18.713, 18.713, 18.713, 18.713, 18.713, 18.713, 18.713, 18.7134, 18.713
15.6236, 17.0825, 18.6242, 18.6237, 4.36836, -1.54166, 18.6237, 0, 18.6237, 18.6237, 18.6237, 18.6237, 18.6237, 18.6237, 18.6237, 18.6237, 18.6237, 18.6237, 18.6237, 18.6238, 18.6237, 18.6242, 18.6237
15.6316, 16.5559, 18.5352, 18.5347, 4.30765, -1.97929, 18.5347, 0, 18.5347, 18.5347, 18.5347, 18.5347, 18.5347, 18.5347, 18.5347, 18.5347, 18.5347, 18.5347, 18.5347, 18.5347, 18.5347, 18.5352, 18.5347
15.6395, 24.4155, 18.471, 18.4704, 5.1396, 5.94454, 18.4704, 0, 18.4704, 18.4704, 18.4704, 18.4704, 18.4704, 18.4704, 18.4704, 18.4704, 18.4704, 18.4704, 18.4704, 18.4704, 18.4704, 18.471, 18.4704
15.6475, 19.3093, 18.3961, 18.3954, 4.61619, 0.913183, 18.3954, 0, 18.3954, 18.3954, 18.3954, 18.3954, 18.3954, 18.3954, 18.3954, 18.3954, 18.3954, 18.3954, 18.3954, 18.3954, 18.3954, 18.3961, 18.3954
15.6554, 25.7338, 18.3119, 18.3112, 5.26629, 7.4219, 18.3112, 0, 18.3112, 18.3112, 18.3112, 18.3112, 18.3112, 18.3112, 18.3112, 18.3112, 18.3112, 18.3112, 18.3112, 18.3112, 18.3112, 18.3119, 18.3112
15.6634, 18.4766, 18.2233, 18.2225, 4.52511, 0.25325, 18.2225, 0, 18.2225, 18.2225, 18.2225, 18.2225, 18.2225, 18.2225, 18.2225, 18.2225, 18.2225, 18.2225, 18.2225, 18.2225, 18.2225, 18.2233, 18.2225
15.6714, 21.8965, 18.1349, 18.1341, 4.88841, 3.76159, 18.1341, 0, 18.1341, 18.1341, 18.1341, 18.1341, 18.1341, 18.1341, 18.1341, 18.1341, 18.1341, 18.1341, 18.1341, 18.1341, 18.1341, 18.1349, 18.1341
15.6793, 22.8061, 18.0712, 18.0702, 4.98057, 4.73487, 18.0702, 0, 18.0702, 18.0702, 18.0702, 18.0702, 18.0702, 18.0702, 18.0702, 18.0702, 18.0702, 18.0702, 18.0702, 18.0702, 18.0702, 18.0712, 18.0702
15.6873, 18.6908, 17.9965, 17.9954, 4.54871, 0.694223, 17.9954, 0, 17.9954, 17.9954, 17.9954, 17.9954, 17.9954, 17.9954, 17.9954, 17.9954, 17.9954, 17.9954, 17.9954, 17.9954, 17.9954, 17.9965, 17.9954
15.6952, 16.1089, 17.9125, 17.9112, 4.25545, -1.8036, 17.9112, 0, 17.9112, 17.9112, 17.9112, 17.9112, 17.9112, 17.9112, 17.9112, 17.9112, 17.9112, 17.9112, 17.9112, 17.9112, 17.9112, 17.9125, 17.9112
15.7032, 29.4082, 17.8238, 17.8225, 5.6043, 11.5843, 17.8225, 0, 17.8225, 17.8225, 17.8225, 17.8225, 17.8225, 17.8225, 17.8225, 17.8225, 17.8225, 17.8225, 17.8225, 17.8225, 17.8225, 17.8238, 17.8225
15.7112, 27.2401, 17.7354, 17.7339, 5.40742, 9.50471, 17.7339, 0, 17.7339, 17.7339, 17.7339, 17.7339, 17.7339, 17.7339, 17.7339, 17.7339, 17.7339, 17.7339, 17.7339, 17.7339, 17.7339, 17.7354, 17.7339
15.7191, 27.3447, 17.6731, 17.6714, 5.41708, 9.67164, 17.6714, 0, 17.6714, 17.6714, 17.6714, 17.6714, 17.6714, 17.6714, 17.6714, 17.6714, 17.6714, 17.6714, 17.6714, 17.6714, 17.6714, 17.6731, 17.6714
15.7271, 13.9129, 17.5995, 17.5977, 3.9891, -3.68663, 17.5977, 0, 17.5977, 17.5977, 17.5977, 17.5977, 17.5977, 17.5977, 17.5977, 17.5977, 17.5977, 17.5977, 17.5977, 17.5977, 17.5977, 17.5995, 17.5977
15.735, 22.9741, 17.5163, 17.5143, 4.99741, 5.45782, 17.5143, 0, 17.5143, 17.5143, 17.5143, 17.5143, 17.5143, 17.5143, 17.5143, 17.5143, 17.5143, 17.5143, 17.5143, 17.5143, 17.5143, 17.5163, 17.5143
15.743, 18.9727, 17.4284, 17.4262, 4.5796, 1.54438, 17.4262, 0, 17.4262, 17.4262, 17.4262, 17.4262, 17.4262, 17.4262, 17.4262, 17.4262, 17.4262, 17.4262, 17.4262, 17.4262, 17.4262, 17.4284, 17.4262
15.7509, 22.5633, 17.3407, 17.3383, 4.95614, 5.22264, 17.3383, 0, 17.3383, 17.3383, 17.3383, 17.3383, 17.3383, 17.3383, 17.3383, 17.3383, 17.3383, 17.3383, 17.3383, 17.3383, 17.3383, 17.3407, 17.3383
15.7589, 20.7523, 17.2791, 17.2765, 4.76994, 3.47323, 17.2765, 0, 17.2765, 17.2765, 17.2765, 17.2765, 17.2765, 17.2765, 17.2765, 17.2765, 17.2765, 17.2765, 17.2765, 17.2765, 17.2765, 17.2791, 17.2765
15.7669, 17.1986, 17.206, 17.2033, 4.38162, -0.00741005, 17.2033, 0, 17.2033, 17.2033, 17.2033, 17.2033, 17.2033, 17.2033, 17.2033, 17.2033, 17.2033, 17.2033, 17.2033, 17.2033, 17.2033, 17.206, 17.2033
15.7748, 21.5735, 17.1232, 17.1201, 4.85525, 4.45032, 17.1201, 0, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1232, 17.1201
15.7828, 21.5782, 17.0355, 17.0322, 4.85574, 4.5427, 17.0322, 0, 17.0322, 17.0322, 17.0322, 17.0322, 17.0322, 17.0322, 17.0322, 17.0322, 17.0322, 17.0322, 17.0322, 17.0322, 17.0322, 17.0355, 17.0322
15.7907, 22.1836, 16.9481, 16.9445, 4.91768, 5.23554, 16.9445, 0, 16.9445, 16.9445, 16.9445, 16.9445, 16.9445, 16.9445, 16.9445, 16.9445, 16.9445, 16.9445, 16.9445, 16.9446, 16.9445, 16.948, 16.9445
15.7987, 12.5681, 16.8878, 16.8841, 3.81682, -4.31976, 16.8841, 0, 16.8841, 16.8841, 16.8841, 16.8841, 16.8841, 16.8841, 16.8841, 16.8841, 16.8841, 16.8841, 16.8841, 16.8841, 16.8841, 16.8878, 16.8841
15.8066, 17.3698, 16.8159, 16.8119, 4.40111, 0.553856, 16.8119, 0, 16.8119, 16.8119, 16.8119, 16.8119, 16.8119, 16.8119, 16.8119, 16.8119, 16.8119, 16.8119, 16.8119, 16.8119, 16.8119, 16.8159, 16.8119
15.8146, 22.3636, 16.7339, 16.7296, 4.93595, 5.6297, 16.7296, 0, 16.7296, 16.7296, 16.7296, 16.7296, 16.7296, 16.7296, 16.7296, 16.7296, 16.7296, 16.7296, 16.7296, 16.7296, 16.7296, 16.7339, 16.7296
