   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_136.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00238761, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0054847, 0, 3.11989e-19, 0, 1.41421, -3.11989e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3774e-21, 0, 0, 6.55305e-24, 7.79733e-22, 0, 3.09825e-19, 0, 0
0.013357, 0, 6.18177e-19, 0, 1.41421, -6.18177e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72907e-21, 0, 0, 1.31741e-23, 1.57341e-21, 0, 6.13861e-19, 0, 0
0.0212293, 0, 1.21292e-18, 0, 1.41421, -1.21292e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35441e-21, 0, 0, 2.62297e-23, 3.1439e-21, 0, 1.20439e-18, 0, 0
0.0291016, 0, 2.35735e-18, 0, 1.41421, -2.35735e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0406e-20, 0, 0, 5.17368e-23, 6.22276e-21, 0, 2.34066e-18, 0, 0
0.0369739, 0, 4.53951e-18, 0, 1.41421, -4.53951e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00377e-20, 0, 0, 1.01126e-22, 1.22048e-20, 0, 4.50716e-18, 0, 0
0.0448462, 0, 8.66352e-18, 0, 1.41421, -8.66352e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82394e-20, 0, 0, 1.95929e-22, 2.37267e-20, 0, 8.60136e-18, 0, 0
0.0527185, 0, 1.63901e-17, 0, 1.41421, -1.63901e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.23397e-20, 0, 0, 3.7637e-22, 4.57332e-20, 0, 1.62717e-17, 0, 0
0.0605908, 0, 3.07441e-17, 0, 1.41421, -3.07441e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35685e-19, 0, 0, 7.16977e-22, 8.74222e-20, 0, 3.05202e-17, 0, 0
0.0684631, 0, 5.71896e-17, 0, 1.41421, -5.71896e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52385e-19, 0, 0, 1.35476e-21, 1.65773e-19, 0, 5.67701e-17, 0, 0
0.0763355, 0, 1.05518e-16, 0, 1.41421, -1.05518e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.65637e-19, 0, 0, 2.53961e-21, 3.11891e-19, 0, 1.04738e-16, 0, 0
0.0842078, 0, 1.93134e-16, 0, 1.41421, -1.93134e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52225e-19, 0, 0, 4.72385e-21, 5.82343e-19, 0, 1.91695e-16, 0, 0
0.0920801, 0, 3.50737e-16, 0, 1.41421, -3.50737e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54757e-18, 0, 0, 8.72007e-21, 1.07926e-18, 0, 3.48101e-16, 0, 0
0.0999524, 0, 6.32049e-16, 0, 1.41421, -6.32049e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78863e-18, 0, 0, 1.59772e-20, 1.98571e-18, 0, 6.27259e-16, 0, 0
0.107825, 0, 1.13038e-15, 0, 1.41421, -1.13038e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98693e-18, 0, 0, 2.90604e-20, 3.62766e-18, 0, 1.12173e-15, 0, 0
0.115697, 0, 2.00655e-15, 0, 1.41421, -2.00655e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.85174e-18, 0, 0, 5.24776e-20, 6.58148e-18, 0, 1.99106e-15, 0, 0
0.123569, 0, 3.5357e-15, 0, 1.41421, -3.5357e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55963e-17, 0, 0, 9.40957e-20, 1.18596e-17, 0, 3.50815e-15, 0, 0
0.131442, 0, 6.18501e-15, 0, 1.41421, -6.18501e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72805e-17, 0, 0, 1.67546e-19, 2.12286e-17, 0, 6.13633e-15, 0, 0
0.139314, 0, 1.0742e-14, 0, 1.41421, -1.0742e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73762e-17, 0, 0, 2.96286e-19, 3.77514e-17, 0, 1.06566e-14, 0, 0
0.147186, 0, 1.85243e-14, 0, 1.41421, -1.85243e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.1692e-17, 0, 0, 5.20415e-19, 6.6705e-17, 0, 1.83754e-14, 0, 0
0.155059, 0, 3.17209e-14, 0, 1.41421, -3.17209e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39876e-16, 0, 0, 9.08021e-19, 1.17124e-16, 0, 3.1463e-14, 0, 0
0.162931, 0, 5.39414e-14, 0, 1.41421, -5.39414e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37837e-16, 0, 0, 1.57393e-18, 2.04382e-16, 0, 5.34976e-14, 0, 0
0.170803, 0, 9.10964e-14, 0, 1.41421, -9.10964e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01621e-16, 0, 0, 2.71057e-18, 3.54476e-16, 0, 9.03376e-14, 0, 0
0.178675, 0, 1.52794e-13, 0, 1.41421, -1.52794e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.73563e-16, 0, 0, 4.63829e-18, 6.11118e-16, 0, 1.51505e-13, 0, 0
0.186548, 0, 2.54542e-13, 0, 1.41421, -2.54542e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12198e-15, 0, 0, 7.88715e-18, 1.04735e-15, 0, 2.52365e-13, 0, 0
0.19442, 0, 4.21195e-13, 0, 1.41421, -4.21195e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85636e-15, 0, 0, 1.33287e-17, 1.78457e-15, 0, 4.17541e-13, 0, 0
0.202292, 0, 6.92303e-13, 0, 1.41421, -6.92303e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05091e-15, 0, 0, 2.23876e-17, 3.02354e-15, 0, 6.86206e-13, 0, 0
0.210165, 0, 1.13036e-12, 0, 1.41421, -1.13036e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98083e-15, 0, 0, 3.73789e-17, 5.09402e-15, 0, 1.12024e-12, 0, 0
0.218037, 0, 1.83341e-12, 0, 1.41421, -1.83341e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07791e-15, 0, 0, 6.20437e-17, 8.53518e-15, 0, 1.81674e-12, 0, 0
0.225909, 0, 2.95423e-12, 0, 1.41421, -2.95423e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30148e-14, 0, 0, 1.02394e-16, 1.42238e-14, 0, 2.92689e-12, 0, 0
0.233782, 0, 4.72915e-12, 0, 1.41421, -4.72915e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08321e-14, 0, 0, 1.68051e-16, 2.35784e-14, 0, 4.68458e-12, 0, 0
0.241654, 0, 7.52126e-12, 0, 1.41421, -7.52126e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31283e-14, 0, 0, 2.7432e-16, 3.88828e-14, 0, 7.44898e-12, 0, 0
0.249526, 0, 1.18901e-11, 0, 1.41421, -1.18901e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23674e-14, 0, 0, 4.46268e-16, 6.39258e-14, 0, 1.17733e-11, 0, 0
0.257398, 0, 1.86657e-11, 0, 1.41421, -1.86657e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.22036e-14, 0, 0, 7.21039e-16, 1.04361e-13, 0, 1.84784e-11, 0, 0
0.265271, 0, 2.9115e-11, 0, 1.41421, -2.9115e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28216e-13, 0, 0, 1.15945e-15, 1.69561e-13, 0, 2.8816e-11, 0, 0
0.273143, 0, 4.51246e-11, 0, 1.41421, -4.51246e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98714e-13, 0, 0, 1.85605e-15, 2.74226e-13, 0, 4.46498e-11, 0, 0
0.281015, 0, 6.94942e-11, 9.80909e-45, 1.41421, -6.94942e-11, 9.80909e-45, 0, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 3.0603e-13, 9.80909e-45, 9.80909e-45, 2.95864e-15, 4.41525e-13, 9.80909e-45, 6.87437e-11, 9.80909e-45, 9.80909e-45
0.288888, 0, 1.06349e-10, 1.62551e-43, 1.41421, -1.06349e-10, 1.62551e-43, 0, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 4.68347e-13, 1.62551e-43, 1.62551e-43, 4.69786e-15, 7.07858e-13, 1.62551e-43, 1.05168e-10, 1.62551e-43, 1.62551e-43
0.29676, 0, 1.61726e-10, 2.39062e-42, 1.41421, -1.61726e-10, 2.39062e-42, 0, 2.39062e-42, 2.39062e-42, 2.39062e-42, 2.39062e-42, 2.39062e-42, 2.39062e-42, 2.39062e-42, 2.39062e-42, 2.39062e-42, 7.12283e-13, 2.39062e-42, 2.39062e-42, 7.43293e-15, 1.13022e-12, 2.39062e-42, 1.59877e-10, 2.39062e-42, 2.39062e-42
0.304632, 0, 2.44402e-10, 3.20421e-41, 1.41421, -2.44402e-10, 3.20421e-41, 0, 3.20421e-41, 3.20421e-41, 3.20421e-41, 3.20421e-41, 3.20421e-41, 3.20421e-41, 3.20421e-41, 3.20421e-41, 3.20421e-41, 1.07656e-12, 3.20421e-41, 3.20421e-41, 1.17229e-14, 1.79763e-12, 3.20421e-41, 2.41516e-10, 3.20421e-41, 3.20421e-41
