   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_174.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.368633, 0, 4.73693e-09, 2.56598e-34, 1.41421, -4.73693e-09, 0, 2.56598e-34, 2.56598e-34, 2.56598e-34, 2.56598e-34, 2.56598e-34, 2.56598e-34, 2.56598e-34, 2.56598e-34, 2.56598e-34, 2.56598e-34, 3.47818e-11, 2.56598e-34, 6.77177e-13, 9.34107e-12, 2.56598e-34, 4.69212e-09, 2.56598e-34, 2.56598e-34
0.37651, 0, 6.83009e-09, 1.77837e-33, 1.41421, -6.83009e-09, 0, 1.77837e-33, 1.77837e-33, 1.77837e-33, 1.77837e-33, 1.77837e-33, 1.77837e-33, 1.77837e-33, 1.77837e-33, 1.77837e-33, 1.77837e-33, 5.02548e-11, 1.77837e-33, 1.06415e-12, 1.4639e-11, 1.77837e-33, 6.76414e-09, 1.77837e-33, 1.77837e-33
0.384386, 0, 9.78503e-09, 1.1726e-32, 1.41421, -9.78503e-09, 0, 1.1726e-32, 1.1726e-32, 1.1726e-32, 1.1726e-32, 1.1726e-32, 1.1726e-32, 1.1726e-32, 1.1726e-32, 1.1726e-32, 1.1726e-32, 7.21705e-11, 1.1726e-32, 1.67192e-12, 2.28939e-11, 1.1726e-32, 9.68829e-09, 1.1726e-32, 1.1726e-32
0.392263, 0, 1.39292e-08, 7.23574e-32, 1.41421, -1.39292e-08, 0, 7.23574e-32, 7.23574e-32, 7.23574e-32, 7.23574e-32, 7.23574e-32, 7.23574e-32, 7.23574e-32, 7.23574e-32, 7.23574e-32, 7.23574e-32, 1.03025e-10, 7.23574e-32, 2.62641e-12, 3.57328e-11, 7.23574e-32, 1.37879e-08, 7.23574e-32, 7.23574e-32
0.40014, 0, 1.97038e-08, 4.17071e-31, 1.41421, -1.97038e-08, 0, 4.17071e-31, 4.17071e-31, 4.17071e-31, 4.17071e-31, 4.17071e-31, 4.17071e-31, 4.17071e-31, 4.17071e-31, 4.17071e-31, 4.17071e-31, 1.46208e-10, 4.17071e-31, 4.12501e-12, 5.56641e-11, 4.17071e-31, 1.94978e-08, 4.17071e-31, 4.17071e-31
0.408017, 0, 2.76984e-08, 2.24997e-30, 1.41421, -2.76984e-08, 0, 2.24997e-30, 2.24997e-30, 2.24997e-30, 2.24997e-30, 2.24997e-30, 2.24997e-30, 2.24997e-30, 2.24997e-30, 2.24997e-30, 2.24997e-30, 2.06299e-10, 2.24997e-30, 6.47649e-12, 8.6544e-11, 2.24997e-30, 2.73991e-08, 2.24997e-30, 2.24997e-30
0.415893, 0, 3.86967e-08, 1.13943e-29, 1.41421, -3.86967e-08, 0, 1.13943e-29, 1.13943e-29, 1.13943e-29, 1.13943e-29, 1.13943e-29, 1.13943e-29, 1.13943e-29, 1.13943e-29, 1.13943e-29, 1.13943e-29, 2.89446e-10, 1.13943e-29, 1.01625e-11, 1.34281e-10, 1.13943e-29, 3.82629e-08, 1.13943e-29, 1.13943e-29
0.42377, 0, 5.37325e-08, 5.43386e-29, 1.41421, -5.37325e-08, 0, 5.43386e-29, 5.43386e-29, 5.43386e-29, 5.43386e-29, 5.43386e-29, 5.43386e-29, 5.43386e-29, 5.43386e-29, 5.43386e-29, 5.43386e-29, 4.03865e-10, 5.43386e-29, 1.59321e-11, 2.07897e-10, 5.43386e-29, 5.31048e-08, 5.43386e-29, 5.43386e-29
0.431647, 0, 7.41617e-08, 4.68526e-28, 1.41421, -7.41617e-08, 0, 4.68526e-28, 4.68526e-28, 4.68526e-28, 4.68526e-28, 4.68526e-28, 4.68526e-28, 4.68526e-28, 4.68526e-28, 4.68526e-28, 4.68526e-28, 5.6048e-10, 4.68526e-28, 2.49605e-11, 3.21208e-10, 4.68526e-28, 7.3255e-08, 4.68526e-28, 4.68526e-28
0.439523, 0, 1.01748e-07, 1.90612e-27, 1.41421, -1.01748e-07, 0, 1.90612e-27, 1.90612e-27, 1.90612e-27, 1.90612e-27, 1.90612e-27, 1.90612e-27, 1.90612e-27, 1.90612e-27, 1.90612e-27, 1.90612e-27, 7.73709e-10, 1.90612e-27, 3.90103e-11, 4.94767e-10, 1.90612e-27, 1.0044e-07, 1.90612e-27, 1.90612e-27
0.4474, 0, 1.38775e-07, 7.38854e-27, 1.41421, -1.38775e-07, 0, 7.38854e-27, 7.38854e-27, 7.38854e-27, 7.38854e-27, 7.38854e-27, 7.38854e-27, 7.38854e-27, 4.24948e-14, 7.38854e-27, 7.38854e-27, 1.06255e-09, 7.38854e-27, 6.08355e-11, 7.59848e-10, 7.38854e-27, 1.36892e-07, 7.38854e-27, 7.38854e-27
0.455277, 0, 1.88181e-07, 2.73566e-26, 1.41421, -1.88181e-07, 0, 2.73566e-26, 2.73566e-26, 2.73566e-26, 2.73566e-26, 2.73566e-26, 2.73566e-26, 2.73566e-26, 1.40393e-13, 2.73566e-26, 2.73566e-26, 1.45186e-09, 2.73566e-26, 9.46195e-11, 1.16308e-09, 2.73566e-26, 1.85471e-07, 2.73566e-26, 2.73566e-26
0.463154, 0, 2.53718e-07, 9.72686e-26, 1.41421, -2.53718e-07, 0, 9.72686e-26, 9.72686e-26, 9.72686e-26, 9.72686e-26, 9.72686e-26, 9.72686e-26, 9.72686e-26, 3.59201e-13, 9.72686e-26, 9.72686e-26, 1.97404e-09, 9.72686e-26, 1.46704e-10, 1.77372e-09, 9.72686e-26, 2.49824e-07, 9.72686e-26, 9.72686e-26
0.47103, 0, 3.41606e-07, 3.35335e-25, 1.41421, -3.41606e-07, 0, 1.49211e-14, 9.73628e-14, 1.29788e-13, 2.77737e-13, 8.44092e-14, 3.01203e-13, 4.32422e-13, 2.86258e-12, 6.90505e-12, 1.39508e-09, 2.67111e-09, 4.00601e-14, 2.2664e-10, 2.69385e-09, 1.92682e-15, 3.34596e-07, 3.35335e-25, 1.27204e-11
0.478907, 0, 4.58705e-07, 4.26836e-10, 1.41421, -4.58705e-07, 4.26836e-10, 4.26885e-10, 4.27156e-10, 4.27263e-10, 4.27749e-10, 4.27114e-10, 4.27826e-10, 4.28257e-10, 4.35345e-10, 4.49519e-10, 5.00951e-09, 4.02408e-09, 4.26968e-10, 7.75579e-10, 4.49974e-09, 4.26843e-10, 4.46026e-07, 4.26836e-10, 4.68621e-10
0.486784, 0, 6.14878e-07, 1.39559e-09, 1.41421, -6.14878e-07, 1.39559e-09, 1.39571e-09, 1.3964e-09, 1.39667e-09, 1.39791e-09, 1.39629e-09, 1.39811e-09, 1.3992e-09, 1.4165e-09, 1.45332e-09, 1.306e-08, 6.21763e-09, 1.39592e-09, 1.92984e-09, 7.52326e-09, 1.3956e-09, 5.91533e-07, 1.39559e-09, 1.50194e-09
0.494661, 0, 8.24829e-07, 3.5415e-09, 1.41421, -8.24829e-07, 3.5415e-09, 3.54178e-09, 3.54338e-09, 3.54401e-09, 3.54688e-09, 3.54313e-09, 3.54733e-09, 3.54987e-09, 3.58904e-09, 3.67525e-09, 3.05656e-08, 9.97591e-09, 3.54227e-09, 4.35599e-09, 1.27117e-08, 3.54153e-09, 7.80931e-07, 3.5415e-09, 3.7879e-09
0.502537, 0, 1.1109e-06, 8.18561e-09, 1.41421, -1.1109e-06, 8.18561e-09, 8.18625e-09, 8.18977e-09, 8.19116e-09, 8.19748e-09, 8.18922e-09, 8.19848e-09, 8.20409e-09, 8.28907e-09, 8.48062e-09, 6.7789e-08, 1.6733e-08, 8.18733e-09, 9.42097e-09, 2.18322e-08, 8.1857e-09, 1.02687e-06, 8.18561e-09, 8.72908e-09
0.510414, 0, 1.50893e-06, 1.80188e-08, 1.41421, -1.50893e-06, 1.80188e-08, 1.80202e-08, 1.80277e-08, 1.80307e-08, 1.80442e-08, 1.80265e-08, 1.80463e-08, 1.80583e-08, 1.82373e-08, 1.86486e-08, 1.45261e-07, 2.93227e-08, 1.80225e-08, 1.98823e-08, 3.82179e-08, 1.8019e-08, 1.34619e-06, 1.80188e-08, 1.9179e-08
0.518291, 0, 2.07848e-06, 3.83985e-08, 1.41421, -2.07848e-06, 3.83985e-08, 3.84013e-08, 3.8417e-08, 3.84231e-08, 3.84512e-08, 3.84145e-08, 3.84557e-08, 3.84806e-08, 3.88925e-08, 3.97089e-08, 3.03142e-07, 5.32822e-08, 3.84061e-08, 4.11935e-08, 6.81063e-08, 3.83989e-08, 1.76187e-06, 3.83985e-08, 4.08124e-08
0.526168, 0, 2.92135e-06, 7.97652e-08, 1.41421, -2.92135e-06, 7.97652e-08, 7.9771e-08, 7.98028e-08, 7.98153e-08, 7.98724e-08, 7.97978e-08, 7.98815e-08, 7.99321e-08, 8.09498e-08, 8.24306e-08, 6.18286e-07, 9.92775e-08, 7.97807e-08, 8.39327e-08, 1.23169e-07, 7.97659e-08, 2.30645e-06, 7.97652e-08, 8.46755e-08
0.534044, 0, 4.21409e-06, 1.62009e-07, 1.41421, -4.21409e-06, 1.62009e-07, 1.62021e-07, 1.62084e-07, 1.62109e-07, 1.62223e-07, 1.62074e-07, 1.62241e-07, 1.62342e-07, 1.64942e-07, 1.67318e-07, 1.23453e-06, 1.8748e-07, 1.6204e-07, 1.68185e-07, 2.25006e-07, 1.62011e-07, 3.02784e-06, 1.62009e-07, 1.71789e-07
0.541921, 0, 6.2632e-06, 3.22194e-07, 1.41421, -6.2632e-06, 3.22194e-07, 3.22216e-07, 3.2234e-07, 3.22389e-07, 3.22611e-07, 3.22321e-07, 3.22646e-07, 3.22843e-07, 3.2872e-07, 3.32553e-07, 2.41516e-06, 3.55299e-07, 3.22254e-07, 3.31295e-07, 4.13014e-07, 3.22197e-07, 3.99917e-06, 3.22194e-07, 3.41278e-07
0.549798, 0, 9.59935e-06, 6.27871e-07, 1.41421, -9.59935e-06, 6.27871e-07, 6.27914e-07, 6.2815e-07, 6.28243e-07, 6.28668e-07, 6.28113e-07, 6.28735e-07, 6.29112e-07, 6.41626e-07, 6.47687e-07, 4.63156e-06, 6.70719e-07, 6.27986e-07, 6.41192e-07, 7.57921e-07, 6.27876e-07, 5.3354e-06, 6.27871e-07, 6.64377e-07
0.557675, 0, 1.51312e-05, 1.19944e-06, 1.41421, -1.51312e-05, 1.19944e-06, 1.19952e-06, 1.19997e-06, 1.20014e-06, 1.20094e-06, 1.1999e-06, 1.20106e-06, 1.20177e-06, 1.22754e-06, 1.23661e-06, 8.70912e-06, 1.25467e-06, 1.19966e-06, 1.21882e-06, 1.38442e-06, 1.19945e-06, 7.22078e-06, 1.19944e-06, 1.26792e-06
0.565551, 0, 2.43918e-05, 2.24678e-06, 1.41421, -2.43918e-05, 2.24678e-06, 2.24693e-06, 2.24774e-06, 2.24806e-06, 2.24953e-06, 2.24762e-06, 2.24976e-06, 2.25106e-06, 2.30237e-06, 2.31516e-06, 1.60612e-05, 2.31767e-06, 2.24718e-06, 2.27479e-06, 2.50816e-06, 2.2468e-06, 9.95356e-06, 2.24678e-06, 2.37274e-06
0.573428, 0, 3.99252e-05, 4.12766e-06, 1.41421, -3.99252e-05, 4.12766e-06, 4.12792e-06, 4.1294e-06, 4.12997e-06, 4.13262e-06, 4.12916e-06, 4.13304e-06, 4.13538e-06, 4.23599e-06, 4.25103e-06, 2.90546e-05, 4.2183e-06, 4.12837e-06, 4.1679e-06, 4.49464e-06, 4.12769e-06, 1.40167e-05, 4.12766e-06, 4.35494e-06
0.581305, 0, 6.58721e-05, 7.43847e-06, 1.41421, -6.58721e-05, 7.43847e-06, 7.43895e-06, 7.44155e-06, 7.44258e-06, 7.44726e-06, 7.44114e-06, 7.448e-06, 7.45215e-06, 7.64641e-06, 7.65688e-06, 5.15653e-05, 7.55392e-06, 7.43974e-06, 7.49594e-06, 7.9506e-06, 7.43853e-06, 2.01879e-05, 7.43847e-06, 7.84082e-06
0.589182, 0, 0.00010884, 1.31512e-05, 1.41421, -0.00010884, 1.31512e-05, 1.3152e-05, 1.31565e-05, 1.31583e-05, 1.31664e-05, 1.31558e-05, 1.31677e-05, 1.31749e-05, 1.35442e-05, 1.35305e-05, 8.97978e-05, 1.32977e-05, 1.31534e-05, 1.32327e-05, 1.38618e-05, 1.31513e-05, 2.97072e-05, 1.31512e-05, 1.385e-05
0.597058, 0, 0.000179144, 2.28145e-05, 1.41421, -0.000179144, 2.28145e-05, 2.28159e-05, 2.28236e-05, 2.28267e-05, 2.28405e-05, 2.28224e-05, 2.28427e-05, 2.2855e-05, 2.3546e-05, 2.34612e-05, 0.000153464, 2.29998e-05, 2.28182e-05, 2.29296e-05, 2.37954e-05, 2.28147e-05, 4.45144e-05, 2.28145e-05, 2.40058e-05
0.604935, 0, 0.000292555, 3.88409e-05, 1.41421, -0.000292555, 3.88409e-05, 3.88432e-05, 3.88561e-05, 3.88612e-05, 3.88844e-05, 3.88541e-05, 3.88881e-05, 3.89086e-05, 4.0181e-05, 3.99227e-05, 0.000257421, 3.90744e-05, 3.88471e-05, 3.90025e-05, 4.01885e-05, 3.88412e-05, 6.7601e-05, 3.88409e-05, 4.08339e-05
0.612812, 0, 0.000472653, 6.49025e-05, 1.41421, -0.000472653, 6.49025e-05, 6.49063e-05, 6.49275e-05, 6.49359e-05, 6.49739e-05, 6.49242e-05, 6.498e-05, 6.50138e-05, 6.73189e-05, 6.66793e-05, 0.000423881, 6.5196e-05, 6.49128e-05, 6.51282e-05, 6.67463e-05, 6.4903e-05, 0.00010349, 6.49025e-05, 6.81757e-05
0.620689, 0, 0.000753904, 0.000106462, 1.41421, -0.000753904, 0.000106462, 0.000106468, 0.000106502, 0.000106516, 0.000106577, 0.000106497, 0.000106587, 0.000106641, 0.00011075, 0.000109327, 0.000685287, 0.00010683, 0.000106478, 0.000106775, 0.000108975, 0.000106462, 0.00015888, 0.000106462, 0.000111739
0.628565, 0, 0.00118555, 0.000171456, 1.41421, -0.00118555, 0.000171456, 0.000171465, 0.000171519, 0.000171541, 0.000171638, 0.000171511, 0.000171653, 0.00017174, 0.000178941, 0.000175992, 0.00108792, 0.000171916, 0.000171482, 0.00017189, 0.000174872, 0.000171457, 0.000243489, 0.000171456, 0.000179812
0.636442, 0, 0.00183631, 0.000271146, 1.41421, -0.00183631, 0.000271146, 0.000271161, 0.000271245, 0.000271278, 0.00027143, 0.000271232, 0.000271453, 0.000271588, 0.000284001, 0.000278199, 0.00169624, 0.00027172, 0.000271187, 0.000271744, 0.000275776, 0.000271148, 0.000371097, 0.000271146, 0.00028414
