   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_84.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00316707, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00471087, 0, 8.7178e-19, 0, 1.41421, -8.7178e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7405e-21, 0, 0, 1.07176e-23, 1.08829e-22, 0, 8.6792e-19, 0, 0
0.0125888, 0, 1.6835e-18, 0, 1.41421, -1.6835e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.22329e-21, 0, 0, 2.09973e-23, 2.13686e-22, 0, 1.67604e-18, 0, 0
0.0204667, 0, 3.2224e-18, 0, 1.41421, -3.2224e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38261e-20, 0, 0, 4.07819e-23, 4.15986e-22, 0, 3.20812e-18, 0, 0
0.0283447, 0, 6.11514e-18, 0, 1.41421, -6.11514e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62377e-20, 0, 0, 7.85437e-23, 8.03092e-22, 0, 6.08802e-18, 0, 0
0.0362226, 0, 1.15075e-17, 0, 1.41421, -1.15075e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93744e-20, 0, 0, 1.50034e-22, 1.53795e-21, 0, 1.14565e-17, 0, 0
0.0441006, 0, 2.14778e-17, 0, 1.41421, -2.14778e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21524e-20, 0, 0, 2.84306e-22, 2.92213e-21, 0, 2.13824e-17, 0, 0
0.0519785, 0, 3.97652e-17, 0, 1.41421, -3.97652e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70616e-19, 0, 0, 5.34542e-22, 5.50977e-21, 0, 3.95885e-17, 0, 0
0.0598564, 0, 7.30452e-17, 0, 1.41421, -7.30452e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13405e-19, 0, 0, 9.97354e-22, 1.03115e-20, 0, 7.27205e-17, 0, 0
0.0677344, 0, 1.33143e-16, 0, 1.41421, -1.33143e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.71259e-19, 0, 0, 1.84696e-21, 1.91577e-20, 0, 1.32551e-16, 0, 0
0.0756123, 0, 2.40848e-16, 0, 1.41421, -2.40848e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03337e-18, 0, 0, 3.3952e-21, 3.53403e-20, 0, 2.39776e-16, 0, 0
0.0834902, 0, 4.32432e-16, 0, 1.41421, -4.32432e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85536e-18, 0, 0, 6.1963e-21, 6.47394e-20, 0, 4.30506e-16, 0, 0
0.0913682, 0, 7.70717e-16, 0, 1.41421, -7.70717e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30677e-18, 0, 0, 1.12283e-20, 1.17789e-19, 0, 7.67281e-16, 0, 0
0.0992461, 0, 1.36369e-15, 0, 1.41421, -1.36369e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.85091e-18, 0, 0, 2.02049e-20, 2.12881e-19, 0, 1.35761e-15, 0, 0
0.107124, 0, 2.39566e-15, 0, 1.41421, -2.39566e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02785e-17, 0, 0, 3.61083e-20, 3.82226e-19, 0, 2.38496e-15, 0, 0
