   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_104.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00365406, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0114941, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0193341, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0271741, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0350142, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0428542, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0506942, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0585342, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0663743, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0742143, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0820543, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0898943, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0977344, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.105574, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.113414, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.121254, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.129094, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.136935, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.144775, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.152615, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.160455, 0, 1.24869e-29, 0, 1.41421, -1.24869e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13074e-31, 0, 0, 1.47897e-34, 2.1211e-35, 0, 1.23737e-29, 0, 0, 0
0.168295, 0, 1.43633e-28, 0, 1.41421, -1.43633e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30063e-30, 0, 0, 1.70117e-33, 3.92974e-33, 0, 1.42327e-28, 0, 0, 0
0.176135, 0, 1.03891e-27, 0, 1.41421, -1.03891e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.40736e-30, 0, 0, 1.23045e-32, 4.40056e-32, 0, 1.02944e-27, 0, 0, 0
0.183975, 0, 8.9534e-27, 0, 1.41421, -8.9534e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10722e-29, 0, 0, 1.06248e-31, 5.29171e-31, 0, 8.87169e-27, 0, 0, 0
0.191815, 0, 4.15687e-26, 0, 1.41421, -4.15687e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76399e-28, 0, 0, 4.94413e-31, 2.70025e-30, 0, 4.11891e-26, 0, 0, 0
0.199655, 0, 1.79103e-25, 0, 1.41421, -1.79103e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62175e-27, 0, 0, 2.13625e-30, 1.25089e-29, 0, 1.77467e-25, 0, 0, 0
0.207495, 0, 7.26413e-25, 0, 1.41421, -7.26413e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.57751e-27, 0, 0, 8.69203e-30, 5.38071e-29, 0, 7.19773e-25, 0, 0, 0
0.215335, 0, 2.80006e-24, 0, 1.41421, -2.80006e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53539e-26, 0, 0, 3.36218e-29, 2.1796e-28, 0, 2.77446e-24, 0, 0, 0
0.223175, 0, 1.0328e-23, 0, 1.41421, -1.0328e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.35173e-26, 0, 0, 1.24479e-28, 8.39347e-28, 0, 1.02335e-23, 0, 0, 0
0.231015, 0, 3.66384e-23, 0, 1.41421, -3.66384e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31749e-25, 0, 0, 4.43346e-28, 3.09364e-27, 0, 3.63031e-23, 0, 0, 0
0.238855, 0, 1.25493e-22, 0, 1.41421, -1.25493e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1363e-24, 0, 0, 1.52496e-27, 1.09685e-26, 0, 1.24344e-22, 0, 0, 0
0.246695, 0, 4.1631e-22, 0, 1.41421, -4.1631e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76954e-24, 0, 0, 5.08146e-27, 3.75544e-26, 0, 4.12498e-22, 0, 0, 0
0.254535, 0, 1.34096e-21, 0, 1.41421, -1.34096e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21418e-23, 0, 0, 1.64447e-26, 1.24552e-25, 0, 1.32867e-21, 0, 0, 0
0.262375, 0, 4.20256e-21, 0, 1.41421, -4.20256e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80524e-23, 0, 0, 5.17931e-26, 4.01149e-25, 0, 4.16405e-21, 0, 0, 0
0.270215, 0, 1.28367e-20, 0, 1.41421, -1.28367e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16231e-22, 0, 0, 1.59028e-25, 1.25723e-24, 0, 1.2719e-20, 0, 0, 0
0.278055, 0, 3.82708e-20, 0, 1.41421, -3.82708e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46524e-22, 0, 0, 4.76724e-25, 3.84082e-24, 0, 3.79199e-20, 0, 0, 0
0.285895, 0, 1.11504e-19, 0, 1.41421, -1.11504e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00961e-21, 0, 0, 1.39699e-24, 1.14542e-23, 0, 1.10481e-19, 0, 0, 0
0.293735, 0, 3.17816e-19, 0, 1.41421, -3.17816e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87766e-21, 0, 0, 4.00605e-24, 3.33866e-23, 0, 3.14901e-19, 0, 0, 0
0.301575, 0, 8.86991e-19, 0, 1.41421, -8.86991e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03121e-21, 0, 0, 1.12521e-23, 9.52143e-23, 0, 8.78853e-19, 0, 0, 0
0.309415, 0, 2.42584e-18, 0, 1.41421, -2.42584e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19645e-20, 0, 0, 3.0981e-23, 2.65921e-22, 0, 2.40358e-18, 0, 0, 0
0.317255, 0, 6.50579e-18, 0, 1.41421, -6.50579e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.89053e-20, 0, 0, 8.36777e-23, 7.27893e-22, 0, 6.44607e-18, 0, 0, 0
0.325095, 0, 1.71194e-17, 0, 1.41421, -1.71194e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55002e-19, 0, 0, 2.2184e-22, 1.95409e-21, 0, 1.69623e-17, 0, 0, 0
0.332935, 0, 4.42241e-17, 0, 1.41421, -4.42241e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00405e-19, 0, 0, 5.776e-22, 5.14808e-21, 0, 4.38179e-17, 0, 0, 0
0.340775, 0, 1.12203e-16, 0, 1.41421, -1.12203e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01586e-18, 0, 0, 1.47767e-21, 1.33168e-20, 0, 1.11172e-16, 0, 0, 0
0.348615, 0, 2.79704e-16, 0, 1.41421, -2.79704e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53231e-18, 0, 0, 3.71603e-21, 3.38389e-20, 0, 2.77134e-16, 0, 0, 0
0.356455, 0, 6.85334e-16, 0, 1.41421, -6.85334e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.20445e-18, 0, 0, 9.18972e-21, 8.45031e-20, 0, 6.79035e-16, 0, 0, 0
0.364295, 0, 1.65099e-15, 0, 1.41421, -1.65099e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4946e-17, 0, 0, 2.23559e-20, 2.07457e-19, 0, 1.63581e-15, 0, 0, 0
0.372135, 0, 3.91151e-15, 0, 1.41421, -3.91151e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54079e-17, 0, 0, 5.35163e-20, 5.00874e-19, 0, 3.87555e-15, 0, 0, 0
0.379975, 0, 9.11613e-15, 0, 1.41421, -9.11613e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.2516e-17, 0, 0, 1.26108e-19, 1.18961e-18, 0, 9.0323e-15, 0, 0, 0
0.387815, 0, 2.09041e-14, 0, 1.41421, -2.09041e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89202e-16, 0, 0, 2.92608e-19, 2.78018e-18, 0, 2.07119e-14, 0, 0, 0
0.395655, 0, 4.71729e-14, 0, 1.41421, -4.71729e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26922e-16, 0, 0, 6.68731e-19, 6.39497e-18, 0, 4.67389e-14, 0, 0, 0
0.403495, 0, 1.04776e-13, 2.8026e-44, 1.41421, -1.04776e-13, 2.8026e-44, 0, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 9.48147e-16, 2.8026e-44, 2.8026e-44, 1.50584e-18, 1.4481e-17, 2.8026e-44, 1.03812e-13, 2.8026e-44, 2.8026e-44, 2.8026e-44
0.411335, 0, 2.29088e-13, 5.25487e-43, 1.41421, -2.29088e-13, 5.25487e-43, 0, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 2.07287e-15, 5.25487e-43, 5.25487e-43, 3.34215e-18, 3.22884e-17, 5.25487e-43, 2.2698e-13, 5.25487e-43, 5.25487e-43, 5.25487e-43
0.419175, 0, 4.93145e-13, 7.766e-42, 1.41421, -4.93145e-13, 7.766e-42, 0, 7.766e-42, 7.766e-42, 7.766e-42, 7.766e-42, 7.766e-42, 7.766e-42, 7.766e-42, 7.766e-42, 7.766e-42, 7.766e-42, 7.766e-42, 4.46166e-15, 7.766e-42, 7.766e-42, 7.31438e-18, 7.09049e-17, 7.766e-42, 4.88606e-13, 7.766e-42, 7.766e-42, 7.766e-42
