   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_143.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.19334, 0, 6.31109e-13, 0, 1.41421, -6.31109e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57082e-15, 0, 0, 8.44369e-18, 2.31238e-14, 0, 6.02405e-13, 0, 0
0.201217, 0, 1.02835e-12, 0, 1.41421, -1.02835e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.0666e-15, 0, 0, 1.40501e-17, 3.88707e-14, 0, 9.80396e-13, 0, 0
0.209095, 0, 1.6648e-12, 0, 1.41421, -1.6648e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46597e-14, 0, 0, 2.32435e-17, 6.49875e-14, 0, 1.58513e-12, 0, 0
0.216973, 0, 2.67789e-12, 0, 1.41421, -2.67789e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35493e-14, 0, 0, 3.82349e-17, 1.08075e-13, 0, 2.54622e-12, 0, 0
0.22485, 0, 4.28002e-12, 0, 1.41421, -4.28002e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75854e-14, 0, 0, 6.25482e-17, 1.78795e-13, 0, 4.06358e-12, 0, 0
0.232728, 0, 6.79742e-12, 0, 1.41421, -6.79742e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96025e-14, 0, 0, 1.01773e-16, 2.94284e-13, 0, 6.44343e-12, 0, 0
0.240606, 0, 1.07277e-11, 0, 1.41421, -1.07277e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.39138e-14, 0, 0, 1.64737e-16, 4.81955e-13, 0, 1.01516e-11, 0, 0
0.248483, 0, 1.68247e-11, 0, 1.41421, -1.68247e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47038e-13, 0, 0, 2.65324e-16, 7.85474e-13, 0, 1.58919e-11, 0, 0
0.256361, 0, 2.62236e-11, 0, 1.41421, -2.62236e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2876e-13, 0, 0, 4.2529e-16, 1.27409e-12, 0, 2.47203e-11, 0, 0
0.264239, 0, 4.06214e-11, 0, 1.41421, -4.06214e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53666e-13, 0, 0, 6.78611e-16, 2.05719e-12, 0, 3.82098e-11, 0, 0
0.272116, 0, 6.25404e-11, 0, 1.41421, -6.25404e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4336e-13, 0, 0, 1.07822e-15, 3.30691e-12, 0, 5.86891e-11, 0, 0
0.279994, 0, 9.57045e-11, 9.80909e-45, 1.41421, -9.57045e-11, 9.80909e-45, 0, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 8.2962e-13, 9.80909e-45, 9.80909e-45, 1.70637e-15, 5.2932e-12, 9.80909e-45, 8.95799e-11, 9.80909e-45, 9.80909e-45
0.287872, 0, 1.45576e-10, 1.82169e-43, 1.41421, -1.45576e-10, 1.82169e-43, 0, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.25887e-12, 1.82169e-43, 1.82169e-43, 2.69067e-15, 8.43798e-12, 1.82169e-43, 1.35877e-10, 1.82169e-43, 1.82169e-43
0.295749, 0, 2.20123e-10, 2.6947e-42, 1.41421, -2.20123e-10, 2.6947e-42, 0, 2.6947e-42, 2.6947e-42, 2.6947e-42, 2.6947e-42, 2.6947e-42, 2.6947e-42, 2.6947e-42, 2.6947e-42, 1.89852e-12, 2.6947e-42, 2.6947e-42, 4.2289e-15, 1.33989e-11, 2.6947e-42, 2.04821e-10, 2.6947e-42, 2.6947e-42
0.303627, 0, 3.30889e-10, 3.66229e-41, 1.41421, -3.30889e-10, 3.66229e-41, 0, 3.66229e-41, 3.66229e-41, 3.66229e-41, 3.66229e-41, 3.66229e-41, 3.66229e-41, 3.66229e-41, 3.66229e-41, 2.84574e-12, 3.66229e-41, 3.66229e-41, 6.6273e-15, 2.11983e-11, 3.66229e-41, 3.06838e-10, 3.66229e-41, 3.66229e-41
0.311505, 0, 4.9451e-10, 4.46323e-40, 1.41421, -4.9451e-10, 4.46323e-40, 0, 4.46323e-40, 4.46323e-40, 4.46323e-40, 4.46323e-40, 4.46323e-40, 4.46323e-40, 4.46323e-40, 4.46323e-40, 4.23978e-12, 4.46323e-40, 4.46323e-40, 1.03601e-14, 3.34215e-11, 4.46323e-40, 4.56838e-10, 4.46323e-40, 4.46323e-40
0.319382, 0, 7.34814e-10, 4.89905e-39, 1.41421, -7.34814e-10, 4.89905e-39, 0, 4.89905e-39, 4.89905e-39, 4.89905e-39, 4.89905e-39, 4.89905e-39, 4.89905e-39, 4.89905e-39, 4.89905e-39, 6.27883e-12, 4.89905e-39, 4.89905e-39, 1.61618e-14, 5.25224e-11, 4.89905e-39, 6.75996e-10, 4.89905e-39, 4.89905e-39
0.32726, 0, 1.08575e-09, 4.86351e-38, 1.41421, -1.08575e-09, 4.86351e-38, 0, 4.86351e-38, 4.86351e-38, 4.86351e-38, 4.86351e-38, 4.86351e-38, 4.86351e-38, 4.86351e-38, 4.86351e-38, 9.24321e-12, 4.86351e-38, 4.86351e-38, 2.51703e-14, 8.22916e-11, 4.86351e-38, 9.94189e-10, 4.86351e-38, 4.86351e-38
0.335138, 0, 1.59542e-09, 4.39026e-37, 1.41421, -1.59542e-09, 4.39026e-37, 0, 4.39026e-37, 4.39026e-37, 4.39026e-37, 4.39026e-37, 4.39026e-37, 4.39026e-37, 4.39026e-37, 4.39026e-37, 1.3527e-11, 4.39026e-37, 4.39026e-37, 3.91506e-14, 1.28576e-10, 4.39026e-37, 1.45328e-09, 4.39026e-37, 4.39026e-37
0.343015, 0, 2.33166e-09, 3.62275e-36, 1.41421, -2.33166e-09, 3.62275e-36, 0, 3.62275e-36, 3.62275e-36, 3.62275e-36, 3.62275e-36, 3.62275e-36, 3.62275e-36, 3.62275e-36, 3.62275e-36, 1.96805e-11, 3.62275e-36, 3.62275e-36, 6.08419e-14, 2.00381e-10, 3.62275e-36, 2.11153e-09, 3.62275e-36, 3.62275e-36
0.350893, 0, 3.38963e-09, 2.74584e-35, 1.41421, -3.38963e-09, 2.74584e-35, 0, 2.74584e-35, 2.74584e-35, 2.74584e-35, 2.74584e-35, 2.74584e-35, 2.74584e-35, 2.74584e-35, 2.74584e-35, 2.84679e-11, 2.74584e-35, 2.74584e-35, 9.44997e-14, 3.11558e-10, 2.74584e-35, 3.04951e-09, 2.74584e-35, 2.74584e-35
0.358771, 0, 4.90231e-09, 1.92051e-34, 1.41421, -4.90231e-09, 1.92051e-34, 0, 1.92051e-34, 1.92051e-34, 1.92051e-34, 1.92051e-34, 1.92051e-34, 1.92051e-34, 1.92051e-34, 1.92051e-34, 4.09441e-11, 1.92051e-34, 1.92051e-34, 1.46738e-13, 4.83388e-10, 1.92051e-34, 4.37783e-09, 1.92051e-34, 1.92051e-34
0.366648, 0, 7.05474e-09, 1.31392e-33, 1.41421, -7.05474e-09, 1.31392e-33, 0, 1.31392e-33, 1.31392e-33, 1.31392e-33, 1.31392e-33, 1.31392e-33, 1.31392e-33, 1.31392e-33, 1.31392e-33, 5.85561e-11, 1.31392e-33, 1.31392e-33, 2.27844e-13, 7.48516e-10, 1.31392e-33, 6.24744e-09, 1.31392e-33, 1.31392e-33
0.374526, 0, 1.01034e-08, 8.66618e-33, 1.41421, -1.01034e-08, 8.66618e-33, 0, 8.66618e-33, 8.66618e-33, 8.66618e-33, 8.66618e-33, 8.66618e-33, 8.66618e-33, 8.66618e-33, 8.66618e-33, 8.32783e-11, 8.66618e-33, 8.66618e-33, 3.53809e-13, 1.15695e-09, 8.66618e-33, 8.86285e-09, 8.66618e-33, 8.66618e-33
0.382404, 0, 1.4403e-08, 5.36618e-32, 1.41421, -1.4403e-08, 5.36618e-32, 0, 5.36618e-32, 5.36618e-32, 5.36618e-32, 5.36618e-32, 5.36618e-32, 5.36618e-32, 5.36618e-32, 5.36618e-32, 1.17789e-10, 5.36618e-32, 5.36618e-32, 5.49488e-13, 1.78518e-09, 5.36618e-32, 1.24995e-08, 5.36618e-32, 5.36618e-32
0.390281, 0, 2.04421e-08, 3.10449e-31, 1.41421, -2.04421e-08, 3.10449e-31, 0, 3.10449e-31, 3.10449e-31, 3.10449e-31, 3.10449e-31, 3.10449e-31, 3.10449e-31, 3.10449e-31, 3.10449e-31, 1.65704e-10, 3.10449e-31, 3.10449e-31, 8.5346e-13, 2.74994e-09, 3.10449e-31, 1.75256e-08, 3.10449e-31, 3.10449e-31
0.398159, 0, 2.88929e-08, 1.68005e-30, 1.41421, -2.88929e-08, 1.68005e-30, 0, 1.68005e-30, 1.68005e-30, 1.68005e-30, 1.68005e-30, 1.68005e-30, 1.68005e-30, 1.68005e-30, 1.68005e-30, 2.31873e-10, 1.68005e-30, 1.68005e-30, 1.32552e-12, 4.229e-09, 1.68005e-30, 2.44307e-08, 1.68005e-30, 1.68005e-30
0.406037, 0, 4.06784e-08, 8.52929e-30, 1.41421, -4.06784e-08, 8.52929e-30, 0, 8.52929e-30, 8.52929e-30, 8.52929e-30, 8.52929e-30, 8.52929e-30, 8.52929e-30, 8.52929e-30, 8.52929e-30, 3.22776e-10, 8.52929e-30, 8.52929e-30, 2.05811e-12, 6.49234e-09, 8.52929e-30, 3.38612e-08, 8.52929e-30, 8.52929e-30
0.413914, 0, 5.70638e-08, 4.07459e-29, 1.41421, -5.70638e-08, 4.07459e-29, 0, 4.07459e-29, 4.07459e-29, 4.07459e-29, 4.07459e-29, 4.07459e-29, 4.07459e-29, 4.07459e-29, 4.07459e-29, 4.47019e-10, 4.07459e-29, 4.07459e-29, 3.19375e-12, 9.94861e-09, 4.07459e-29, 4.6665e-08, 4.07459e-29, 4.07459e-29
0.421792, 0, 7.97824e-08, 1.83754e-28, 1.41421, -7.97824e-08, 1.83754e-28, 0, 1.83754e-28, 1.83754e-28, 1.83754e-28, 1.83754e-28, 1.83754e-28, 1.83754e-28, 1.83754e-28, 1.83754e-28, 6.15983e-10, 1.83754e-28, 1.83754e-28, 4.95138e-12, 1.52141e-08, 1.83754e-28, 6.39474e-08, 1.83754e-28, 1.83754e-28
0.42967, 0, 1.11207e-07, 7.84654e-28, 1.41421, -1.11207e-07, 7.84654e-28, 0, 7.84654e-28, 7.84654e-28, 7.84654e-28, 7.84654e-28, 7.84654e-28, 7.84654e-28, 7.84654e-28, 7.84654e-28, 8.44645e-10, 7.84654e-28, 7.84654e-28, 7.66599e-12, 2.32144e-08, 7.84654e-28, 8.71404e-08, 7.84654e-28, 7.84654e-28
0.437547, 0, 1.54584e-07, 3.18147e-27, 1.41421, -1.54584e-07, 3.18147e-27, 0, 3.18147e-27, 3.18147e-27, 3.18147e-27, 3.18147e-27, 3.18147e-27, 3.18147e-27, 3.18147e-27, 3.18147e-27, 1.15261e-09, 3.18147e-27, 3.18147e-27, 1.18477e-11, 3.53326e-08, 3.18147e-27, 1.18087e-07, 3.18147e-27, 3.18147e-27
0.445425, 0, 2.14356e-07, 1.22825e-26, 1.41421, -2.14356e-07, 1.22825e-26, 0, 1.22825e-26, 1.22825e-26, 1.22825e-26, 1.22825e-26, 1.22825e-26, 1.22825e-26, 1.22825e-26, 1.22825e-26, 1.56546e-09, 1.22825e-26, 1.22825e-26, 1.82696e-11, 5.36251e-08, 1.22825e-26, 1.59147e-07, 1.22825e-26, 1.22825e-26
0.453303, 0, 2.96593e-07, 4.52628e-26, 1.41421, -2.96593e-07, 4.52628e-26, 0, 4.52628e-26, 4.52628e-26, 4.52628e-26, 4.52628e-26, 3.97088e-14, 4.52628e-26, 4.52628e-26, 4.52628e-26, 2.11637e-09, 4.52628e-26, 4.52628e-26, 2.80964e-11, 8.11307e-08, 4.52628e-26, 2.13317e-07, 4.52628e-26, 4.52628e-26
0.461181, 0, 4.09591e-07, 1.59604e-25, 1.41421, -4.09591e-07, 1.59604e-25, 0, 1.59604e-25, 1.59604e-25, 1.59604e-25, 1.59604e-25, 1.26758e-13, 1.59604e-25, 1.59604e-25, 1.59604e-25, 2.84818e-09, 1.59604e-25, 1.59604e-25, 4.3073e-11, 1.22312e-07, 1.59604e-25, 2.84388e-07, 1.59604e-25, 1.59604e-25
0.469058, 0, 5.66193e-07, 5.46309e-25, 1.41421, -5.66193e-07, 8.9452e-12, 0, 2.85486e-14, 3.78703e-14, 1.38992e-11, 1.17384e-12, 2.10581e-12, 6.73486e-12, 1.95058e-12, 1.40556e-09, 3.81612e-09, 5.75107e-13, 2.53094e-14, 6.57973e-11, 1.83678e-07, 2.6745e-15, 3.77175e-07, 5.46309e-25, 1.68952e-11
0.476936, 0, 7.82913e-07, 8.02322e-10, 1.41421, -7.82913e-07, 8.30769e-10, 8.02322e-10, 8.02413e-10, 8.02443e-10, 8.46523e-10, 8.06055e-10, 8.08726e-10, 8.2374e-10, 8.08525e-10, 5.27216e-09, 5.89302e-09, 8.04151e-10, 8.02403e-10, 9.0244e-10, 2.75458e-07, 8.02331e-10, 4.9843e-07, 8.02322e-10, 8.56051e-10
0.484814, 0, 1.08286e-06, 2.54236e-09, 1.41421, -1.08286e-06, 2.61237e-09, 2.54236e-09, 2.54259e-09, 2.54266e-09, 2.65114e-09, 2.55155e-09, 2.5579e-09, 2.59507e-09, 2.55763e-09, 1.35429e-08, 9.30422e-09, 2.54686e-09, 2.54256e-09, 2.69405e-09, 4.1133e-07, 2.54238e-09, 6.55746e-07, 2.54236e-09, 2.67459e-09
0.492691, 0, 1.50081e-06, 6.6023e-09, 1.41421, -1.50081e-06, 6.76337e-09, 6.6023e-09, 6.60282e-09, 6.60299e-09, 6.85257e-09, 6.62344e-09, 6.63771e-09, 6.72357e-09, 6.63743e-09, 3.19101e-08, 1.5546e-08, 6.61266e-09, 6.60276e-09, 6.83108e-09, 6.12033e-07, 6.60235e-09, 8.59961e-07, 6.6023e-09, 6.90651e-09
0.500569, 0, 2.08296e-06, 1.42994e-08, 1.41421, -2.08296e-06, 1.46381e-08, 1.42994e-08, 1.43005e-08, 1.43009e-08, 1.48257e-08, 1.43439e-08, 1.43736e-08, 1.45544e-08, 1.43733e-08, 6.75195e-08, 2.60795e-08, 1.43212e-08, 1.43004e-08, 1.46427e-08, 9.06273e-07, 1.42995e-08, 1.12367e-06, 1.42994e-08, 1.49391e-08
0.508447, 0, 2.90252e-06, 3.00292e-08, 1.41421, -2.90252e-06, 3.07244e-08, 3.00292e-08, 3.00314e-08, 3.00321e-08, 3.11094e-08, 3.01204e-08, 3.01955e-08, 3.05526e-08, 3.01808e-08, 1.39272e-07, 4.54811e-08, 3.00739e-08, 3.00311e-08, 3.05415e-08, 1.33759e-06, 3.00294e-08, 1.46568e-06, 3.00292e-08, 3.13423e-08
0.516324, 0, 4.06505e-06, 6.15664e-08, 1.41421, -4.06505e-06, 6.29637e-08, 6.15664e-08, 6.15709e-08, 6.15723e-08, 6.37376e-08, 6.17498e-08, 6.19174e-08, 6.26185e-08, 6.18711e-08, 2.81127e-07, 8.17517e-08, 6.16563e-08, 6.15704e-08, 6.23269e-08, 1.96629e-06, 6.15668e-08, 1.91161e-06, 6.15664e-08, 6.42056e-08
0.524202, 0, 5.73296e-06, 1.23605e-07, 1.41421, -5.73296e-06, 1.26359e-07, 1.23605e-07, 1.23614e-07, 1.23616e-07, 1.27884e-07, 1.23966e-07, 1.24505e-07, 1.25678e-07, 1.24205e-07, 5.56321e-07, 1.49866e-07, 1.23782e-07, 1.23613e-07, 1.24727e-07, 2.88147e-06, 1.23606e-07, 2.49862e-06, 1.23605e-07, 1.28806e-07
0.53208, 0, 8.15547e-06, 2.43356e-07, 1.41421, -8.15547e-06, 2.48682e-07, 2.43356e-07, 2.43373e-07, 2.43378e-07, 2.51631e-07, 2.44055e-07, 2.45371e-07, 2.47366e-07, 2.44517e-07, 1.08022e-06, 2.77385e-07, 2.43698e-07, 2.43371e-07, 2.45004e-07, 4.21181e-06, 2.43357e-07, 3.28253e-06, 2.43356e-07, 2.53415e-07
0.539957, 0, 1.17205e-05, 4.70181e-07, 1.41421, -1.17205e-05, 4.80292e-07, 4.70181e-07, 4.70213e-07, 4.70223e-07, 4.85892e-07, 4.71508e-07, 4.74424e-07, 4.77794e-07, 4.72386e-07, 2.059e-06, 5.141e-07, 4.70831e-07, 4.70209e-07, 4.72585e-07, 6.14474e-06, 4.70184e-07, 4.34975e-06, 4.70181e-07, 4.89279e-07
0.547835, 0, 1.70363e-05, 8.91801e-07, 1.41421, -1.70363e-05, 9.10651e-07, 8.91801e-07, 8.91861e-07, 8.91881e-07, 9.21091e-07, 8.94275e-07, 9.00421e-07, 9.05993e-07, 8.95912e-07, 3.8537e-06, 9.48262e-07, 8.93013e-07, 8.91855e-07, 8.95288e-07, 8.95465e-06, 8.91807e-07, 5.83707e-06, 8.91801e-07, 9.27404e-07
0.555713, 0, 2.50587e-05, 1.66091e-06, 1.41421, -2.50587e-05, 1.69542e-06, 1.66091e-06, 1.66102e-06, 1.66106e-06, 1.71453e-06, 1.66544e-06, 1.67782e-06, 1.68689e-06, 1.66844e-06, 7.08345e-06, 1.73321e-06, 1.66313e-06, 1.66101e-06, 1.66594e-06, 1.30451e-05, 1.66092e-06, 7.96382e-06, 1.66091e-06, 1.72609e-06
0.56359, 0, 3.72886e-05, 3.03786e-06, 1.41421, -3.72886e-05, 3.09991e-06, 3.03786e-06, 3.03806e-06, 3.03812e-06, 3.13428e-06, 3.046e-06, 3.07058e-06, 3.08458e-06, 3.05139e-06, 1.27885e-05, 3.13009e-06, 3.04185e-06, 3.03803e-06, 3.04506e-06, 1.9012e-05, 3.03788e-06, 1.1083e-05, 3.03786e-06, 3.15506e-06
0.571468, 0, 5.60693e-05, 5.45732e-06, 1.41421, -5.60693e-05, 5.56693e-06, 5.45732e-06, 5.45767e-06, 5.45778e-06, 5.62763e-06, 5.4717e-06, 5.51976e-06, 5.53984e-06, 5.48122e-06, 2.26799e-05, 5.57455e-06, 5.46437e-06, 5.45763e-06, 5.46758e-06, 2.77373e-05, 5.45735e-06, 1.57608e-05, 5.45732e-06, 5.66434e-06
0.579346, 0, 8.50295e-05, 9.62997e-06, 1.41421, -8.50295e-05, 9.82016e-06, 9.62997e-06, 9.63058e-06, 9.63077e-06, 9.92549e-06, 9.65493e-06, 9.74744e-06, 9.77316e-06, 9.67144e-06, 3.95143e-05, 9.77845e-06, 9.6422e-06, 9.63051e-06, 9.64451e-06, 4.05264e-05, 9.63003e-06, 2.28995e-05, 9.62997e-06, 9.98919e-06
0.587223, 0, 0.000129723, 1.66937e-05, 1.41421, -0.000129723, 1.70179e-05, 1.66937e-05, 1.66947e-05, 1.66951e-05, 1.71975e-05, 1.67362e-05, 1.69116e-05, 1.69378e-05, 1.67644e-05, 6.76405e-05, 1.68811e-05, 1.67145e-05, 1.66946e-05, 1.67142e-05, 5.93076e-05, 1.66938e-05, 3.39146e-05, 1.66937e-05, 1.73061e-05
0.595101, 0, 0.000198534, 2.84314e-05, 1.41421, -0.000198534, 2.89746e-05, 2.84314e-05, 2.84332e-05, 2.84337e-05, 2.92754e-05, 2.85027e-05, 2.88297e-05, 2.88404e-05, 2.85499e-05, 0.000113772, 2.86672e-05, 2.84664e-05, 2.8433e-05, 2.84601e-05, 8.69136e-05, 2.84316e-05, 5.09962e-05, 2.84314e-05, 2.94573e-05
0.602979, 0, 0.000303928, 4.75781e-05, 1.41421, -0.000303928, 4.84721e-05, 4.75781e-05, 4.7581e-05, 4.75819e-05, 4.89673e-05, 4.76954e-05, 4.82957e-05, 4.82512e-05, 4.77731e-05, 0.000188055, 4.78739e-05, 4.76356e-05, 4.75807e-05, 4.76181e-05, 0.000127476, 4.75784e-05, 7.7476e-05, 4.75781e-05, 4.92667e-05
0.610856, 0, 0.000464125, 7.82383e-05, 1.41421, -0.000464125, 7.96845e-05, 7.82383e-05, 7.82429e-05, 7.82444e-05, 8.04855e-05, 7.84281e-05, 7.95121e-05, 7.93272e-05, 7.85536e-05, 0.00030549, 7.86084e-05, 7.83313e-05, 7.82424e-05, 7.82938e-05, 0.000186958, 7.82387e-05, 0.000118326, 7.82383e-05, 8.09699e-05
0.618734, 0, 0.000705275, 0.000126439, 1.41421, -0.000705275, 0.000128738, 0.000126439, 0.000126446, 0.000126448, 0.000130012, 0.00012674, 0.000128666, 0.00012817, 0.00012694, 0.000487775, 0.000126901, 0.000126587, 0.000126445, 0.000126515, 0.000273863, 0.000126439, 0.000180826, 0.000126439, 0.000130782
0.626612, 0, 0.00106419, 0.000200831, 1.41421, -0.00106419, 0.000204425, 0.000200831, 0.000200843, 0.000200846, 0.000206416, 0.000201303, 0.000204668, 0.000203537, 0.000201615, 0.00076559, 0.000201406, 0.000201062, 0.000200841, 0.000200936, 0.000400138, 0.000200832, 0.000275408, 0.000200831, 0.00020762
0.634489, 0, 0.00159166, 0.000313564, 1.41421, -0.00159166, 0.000319087, 0.000313564, 0.000313581, 0.000313587, 0.000322145, 0.000314289, 0.000320073, 0.000317722, 0.000314768, 0.00118136, 0.000314278, 0.000313919, 0.000313579, 0.000313708, 0.000582307, 0.000313565, 0.000416721, 0.000313564, 0.000323995
