   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_300.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.000942276, 0, 3.58399e-17, 0, 1.41421, -3.58399e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52279e-19, 0, 0, 2.36684e-19, 0, 0, 3.53509e-17, 0, 0, 0
0.00879881, 0, 6.29497e-17, 0, 1.41421, -6.29497e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43055e-19, 0, 0, 4.23047e-19, 0, 0, 6.20836e-17, 0, 0, 0
0.0166553, 0, 1.09831e-16, 0, 1.41421, -1.09831e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.72921e-19, 0, 0, 7.5121e-19, 0, 0, 1.08307e-16, 0, 0, 0
0.0245119, 0, 1.90372e-16, 0, 1.41421, -1.90372e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33956e-18, 0, 0, 1.32537e-18, 0, 0, 1.87707e-16, 0, 0, 0
0.0323684, 0, 3.27852e-16, 0, 1.41421, -3.27852e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30664e-18, 0, 0, 2.32364e-18, 0, 0, 3.23221e-16, 0, 0, 0
0.040225, 0, 5.61029e-16, 0, 1.41421, -5.61029e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94668e-18, 0, 0, 4.04852e-18, 0, 0, 5.53034e-16, 0, 0, 0
0.0480815, 0, 9.54038e-16, 0, 1.41421, -9.54038e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.71049e-18, 0, 0, 7.01068e-18, 0, 0, 9.40317e-16, 0, 0, 0
0.055938, 0, 1.61233e-15, 0, 1.41421, -1.61233e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13392e-17, 0, 0, 1.2067e-17, 0, 0, 1.58892e-15, 0, 0, 0
0.0637946, 0, 2.70818e-15, 0, 1.41421, -2.70818e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90434e-17, 0, 0, 2.06467e-17, 0, 0, 2.66849e-15, 0, 0, 0
0.0716511, 0, 4.5214e-15, 0, 1.41421, -4.5214e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1789e-17, 0, 0, 3.51193e-17, 0, 0, 4.45449e-15, 0, 0, 0
0.0795076, 0, 7.50351e-15, 0, 1.41421, -7.50351e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27478e-17, 0, 0, 5.93908e-17, 0, 0, 7.39137e-15, 0, 0, 0
0.0873642, 0, 1.23788e-14, 0, 1.41421, -1.23788e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.70065e-17, 0, 0, 9.98643e-17, 0, 0, 1.21919e-14, 0, 0, 0
0.0952207, 0, 2.03021e-14, 0, 1.41421, -2.03021e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42674e-16, 0, 0, 1.66975e-16, 0, 0, 1.99924e-14, 0, 0, 0
0.103077, 0, 3.31033e-14, 0, 1.41421, -3.31033e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32597e-16, 0, 0, 2.77635e-16, 0, 0, 3.2593e-14, 0, 0, 0
0.110934, 0, 5.36651e-14, 0, 1.41421, -5.36651e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77011e-16, 0, 0, 4.59102e-16, 0, 0, 5.28289e-14, 0, 0, 0
0.11879, 0, 8.65012e-14, 0, 1.41421, -8.65012e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07589e-16, 0, 0, 7.55069e-16, 0, 0, 8.51385e-14, 0, 0, 0
0.126647, 0, 1.38637e-13, 0, 1.41421, -1.38637e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.73625e-16, 0, 0, 1.23521e-15, 0, 0, 1.36429e-13, 0, 0, 0
0.134503, 0, 2.20945e-13, 0, 1.41421, -2.20945e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55138e-15, 0, 0, 2.01003e-15, 0, 0, 2.17383e-13, 0, 0, 0
0.14236, 0, 3.50145e-13, 0, 1.41421, -3.50145e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45811e-15, 0, 0, 3.25392e-15, 0, 0, 3.44433e-13, 0, 0, 0
0.150216, 0, 5.51809e-13, 0, 1.41421, -5.51809e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87312e-15, 0, 0, 5.24074e-15, 0, 0, 5.42695e-13, 0, 0, 0
0.158073, 0, 8.64809e-13, 0, 1.41421, -8.64809e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0689e-15, 0, 0, 8.39847e-15, 0, 0, 8.50342e-13, 0, 0, 0
0.16593, 0, 1.34789e-12, 0, 1.41421, -1.34789e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45714e-15, 0, 0, 1.33928e-14, 0, 0, 1.32504e-12, 0, 0, 0
0.173786, 0, 2.08933e-12, 0, 1.41421, -2.08933e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46564e-14, 0, 0, 2.12558e-14, 0, 0, 2.05342e-12, 0, 0, 0
0.181643, 0, 3.22098e-12, 0, 1.41421, -3.22098e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25902e-14, 0, 0, 3.35783e-14, 0, 0, 3.16481e-12, 0, 0, 0
0.189499, 0, 4.93866e-12, 0, 1.41421, -4.93866e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.463e-14, 0, 0, 5.28051e-14, 0, 0, 4.85123e-12, 0, 0, 0
0.197356, 0, 7.53152e-12, 0, 1.41421, -7.53152e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.28005e-14, 0, 0, 8.26795e-14, 0, 0, 7.39604e-12, 0, 0, 0
0.205212, 0, 1.1424e-11, 0, 1.41421, -1.1424e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.00729e-14, 0, 0, 1.28914e-13, 0, 0, 1.1215e-11, 0, 0, 0
0.213069, 0, 1.72357e-11, 0, 1.41421, -1.72357e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20783e-13, 0, 0, 2.00199e-13, 0, 0, 1.69147e-11, 0, 0, 0
0.220925, 0, 2.58658e-11, 0, 1.41421, -2.58658e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81223e-13, 0, 0, 3.0973e-13, 0, 0, 2.53748e-11, 0, 0, 0
0.228782, 0, 3.86114e-11, 0, 1.41421, -3.86114e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70468e-13, 0, 0, 4.77486e-13, 0, 0, 3.78635e-11, 0, 0, 0
0.236638, 0, 5.73341e-11, 0, 1.41421, -5.73341e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01537e-13, 0, 0, 7.33683e-13, 0, 0, 5.61989e-11, 0, 0, 0
0.244495, 0, 8.46893e-11, 0, 1.41421, -8.46893e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.93001e-13, 0, 0, 1.12396e-12, 0, 0, 8.29723e-11, 0, 0, 0
0.252351, 0, 1.24444e-10, 0, 1.41421, -1.24444e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.71197e-13, 0, 0, 1.71719e-12, 0, 0, 1.21856e-10, 0, 0, 0
0.260208, 0, 1.81912e-10, 6.86636e-44, 1.41421, -1.81912e-10, 0, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 1.27327e-12, 6.86636e-44, 6.86636e-44, 2.61729e-12, 6.86636e-44, 6.86636e-44, 1.78022e-10, 6.86636e-44, 6.86636e-44, 6.86636e-44
0.268065, 0, 2.64548e-10, 1.1869e-42, 1.41421, -2.64548e-10, 0, 1.1869e-42, 1.1869e-42, 1.1869e-42, 1.1869e-42, 1.1869e-42, 1.1869e-42, 1.1869e-42, 1.1869e-42, 1.1869e-42, 1.85133e-12, 1.1869e-42, 1.1869e-42, 3.98107e-12, 1.1869e-42, 1.1869e-42, 2.58716e-10, 1.1869e-42, 1.1869e-42, 1.1869e-42
0.275921, 0, 3.82751e-10, 1.73537e-41, 1.41421, -3.82751e-10, 0, 1.73537e-41, 1.73537e-41, 1.73537e-41, 1.73537e-41, 1.73537e-41, 1.73537e-41, 1.73537e-41, 1.73537e-41, 1.73537e-41, 2.67803e-12, 1.73537e-41, 1.73537e-41, 6.04524e-12, 1.73537e-41, 1.73537e-41, 3.74028e-10, 1.73537e-41, 1.73537e-41, 1.73537e-41
0.283778, 0, 5.50953e-10, 2.24519e-40, 1.41421, -5.50953e-10, 0, 2.24519e-40, 2.24519e-40, 2.24519e-40, 2.24519e-40, 2.24519e-40, 2.24519e-40, 2.24519e-40, 2.24519e-40, 2.24519e-40, 3.85419e-12, 2.24519e-40, 2.24519e-40, 9.16745e-12, 2.24519e-40, 2.24519e-40, 5.37931e-10, 2.24519e-40, 2.24519e-40, 2.24519e-40
