   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_82.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00356108, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00431662, 0, 2.59227e-19, 0, 1.41421, -2.59227e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75394e-21, 0, 0, 4.52215e-24, 4.21288e-23, 0, 2.57426e-19, 0, 0
0.0121943, 0, 5.1474e-19, 0, 1.41421, -5.1474e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48274e-21, 0, 0, 9.10826e-24, 8.52148e-23, 0, 5.11163e-19, 0, 0
0.020072, 0, 1.01224e-18, 0, 1.41421, -1.01224e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.84885e-21, 0, 0, 1.81709e-23, 1.70695e-22, 0, 1.00521e-18, 0, 0
0.0279497, 0, 1.97194e-18, 0, 1.41421, -1.97194e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33421e-20, 0, 0, 3.59164e-23, 3.38722e-22, 0, 1.95822e-18, 0, 0
0.0358274, 0, 3.80654e-18, 0, 1.41421, -3.80654e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57549e-20, 0, 0, 7.03566e-23, 6.66071e-22, 0, 3.78005e-18, 0, 0
0.0437051, 0, 7.28271e-18, 0, 1.41421, -7.28271e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92743e-20, 0, 0, 1.3662e-22, 1.29829e-21, 0, 7.232e-18, 0, 0
0.0515828, 0, 1.38127e-17, 0, 1.41421, -1.38127e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.34554e-20, 0, 0, 2.63042e-22, 2.50909e-21, 0, 1.37165e-17, 0, 0
0.0594605, 0, 2.59758e-17, 0, 1.41421, -2.59758e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7575e-19, 0, 0, 5.02251e-22, 4.809e-21, 0, 2.57948e-17, 0, 0
0.0673382, 0, 4.84443e-17, 0, 1.41421, -4.84443e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27767e-19, 0, 0, 9.51225e-22, 9.14287e-21, 0, 4.81064e-17, 0, 0
0.0752159, 0, 8.96131e-17, 0, 1.41421, -8.96131e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06307e-19, 0, 0, 1.78727e-21, 1.72462e-20, 0, 8.89878e-17, 0, 0
0.0830936, 0, 1.64445e-16, 0, 1.41421, -1.64445e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1126e-18, 0, 0, 3.33206e-21, 3.22827e-20, 0, 1.63297e-16, 0, 0
0.0909713, 0, 2.99398e-16, 0, 1.41421, -2.99398e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02566e-18, 0, 0, 6.16472e-21, 5.99776e-20, 0, 2.97306e-16, 0, 0
0.098849, 0, 5.40899e-16, 0, 1.41421, -5.40899e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65958e-18, 0, 0, 1.13203e-20, 1.10619e-19, 0, 5.37118e-16, 0, 0
0.106727, 0, 9.69776e-16, 0, 1.41421, -9.69776e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.56122e-18, 0, 0, 2.06346e-20, 2.02564e-19, 0, 9.62991e-16, 0, 0
0.114604, 0, 1.7257e-15, 0, 1.41421, -1.7257e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16755e-17, 0, 0, 3.73414e-20, 3.68341e-19, 0, 1.71362e-15, 0, 0
0.122482, 0, 3.04818e-15, 0, 1.41421, -3.04818e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06229e-17, 0, 0, 6.70946e-20, 6.65212e-19, 0, 3.02683e-15, 0, 0
0.13036, 0, 5.34491e-15, 0, 1.41421, -5.34491e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61614e-17, 0, 0, 1.19711e-19, 1.1933e-18, 0, 5.30743e-15, 0, 0
0.138237, 0, 9.3047e-15, 0, 1.41421, -9.3047e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.29514e-17, 0, 0, 2.12117e-19, 2.12657e-18, 0, 9.23941e-15, 0, 0
0.146115, 0, 1.60828e-14, 0, 1.41421, -1.60828e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08809e-16, 0, 0, 3.73304e-19, 3.76532e-18, 0, 1.59699e-14, 0, 0
0.153993, 0, 2.76028e-14, 0, 1.41421, -2.76028e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86746e-16, 0, 0, 6.52592e-19, 6.62477e-18, 0, 2.74088e-14, 0, 0
0.16187, 0, 4.70442e-14, 0, 1.41421, -4.70442e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18276e-16, 0, 0, 1.13333e-18, 1.15833e-17, 0, 4.67133e-14, 0, 0
0.169748, 0, 7.96249e-14, 0, 1.41421, -7.96249e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.38698e-16, 0, 0, 1.95542e-18, 2.01297e-17, 0, 7.90641e-14, 0, 0
0.177626, 0, 1.33847e-13, 0, 1.41421, -1.33847e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.05533e-16, 0, 0, 3.3523e-18, 3.47717e-17, 0, 1.32903e-13, 0, 0
0.185504, 0, 2.23463e-13, 0, 1.41421, -2.23463e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51184e-15, 0, 0, 5.71087e-18, 5.97094e-17, 0, 2.21886e-13, 0, 0
0.193381, 0, 3.70567e-13, 0, 1.41421, -3.70567e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50708e-15, 0, 0, 9.66855e-18, 1.01936e-16, 0, 3.67948e-13, 0, 0
0.201259, 0, 6.10391e-13, 0, 1.41421, -6.10391e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12968e-15, 0, 0, 1.62692e-17, 1.73043e-16, 0, 6.06072e-13, 0, 0
0.209137, 0, 9.98735e-13, 0, 1.41421, -9.98735e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7572e-15, 0, 0, 2.72123e-17, 2.92111e-16, 0, 9.91658e-13, 0, 0
0.217014, 0, 1.62334e-12, 0, 1.41421, -1.62334e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09835e-14, 0, 0, 4.5249e-17, 4.90402e-16, 0, 1.61182e-12, 0, 0
0.224892, 0, 2.62123e-12, 0, 1.41421, -2.62123e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77359e-14, 0, 0, 7.48094e-17, 8.18865e-16, 0, 2.6026e-12, 0, 0
0.23277, 0, 4.20483e-12, 0, 1.41421, -4.20483e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84525e-14, 0, 0, 1.22992e-16, 1.36011e-15, 0, 4.17489e-12, 0, 0
0.240647, 0, 6.70122e-12, 0, 1.41421, -6.70122e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53481e-14, 0, 0, 2.01114e-16, 2.24746e-15, 0, 6.65342e-12, 0, 0
0.248525, 0, 1.06105e-11, 0, 1.41421, -1.06105e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.18098e-14, 0, 0, 3.27134e-16, 3.695e-15, 0, 1.05347e-11, 0, 0
0.256403, 0, 1.66919e-11, 0, 1.41421, -1.66919e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12982e-13, 0, 0, 5.29441e-16, 6.04509e-15, 0, 1.65724e-11, 0, 0
0.264281, 0, 2.60902e-11, 0, 1.41421, -2.60902e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76624e-13, 0, 0, 8.52739e-16, 9.8428e-15, 0, 2.59029e-11, 0, 0
0.272158, 0, 4.05191e-11, 0, 1.41421, -4.05191e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7436e-13, 0, 0, 1.36719e-15, 1.59525e-14, 0, 4.02274e-11, 0, 0
0.280036, 0, 6.25267e-11, 0, 1.41421, -6.25267e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23483e-13, 0, 0, 2.18265e-15, 2.57398e-14, 0, 6.20753e-11, 0, 0
0.287914, 0, 9.58752e-11, 1.26117e-44, 1.41421, -9.58752e-11, 1.26117e-44, 0, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 6.4955e-13, 1.26117e-44, 1.26117e-44, 3.47065e-15, 4.13551e-14, 1.26117e-44, 9.51808e-11, 1.26117e-44, 1.26117e-44
0.295791, 0, 1.46081e-10, 2.43826e-43, 1.41421, -1.46081e-10, 2.43826e-43, 0, 2.43826e-43, 2.43826e-43, 2.43826e-43, 2.43826e-43, 2.43826e-43, 2.43826e-43, 2.43826e-43, 2.43826e-43, 2.43826e-43, 2.43826e-43, 9.9007e-13, 2.43826e-43, 2.43826e-43, 5.49871e-15, 6.6174e-14, 2.43826e-43, 1.45019e-10, 2.43826e-43, 2.43826e-43
0.303669, 0, 2.21207e-10, 2.18504e-41, 1.41421, -2.21207e-10, 2.18504e-41, 0, 2.18504e-41, 2.18504e-41, 2.18504e-41, 2.18504e-41, 2.18504e-41, 2.18504e-41, 2.18504e-41, 2.18504e-41, 2.18504e-41, 2.18504e-41, 1.49998e-12, 2.18504e-41, 2.18504e-41, 8.6989e-15, 1.05652e-13, 2.18504e-41, 2.19593e-10, 2.18504e-41, 2.18504e-41
0.311547, 0, 3.32813e-10, 2.6564e-40, 1.41421, -3.32813e-10, 2.6564e-40, 0, 2.6564e-40, 2.6564e-40, 2.6564e-40, 2.6564e-40, 2.6564e-40, 2.6564e-40, 2.6564e-40, 2.6564e-40, 2.6564e-40, 2.6564e-40, 2.25806e-12, 2.6564e-40, 2.6564e-40, 1.36978e-14, 1.67792e-13, 2.6564e-40, 3.30373e-10, 2.6564e-40, 2.6564e-40
