   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_306.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00186276, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00599204, 0, 7.54941e-17, 0, 1.41421, -7.54941e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.20151e-19, 0, 0, 4.99925e-19, 0, 4.22536e-20, 0, 7.41318e-17, 0, 0
0.0138468, 0, 1.30057e-16, 0, 1.41421, -1.30057e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41273e-18, 0, 0, 8.75682e-19, 0, 7.45367e-20, 0, 1.27694e-16, 0, 0
0.0217016, 0, 2.24395e-16, 0, 1.41421, -2.24395e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43709e-18, 0, 0, 1.5414e-18, 0, 1.32445e-19, 0, 2.20284e-16, 0, 0
0.0295564, 0, 3.81448e-16, 0, 1.41421, -3.81448e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14226e-18, 0, 0, 2.66457e-18, 0, 2.30724e-19, 0, 3.74411e-16, 0, 0
0.0374112, 0, 6.44496e-16, 0, 1.41421, -6.44496e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99782e-18, 0, 0, 4.57916e-18, 0, 3.99715e-19, 0, 6.3252e-16, 0, 0
0.045266, 0, 1.08244e-15, 0, 1.41421, -1.08244e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17512e-17, 0, 0, 7.82398e-18, 0, 6.88732e-19, 0, 1.06217e-15, 0, 0
0.0531208, 0, 1.80721e-15, 0, 1.41421, -1.80721e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96168e-17, 0, 0, 1.32918e-17, 0, 1.18041e-18, 0, 1.77312e-15, 0, 0
0.0609756, 0, 2.99965e-15, 0, 1.41421, -2.99965e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25555e-17, 0, 0, 2.24538e-17, 0, 2.01247e-18, 0, 2.94263e-15, 0, 0
0.0688304, 0, 4.95008e-15, 0, 1.41421, -4.95008e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37153e-17, 0, 0, 3.77199e-17, 0, 3.41336e-18, 0, 4.85523e-15, 0, 0
0.0766852, 0, 8.1219e-15, 0, 1.41421, -8.1219e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.812e-17, 0, 0, 6.30182e-17, 0, 5.75996e-18, 0, 7.965e-15, 0, 0
0.08454, 0, 1.32504e-14, 0, 1.41421, -1.32504e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43739e-16, 0, 0, 1.04714e-16, 0, 9.67106e-18, 0, 1.29923e-14, 0, 0
0.0923948, 0, 2.14956e-14, 0, 1.41421, -2.14956e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33142e-16, 0, 0, 1.73069e-16, 0, 1.61574e-17, 0, 2.10732e-14, 0, 0
0.10025, 0, 3.46765e-14, 0, 1.41421, -3.46765e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76037e-16, 0, 0, 2.84534e-16, 0, 2.68622e-17, 0, 3.3989e-14, 0, 0
0.108104, 0, 5.56294e-14, 0, 1.41421, -5.56294e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03146e-16, 0, 0, 4.65349e-16, 0, 4.44434e-17, 0, 5.45165e-14, 0, 0
0.115959, 0, 8.87517e-14, 0, 1.41421, -8.87517e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.62086e-16, 0, 0, 7.57154e-16, 0, 7.31801e-17, 0, 8.69593e-14, 0, 0
0.123814, 0, 1.4082e-13, 0, 1.41421, -1.4082e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52623e-15, 0, 0, 1.22569e-15, 0, 1.19928e-16, 0, 1.37949e-13, 0, 0
0.131669, 0, 2.22222e-13, 0, 1.41421, -2.22222e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40799e-15, 0, 0, 1.97423e-15, 0, 1.95634e-16, 0, 2.17644e-13, 0, 0
0.139524, 0, 3.48781e-13, 0, 1.41421, -3.48781e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77862e-15, 0, 0, 3.16425e-15, 0, 3.17666e-16, 0, 3.4152e-13, 0, 0
0.147378, 0, 5.44473e-13, 0, 1.41421, -5.44473e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.89749e-15, 0, 0, 5.04707e-15, 0, 5.13478e-16, 0, 5.33015e-13, 0, 0
0.155233, 0, 8.45417e-13, 0, 1.41421, -8.45417e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.15525e-15, 0, 0, 8.01204e-15, 0, 8.26271e-16, 0, 8.27423e-13, 0, 0
0.163088, 0, 1.30571e-12, 0, 1.41421, -1.30571e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41369e-14, 0, 0, 1.26601e-14, 0, 1.32373e-15, 0, 1.27759e-12, 0, 0
0.170943, 0, 2.00594e-12, 0, 1.41421, -2.00594e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17133e-14, 0, 0, 1.99147e-14, 0, 2.11143e-15, 0, 1.9622e-12, 0, 0
0.178798, 0, 3.06543e-12, 0, 1.41421, -3.06543e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31743e-14, 0, 0, 3.11891e-14, 0, 3.35339e-15, 0, 2.99771e-12, 0, 0
0.186652, 0, 4.65992e-12, 0, 1.41421, -4.65992e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.04185e-14, 0, 0, 4.86396e-14, 0, 5.30339e-15, 0, 4.55556e-12, 0, 0
0.194507, 0, 7.04677e-12, 0, 1.41421, -7.04677e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.62256e-14, 0, 0, 7.55449e-14, 0, 8.35247e-15, 0, 6.88664e-12, 0, 0
0.202362, 0, 1.06007e-11, 0, 1.41421, -1.06007e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14642e-13, 0, 0, 1.16877e-13, 0, 1.3101e-14, 0, 1.03561e-11, 0, 0
0.210217, 0, 1.58644e-11, 0, 1.41421, -1.58644e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71526e-13, 0, 0, 1.80156e-13, 0, 2.04671e-14, 0, 1.54923e-11, 0, 0
0.218072, 0, 2.36193e-11, 0, 1.41421, -2.36193e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5531e-13, 0, 0, 2.76736e-13, 0, 3.18503e-14, 0, 2.30554e-11, 0, 0
0.225926, 0, 3.49843e-11, 0, 1.41421, -3.49843e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78068e-13, 0, 0, 4.23728e-13, 0, 4.93763e-14, 0, 3.41331e-11, 0, 0
0.233781, 0, 5.15531e-11, 0, 1.41421, -5.15531e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56988e-13, 0, 0, 6.46893e-13, 0, 7.62639e-14, 0, 5.02729e-11, 0, 0
0.241636, 0, 7.55823e-11, 0, 1.41421, -7.55823e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.16404e-13, 0, 0, 9.84985e-13, 0, 1.17372e-13, 0, 7.36635e-11, 0, 0
0.249491, 0, 1.10251e-10, 1.4013e-44, 1.41421, -1.10251e-10, 0, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.19059e-12, 1.4013e-44, 1.4013e-44, 1.4963e-12, 1.4013e-44, 1.80013e-13, 1.4013e-44, 1.07384e-10, 1.4013e-44, 1.4013e-44
0.257345, 0, 1.60013e-10, 2.60642e-43, 1.41421, -1.60013e-10, 0, 2.60642e-43, 2.60642e-43, 2.60642e-43, 2.60642e-43, 2.60642e-43, 2.60642e-43, 2.60642e-43, 2.60642e-43, 2.60642e-43, 2.60642e-43, 1.72753e-12, 2.60642e-43, 2.60642e-43, 2.26852e-12, 2.60642e-43, 2.75171e-13, 2.60642e-43, 1.55742e-10, 2.60642e-43, 2.60642e-43
0.2652, 0, 2.31073e-10, 3.80733e-42, 1.41421, -2.31073e-10, 0, 3.80733e-42, 3.80733e-42, 3.80733e-42, 3.80733e-42, 3.80733e-42, 3.80733e-42, 3.80733e-42, 3.80733e-42, 3.80733e-42, 3.80733e-42, 2.49408e-12, 3.80733e-42, 3.80733e-42, 3.43366e-12, 3.80733e-42, 4.19288e-13, 3.80733e-42, 2.24726e-10, 3.80733e-42, 3.80733e-42
0.273055, 0, 3.32033e-10, 5.10367e-41, 1.41421, -3.32033e-10, 0, 5.10367e-41, 5.10367e-41, 5.10367e-41, 5.10367e-41, 5.10367e-41, 5.10367e-41, 5.10367e-41, 5.10367e-41, 5.10367e-41, 5.10367e-41, 3.58285e-12, 5.10367e-41, 5.10367e-41, 5.19056e-12, 5.10367e-41, 6.36938e-13, 5.10367e-41, 3.22622e-10, 5.10367e-41, 5.10367e-41
