   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_123.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.59028, 14.5458, 13.0408, 12.9689, 4.06765, 1.50493, 12.9689, 0, 12.9689, 12.9689, 13.0404, 12.9691, 12.9689, 12.9689, 12.9689, 12.9689, 12.9689, 12.9689, 12.9689, 12.9689, 12.9689, 12.9689, 12.9689, 12.9689, 12.9689, 12.9692, 12.9689
5.59816, 10.0855, 13.0855, 13.0004, 3.47641, -3.00005, 13.0004, 0, 13.0004, 13.0004, 13.0851, 13.0006, 13.0004, 13.0004, 13.0004, 13.0004, 13.0004, 13.0004, 13.0004, 13.0004, 13.0004, 13.0004, 13.0004, 13.0004, 13.0004, 13.0006, 13.0004
5.60604, 9.40837, 13.1316, 13.0316, 3.37763, -3.72324, 13.0316, 0, 13.0316, 13.0316, 13.1312, 13.0318, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0318, 13.0316
5.61392, 6.57713, 13.1791, 13.0626, 2.92867, -6.60202, 13.0626, 0, 13.0626, 13.0626, 13.1787, 13.0627, 13.0626, 13.0626, 13.0626, 13.0626, 13.0626, 13.0626, 13.0626, 13.0626, 13.0626, 13.0626, 13.0626, 13.0626, 13.0626, 13.0628, 13.0626
5.6218, 7.39405, 13.228, 13.0933, 3.06497, -5.83397, 13.0933, 0, 13.0933, 13.0933, 13.2276, 13.0935, 13.0933, 13.0933, 13.0933, 13.0933, 13.0933, 13.0933, 13.0933, 13.0933, 13.0933, 13.0933, 13.0933, 13.0933, 13.0933, 13.0935, 13.0933
5.62968, 11.5914, 13.2781, 13.1237, 3.68666, -1.68667, 13.1237, 0, 13.1237, 13.1237, 13.2777, 13.1239, 13.1237, 13.1237, 13.1237, 13.1237, 13.1237, 13.1237, 13.1237, 13.1237, 13.1237, 13.1237, 13.1237, 13.1237, 13.1237, 13.124, 13.1237
5.63756, 7.99294, 13.3292, 13.1539, 3.16116, -5.33627, 13.1539, 0, 13.1539, 13.1539, 13.3288, 13.1541, 13.1539, 13.1539, 13.1539, 13.1539, 13.1539, 13.1539, 13.1539, 13.1539, 13.1539, 13.1539, 13.1539, 13.1539, 13.1539, 13.1542, 13.1539
5.64544, 13.4528, 13.381, 13.1839, 3.931, 0.0717859, 13.1839, 0, 13.1839, 13.1839, 13.3806, 13.1841, 13.1839, 13.1839, 13.1839, 13.1839, 13.1839, 13.1839, 13.1839, 13.1839, 13.1839, 13.1839, 13.1839, 13.1839, 13.1839, 13.1841, 13.1839
5.65332, 7.53252, 13.4332, 13.2136, 3.08748, -5.90063, 13.2136, 0, 13.2136, 13.2136, 13.4327, 13.2138, 13.2136, 13.2136, 13.2136, 13.2136, 13.2136, 13.2136, 13.2136, 13.2136, 13.2136, 13.2136, 13.2136, 13.2136, 13.2136, 13.2138, 13.2136
5.6612, 9.54338, 13.4852, 13.243, 3.39755, -3.94183, 13.243, 0, 13.243, 13.243, 13.4848, 13.2432, 13.243, 13.243, 13.243, 13.243, 13.243, 13.243, 13.243, 13.243, 13.243, 13.243, 13.243, 13.243, 13.243, 13.2432, 13.243
5.66909, 18.253, 13.5367, 13.2721, 4.50033, 4.71627, 13.2721, 0, 13.2721, 13.2721, 13.5363, 13.2723, 13.2721, 13.2721, 13.2721, 13.2721, 13.2721, 13.2721, 13.2721, 13.2721, 13.2721, 13.2721, 13.2721, 13.2721, 13.2721, 13.2723, 13.2721
5.67697, 7.18191, 13.5871, 13.301, 3.03017, -6.40518, 13.301, 0, 13.301, 13.301, 13.5867, 13.3012, 13.301, 13.301, 13.301, 13.301, 13.301, 13.301, 13.301, 13.301, 13.301, 13.301, 13.301, 13.301, 13.301, 13.3012, 13.301
5.68485, 8.64944, 13.6358, 13.3296, 3.26335, -4.98638, 13.3296, 0, 13.3296, 13.3296, 13.6354, 13.3298, 13.3296, 13.3296, 13.3296, 13.3296, 13.3296, 13.3296, 13.3296, 13.3296, 13.3296, 13.3296, 13.3296, 13.3296, 13.3296, 13.3298, 13.3296
5.69273, 6.89095, 13.6824, 13.3579, 2.98177, -6.7914, 13.3579, 0, 13.3579, 13.3579, 13.682, 13.3581, 13.3579, 13.3579, 13.3579, 13.3579, 13.3579, 13.3579, 13.3579, 13.3579, 13.3579, 13.3579, 13.3579, 13.3579, 13.3579, 13.358, 13.3579
5.70061, 8.65331, 13.7262, 13.3859, 3.26394, -5.07284, 13.3859, 0, 13.3859, 13.3859, 13.7258, 13.3861, 13.3859, 13.3859, 13.3859, 13.3859, 13.3859, 13.3859, 13.3859, 13.3859, 13.3859, 13.3859, 13.3859, 13.3859, 13.3859, 13.3861, 13.3859
5.70849, 12.0992, 13.7668, 13.4136, 3.75489, -1.66754, 13.4136, 0, 13.4136, 13.4136, 13.7664, 13.4138, 13.4136, 13.4136, 13.4136, 13.4136, 13.4136, 13.4136, 13.4136, 13.4136, 13.4136, 13.4136, 13.4136, 13.4136, 13.4136, 13.4138, 13.4136
5.71637, 11.5475, 13.8038, 13.441, 3.68069, -2.25626, 13.441, 0, 13.441, 13.441, 13.8034, 13.4413, 13.441, 13.441, 13.441, 13.441, 13.441, 13.441, 13.441, 13.441, 13.441, 13.441, 13.441, 13.441, 13.441, 13.4412, 13.441
5.72425, 9.24475, 13.8369, 13.4682, 3.35332, -4.59212, 13.4682, 0, 13.4682, 13.4682, 13.8365, 13.4684, 13.4682, 13.4682, 13.4682, 13.4682, 13.4682, 13.4682, 13.4682, 13.4682, 13.4682, 13.4682, 13.4682, 13.4682, 13.4682, 13.4683, 13.4682
5.73213, 7.43092, 13.8658, 13.495, 3.07098, -6.43493, 13.495, 0, 13.495, 13.495, 13.8655, 13.4952, 13.495, 13.495, 13.495, 13.495, 13.495, 13.495, 13.495, 13.495, 13.495, 13.495, 13.495, 13.495, 13.495, 13.4951, 13.495
5.74001, 9.71921, 13.8907, 13.5215, 3.42333, -4.17144, 13.5215, 0, 13.5215, 13.5215, 13.8903, 13.5217, 13.5215, 13.5215, 13.5215, 13.5215, 13.5215, 13.5215, 13.5215, 13.5215, 13.5215, 13.5215, 13.5215, 13.5215, 13.5215, 13.5216, 13.5215
5.74789, 11.4141, 13.9113, 13.5477, 3.66252, -2.49724, 13.5477, 0, 13.5477, 13.5477, 13.9109, 13.5479, 13.5477, 13.5477, 13.5477, 13.5477, 13.5477, 13.5477, 13.5477, 13.5477, 13.5477, 13.5477, 13.5477, 13.5477, 13.5477, 13.5478, 13.5477
5.75577, 9.13066, 13.928, 13.5735, 3.33626, -4.79732, 13.5735, 0, 13.5735, 13.5735, 13.9276, 13.5738, 13.5735, 13.5735, 13.5735, 13.5735, 13.5735, 13.5735, 13.5735, 13.5735, 13.5735, 13.5735, 13.5735, 13.5735, 13.5735, 13.5736, 13.5735
5.76365, 9.56432, 13.941, 13.5991, 3.40064, -4.37665, 13.5991, 0, 13.5991, 13.5991, 13.9406, 13.5993, 13.5991, 13.5991, 13.5991, 13.5991, 13.5991, 13.5991, 13.5991, 13.5991, 13.5991, 13.5991, 13.5991, 13.5991, 13.5991, 13.5992, 13.5991
5.77153, 8.56913, 13.9506, 13.6243, 3.25102, -5.38152, 13.6243, 0, 13.6243, 13.6243, 13.9503, 13.6245, 13.6243, 13.6243, 13.6243, 13.6243, 13.6243, 13.6243, 13.6243, 13.6243, 13.6243, 13.6243, 13.6243, 13.6243, 13.6243, 13.6244, 13.6243
5.77941, 7.41129, 13.9575, 13.6492, 3.06778, -6.54617, 13.6492, 0, 13.6492, 13.6492, 13.9571, 13.6494, 13.6492, 13.6492, 13.6492, 13.6492, 13.6492, 13.6492, 13.6492, 13.6492, 13.6492, 13.6492, 13.6492, 13.6492, 13.6492, 13.6493, 13.6492
5.78729, 10.24, 13.9619, 13.6738, 3.49857, -3.72191, 13.6738, 0, 13.6738, 13.6738, 13.9616, 13.674, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738, 13.6738
5.79517, 8.98352, 13.9646, 13.698, 3.31414, -4.98108, 13.698, 0, 13.698, 13.698, 13.9643, 13.6982, 13.698, 13.698, 13.698, 13.698, 13.698, 13.698, 13.698, 13.698, 13.698, 13.698, 13.698, 13.698, 13.698, 13.6981, 13.698
5.80305, 15.1594, 13.966, 13.7219, 4.14239, 1.19333, 13.7219, 0, 13.7219, 13.7219, 13.9657, 13.7221, 13.7219, 13.7219, 13.7219, 13.7219, 13.7219, 13.7219, 13.7219, 13.7219, 13.7219, 13.7219, 13.7219, 13.7219, 13.7219, 13.722, 13.7219
5.81093, 13.6252, 13.9667, 13.7455, 3.95287, -0.341569, 13.7455, 0, 13.7455, 13.7455, 13.9664, 13.7457, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455, 13.7455
5.81881, 14.351, 13.9673, 13.7687, 4.04363, 0.383714, 13.7687, 0, 13.7687, 13.7687, 13.9669, 13.769, 13.7687, 13.7687, 13.7687, 13.7687, 13.7687, 13.7687, 13.7687, 13.7687, 13.7687, 13.7687, 13.7687, 13.7687, 13.7687, 13.7688, 13.7687
5.82669, 7.37005, 13.968, 13.7917, 3.06105, -6.59797, 13.7917, 0, 13.7917, 13.7917, 13.9677, 13.7919, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917, 13.7917
5.83457, 5.80151, 13.9694, 13.8143, 2.79312, -8.16791, 13.8143, 0, 13.8143, 13.8143, 13.9691, 13.8145, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143, 13.8143
5.84245, 7.59145, 13.9718, 13.8366, 3.09701, -6.38032, 13.8366, 0, 13.8366, 13.8366, 13.9714, 13.8369, 13.8366, 13.8366, 13.8366, 13.8366, 13.8366, 13.8366, 13.8366, 13.8366, 13.8366, 13.8366, 13.8366, 13.8366, 13.8366, 13.8367, 13.8366
5.85033, 14.7914, 13.9753, 13.8587, 4.09774, 0.816116, 13.8587, 0, 13.8587, 13.8587, 13.975, 13.8589, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587, 13.8587
5.85821, 13.7799, 13.9803, 13.8805, 3.9724, -0.200343, 13.8805, 0, 13.8805, 13.8805, 13.9799, 13.8807, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805, 13.8805
5.86609, 8.41606, 13.9867, 13.902, 3.22739, -5.57063, 13.902, 0, 13.902, 13.902, 13.9864, 13.9023, 13.902, 13.902, 13.902, 13.902, 13.902, 13.902, 13.902, 13.902, 13.902, 13.902, 13.902, 13.902, 13.902, 13.9021, 13.902
5.87397, 14.9449, 13.9946, 13.9234, 4.11642, 0.950258, 13.9234, 0, 13.9234, 13.9234, 13.9943, 13.9237, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234, 13.9234
5.88186, 9.59539, 14.0041, 13.9446, 3.4052, -4.40874, 13.9446, 0, 13.9446, 13.9446, 14.0038, 13.9449, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446, 13.9446
5.88974, 13.3708, 14.0151, 13.9657, 3.92056, -0.644353, 13.9657, 0, 13.9657, 13.9657, 14.0148, 13.966, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657, 13.9657
5.89762, 12.218, 14.0276, 13.9867, 3.77067, -1.8096, 13.9867, 0, 13.9867, 13.9867, 14.0272, 13.987, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867, 13.9867
5.9055, 9.36791, 14.0413, 14.0077, 3.37163, -4.67344, 14.0077, 0, 14.0077, 14.0077, 14.041, 14.0079, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077, 14.0077
5.91338, 23.1195, 14.0564, 14.0287, 5.01193, 9.0631, 14.0287, 0, 14.0287, 14.0287, 14.0561, 14.0289, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287, 14.0287
5.92126, 13.8519, 14.0726, 14.0497, 3.98144, -0.220722, 14.0497, 0, 14.0497, 14.0497, 14.0723, 14.05, 14.0497, 14.0497, 14.0497, 14.0497, 14.0497, 14.0497, 14.0497, 14.0497, 14.0497, 14.0497, 14.0497, 14.0497, 14.0497, 14.0498, 14.0497
5.92914, 10.866, 14.0899, 14.0709, 3.58692, -3.22391, 14.0709, 0, 14.0709, 14.0709, 14.0896, 14.0712, 14.0709, 14.0709, 14.0709, 14.0709, 14.0709, 14.0709, 14.0709, 14.0709, 14.0709, 14.0709, 14.0709, 14.0709, 14.0709, 14.071, 14.0709
5.93702, 12.4756, 14.1082, 14.0923, 3.80467, -1.63263, 14.0923, 0, 14.0924, 14.0923, 14.1079, 14.0926, 14.0923, 14.0923, 14.0923, 14.0923, 14.0923, 14.0923, 14.0923, 14.0923, 14.0923, 14.0923, 14.0923, 14.0923, 14.0923, 14.0924, 14.0923
5.9449, 9.61497, 14.1274, 14.114, 3.40807, -4.51243, 14.114, 0, 14.114, 14.114, 14.1271, 14.1143, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114, 14.114
5.95278, 9.9855, 14.1475, 14.136, 3.46201, -4.16199, 14.136, 0, 14.136, 14.136, 14.1472, 14.1363, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136, 14.136
5.96066, 17.2586, 14.1684, 14.1584, 4.38846, 3.09022, 14.1584, 0, 14.1584, 14.1584, 14.1681, 14.1586, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584, 14.1584
5.96854, 13.9905, 14.1901, 14.1811, 3.99881, -0.199583, 14.1811, 0, 14.1811, 14.1811, 14.1898, 14.1814, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811, 14.1811
5.97642, 10.9902, 14.2125, 14.2044, 3.60419, -3.22233, 14.2044, 0, 14.2044, 14.2044, 14.2122, 14.2047, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044, 14.2044
5.9843, 12.0589, 14.2357, 14.2281, 3.74952, -2.17673, 14.2281, 0, 14.2281, 14.2281, 14.2353, 14.2284, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281
5.99218, 16.3372, 14.2595, 14.2523, 4.28219, 2.0777, 14.2523, 0, 14.2523, 14.2523, 14.2592, 14.2526, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523, 14.2523
6.00006, 16.2235, 14.284, 14.2771, 4.2689, 1.93954, 14.2771, 0, 14.2771, 14.2771, 14.2837, 14.2774, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771, 14.2771
6.00794, 12.3417, 14.3092, 14.3025, 3.78704, -1.96746, 14.3025, 0, 14.3025, 14.3025, 14.3088, 14.3028, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025, 14.3025
6.01582, 7.64399, 14.3349, 14.3283, 3.10548, -6.69094, 14.3283, 0, 14.3283, 14.3283, 14.3346, 14.3287, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283, 14.3283
6.0237, 11.6487, 14.3613, 14.3547, 3.69441, -2.71262, 14.3547, 0, 14.3547, 14.3547, 14.3609, 14.3551, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547, 14.3547
6.03158, 8.04515, 14.3882, 14.3816, 3.16941, -6.34301, 14.3816, 0, 14.3816, 14.3816, 14.3878, 14.382, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816, 14.3816
6.03946, 15.6418, 14.4156, 14.409, 4.20022, 1.22626, 14.409, 0, 14.409, 14.409, 14.4152, 14.4093, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409, 14.409
6.04734, 14.6573, 14.4434, 14.4368, 4.08134, 0.213903, 14.4368, 0, 14.4368, 14.4368, 14.443, 14.4372, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368, 14.4368
6.05522, 12.9744, 14.4717, 14.465, 3.86967, -1.4973, 14.465, 0, 14.465, 14.465, 14.4713, 14.4654, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465, 14.465
6.0631, 14.6497, 14.5002, 14.4935, 4.0804, 0.149442, 14.4935, 0, 14.4935, 14.4935, 14.4998, 14.4939, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935, 14.4935
6.07098, 13.673, 14.5291, 14.5223, 3.95891, -0.856142, 14.5223, 0, 14.5223, 14.5223, 14.5287, 14.5227, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223, 14.5223
6.07886, 10.6341, 14.5583, 14.5513, 3.55445, -3.92418, 14.5513, 0, 14.5513, 14.5513, 14.5578, 14.5518, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513, 14.5513
6.08675, 13.6095, 14.5876, 14.5804, 3.95088, -0.978086, 14.5804, 0, 14.5805, 14.5805, 14.587, 14.581, 14.5804, 14.5804, 14.5804, 14.5804, 14.5804, 14.5804, 14.5804, 14.5804, 14.5804, 14.5804, 14.5805, 14.5804, 14.5804, 14.5804, 14.5804
6.09463, 18.2966, 14.617, 14.6097, 4.50517, 3.67957, 14.6097, 0, 14.6097, 14.6097, 14.6163, 14.6104, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097, 14.6097
6.10251, 14.7304, 14.6466, 14.639, 4.09028, 0.0838003, 14.639, 0, 14.639, 14.639, 14.6457, 14.6399, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639, 14.639
6.11039, 11.9877, 14.6762, 14.6683, 3.74001, -2.68851, 14.6683, 0, 14.6683, 14.6683, 14.6751, 14.6694, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683, 14.6683
6.11827, 12.9882, 14.7059, 14.6975, 3.87146, -1.71768, 14.6975, 0, 14.6975, 14.6975, 14.7044, 14.699, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975, 14.6975
6.12615, 8.67534, 14.7357, 14.7266, 3.26731, -6.06033, 14.7266, 0, 14.7266, 14.7266, 14.7336, 14.7287, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266, 14.7266
6.13403, 9.99001, 14.7655, 14.7556, 3.46266, -4.77551, 14.7556, 0, 14.7556, 14.7556, 14.7626, 14.7585, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556, 14.7556
6.14191, 10.2984, 14.7955, 14.7844, 3.50691, -4.49711, 14.7844, 0, 14.7844, 14.7844, 14.7915, 14.7884, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844, 14.7844
6.14979, 10.9882, 14.8257, 14.813, 3.60392, -3.83751, 14.813, 0, 14.813, 14.813, 14.8202, 14.8185, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813, 14.813
6.15767, 12.8969, 14.8563, 14.8413, 3.85966, -1.95936, 14.8413, 0, 14.8413, 14.8413, 14.8486, 14.849, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413, 14.8413
6.16555, 9.77785, 14.8874, 14.8694, 3.43189, -5.10951, 14.8694, 0, 14.8694, 14.8694, 14.8767, 14.88, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694, 14.8694
6.17343, 7.58736, 14.9191, 14.8971, 3.09635, -7.33177, 14.8971, 0, 14.8971, 14.8971, 14.9046, 14.9117, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971, 14.8971
6.18131, 14.2815, 14.9519, 14.9246, 4.03503, -0.670405, 14.9246, 0, 14.9246, 14.9246, 14.9321, 14.9443, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246, 14.9246
6.18919, 10.3959, 14.9859, 14.9518, 3.52078, -4.59005, 14.9518, 0, 14.9518, 14.9518, 14.9594, 14.9783, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518, 14.9518
6.19707, 10.8614, 15.0217, 14.9786, 3.58628, -4.16023, 14.9786, 0, 14.9786, 14.9786, 14.9863, 15.0139, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786, 14.9786
6.20495, 11.4032, 15.0595, 15.005, 3.66104, -3.65629, 15.005, 0, 15.0051, 15.005, 15.0129, 15.0517, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005, 15.005
6.21283, 9.41282, 15.1, 15.0312, 3.37829, -5.68717, 15.0312, 0, 15.0312, 15.0312, 15.0391, 15.0921, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312, 15.0312
6.22071, 8.2743, 15.1436, 15.0569, 3.20535, -6.86933, 15.0569, 0, 15.057, 15.057, 15.065, 15.1356, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.057, 15.0569, 15.0569, 15.0569, 15.0569
6.22859, 12.3953, 15.191, 15.0824, 3.79411, -2.7957, 15.0824, 0, 15.0824, 15.0824, 15.0905, 15.1828, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824, 15.0824
6.23647, 16.8596, 15.2427, 15.1074, 4.34276, 1.6169, 15.1074, 0, 15.1074, 15.1074, 15.1157, 15.2344, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074, 15.1074
6.24435, 10.5391, 15.2993, 15.1321, 3.54107, -4.76016, 15.1321, 0, 15.1321, 15.1321, 15.1405, 15.2909, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321, 15.1321
6.25223, 16.7065, 15.3613, 15.1565, 4.3251, 1.34518, 15.1565, 0, 15.1565, 15.1565, 15.165, 15.3528, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565, 15.1565
6.26011, 12.2545, 15.4292, 15.1804, 3.77551, -3.17478, 15.1804, 0, 15.1804, 15.1804, 15.1891, 15.4205, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804, 15.1804
6.26799, 18.4422, 15.5033, 15.204, 4.5213, 2.93882, 15.204, 0, 15.204, 15.204, 15.2129, 15.4945, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204, 15.204
6.27587, 11.9856, 15.5838, 15.2273, 3.73973, -3.59818, 15.2273, 0, 15.2273, 15.2273, 15.2363, 15.5747, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273, 15.2273
6.28375, 13.2497, 15.6705, 15.2501, 3.90509, -2.42081, 15.2501, 0, 15.2501, 15.2501, 15.2594, 15.6612, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501, 15.2501
