   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_6.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00339951, 0, 1.76398e-17, 0, 1.41421, -1.76398e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6706e-19, 0, 0, 1.86083e-21, 0, 3.81688e-20, 0, 1.69328e-17, 0, 0, 0
0.011248, 0, 3.17869e-17, 0, 1.41421, -3.17869e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20199e-18, 0, 0, 3.41199e-21, 0, 7.01321e-20, 0, 3.05114e-17, 0, 0, 0
0.0190965, 0, 5.68706e-17, 0, 1.41421, -5.68706e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1504e-18, 0, 0, 6.21194e-21, 0, 1.27982e-19, 0, 5.4586e-17, 0, 0, 0
0.0269449, 0, 1.01037e-16, 0, 1.41421, -1.01037e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82023e-18, 0, 0, 1.12314e-20, 0, 2.31999e-19, 0, 9.69732e-17, 0, 0, 0
0.0347934, 0, 1.7827e-16, 0, 1.41421, -1.7827e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.74009e-18, 0, 0, 2.01694e-20, 0, 4.17824e-19, 0, 1.71092e-16, 0, 0, 0
0.0426419, 0, 3.1242e-16, 0, 1.41421, -3.1242e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18115e-17, 0, 0, 3.598e-20, 0, 7.47723e-19, 0, 2.99825e-16, 0, 0, 0
0.0504904, 0, 5.43892e-16, 0, 1.41421, -5.43892e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05615e-17, 0, 0, 6.37664e-20, 0, 1.3298e-18, 0, 5.21937e-16, 0, 0, 0
0.0583389, 0, 9.40686e-16, 0, 1.41421, -9.40686e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55601e-17, 0, 0, 1.12289e-19, 0, 2.35066e-18, 0, 9.02663e-16, 0, 0, 0
0.0661873, 0, 1.61651e-15, 0, 1.41421, -1.61651e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.11041e-17, 0, 0, 1.96492e-19, 0, 4.13051e-18, 0, 1.55108e-15, 0, 0, 0
0.0740358, 0, 2.76027e-15, 0, 1.41421, -2.76027e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04332e-16, 0, 0, 3.41709e-19, 0, 7.21572e-18, 0, 2.64838e-15, 0, 0, 0
0.0818843, 0, 4.68381e-15, 0, 1.41421, -4.68381e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77026e-16, 0, 0, 5.90625e-19, 0, 1.25332e-17, 0, 4.49366e-15, 0, 0, 0
0.0897328, 0, 7.89873e-15, 0, 1.41421, -7.89873e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98514e-16, 0, 0, 1.01473e-18, 0, 2.16469e-17, 0, 7.57755e-15, 0, 0, 0
0.0975813, 0, 1.3239e-14, 0, 1.41421, -1.3239e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.003e-16, 0, 0, 1.73303e-18, 0, 3.71811e-17, 0, 1.26998e-14, 0, 0, 0
0.10543, 0, 2.20557e-14, 0, 1.41421, -2.20557e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.33423e-16, 0, 0, 2.94247e-18, 0, 6.35156e-17, 0, 2.11558e-14, 0, 0, 0
0.113278, 0, 3.65244e-14, 0, 1.41421, -3.65244e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38005e-15, 0, 0, 4.96729e-18, 0, 1.07921e-16, 0, 3.50314e-14, 0, 0, 0
0.121127, 0, 6.01262e-14, 0, 1.41421, -6.01262e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27164e-15, 0, 0, 8.33793e-18, 0, 1.82405e-16, 0, 5.76638e-14, 0, 0, 0
0.128975, 0, 9.83977e-14, 0, 1.41421, -9.83977e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71729e-15, 0, 0, 1.39175e-17, 0, 3.0669e-16, 0, 9.43598e-14, 0, 0, 0
0.136824, 0, 1.60092e-13, 0, 1.41421, -1.60092e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0475e-15, 0, 0, 2.31027e-17, 0, 5.13014e-16, 0, 1.53509e-13, 0, 0, 0
0.144672, 0, 2.58963e-13, 0, 1.41421, -2.58963e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.7815e-15, 0, 0, 3.81412e-17, 0, 8.53793e-16, 0, 2.48289e-13, 0, 0, 0
