   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_20.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00192767, 0, 8.05129e-18, 0, 1.41421, -8.05129e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90559e-19, 0, 0, 6.61144e-22, 0, 2.56446e-20, 0, 7.63443e-18, 0, 0, 0
0.00978127, 0, 1.4698e-17, 0, 1.41421, -1.4698e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12939e-19, 0, 0, 1.22704e-21, 0, 4.77055e-20, 0, 1.39361e-17, 0, 0, 0
0.0176349, 0, 2.66357e-17, 0, 1.41421, -2.66357e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2919e-18, 0, 0, 2.26092e-21, 0, 8.81216e-20, 0, 2.52534e-17, 0, 0, 0
0.0254885, 0, 4.79235e-17, 0, 1.41421, -4.79235e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32427e-18, 0, 0, 4.13656e-21, 0, 1.61665e-19, 0, 4.54335e-17, 0, 0, 0
0.0333421, 0, 8.5619e-17, 0, 1.41421, -8.5619e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15219e-18, 0, 0, 7.51598e-21, 0, 2.94607e-19, 0, 8.11647e-17, 0, 0, 0
0.0411957, 0, 1.51909e-16, 0, 1.41421, -1.51909e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.36646e-18, 0, 0, 1.35639e-20, 0, 5.33367e-19, 0, 1.43995e-16, 0, 0, 0
0.0490493, 0, 2.67693e-16, 0, 1.41421, -2.67693e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29802e-17, 0, 0, 2.43156e-20, 0, 9.59468e-19, 0, 2.53729e-16, 0, 0, 0
0.0569029, 0, 4.68574e-16, 0, 1.41421, -4.68574e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27189e-17, 0, 0, 4.33056e-20, 0, 1.7152e-18, 0, 4.44097e-16, 0, 0, 0
0.0647565, 0, 8.148e-16, 0, 1.41421, -8.148e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95025e-17, 0, 0, 7.66313e-20, 0, 3.04741e-18, 0, 7.72174e-16, 0, 0, 0
0.0726101, 0, 1.40765e-15, 0, 1.41421, -1.40765e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82385e-17, 0, 0, 1.34745e-19, 0, 5.38187e-18, 0, 1.33389e-15, 0, 0, 0
