   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_282.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.130825, 0, 6.56526e-15, 0, 1.41421, -6.56526e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.69128e-17, 0, 0, 0, 2.59663e-15, 0, 3.90172e-15, 0, 0
0.138691, 0, 1.13677e-14, 0, 1.41421, -1.13677e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14667e-16, 0, 0, 0, 4.5668e-15, 0, 6.68628e-15, 0, 0
0.146557, 0, 1.95569e-14, 0, 1.41421, -1.95569e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95148e-16, 0, 0, 0, 7.98261e-15, 0, 1.13792e-14, 0, 0
0.154422, 0, 3.34326e-14, 0, 1.41421, -3.34326e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29849e-16, 0, 0, 0, 1.38692e-14, 0, 1.92335e-14, 0, 0
0.162288, 0, 5.67963e-14, 0, 1.41421, -5.67963e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.53748e-16, 0, 0, 0, 2.39536e-14, 0, 3.22889e-14, 0, 0
0.170153, 0, 9.58934e-14, 0, 1.41421, -9.58934e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.23381e-16, 0, 0, 0, 4.11283e-14, 0, 5.38417e-14, 0, 0
0.178019, 0, 1.60921e-13, 0, 1.41421, -1.60921e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52947e-15, 0, 0, 0, 7.02098e-14, 0, 8.91813e-14, 0, 0
0.185884, 0, 2.68436e-13, 0, 1.41421, -2.68436e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51659e-15, 0, 0, 0, 1.19182e-13, 0, 1.46737e-13, 0, 0
0.19375, 0, 4.45147e-13, 0, 1.41421, -4.45147e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11354e-15, 0, 0, 0, 2.01188e-13, 0, 2.39846e-13, 0, 0
0.201615, 0, 7.33906e-13, 0, 1.41421, -7.33906e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67985e-15, 0, 0, 0, 3.37759e-13, 0, 3.89467e-13, 0, 0
0.209481, 0, 1.20307e-12, 0, 1.41421, -1.20307e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07766e-14, 0, 0, 0, 5.63986e-13, 0, 6.28305e-13, 0, 0
0.217347, 0, 1.96108e-12, 0, 1.41421, -1.96108e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72735e-14, 0, 0, 0, 9.36766e-13, 0, 1.00704e-12, 0, 0
0.225212, 0, 3.17906e-12, 0, 1.41421, -3.17906e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75091e-14, 0, 0, 0, 1.54788e-12, 0, 1.60367e-12, 0, 0
0.233078, 0, 5.12563e-12, 0, 1.41421, -5.12563e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35296e-14, 0, 0, 0, 2.54471e-12, 0, 2.53739e-12, 0, 0
0.240943, 0, 8.22035e-12, 0, 1.41421, -8.22035e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.84416e-14, 0, 0, 0, 4.16278e-12, 0, 3.98913e-12, 0, 0
0.248809, 0, 1.31154e-11, 0, 1.41421, -1.31154e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06929e-13, 0, 0, 0, 6.77684e-12, 0, 6.23158e-12, 0, 0
0.256674, 0, 2.08198e-11, 0, 1.41421, -2.08198e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66009e-13, 0, 0, 0, 1.09808e-11, 0, 9.67303e-12, 0, 0
0.26454, 0, 3.28885e-11, 0, 1.41421, -3.28885e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56115e-13, 0, 0, 0, 1.7712e-11, 0, 1.49204e-11, 0, 0
0.272406, 0, 5.1707e-11, 0, 1.41421, -5.1707e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92669e-13, 0, 0, 0, 2.84444e-11, 0, 2.28699e-11, 0, 0
0.280271, 0, 8.09229e-11, 3.64338e-44, 1.41421, -8.09229e-11, 3.64338e-44, 0, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 5.983e-13, 3.64338e-44, 3.64338e-44, 3.64338e-44, 4.54887e-11, 3.64338e-44, 3.48359e-11, 3.64338e-44, 3.64338e-44
0.288137, 0, 1.26094e-10, 7.21669e-43, 1.41421, -1.26094e-10, 7.21669e-43, 0, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 9.06004e-13, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.2455e-11, 7.21669e-43, 5.27326e-11, 7.21669e-43, 7.21669e-43
0.296002, 0, 1.95662e-10, 1.07031e-41, 1.41421, -1.95662e-10, 1.07031e-41, 0, 1.07031e-41, 1.07031e-41, 1.07031e-41, 1.07031e-41, 1.07031e-41, 1.07031e-41, 1.07031e-41, 1.07031e-41, 1.07031e-41, 1.36356e-12, 1.07031e-41, 1.07031e-41, 1.07031e-41, 1.14969e-10, 1.07031e-41, 7.93291e-11, 1.07031e-41, 1.07031e-41
0.303868, 0, 3.02419e-10, 1.44593e-40, 1.41421, -3.02419e-10, 1.44593e-40, 0, 1.44593e-40, 1.44593e-40, 1.44593e-40, 1.44593e-40, 1.44593e-40, 1.44593e-40, 1.44593e-40, 1.44593e-40, 1.44593e-40, 2.03973e-12, 1.44593e-40, 1.44593e-40, 1.44593e-40, 1.81776e-10, 1.44593e-40, 1.18604e-10, 1.44593e-40, 1.44593e-40
0.311733, 0, 4.65707e-10, 1.75496e-39, 1.41421, -4.65707e-10, 1.75496e-39, 0, 1.75496e-39, 1.75496e-39, 1.75496e-39, 1.75496e-39, 1.75496e-39, 1.75496e-39, 1.75496e-39, 1.75496e-39, 1.75496e-39, 3.0328e-12, 1.75496e-39, 1.75496e-39, 1.75496e-39, 2.86439e-10, 1.75496e-39, 1.76235e-10, 1.75496e-39, 1.75496e-39
0.319599, 0, 7.14707e-10, 1.92143e-38, 1.41421, -7.14707e-10, 1.92143e-38, 0, 1.92143e-38, 1.92143e-38, 1.92143e-38, 1.92143e-38, 1.92143e-38, 1.92143e-38, 1.92143e-38, 1.92143e-38, 1.92143e-38, 4.48232e-12, 1.92143e-38, 1.92143e-38, 1.92143e-38, 4.49957e-10, 1.92143e-38, 2.60267e-10, 1.92143e-38, 1.92143e-38
0.327464, 0, 1.09341e-09, 1.90254e-37, 1.41421, -1.09341e-09, 1.90254e-37, 0, 1.90254e-37, 1.90254e-37, 1.90254e-37, 1.90254e-37, 1.90254e-37, 1.90254e-37, 1.90254e-37, 1.90254e-37, 1.90254e-37, 6.58532e-12, 1.90254e-37, 1.90254e-37, 1.90254e-37, 7.04789e-10, 1.90254e-37, 3.82032e-10, 1.90254e-37, 1.90254e-37
0.33533, 0, 1.66801e-09, 1.71397e-36, 1.41421, -1.66801e-09, 1.71397e-36, 0, 1.71397e-36, 1.71397e-36, 1.71397e-36, 1.71397e-36, 1.71397e-36, 1.71397e-36, 1.71397e-36, 1.71397e-36, 1.71397e-36, 9.61804e-12, 1.71397e-36, 1.71397e-36, 1.71397e-36, 1.10103e-09, 1.71397e-36, 5.57369e-10, 1.71397e-36, 1.71397e-36
0.343196, 0, 2.53813e-09, 1.41325e-35, 1.41421, -2.53813e-09, 1.41325e-35, 0, 1.41325e-35, 1.41325e-35, 1.41325e-35, 1.41325e-35, 1.41325e-35, 1.41325e-35, 1.41325e-35, 1.41325e-35, 1.41325e-35, 1.39655e-11, 1.41325e-35, 1.41325e-35, 1.41325e-35, 1.71588e-09, 1.41325e-35, 8.08282e-10, 1.41325e-35, 1.41325e-35
0.351061, 0, 3.85352e-09, 1.0708e-34, 1.41421, -3.85352e-09, 1.0708e-34, 0, 1.0708e-34, 1.0708e-34, 1.0708e-34, 1.0708e-34, 1.0708e-34, 1.0708e-34, 1.0708e-34, 1.0708e-34, 1.0708e-34, 2.01611e-11, 1.0708e-34, 1.0708e-34, 1.0708e-34, 2.66823e-09, 1.0708e-34, 1.16513e-09, 1.0708e-34, 1.0708e-34
0.358927, 0, 5.83931e-09, 7.32711e-34, 1.41421, -5.83931e-09, 7.32711e-34, 0, 7.32711e-34, 7.32711e-34, 7.32711e-34, 7.32711e-34, 7.32711e-34, 7.32711e-34, 7.32711e-34, 7.32711e-34, 7.32711e-34, 2.89392e-11, 7.32711e-34, 7.32711e-34, 7.32711e-34, 4.14085e-09, 7.32711e-34, 1.66953e-09, 7.32711e-34, 7.32711e-34
0.366792, 0, 8.83385e-09, 4.93e-33, 1.41421, -8.83385e-09, 4.93e-33, 0, 4.93e-33, 4.93e-33, 4.93e-33, 4.93e-33, 4.93e-33, 4.93e-33, 4.93e-33, 4.93e-33, 4.93e-33, 4.13052e-11, 4.93e-33, 4.93e-33, 4.93e-33, 6.41443e-09, 4.93e-33, 2.37812e-09, 4.93e-33, 4.93e-33
0.374658, 0, 1.33456e-08, 2.69969e-32, 1.41421, -1.33456e-08, 2.69969e-32, 0, 2.69969e-32, 2.69969e-32, 2.69969e-32, 2.69969e-32, 2.69969e-32, 2.69969e-32, 2.69969e-32, 2.69969e-32, 2.69969e-32, 5.86276e-11, 2.69969e-32, 2.69969e-32, 2.69969e-32, 9.9194e-09, 2.69969e-32, 3.36754e-09, 2.69969e-32, 2.69969e-32
0.382523, 0, 2.01381e-08, 1.40275e-31, 1.41421, -2.01381e-08, 1.40275e-31, 0, 1.40275e-31, 1.40275e-31, 1.40275e-31, 1.40275e-31, 1.40275e-31, 1.40275e-31, 1.40275e-31, 1.40275e-31, 1.40275e-31, 8.27584e-11, 1.40275e-31, 1.40275e-31, 1.40275e-31, 1.53146e-08, 1.40275e-31, 4.74076e-09, 1.40275e-31, 1.40275e-31
0.390389, 0, 3.0358e-08, 7.37635e-31, 1.41421, -3.0358e-08, 7.37635e-31, 0, 7.37635e-31, 7.37635e-31, 7.37635e-31, 7.37635e-31, 7.37635e-31, 7.37635e-31, 7.37635e-31, 7.37635e-31, 7.37635e-31, 1.16191e-10, 7.37635e-31, 7.37635e-31, 7.37635e-31, 2.36065e-08, 7.37635e-31, 6.63524e-09, 7.37635e-31, 7.37635e-31
0.398254, 0, 4.57248e-08, 3.73849e-30, 1.41421, -4.57248e-08, 3.73849e-30, 0, 3.73849e-30, 3.73849e-30, 3.73849e-30, 3.73849e-30, 3.73849e-30, 3.73849e-30, 3.73849e-30, 3.73849e-30, 3.73849e-30, 1.62262e-10, 3.73849e-30, 3.73849e-30, 3.73849e-30, 3.63292e-08, 3.73849e-30, 9.23334e-09, 3.73849e-30, 3.73849e-30
0.40612, 0, 6.88142e-08, 1.79572e-29, 1.41421, -6.88142e-08, 1.79572e-29, 0, 1.79572e-29, 1.79572e-29, 1.79572e-29, 1.79572e-29, 1.79572e-29, 1.79572e-29, 1.79572e-29, 1.79572e-29, 1.79572e-29, 2.25419e-10, 1.79572e-29, 1.79572e-29, 1.79572e-29, 5.58134e-08, 1.79572e-29, 1.27754e-08, 1.79572e-29, 1.79572e-29
0.413986, 0, 1.03477e-07, 8.20944e-29, 1.41421, -1.03477e-07, 8.20944e-29, 0, 8.20944e-29, 8.20944e-29, 8.20944e-29, 8.20944e-29, 8.20944e-29, 8.20944e-29, 8.20944e-29, 8.20944e-29, 8.20944e-29, 3.11553e-10, 8.20944e-29, 8.20944e-29, 8.20944e-29, 8.5589e-08, 8.20944e-29, 1.7576e-08, 8.20944e-29, 8.20944e-29
0.421851, 0, 1.55454e-07, 3.63221e-28, 1.41421, -1.55454e-07, 3.63221e-28, 0, 3.63221e-28, 3.63221e-28, 3.63221e-28, 3.63221e-28, 3.63221e-28, 3.63221e-28, 3.63221e-28, 3.63221e-28, 3.63221e-28, 4.28432e-10, 3.63221e-28, 3.63221e-28, 3.63221e-28, 1.30981e-07, 3.63221e-28, 2.40449e-08, 3.63221e-28, 3.63221e-28
0.429717, 0, 2.33285e-07, 1.53816e-27, 1.41421, -2.33285e-07, 1.53816e-27, 0, 1.53816e-27, 1.53816e-27, 1.53816e-27, 1.53816e-27, 1.53816e-27, 1.53816e-27, 1.53816e-27, 1.53816e-27, 1.53816e-27, 5.86251e-10, 1.53816e-27, 1.53816e-27, 1.53816e-27, 1.99987e-07, 1.53816e-27, 3.27116e-08, 1.53816e-27, 1.53816e-27
0.437582, 0, 3.49688e-07, 1.10787e-26, 1.41421, -3.49688e-07, 1.10787e-26, 0, 1.10787e-26, 1.10787e-26, 1.10787e-26, 1.10787e-26, 1.10787e-26, 1.10787e-26, 1.10787e-26, 1.10787e-26, 1.10787e-26, 7.98334e-10, 1.10787e-26, 1.10787e-26, 1.10787e-26, 3.04632e-07, 1.10787e-26, 4.42569e-08, 1.10787e-26, 1.10787e-26
0.445448, 0, 5.23176e-07, 4.08993e-26, 1.41421, -5.23176e-07, 4.08993e-26, 0, 4.08993e-26, 4.08993e-26, 4.08993e-26, 4.08993e-26, 4.08993e-26, 4.08993e-26, 4.08993e-26, 4.08993e-26, 4.08993e-26, 1.08197e-09, 4.08993e-26, 4.08993e-26, 4.08993e-26, 4.62545e-07, 4.08993e-26, 5.95497e-08, 4.08993e-26, 4.08993e-26
0.453313, 0, 7.81173e-07, 1.44571e-25, 1.41421, -7.81173e-07, 1.44571e-25, 0, 1.44571e-25, 1.44571e-25, 1.44571e-25, 1.44571e-25, 1.44571e-25, 1.44571e-25, 1.44571e-25, 1.44571e-25, 1.44571e-25, 1.45956e-09, 1.44571e-25, 1.44571e-25, 1.44571e-25, 7.0002e-07, 1.44571e-25, 7.96935e-08, 1.44571e-25, 1.44571e-25
0.461179, 0, 1.16416e-06, 4.95416e-25, 1.41421, -1.16416e-06, 2.7843e-11, 0, 3.2953e-15, 2.42265e-11, 2.0133e-10, 9.11974e-12, 1.62135e-10, 3.41436e-11, 4.89519e-11, 4.47712e-12, 3.27566e-11, 1.95998e-09, 1.91905e-12, 5.52129e-14, 5.60176e-14, 1.05556e-06, 7.33892e-16, 1.06091e-07, 4.95416e-25, 4.95416e-25
0.469045, 0, 1.73022e-06, 5.64388e-11, 1.41421, -1.73022e-06, 1.45939e-10, 5.64388e-11, 5.64494e-11, 1.34314e-10, 7.03605e-10, 8.57538e-11, 5.77613e-10, 1.66192e-10, 2.13792e-10, 7.08303e-11, 1.61733e-10, 2.67663e-09, 6.26075e-11, 5.66163e-11, 5.71148e-11, 1.58535e-06, 5.64412e-11, 1.40546e-07, 5.64388e-11, 5.64388e-11
0.47691, 0, 2.56353e-06, 1.76974e-10, 1.41421, -2.56353e-06, 3.99905e-10, 1.76974e-10, 1.77e-10, 3.70949e-10, 1.78896e-09, 2.49993e-10, 1.47514e-09, 4.50352e-10, 5.68917e-10, 2.12821e-10, 4.39246e-10, 3.66437e-09, 1.92339e-10, 1.77416e-10, 1.79527e-10, 2.37058e-06, 1.7698e-10, 1.85257e-07, 1.76974e-10, 1.76974e-10
0.484776, 0, 3.78498e-06, 4.33292e-10, 1.41421, -3.78498e-06, 9.39023e-10, 4.33292e-10, 4.33352e-10, 8.73335e-10, 4.09019e-09, 5.9894e-10, 3.37826e-09, 1.05347e-09, 1.32244e-09, 5.14613e-10, 1.02827e-09, 5.05482e-09, 4.68149e-10, 4.34295e-10, 4.40244e-10, 3.52781e-06, 4.33305e-10, 2.43043e-07, 4.33292e-10, 4.33292e-10
0.492641, 0, 5.5673e-06, 9.72351e-10, 1.41421, -5.5673e-06, 2.06569e-09, 9.72351e-10, 9.7248e-10, 1.92368e-09, 8.8782e-09, 1.33047e-09, 7.33907e-09, 2.31311e-09, 2.8946e-09, 1.14816e-09, 2.25864e-09, 7.07073e-09, 1.04771e-09, 9.74519e-10, 9.89035e-10, 5.22325e-06, 9.7238e-10, 3.17434e-07, 9.72351e-10, 9.72351e-10
0.500507, 0, 8.15595e-06, 2.08817e-09, 1.41421, -8.15595e-06, 4.37901e-09, 2.08817e-09, 2.08844e-09, 4.08146e-09, 1.8653e-08, 2.83851e-09, 1.54281e-08, 4.89741e-09, 6.11579e-09, 2.45653e-09, 4.78329e-09, 1.01014e-08, 2.24606e-09, 2.09271e-09, 2.12561e-09, 7.69205e-06, 2.08823e-09, 4.1293e-07, 2.08817e-09, 2.08817e-09
0.508372, 0, 1.19071e-05, 4.35587e-09, 1.41421, -1.19071e-05, 9.04089e-09, 4.35587e-09, 4.35642e-09, 8.43236e-09, 3.82328e-08, 5.89041e-09, 3.16376e-08, 1.01011e-08, 1.25928e-08, 5.10922e-09, 9.86768e-09, 1.48415e-08, 4.67878e-09, 4.36516e-09, 4.43641e-09, 1.12735e-05, 4.35599e-09, 5.35335e-07, 4.35587e-09, 4.35587e-09
0.516238, 0, 1.72961e-05, 8.87778e-09, 1.41421, -1.72961e-05, 1.82594e-08, 8.87778e-09, 8.87889e-09, 1.70408e-08, 7.67153e-08, 1.19507e-08, 6.35086e-08, 2.03824e-08, 2.5372e-08, 1.03863e-08, 1.9915e-08, 2.25421e-08, 9.5244e-09, 8.89639e-09, 9.04579e-09, 1.64146e-05, 8.87803e-09, 6.92268e-07, 8.87778e-09, 8.87778e-09
0.524103, 0, 2.50114e-05, 1.77253e-08, 1.41421, -2.50114e-05, 3.61475e-08, 1.77253e-08, 1.77275e-08, 3.37547e-08, 1.50934e-07, 2.37594e-08, 1.25001e-07, 4.03163e-08, 5.01141e-08, 2.06876e-08, 3.93985e-08, 3.54591e-08, 1.89951e-08, 1.77619e-08, 1.80672e-08, 2.37552e-05, 1.77258e-08, 8.94003e-07, 1.77253e-08, 1.77253e-08
0.531969, 0, 3.60074e-05, 3.47116e-08, 1.41421, -3.60074e-05, 7.02116e-08, 3.47116e-08, 3.47158e-08, 6.56006e-08, 2.91408e-07, 4.63393e-08, 2.41434e-07, 7.82449e-08, 9.71256e-08, 4.042e-08, 7.64764e-08, 5.76337e-08, 3.71584e-08, 3.4782e-08, 3.53926e-08, 3.41663e-05, 3.47126e-08, 1.15481e-06, 3.47116e-08, 3.47116e-08
0.539835, 0, 5.16119e-05, 6.6712e-08, 1.41421, -5.16119e-05, 1.33871e-07, 6.6712e-08, 6.672e-08, 1.25148e-07, 5.52335e-07, 8.87095e-08, 4.57793e-07, 1.49069e-07, 1.84788e-07, 7.75112e-08, 1.45723e-07, 9.62217e-08, 7.13409e-08, 6.68452e-08, 6.8042e-08, 4.88333e-05, 6.67138e-08, 1.49514e-06, 6.6712e-08, 6.6712e-08
0.5477, 0, 7.36715e-05, 1.25873e-07, 1.41421, -7.36715e-05, 2.50636e-07, 1.25873e-07, 1.25888e-07, 2.3443e-07, 1.02802e-06, 1.66738e-07, 8.52388e-07, 2.78868e-07, 3.45223e-07, 1.45935e-07, 2.72653e-07, 1.63713e-07, 1.34472e-07, 1.2612e-07, 1.28422e-07, 6.93609e-05, 1.25876e-07, 1.94512e-06, 1.25873e-07, 1.25873e-07
0.555566, 0, 0.000104752, 2.33212e-07, 1.41421, -0.000104752, 4.60844e-07, 2.33212e-07, 2.33239e-07, 4.31278e-07, 1.8792e-06, 3.07771e-07, 1.55876e-06, 5.12356e-07, 6.33422e-07, 2.69815e-07, 5.01016e-07, 2.81546e-07, 2.48901e-07, 2.33663e-07, 2.38011e-07, 9.79104e-05, 2.33218e-07, 2.55026e-06, 2.33212e-07, 2.33212e-07
0.563431, 0, 0.00014842, 4.24343e-07, 1.41421, -0.00014842, 8.3229e-07, 4.24343e-07, 4.24391e-07, 7.79302e-07, 3.37417e-06, 5.57962e-07, 2.79989e-06, 9.24605e-07, 1.14157e-06, 4.8994e-07, 9.04282e-07, 4.85847e-07, 4.5246e-07, 4.25152e-07, 4.33218e-07, 0.00013738, 4.24353e-07, 3.38022e-06, 4.24343e-07, 4.24343e-07
0.571297, 0, 0.000209635, 7.58376e-07, 1.41421, -0.000209635, 1.47657e-06, 7.58376e-07, 7.58461e-07, 1.38329e-06, 5.9516e-06, 9.93616e-07, 4.94057e-06, 1.6391e-06, 2.02107e-06, 8.73861e-07, 1.60332e-06, 8.3635e-07, 8.07877e-07, 7.598e-07, 7.74508e-07, 0.000191649, 7.58395e-07, 4.5426e-06, 7.58376e-07, 7.58376e-07
0.579162, 0, 0.000295303, 1.33138e-06, 1.41421, -0.000295303, 2.57361e-06, 1.33138e-06, 1.33153e-06, 2.41226e-06, 1.03138e-05, 1.73826e-06, 8.5651e-06, 2.85472e-06, 3.51539e-06, 1.53113e-06, 2.79283e-06, 1.42988e-06, 1.417e-06, 1.33384e-06, 1.3602e-06, 0.0002659, 1.33141e-06, 6.20345e-06, 1.33138e-06, 1.33138e-06
0.587028, 0, 0.00041503, 2.29618e-06, 1.41421, -0.00041503, 4.4073e-06, 2.29618e-06, 2.29643e-06, 4.1331e-06, 1.75615e-05, 2.98766e-06, 1.45896e-05, 4.88504e-06, 6.00783e-06, 2.63565e-06, 4.77987e-06, 2.4202e-06, 2.44169e-06, 2.30037e-06, 2.3468e-06, 0.000367061, 2.29624e-06, 8.6183e-06, 2.29618e-06, 2.29618e-06
0.594894, 0, 0.000582183, 3.89082e-06, 1.41421, -0.000582183, 7.41638e-06, 3.89082e-06, 3.89124e-06, 6.95845e-06, 2.93838e-05, 5.04559e-06, 2.44208e-05, 8.21418e-06, 1.00892e-05, 4.45773e-06, 8.03855e-06, 4.04646e-06, 4.13382e-06, 3.89781e-06, 3.97823e-06, 0.000504398, 3.89091e-06, 1.21743e-05, 3.89082e-06, 3.89082e-06
0.602759, 0, 0.000815312, 6.47818e-06, 1.41421, -0.000815312, 1.22643e-05, 6.47818e-06, 6.47886e-06, 1.15128e-05, 4.83172e-05, 8.37338e-06, 4.01719e-05, 1.35737e-05, 1.6651e-05, 7.40858e-06, 1.32854e-05, 6.67293e-06, 6.87698e-06, 6.48965e-06, 6.62661e-06, 0.000690328, 6.47833e-06, 1.74527e-05, 6.47818e-06, 6.47818e-06
0.610625, 0, 0.00114005, 1.05994e-05, 1.41421, -0.00114005, 1.99328e-05, 1.05994e-05, 1.06005e-05, 1.87205e-05, 7.80883e-05, 1.36564e-05, 6.49495e-05, 2.20448e-05, 2.70088e-05, 1.21002e-05, 2.15799e-05, 1.08424e-05, 1.12427e-05, 1.06179e-05, 1.08473e-05, 0.000941502, 1.05996e-05, 2.53113e-05, 1.05994e-05, 1.05994e-05
0.61849, 0, 0.00159165, 1.70439e-05, 1.41421, -0.00159165, 3.18428e-05, 1.70439e-05, 1.70457e-05, 2.99206e-05, 0.000124053, 2.18912e-05, 0.000103221, 3.51917e-05, 4.30624e-05, 1.94236e-05, 3.44545e-05, 1.73464e-05, 1.80639e-05, 1.70733e-05, 1.74513e-05, 0.00128027, 1.70443e-05, 3.69946e-05, 1.70439e-05, 1.70439e-05
