   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_55.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0251147, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0171417, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00916871, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00119574, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00677724, 0, 1.07353e-22, 0, 1.41421, -1.07353e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.36315e-25, 0, 0, 2.99306e-27, 1.792e-26, 0, 1.06496e-22, 0, 0, 0
0.0147502, 0, 2.62439e-22, 0, 1.41421, -2.62439e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04448e-24, 0, 0, 7.42048e-27, 4.4811e-26, 0, 2.60342e-22, 0, 0, 0
0.0227232, 0, 6.29617e-22, 0, 1.41421, -6.29617e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90489e-24, 0, 0, 1.80542e-26, 1.09818e-25, 0, 6.24584e-22, 0, 0, 0
0.0306962, 0, 1.48431e-21, 0, 1.41421, -1.48431e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15631e-23, 0, 0, 4.31646e-26, 2.64169e-25, 0, 1.47244e-21, 0, 0, 0
0.0386691, 0, 3.44232e-21, 0, 1.41421, -3.44232e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68164e-23, 0, 0, 1.01525e-25, 6.24559e-25, 0, 3.41478e-21, 0, 0, 0
0.0466421, 0, 7.86091e-21, 0, 1.41421, -7.86091e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.1238e-23, 0, 0, 2.35145e-25, 1.4529e-24, 0, 7.79799e-21, 0, 0, 0
