   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_424.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00535373, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00251095, 0, 2.20281e-22, 0, 1.41421, -2.20281e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80572e-27, 0, 4.3273e-23, 0, 1.77005e-22, 0, 0
0.0103756, 0, 5.75383e-22, 0, 1.41421, -5.75383e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.48278e-27, 0, 1.16244e-22, 0, 4.59131e-22, 0, 0
0.0182403, 0, 1.35137e-21, 0, 1.41421, -1.35137e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77905e-26, 0, 2.77426e-22, 0, 1.07393e-21, 0, 0
0.026105, 0, 3.12271e-21, 0, 1.41421, -3.12271e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16166e-26, 0, 6.50966e-22, 0, 2.47171e-21, 0, 0
0.0339697, 0, 7.10603e-21, 0, 1.41421, -7.10603e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.58734e-26, 0, 1.50335e-21, 0, 5.60259e-21, 0, 0
0.0418344, 0, 1.59368e-20, 0, 1.41421, -1.59368e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17684e-25, 0, 3.42009e-21, 0, 1.25165e-20, 0, 0
0.0496991, 0, 3.52496e-20, 0, 1.41421, -3.52496e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87475e-25, 0, 7.67062e-21, 0, 2.75785e-20, 0, 0
0.0575637, 0, 7.69391e-20, 0, 1.41421, -7.69391e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0773e-24, 0, 1.69721e-20, 0, 5.99659e-20, 0, 0
0.0654284, 0, 1.6581e-19, 0, 1.41421, -1.6581e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3508e-24, 0, 3.70689e-20, 0, 1.28739e-19, 0, 0
