SCLK_A,SCLK_B,PMC,real_time_A,real_time_B,live_time_A,live_time_B,yellow_piece_temp,XPERCHAN_A,XPERCHAN_B,OFFSET_A,OFFSET_B
699563413,699563414,32,40,40,36.702075226063826,36.54383289768558,-4.179,7.862,7.881,-18.5,-22.4
699563457,699563457,33,40,40,36.68330951158336,35.04528942807296,-4.243,7.862,7.881,-18.5,-22.4
699563501,699563501,34,40,40,36.69914918596041,36.54856388865311,-4.147,7.862,7.881,-18.5,-22.4
699563545,699563545,35,40,40,36.68899950038886,36.53269244480079,-4.179,7.862,7.881,-18.5,-22.4
699563588,699563589,36,40,40,36.792319101151556,36.7837905084665,-4.179,7.862,7.881,-18.5,-22.4
699563632,699563633,37,40,40,36.805386998261966,34.292891055826864,-4.211,7.862,7.881,-18.5,-22.4
699563676,699563677,38,40,40,36.69571341285861,36.53737531609818,-4.115,7.862,7.881,-18.5,-22.4
699563720,699563721,39,40,40,36.70061427198012,36.52262721033297,-4.179,7.862,7.881,-18.5,-22.4
699563764,699563765,40,40,40,36.69639549253126,36.559615936822254,-4.179,7.862,7.881,-18.5,-22.4
699563808,699563808,41,40,40,36.71555755427494,35.61136457032657,-4.083,7.862,7.881,-18.5,-22.4
699563852,699563852,42,40,40,36.699185263950916,36.556849828019246,-4.147,7.862,7.881,-18.5,-22.4
699563895,699563896,43,40,40,36.71070136471976,36.51576981601789,-4.019,7.862,7.881,-18.5,-22.4
699564092,699564093,44,40,40,36.6837310864745,36.135926140589426,-4.115,7.862,7.881,-18.5,-22.4
699564136,699564137,45,40,40,36.676187962166814,36.5594788940077,-4.179,7.862,7.881,-18.5,-22.4
699564180,699564181,46,40,40,36.774977010766676,36.702621411782175,-4.115,7.862,7.881,-18.5,-22.4
699564224,699564225,47,40,40,36.720251718244725,36.69270832749978,-4.115,7.862,7.881,-18.5,-22.4
699564268,699564268,48,40,40,36.67661391935635,35.03830218130611,-4.083,7.862,7.881,-18.5,-22.4
699564312,699564312,49,40,40,36.68469111521534,36.54495063868644,-4.083,7.862,7.881,-18.5,-22.4
699564356,699564356,50,40,40,36.71288940992844,36.5580935526664,-4.051,7.862,7.881,-18.5,-22.4
699564399,699564400,51,40,40,36.710974952871865,36.55039102614918,-3.858,7.862,7.881,-18.5,-22.4
699564443,699564444,52,40,40,36.70532357896482,35.044286184610286,-3.954,7.862,7.881,-18.5,-22.4
699564487,699564488,53,40,40,36.69340099789453,36.55062464895444,-3.954,7.862,7.881,-18.5,-22.4
699564531,699564532,54,40,40,36.68407113019945,36.53112483997577,-3.89,7.862,7.881,-18.5,-22.4
699564575,699564576,55,40,40,36.70205985794613,35.01247253425992,-4.115,7.862,7.881,-18.5,-22.4
699564619,699564620,56,40,40,36.72250701084082,36.61954295706496,-3.922,7.862,7.881,-18.5,-22.4
699564820,699564820,59,5,5,4.592205637423513,4.592436600587371,-3.794,7.862,7.881,-18.5,-22.4
699564827,699564828,60,5,5,4.5904646458821405,4.587048625887493,-3.922,7.862,7.881,-18.5,-22.4
699564835,699564835,61,5,5,4.588579695888733,4.5920478103919775,-4.051,7.862,7.881,-18.5,-22.4
699564842,699564843,62,5,5,4.591698529464768,4.591354958044509,-3.858,7.862,7.881,-18.5,-22.4
699564850,699564851,63,5,5,4.5949060794337395,4.59596551545262,-3.987,7.862,7.881,-18.5,-22.4
699564858,699564858,64,5,5,4.58817701653693,4.582282830710956,-3.987,7.862,7.881,-18.5,-22.4
699564865,699564866,65,5,5,4.594199946236559,4.59266867208672,-3.89,7.862,7.881,-18.5,-22.4
699564873,699564874,66,5,5,4.588549500664106,4.0286842165242165,-3.89,7.862,7.881,-18.5,-22.4
699564881,699564881,67,5,5,4.5896631397106455,3.4293365623708927,-3.698,7.862,7.881,-18.5,-22.4
699564888,699564889,68,5,5,4.589679474119041,4.597466210456455,-3.089,7.862,7.881,-18.5,-22.4
699564896,699564896,69,5,5,4.592228274249673,4.591052393823824,-2.896,7.862,7.881,-18.5,-22.4
699564904,699564904,70,5,5,4.5860178513264085,4.589078575217328,-1.613,7.862,7.881,-18.5,-22.4
699564911,699564912,71,5,5,4.592952380270086,4.58922698835639,-1.421,7.862,7.881,-18.5,-22.4
699564919,699564920,72,5,5,4.586957577039931,4.600976449405307,-0.747,7.862,7.881,-18.5,-22.4
699564927,699564927,73,5,5,4.595926169702609,4.587486593851428,-0.651,7.862,7.881,-18.5,-22.4
699564934,699564935,74,5,5,4.59329875700968,4.589323472085654,-0.619,7.862,7.881,-18.5,-22.4
699564942,699564943,75,5,5,4.584426850351161,4.582325539713374,-0.298,7.862,7.881,-18.5,-22.4
699564950,699564950,76,5,5,4.585394987497737,4.587683137340145,-0.074,7.862,7.881,-18.5,-22.4
699564958,699564958,77,5,5,4.585528074726064,4.590734361614053,-0.202,7.862,7.881,-18.5,-22.4
699564965,699564966,78,5,5,4.599934467748318,4.58970421428832,0.375,7.862,7.881,-18.5,-22.4
699564973,699564973,79,5,5,4.589241308514429,4.585911406747755,0.311,7.862,7.881,-18.5,-22.4
699564981,699564981,80,5,5,4.593945536307461,4.588114576109316,0.6,7.862,7.881,-18.5,-22.4
699564988,699564989,81,5,5,4.587710576522177,4.588865314951969,0.856,7.862,7.881,-18.5,-22.4
699565001,699565001,82,5,5,4.594158136572413,4.588399959790913,0.664,7.862,7.881,-18.5,-22.4
699565008,699565009,83,5,5,4.590741423582058,4.583720027727107,0.92,7.862,7.881,-18.5,-22.4
699565016,699565017,84,5,5,4.595073882581202,4.588108007998826,1.017,7.862,7.881,-18.5,-22.4
699565024,699565024,85,5,5,4.590584144105275,4.587620359609692,0.985,7.862,7.881,-18.5,-22.4
699565031,699565032,86,5,5,4.5943939564919365,4.062419383845468,0.985,7.862,7.881,-18.5,-22.4
699565039,699565040,87,5,5,4.58122596803735,3.4324918943603855,1.145,7.862,7.881,-18.5,-22.4
699565047,699565047,88,5,5,4.599048745406067,4.592162503197516,1.305,7.862,7.881,-18.5,-22.4
699565055,699565055,89,5,5,4.583410493805247,4.583566050125863,1.498,7.862,7.881,-18.5,-22.4
699565062,699565063,90,5,5,4.592233991760625,4.59044468599209,1.305,7.862,7.881,-18.5,-22.4
699565070,699565070,91,5,5,4.593423924261039,4.586983251811262,1.69,7.862,7.881,-18.5,-22.4
699565078,699565078,92,5,5,4.590322392587261,4.5868835313710585,1.69,7.862,7.881,-18.5,-22.4
699565085,699565086,93,5,5,4.5907928050105,4.5951975172112345,1.53,7.862,7.881,-18.5,-22.4
699565093,699565093,94,5,5,4.590858713144413,4.588164393554475,1.915,7.862,7.881,-18.5,-22.4
699565100,699565101,95,5,5,4.5921989518555675,4.590390958202182,1.626,7.862,7.881,-18.5,-22.4
699565108,699565109,96,5,5,4.58780466276497,4.593529930069931,1.786,7.862,7.881,-18.5,-22.4
699565116,699565116,97,5,5,4.588618099760774,4.5882368689700375,1.722,7.862,7.881,-18.5,-22.4
699565123,699565124,98,5,5,4.5972962711803556,4.590461969231894,1.915,7.862,7.881,-18.5,-22.4
699565131,699565132,99,5,5,4.5868416099846225,4.5899021688495445,2.011,7.862,7.881,-18.5,-22.4
699565139,699565139,100,5,5,4.588844547173176,4.591638058962695,2.011,7.862,7.881,-18.5,-22.4
699565146,699565147,101,5,5,4.595945362209803,4.59069381499086,2.043,7.862,7.881,-18.5,-22.4
