SCLK_A,SCLK_B,PMC,real_time_A,real_time_B,live_time_A,live_time_B,yellow_piece_temp,XPERCHAN_A,XPERCHAN_B,OFFSET_A,OFFSET_B
725640086,725640087,68,5,5,4.430206065800991,4.4336291166181825,-0.94,7.862,7.881,-18.5,-22.4
725640094,725640094,69,5,5,4.433572698251837,4.43254442216242,-1.293,7.862,7.881,-18.5,-22.4
725640101,725640102,70,5,5,4.432478233185142,4.434284367773904,-0.747,7.862,7.881,-18.5,-22.4
725640109,725640109,71,5,5,4.435365434395553,4.425104326243731,-0.074,7.862,7.881,-18.5,-22.4
725640116,725640117,72,5,5,4.433557328,4.426240191401649,-0.074,7.862,7.881,-18.5,-22.4
725640124,725640124,73,5,5,4.438037817622951,4.426551548123266,0.407,7.862,7.881,-18.5,-22.4
725640132,725640132,74,5,5,4.426576971946607,4.427910359070382,1.049,7.862,7.881,-18.5,-22.4
725640139,725640140,75,5,5,4.437265753667814,4.442735682793311,1.049,7.862,7.881,-18.5,-22.4
725640147,725640147,76,5,5,4.430722765793245,4.434930672368033,0.76,7.862,7.881,-18.5,-22.4
725640155,725640155,77,5,5,4.4379795805477675,4.433123266224189,1.786,7.862,7.881,-18.5,-22.4
725640162,725640163,78,5,5,4.430183821465836,4.42817605412324,1.69,7.862,7.881,-18.5,-22.4
725640170,725640171,79,5,5,4.432247129975012,4.430233039101254,1.754,7.862,7.881,-18.5,-22.4
725640178,725640178,80,5,5,4.424933383861857,4.430506698845983,1.979,7.862,7.881,-18.5,-22.4
725640185,725640186,81,5,5,4.4353651023524705,4.4298323105795765,2.332,7.862,7.881,-18.5,-22.4
725640193,725640193,82,5,5,4.434913533976358,4.433639880991735,2.46,7.862,7.881,-18.5,-22.4
725640200,725640201,83,5,5,4.43758537037037,4.4314025738192635,2.588,7.862,7.881,-18.5,-22.4
725640208,725640209,84,5,5,4.440108350202429,4.431282264054948,2.684,7.862,7.881,-18.5,-22.4
725640216,725640216,85,5,5,4.425758364099986,4.437424153033338,3.55,7.862,7.881,-18.5,-22.4
725640224,725640224,86,5,5,4.433666916135685,4.427504679817459,3.454,7.862,7.881,-18.5,-22.4
725640231,725640232,87,5,5,4.430232115760516,4.433233980850671,3.582,7.862,7.881,-18.5,-22.4
725640239,725640239,88,5,5,4.436686474087879,4.428934537861304,3.711,7.862,7.881,-18.5,-22.4
725640246,725640247,89,5,5,4.4298139655172415,4.422499729818301,3.935,7.862,7.881,-18.5,-22.4
725640254,725640255,90,5,5,4.4315413182619965,4.429992328329726,4.063,7.862,7.881,-18.5,-22.4
725640262,725640262,91,5,5,4.435919345763821,4.434331828278046,4.352,7.862,7.881,-18.5,-22.4
725640269,725640270,92,5,5,4.429644614769298,4.432141489158748,4.32,7.862,7.881,-18.5,-22.4
725640277,725640278,93,5,5,4.437188565933668,4.429434340032391,4.769,7.862,7.881,-18.5,-22.4
725640285,725640285,94,5,5,4.4357958808337274,4.43356808389775,4.801,7.862,7.881,-18.5,-22.4
725640292,725640293,95,5,5,4.436254067686065,4.432462665098673,5.122,7.862,7.881,-18.5,-22.4
725640300,725640300,96,5,5,4.431761790892902,4.4251278438469495,4.961,7.862,7.881,-18.5,-22.4
725640308,725640308,97,5,5,4.429169132997844,4.423909883720929,5.443,7.862,7.881,-18.5,-22.4
725640315,725640316,98,5,5,4.429688877781009,4.434591847980998,5.314,7.862,7.881,-18.5,-22.4
725640323,725640323,99,5,5,4.4339535297784956,4.433351210353358,5.892,7.862,7.881,-18.5,-22.4
725640331,725640331,100,5,5,4.435342179873672,4.4268686566073585,5.699,7.862,7.881,-18.5,-22.4
725640338,725640339,101,5,5,4.4350819870176705,4.43303458967012,6.276,7.862,7.881,-18.5,-22.4
725640346,725640346,102,5,5,4.4327925491189335,4.429367522327125,6.276,7.862,7.881,-18.5,-22.4
725640353,725640354,103,5,5,4.4397371429595385,4.432966634736299,6.116,7.862,7.881,-18.5,-22.4
725640361,725640362,104,5,5,4.433713702746954,4.433320758951643,6.308,7.862,7.881,-18.5,-22.4
725640369,725640369,105,5,5,4.440707203365245,4.43411968622101,6.308,7.862,7.881,-18.5,-22.4
725640377,725640377,106,5,5,4.431043304843305,4.428844794565937,6.533,7.862,7.881,-18.5,-22.4
725640384,725640385,107,5,5,4.436645827267433,4.435357705908355,6.533,7.862,7.881,-18.5,-22.4
725640392,725640392,108,5,5,4.429193788487282,4.426518155921487,6.597,7.862,7.881,-18.5,-22.4
725640399,725640400,109,5,5,4.427029720605357,4.433971119101457,6.918,7.862,7.881,-18.5,-22.4
725640408,725640409,110,5,5,4.427410426977724,4.429805929970729,6.886,7.862,7.881,-18.5,-22.4
725640416,725640416,111,5,5,4.434248465146723,4.4257052756109285,7.527,7.862,7.881,-18.5,-22.4
725640424,725640424,112,5,5,4.433313255652555,4.432084400923374,7.463,7.862,7.881,-18.5,-22.4
725640431,725640432,113,5,5,4.426255023242301,4.434088167216885,7.431,7.862,7.881,-18.5,-22.4
725640439,725640439,114,5,5,4.434701365102374,4.432977774270221,7.688,7.862,7.881,-18.5,-22.4
725640446,725640447,115,5,5,4.427590476555934,4.425039967685077,7.559,7.862,7.881,-18.5,-22.4
725640454,725640455,116,5,5,4.42907483486971,4.426183897920464,7.559,7.862,7.881,-18.5,-22.4
725640462,725640462,117,5,5,4.429600595908579,4.42281811122189,7.976,7.862,7.881,-18.5,-22.4
725640470,725640470,118,5,5,4.432243362081567,4.43092725981405,8.329,7.862,7.881,-18.5,-22.4
725640477,725640478,119,5,5,4.428430593071695,4.432594957136024,8.04,7.862,7.881,-18.5,-22.4
725640485,725640485,120,5,5,4.428193886085599,4.425735143005913,8.586,7.862,7.881,-18.5,-22.4
725640492,725640493,121,5,5,4.433433180087637,4.4304691370614435,8.457,7.862,7.881,-18.5,-22.4
725640500,725640500,122,5,5,4.427708858944743,4.4257386723959105,8.393,7.862,7.881,-18.5,-22.4
725640508,725640508,123,5,5,4.420650230202244,4.422647586954127,8.393,7.862,7.881,-18.5,-22.4
725640515,725640516,124,5,5,4.426786664966853,4.427318971879844,8.586,7.862,7.881,-18.5,-22.4
725640523,725640523,125,5,5,4.421514158679252,4.431881978305785,8.746,7.862,7.881,-18.5,-22.4
725640530,725640531,126,5,5,4.422089096392108,4.4269098255107675,8.361,7.862,7.881,-18.5,-22.4
725640538,725640539,127,5,5,4.429991357480889,4.4297528963707595,9.099,7.862,7.881,-18.5,-22.4
725640546,725640546,128,5,5,4.422334460757258,4.412416321953745,9.259,7.862,7.881,-18.5,-22.4
725640553,725640554,129,5,5,4.429344768121805,4.426068112557001,9.323,7.862,7.881,-18.5,-22.4
725640561,725640562,130,5,5,4.428263201622542,4.437752615567263,9.355,7.862,7.881,-18.5,-22.4
725640569,725640569,131,5,5,4.434671459336298,4.430434926244851,9.419,7.862,7.881,-18.5,-22.4
725640576,725640577,132,5,5,4.431172344652515,4.428714491256549,9.548,7.862,7.881,-18.5,-22.4
725640584,725640584,133,5,5,4.442957646801051,4.431836814534106,9.772,7.862,7.881,-18.5,-22.4
725640592,725640592,134,5,5,4.4347601526101466,4.433177221768506,9.772,7.862,7.881,-18.5,-22.4
725640731,725640731,135,5,5,4.432528462863846,4.432181486471522,10.189,7.862,7.881,-18.5,-22.4
725640738,725640739,136,5,5,4.4308051152006955,4.432866537221571,9.868,7.862,7.881,-18.5,-22.4
725640746,725640746,137,5,5,4.433066389361316,4.4399893974122,10.157,7.862,7.881,-18.5,-22.4
725640754,725640754,138,5,5,4.424427153854533,4.434048305022428,9.933,7.862,7.881,-18.5,-22.4
725640761,725640762,139,5,5,4.4345672831250456,4.43110042104104,9.836,7.862,7.881,-18.5,-22.4
725640769,725640769,140,5,5,4.437222385977725,4.4327193838339225,9.965,7.862,7.881,-18.5,-22.4
725640777,725640777,141,5,5,4.4361314638128055,4.429151906821963,9.965,7.862,7.881,-18.5,-22.4
725640784,725640785,142,5,5,4.43054999891024,4.432346832134905,9.965,7.862,7.881,-18.5,-22.4
725640792,725640792,143,5,5,4.438546438235939,4.428401781657783,9.708,7.862,7.881,-18.5,-22.4
725640800,725640800,144,5,5,4.429560698750917,4.43220160600596,9.997,7.862,7.881,-18.5,-22.4
725640807,725640808,145,5,5,4.435762380103341,4.4326328272673905,9.965,7.862,7.881,-18.5,-22.4
725640815,725640815,146,5,5,4.432522888904827,4.436016535044059,10.253,7.862,7.881,-18.5,-22.4
725640823,725640823,147,5,5,4.432116963145676,4.43343858140566,9.997,7.862,7.881,-18.5,-22.4
725640830,725640831,148,5,5,4.4346007185150205,4.439952780955896,9.997,7.862,7.881,-18.5,-22.4
725640838,725640839,149,5,5,4.433645851999999,4.430451384626871,10.029,7.862,7.881,-18.5,-22.4
725640846,725640846,150,5,5,4.433011130773183,4.433807721942419,10.029,7.862,7.881,-18.5,-22.4
725640853,725640854,151,5,5,4.429196306765352,4.435909440801869,10.093,7.862,7.881,-18.5,-22.4
725640861,725640861,152,5,5,4.431927753833245,4.439044043724258,10.51,7.862,7.881,-18.5,-22.4
725640869,725640869,153,5,5,4.435474556646408,4.4387925397846,10.285,7.862,7.881,-18.5,-22.4
725640876,725640877,154,5,5,4.443204993666877,4.434866635845523,10.35,7.862,7.881,-18.5,-22.4
725640884,725640884,155,5,5,4.43870754405197,4.439078787878787,10.221,7.862,7.881,-18.5,-22.4
725640892,725640892,156,5,5,4.434594991452991,4.4405220380815065,10.67,7.862,7.881,-18.5,-22.4
725640899,725640900,157,5,5,4.441089793489975,4.430542903085615,10.574,7.862,7.881,-18.5,-22.4
725640907,725640907,158,5,5,4.433718920706765,4.435526544067566,10.189,7.862,7.881,-18.5,-22.4
725640914,725640915,159,5,5,4.440005303268032,4.433518212833258,10.157,7.862,7.881,-18.5,-22.4
725640922,725640923,160,5,5,4.4301512648383135,4.431708243966614,10.157,7.862,7.881,-18.5,-22.4
725640931,725640932,161,5,5,4.430248643889714,4.429385653605653,10.35,7.862,7.881,-18.5,-22.4
725640939,725640939,162,5,5,4.43293518067012,4.425793901012538,10.51,7.862,7.881,-18.5,-22.4
725640946,725640947,163,5,5,4.433632178315183,4.429351760053717,10.606,7.862,7.881,-18.5,-22.4
725640954,725640954,164,5,5,4.429926467188528,4.441625555844832,10.863,7.862,7.881,-18.5,-22.4
725640961,725640962,165,5,5,4.430384981099912,4.429605763969569,10.702,7.862,7.881,-18.5,-22.4
725640969,725640969,166,5,5,4.4378682448949185,4.43563872437699,10.831,7.862,7.881,-18.5,-22.4
725640977,725640977,167,5,5,4.428618282726424,4.4351431192384405,10.702,7.862,7.881,-18.5,-22.4
725640984,725640985,168,5,5,4.435262171825982,4.439558694908166,10.895,7.862,7.881,-18.5,-22.4
725640992,725640992,169,5,5,4.433112298432798,4.434491101211411,10.606,7.862,7.881,-18.5,-22.4
725640999,725641000,170,5,5,4.431345720706757,4.432242537254594,10.606,7.862,7.881,-18.5,-22.4
725641007,725641007,171,5,5,4.435620952571384,4.429149114693764,10.799000000000001,7.862,7.881,-18.5,-22.4
725641015,725641015,172,5,5,4.438235369937216,4.442285438502453,10.446,7.862,7.881,-18.5,-22.4
725641022,725641023,173,5,5,4.440519478208022,4.431473711585974,10.446,7.862,7.881,-18.5,-22.4
725641030,725641030,174,5,5,4.436514790219016,4.428303455621301,10.863,7.862,7.881,-18.5,-22.4
725641038,725641038,175,5,5,4.429647475767187,4.440634754452986,10.991,7.862,7.881,-18.5,-22.4
725641045,725641046,176,5,5,4.443975399753998,4.432752853313615,10.799000000000001,7.862,7.881,-18.5,-22.4
725641053,725641053,177,5,5,4.436933049697415,4.437277502103786,10.638,7.862,7.881,-18.5,-22.4
725641060,725641061,178,5,5,4.43959204571746,4.4391747689669545,10.863,7.862,7.881,-18.5,-22.4
725641068,725641069,179,5,5,4.4361255577871095,4.428656422459159,11.151,7.862,7.881,-18.5,-22.4
725641076,725641076,180,5,5,4.443045441431815,4.447337891289515,11.248,7.862,7.881,-18.5,-22.4
725641083,725641084,181,5,5,4.440824576013879,4.430342943231441,11.216,7.862,7.881,-18.5,-22.4
725641091,725641091,182,5,5,4.441325232627119,4.429813923179492,11.216,7.862,7.881,-18.5,-22.4
725641098,725641099,183,5,5,4.429703767193176,4.433207985768104,11.248,7.862,7.881,-18.5,-22.4
725641106,725641107,184,5,5,4.436743171139603,4.435625132518456,11.055,7.862,7.881,-18.5,-22.4
725641114,725641114,185,5,5,4.4337288963445545,4.439184133365048,11.312000000000001,7.862,7.881,-18.5,-22.4
725641121,725641122,186,5,5,4.437297712186953,4.438152320872273,11.344000000000001,7.862,7.881,-18.5,-22.4
725641129,725641129,187,5,5,4.43401788518603,4.4397862104897525,11.087,7.862,7.881,-18.5,-22.4
725641136,725641137,188,5,5,4.438785376376641,4.428896400737924,10.991,7.862,7.881,-18.5,-22.4
725641144,725641145,189,5,5,4.430221793214864,4.4385387483683285,11.183,7.862,7.881,-18.5,-22.4
725641152,725641152,190,5,5,4.4260602015258375,4.434265026147161,11.248,7.862,7.881,-18.5,-22.4
725641159,725641160,191,5,5,4.434155595035024,4.428944298443449,11.216,7.862,7.881,-18.5,-22.4
725641167,725641168,192,5,5,4.432045981708853,4.4324091916533845,11.216,7.862,7.881,-18.5,-22.4
725641175,725641175,193,5,5,4.430289826442987,4.436182849948157,11.472000000000001,7.862,7.881,-18.5,-22.4
725641182,725641183,194,5,5,4.441776279137214,4.426567670970828,11.376,7.862,7.881,-18.5,-22.4
725641190,725641190,195,5,5,4.438964287791754,4.431138509562541,11.665,7.862,7.881,-18.5,-22.4
725641197,725641198,196,5,5,4.4298213698930216,4.4279540350493685,11.665,7.862,7.881,-18.5,-22.4
725641205,725641206,197,5,5,4.43122879201379,4.437371886426085,11.472000000000001,7.862,7.881,-18.5,-22.4
725641213,725641213,198,5,5,4.430703904015601,4.438108265431868,11.472000000000001,7.862,7.881,-18.5,-22.4
725641220,725641221,199,5,5,4.435409815892884,4.4376861096683236,11.761,7.862,7.881,-18.5,-22.4
725641228,725641229,200,5,5,4.435349627890172,4.4366948640317085,11.761,7.862,7.881,-18.5,-22.4
725641236,725641236,201,5,5,4.434511998103644,4.439328807033161,11.536,7.862,7.881,-18.5,-22.4
725641243,725641244,202,5,5,4.429750772258465,4.439434938684502,11.44,7.862,7.881,-18.5,-22.4
725641251,725641251,203,5,5,4.433050946019729,4.431592783410476,11.761,7.862,7.881,-18.5,-22.4
725641259,725641259,204,5,5,4.436323316973861,4.430783339834407,11.408,7.862,7.881,-18.5,-22.4
725641266,725641267,205,5,5,4.4324439666874555,4.438990336921262,11.344000000000001,7.862,7.881,-18.5,-22.4
725641274,725641274,206,5,5,4.429560652760559,4.430963723595752,11.344000000000001,7.862,7.881,-18.5,-22.4
725641282,725641282,207,5,5,4.431946483285648,4.4321256519326795,11.504000000000001,7.862,7.881,-18.5,-22.4
725641289,725641290,208,5,5,4.4352139608422885,4.439203328396889,11.504000000000001,7.862,7.881,-18.5,-22.4
725641297,725641298,209,5,5,4.4295505645603885,4.427039501122108,11.632,7.862,7.881,-18.5,-22.4
725641305,725641305,210,5,5,4.431013977014809,4.430475625068679,11.44,7.862,7.881,-18.5,-22.4
725641312,725641313,211,5,5,4.43016377103398,4.433160518298278,11.472000000000001,7.862,7.881,-18.5,-22.4
725641578,725641579,214,40,40,35.34155741775637,35.361676711775395,11.472000000000001,7.862,7.881,-18.5,-22.4
725641623,725641624,215,40,40,35.36616443004733,35.36036487160461,11.472000000000001,7.862,7.881,-18.5,-22.4
725641667,725641668,216,40,40,35.350300357437234,35.377585741340226,11.472000000000001,7.862,7.881,-18.5,-22.4
725641712,725641713,217,40,40,35.33900076850954,35.34995005177056,11.248,7.862,7.881,-18.5,-22.4
725641756,725641757,218,40,40,35.362507018880244,35.363144761448396,11.665,7.862,7.881,-18.5,-22.4
725641801,725641802,219,40,40,35.34650104512094,35.33338411878501,11.697000000000001,7.862,7.881,-18.5,-22.4
725641845,725641846,220,40,40,35.36449223386509,35.33894400249685,11.536,7.862,7.881,-18.5,-22.4
725641890,725641891,221,40,40,35.346327910922,35.357234090421684,11.536,7.862,7.881,-18.5,-22.4
725641934,725641935,222,40,40,35.344421887185845,35.36019592932456,11.472000000000001,7.862,7.881,-18.5,-22.4
725641979,725641980,223,40,40,35.35962511510436,35.35668127687687,11.472000000000001,7.862,7.881,-18.5,-22.4
725642023,725642024,224,40,40,35.36831834742315,35.36476372850833,11.472000000000001,7.862,7.881,-18.5,-22.4
725642068,725642069,225,40,40,35.344998971734476,35.35446861077737,11.472000000000001,7.862,7.881,-18.5,-22.4
725642285,725642286,226,40,40,35.342400935318906,35.38024372616773,11.568,7.862,7.881,-18.5,-22.4
725642329,725642330,227,40,40,35.37899565255038,35.337067541298296,11.568,7.862,7.881,-18.5,-22.4
725642374,725642375,228,40,40,35.34232830938742,35.35592193954187,11.729000000000001,7.862,7.881,-18.5,-22.4
725642418,725642419,229,40,40,35.35569081017475,35.35323464014707,11.729000000000001,7.862,7.881,-18.5,-22.4
725642463,725642464,230,40,40,35.368119994816645,35.36065404870902,11.568,7.862,7.881,-18.5,-22.4
725642508,725642508,231,40,40,35.334071881951594,35.34858222000381,11.6,7.862,7.881,-18.5,-22.4
725642552,725642553,232,40,40,35.343298689245366,35.36452211305803,11.44,7.862,7.881,-18.5,-22.4
725642596,725642597,233,40,40,35.35393699073947,35.354032196030026,11.665,7.862,7.881,-18.5,-22.4
725642641,725642641,234,40,40,35.36971548901174,35.367022930786284,11.889000000000001,7.862,7.881,-18.5,-22.4
725642685,725642686,235,40,40,35.37423506247409,35.338797888570426,11.889000000000001,7.862,7.881,-18.5,-22.4
725642730,725642731,236,40,40,35.350387696381496,35.360316550369994,11.504000000000001,7.862,7.881,-18.5,-22.4
725642774,725642775,237,40,40,35.348854668068576,35.362566862392185,11.408,7.862,7.881,-18.5,-22.4
725642819,725642820,238,40,40,35.35209711581104,35.366088533507316,11.536,7.862,7.881,-18.5,-22.4
725643129,725643130,242,40,40,35.00922834084714,35.004293945400185,11.6,7.862,7.881,-18.5,-22.4
725643174,725643175,243,40,40,35.02947833544863,34.99882850288511,11.376,7.862,7.881,-18.5,-22.4
725643218,725643219,244,40,40,35.00777500590131,34.989725771634475,11.376,7.862,7.881,-18.5,-22.4
725643263,725643263,245,40,40,35.02971374982485,34.99473291551945,11.697000000000001,7.862,7.881,-18.5,-22.4
725643307,725643308,246,40,40,35.01070366418422,35.00368463991778,11.697000000000001,7.862,7.881,-18.5,-22.4
725643351,725643352,247,40,40,35.02384574610611,35.00321023271424,11.761,7.862,7.881,-18.5,-22.4
725643396,725643396,248,40,40,35.00024627318049,34.98221633580327,11.761,7.862,7.881,-18.5,-22.4
725643440,725643441,249,40,40,35.03076150217467,35.02051483499335,11.889000000000001,7.862,7.881,-18.5,-22.4
725643484,725643485,250,40,40,35.010855113001035,35.01992511622707,11.793,7.862,7.881,-18.5,-22.4
725643529,725643530,251,40,40,35.00101467625266,35.00938821870706,11.472000000000001,7.862,7.881,-18.5,-22.4
725643573,725643574,252,40,40,35.016733688884,35.023312358213204,11.472000000000001,7.862,7.881,-18.5,-22.4
725643617,725643618,253,40,40,35.04253707373221,35.00091768262623,11.825,7.862,7.881,-18.5,-22.4
725643802,725643802,254,40,40,35.025565358130685,35.002005730569465,11.825,7.862,7.881,-18.5,-22.4
725643846,725643847,255,40,40,35.05081654327228,35.03137192922865,11.761,7.862,7.881,-18.5,-22.4
725643891,725643891,256,40,40,35.02562568373432,34.9943958664573,11.761,7.862,7.881,-18.5,-22.4
725643935,725643936,257,40,40,35.033294945781925,35.01890724718731,11.697000000000001,7.862,7.881,-18.5,-22.4
725643979,725643980,258,40,40,35.0409692358475,35.01671725454171,11.6,7.862,7.881,-18.5,-22.4
725644023,725644024,259,40,40,35.02298787741779,35.020882089576695,11.761,7.862,7.881,-18.5,-22.4
725644067,725644068,260,40,40,35.04558493291202,35.01728321831631,11.761,7.862,7.881,-18.5,-22.4
725644112,725644112,261,40,40,35.04870557002771,35.010306023515625,11.729000000000001,7.862,7.881,-18.5,-22.4
725644156,725644157,262,40,40,35.02935589334021,35.00214981510369,11.729000000000001,7.862,7.881,-18.5,-22.4
725644200,725644201,263,40,40,35.01323725716168,35.001374030233066,11.632,7.862,7.881,-18.5,-22.4
725644245,725644245,264,40,40,35.034832270544946,35.03008888246021,11.632,7.862,7.881,-18.5,-22.4
725644289,725644290,265,40,40,35.04055484287891,35.00971355787973,11.632,7.862,7.881,-18.5,-22.4
725644333,725644334,266,40,40,35.03752921555297,35.025946390201035,12.049000000000001,7.862,7.881,-18.5,-22.4
725644627,725644627,270,40,40,35.52186508502264,35.5328650081566,11.857000000000001,7.862,7.881,-18.5,-22.4
725644671,725644671,271,40,40,35.5543985625432,35.527995487856195,11.697000000000001,7.862,7.881,-18.5,-22.4
725644715,725644716,272,40,40,35.53386304170073,35.527995281949785,11.825,7.862,7.881,-18.5,-22.4
725644759,725644760,273,40,40,35.548223651606435,35.5435425053102,11.921,7.862,7.881,-18.5,-22.4
725644803,725644804,274,40,40,35.55466235077454,35.516697540229146,11.729000000000001,7.862,7.881,-18.5,-22.4
725644847,725644848,275,40,40,35.52901248605213,35.52709563531775,11.665,7.862,7.881,-18.5,-22.4
725644891,725644892,276,40,40,35.54831331209421,35.53059913174272,11.665,7.862,7.881,-18.5,-22.4
725644935,725644936,277,40,40,35.560470057230994,35.514441638390686,11.953,7.862,7.881,-18.5,-22.4
725644979,725644980,278,40,40,35.5358561988878,35.55511921527971,11.953,7.862,7.881,-18.5,-22.4
725645024,725645024,279,40,40,35.53403761417804,35.55343882561906,11.665,7.862,7.881,-18.5,-22.4
725645067,725645068,280,40,40,35.53912158519797,35.52137648623595,11.953,7.862,7.881,-18.5,-22.4
725645112,725645112,281,40,40,35.55174309628882,35.55477275238835,11.857000000000001,7.862,7.881,-18.5,-22.4
725645301,725645301,282,40,40,35.54913550876052,35.53092692368915,11.857000000000001,7.862,7.881,-18.5,-22.4
725645345,725645345,283,40,40,35.55136677426793,35.524214588323005,11.697000000000001,7.862,7.881,-18.5,-22.4
725645389,725645389,284,40,40,35.56684040299497,35.508651471057746,11.761,7.862,7.881,-18.5,-22.4
725645433,725645433,285,40,40,35.54412647845373,35.53214090528615,12.081,7.862,7.881,-18.5,-22.4
725645477,725645477,286,40,40,35.53872056309783,35.55746115705116,12.081,7.862,7.881,-18.5,-22.4
725645521,725645521,287,40,40,35.531771740282345,35.54385053801206,11.953,7.862,7.881,-18.5,-22.4
725645565,725645566,288,40,40,35.55121538541359,35.53112636176896,11.825,7.862,7.881,-18.5,-22.4
725645609,725645610,289,40,40,35.516388268116,35.54315687185289,11.665,7.862,7.881,-18.5,-22.4
725645653,725645654,290,40,40,35.54772426210201,35.53246329974202,11.889000000000001,7.862,7.881,-18.5,-22.4
725645697,725645698,291,40,40,35.54112257123607,35.569244492002525,12.114,7.862,7.881,-18.5,-22.4
725645741,725645742,292,40,40,35.562346058490995,35.54172185825514,11.697000000000001,7.862,7.881,-18.5,-22.4
725645785,725645786,293,40,40,35.558827922562024,35.52853705988529,11.6,7.862,7.881,-18.5,-22.4
725645829,725645830,294,40,40,35.554273868814576,35.54638422762407,11.6,7.862,7.881,-18.5,-22.4
725646087,725646087,297,5,5,4.302614023730031,4.310621152740132,11.697000000000001,7.862,7.881,-18.5,-22.4
725646095,725646095,298,5,5,4.301940258059403,4.307666028215313,11.697000000000001,7.862,7.881,-18.5,-22.4
725646103,725646103,299,5,5,4.3044562428501605,4.305473019582727,11.985,7.862,7.881,-18.5,-22.4
725646111,725646111,300,5,5,4.302301325438397,4.307036167384362,12.049000000000001,7.862,7.881,-18.5,-22.4
725646118,725646119,301,5,5,4.301298827818723,4.314636972251397,11.889000000000001,7.862,7.881,-18.5,-22.4
725646126,725646127,302,5,5,4.297320705092128,4.301925788911705,12.242,7.862,7.881,-18.5,-22.4
725646134,725646135,303,5,5,4.293333884766271,4.2949217981186685,11.985,7.862,7.881,-18.5,-22.4
