,PMC,Mg peak area M1,Al peak area M1,Si peak area M1,P peak area M1,S peak area M1,Rh peak area M1,K peak area Corr M1,Ca(a) peak area M1,Ti(a) peak area M1,Cr peak area M1,Mn peak area M1,Fe(a) peak area M1,Ni peak area M1
0,229,73.563113264,409.47275535550006,3346.956976261358,39.406227431175004,63.54546343271876,555.8900366577928,122.94834553170003,3704.293681236397,1044.9599134159835,44.39398716568617,94.79438141142529,7530.33925669025,48.18705389075
1,230,73.559894866,409.3075067914999,3363.384488539339,38.69729975595,65.76876752392499,553.240748911059,122.05376381272501,3724.97641007283,1046.6392190272377,40.42591948820966,89.78652728023559,7516.484533532702,47.22727408525001
2,231,73.55615164100001,407.76945883099995,3370.559937438044,38.420923712050005,64.15501991711876,564.0275648705507,126.79692239833214,3725.50860293042,1058.4642414460773,41.8336207101584,93.30758448505588,7541.66383331625,48.31353571875
3,232,74.18866589250001,404.25389311500004,3364.832948759017,38.00444665792501,58.092913139862524,546.4282476961337,124.33679561247861,3695.977531276734,1059.1265197126322,40.58904942049078,97.28040776703531,7532.2176021817995,47.896492011
4,233,75.142651374,410.03469973299997,3369.1114327119562,37.9010045216,57.50801661586874,561.0998774745783,123.54612206474644,3695.700086217571,1050.723927399975,41.170446845554466,94.12029898086374,7544.481676159451,46.4833754765
5,234,72.9290477545,403.1199348585,3363.1618145131038,38.55577303325,65.94403435068125,550.4351065481662,124.08381442401189,3713.8905384711325,1046.6524036867986,37.77711348272484,93.25381425707224,7624.4022748443,47.14523888275001
6,235,72.83188602150001,409.788238215,3374.9595342236635,38.760365910750004,51.737607663324994,546.8724736864216,119.18011119125713,3695.6028742962694,1041.4965773468343,47.01645925082143,96.1351453772545,7543.803469710199,47.638887724250004
7,236,73.8630198915,404.7924018745,3376.1322945471975,37.926670392875,64.5753583275125,556.4301315517059,123.2304134891583,3698.7204539667937,1048.3154184034074,50.82115353261865,90.71027258613546,7573.377410430701,47.89502841075
8,237,70.03068997300001,411.69151217150005,3367.3613384199557,38.40636816445,63.358317736481276,561.925420996665,125.21545158395126,3728.834085035209,1053.0687935487722,48.719232419918384,94.96719561063878,7542.633495372799,47.660519302249995
9,238,73.2508802165,412.34604691000004,3360.222225796224,38.56356701862501,67.82640264536252,557.9346271229889,132.1248228618358,3721.156411421264,1058.8023157295213,40.11366006755145,94.54773930518311,7568.83511537175,48.201946511500005
10,239,72.05462288650001,410.842700036,3388.792765134866,40.079713831575006,64.18554369281875,551.7011488376337,121.31645689930242,3707.318119674467,1056.7244871841315,42.34150931091503,94.51123590808865,7556.3492701433015,49.27619439324999
11,240,77.5769296925,411.71117823,3369.2463726481365,38.65780755320001,68.63863083433752,547.039519090294,123.12498702928572,3723.7232361189795,1059.7457604484096,35.46185975740693,93.23338215229802,7571.535139297801,47.07012706175
12,241,73.98015169399999,407.3129271675,3372.875466336078,39.5909719579,64.59411255604375,569.3423796722518,127.3051900123119,3693.3607344341885,1058.0623942424718,42.79208125464321,103.2954465306018,7548.52142927245,47.51559823975
13,242,74.1965444165,408.91225299650006,3375.8407657634243,39.93795925377501,65.03610684807501,560.5259928436915,123.28645786811902,3726.2210543808883,1050.2895682667925,44.720620139316395,94.62856143591048,7652.720616224751,47.74374677950001
14,243,71.37641568250001,410.6388232585,3399.640559882879,37.200953727025,62.34114225771251,557.9196089309481,120.81466628612975,3701.4926458536647,1061.936661959518,40.9206032560364,104.55917753865765,7568.699110939449,47.459219888250004
15,244,75.5492950605,406.45252834599995,3339.6299282914706,39.157708648025,74.25129387433127,561.4580815628384,126.73856701044524,3724.6970043177726,1058.7503661113592,45.472854946094515,101.64720863895653,7580.32826829465,48.068908745
16,245,71.05055348000002,406.051031441,3385.1143272004947,39.01145839525,71.57529016786874,557.3049013756627,121.37766187542624,3714.0590473643438,1061.6257704288887,40.510663762788354,88.5899311300534,7573.501122933901,47.81604405525
17,246,74.22471860899999,404.24047436099994,3363.619731119319,38.839934265,65.82952215600625,554.4579437008771,121.14955812914647,3727.0325469928266,1057.8484882375863,45.315228558021346,102.595403931931,7685.027054383249,46.946866365
18,247,72.9570837725,404.587501652,3365.4022942558227,40.082171537375,68.52508165656249,572.5784157239772,126.57518618364882,3742.6989538426415,1062.3451048476504,43.65275385683903,95.18499111893101,7677.777549044899,46.965117576
19,248,72.30292995799999,410.08312389400004,3387.5802494938025,38.210462549875004,66.52469622494999,556.5681271484241,118.80343502081078,3755.8527572026087,1062.5133961615438,39.13725719822713,94.36670630192941,7580.716816043248,48.60870198800001
20,249,73.0367776155,403.22359718900003,3362.924089793379,38.931725532150004,79.86579673961253,554.0837923767373,121.78671557605001,3725.88235254131,1060.870944097153,43.477953646574264,89.64383357449427,7741.021825576602,48.93691965275
21,250,74.19812859349999,410.64248739199996,3370.491578978369,38.29572185367501,65.34681581921251,554.1081970638131,119.56943201887144,3724.3544176117107,1051.6022741891422,44.858002618569884,98.16549587792119,7641.853808096749,47.0488765565
22,251,72.975115496,414.1200380785,3391.9380843650806,39.08184119895,68.43076211592499,556.4976351836458,117.50284511252383,3724.8664850121677,1072.702628055181,43.24782601250422,98.38109167384316,7580.874338193201,46.72391649375
23,252,75.0595309575,402.5603487160001,3401.366648091325,39.100654236050005,58.27568370162502,554.552895224817,128.55884990465478,3726.6076474790384,1071.896762982005,43.56843238818142,102.00842040448688,7567.745854867,48.46701142375001
24,253,73.85920293200002,408.6518440155,3425.2603410730985,37.629320230699996,58.501917572268766,553.9934089679374,120.28412591681546,3745.1127917752356,1059.0418390504706,40.19859522992395,100.8818557153013,7593.779661309602,48.558069442500006
