,PMC,Mg peak area M1,Al peak area M1,Si peak area M1,P peak area M1,S peak area M1,Rh peak area M1,K peak area Corr M1,Ca(a) peak area M1,Ti(a) peak area M1,Cr peak area M1,Mn peak area M1,Fe(a) peak area M1,Ni peak area M1
0,227,72.162899196,417.23872422750003,3331.0175275944375,39.997673576850005,47.25204643319376,540.6706205337266,118.94868783807857,3681.486137011024,1045.1488918445932,44.843562006381106,94.77635838595322,7504.564444062951,46.53291076400001
1,228,74.5936028015,416.44566236250006,3335.9183609186903,39.073197305725,49.71040077825002,531.2019751135529,120.15569749041076,3676.064888998995,1035.9173996802858,40.808346707680826,93.90166055327342,7516.027377885401,46.072921121499995
2,229,71.939968623,408.8888649219999,3302.971459994526,39.086290469050006,59.28134044105626,537.4372590149674,119.7824733396512,3693.9550365443115,1040.821867867929,43.716534188550085,97.55240318728738,7474.614632652199,48.43794013549999
3,230,73.472268826,407.3762707575,3342.4054352388603,38.40353687115,44.54512452431879,545.2586678701085,117.76338455880715,3679.39144479108,1038.7025454442817,39.8440026802386,99.19986287718967,7496.030768697352,47.52199463099999
4,231,70.2475414455,405.5136933870001,3336.7141251416438,37.960428148775,50.393499003531254,529.6575285363083,116.6965554527012,3678.2231421852002,1048.9126326951614,39.09872745452289,93.10130318306241,7656.188900104799,46.993229976
5,232,70.46429612300001,407.76431826550004,3342.767976315448,38.13197234055001,49.68193762085625,552.1961844340963,118.7198861167274,3693.212479964063,1044.641042135161,41.595781607796354,90.66224919699422,7477.261428462651,46.38899495199999
6,233,71.691625218,405.242032366,3358.8727879916287,40.091322375775,56.81254049569375,547.9385897370433,115.3153776711262,3678.9336575696293,1040.1987329863402,41.62480248940048,90.72954398860014,7591.124406764251,47.760277944500004
7,234,71.92276515300001,404.493849739,3326.682359233896,38.12275317620001,57.232956930893735,545.3398967481688,117.28979261823332,3665.8792897686667,1056.4239155456862,50.99944717527123,95.11425594628656,7498.26103460225,47.7003906745
8,235,73.47316181549999,414.814096994,3362.0932220518303,39.539102084350006,49.65241450601875,553.4481813513602,112.9709437380572,3670.4531359647453,1041.9370516630954,40.48389152800196,95.94357595031528,7515.94398292045,46.130659204
9,236,72.215836564,411.92809386600004,3333.716466854254,37.532152289500004,40.8866161468,549.4177711818194,117.31228643587859,3661.5866767356083,1047.6955881953409,41.53615817060819,89.25083126356483,7453.96809831575,46.44300726550001
10,237,74.81551269850002,415.336720843,3339.446517061491,39.030261443525006,55.18565939263127,544.6708334379578,119.6212822448857,3653.6599133622444,1047.2111850605188,45.64043925410962,97.53162010456813,7459.2568480144,46.428502268500004
11,238,72.65164829049999,403.1681771635,3330.642402524393,40.063540496099996,56.97491494221251,545.3292339692132,114.43591994341669,3684.871895062961,1047.5072965331024,45.86188868689412,95.95130491593596,7498.888498896301,46.040473223499994
12,239,75.39208747949999,412.5876708960001,3335.781092396757,39.97856274170001,50.604088135350004,535.4661633200964,119.81581233637975,3680.6518896966954,1059.0407462596788,36.23547593077447,96.64293588090393,7577.81151774295,47.98547281475001
13,240,74.2025379075,407.0215398405,3363.7813856343137,39.60973531570001,56.74944280680628,543.1325951746471,119.01859102009529,3670.8115548162095,1043.9762993205204,43.05296065521658,98.38649427204763,7510.258164817101,47.103727365500006
14,241,75.662971713,411.7152607965,3362.4152673391454,38.174911906175005,53.845688322231254,545.8396795467241,119.82818586024167,3661.2805991853666,1043.3322206391686,44.43073654403901,100.53525244639658,7505.48959547805,47.847509996499994
15,242,74.80462125350003,415.2475507735,3344.247688336338,37.6514318565,47.229972497862505,545.0152145705819,122.07957533860119,3688.1182411452064,1043.854296144211,39.95722975098728,96.23849475655504,7489.42912446685,48.295392335
16,243,72.7654296895,404.724407003,3388.1075017127378,37.504179415450004,44.24013822687501,536.1884342976227,117.57086971061551,3707.824847879215,1048.7119700862372,38.95370166003376,93.03580946345895,7506.8912455779,48.46475398049999
17,244,72.33991583000001,404.08219499499995,3351.494999142383,39.14111036495,43.497651409412526,527.4915902239977,115.81954857298574,3688.4192188890447,1047.5718940534562,43.99343681717845,97.16879949028572,7474.209804501,47.386877659250004
18,245,72.9441077985,406.508302514,3341.1247372031803,38.80399694957501,53.45482373122504,539.2968920960338,126.63209167258331,3706.8335382261457,1046.0217555518836,45.57220466803686,96.281926679344,7577.399209115451,46.4270525
19,246,75.72938765449999,405.3886220955,3378.929681109856,38.14140261525001,49.692457230749994,544.4630266404566,113.48307260835716,3680.9349588209507,1043.3034099907318,41.536288414480524,89.50703843847211,7519.305087109751,48.11316743850001
20,247,72.506993463,410.7682367285,3368.5728176011958,38.857082441925,52.188848262131266,532.3845793640785,119.50517607363575,3690.2174319334117,1044.320566953243,44.41574780461835,93.62834292751151,7543.92374746505,48.574768031249995
21,248,72.96630358750002,414.43220744099995,3345.1014729944295,38.402958095975,42.131720670262524,542.9511845144203,119.34288321968576,3718.1010042397907,1053.6807784467667,33.016317973137106,90.72570944451394,7603.875886185701,47.41443322949999
22,249,74.41468644999999,405.66111836550004,3357.1858906436833,38.636766304675,49.01169385468752,541.647595703577,116.08214320034409,3664.664025608653,1036.8808277792898,41.33591878584801,98.36729101303777,7482.43087023355,46.946269697
23,250,73.1591286405,420.85959814550006,3343.3688701754436,38.171939604150005,51.68288881760003,543.9912535324867,117.18106069494524,3697.8133721974446,1045.2245187153992,47.22084600420639,98.93878333240473,7502.175705066899,48.24241588775
24,251,74.0870534405,411.03633810850005,3364.3425766940227,38.69734094435,49.10913256175627,543.5548810515373,118.50943606727267,3681.25560825429,1043.1908432179375,44.74182143229636,99.03651744909112,7503.874090074452,49.12278916399999
