,PMC,Mg peak area M1,Al peak area M1,Si peak area M1,P peak area M1,S peak area M1,Rh peak area M1,K peak area Corr M1,Ca(a) peak area M1,Ti(a) peak area M1,Cr peak area M1,Mn peak area M1,Fe(a) peak area M1,Ni peak area M1
0,335,66.92230618750001,394.8837844395,3156.489878094089,40.866893594175004,26.134144717962506,545.3834596167904,104.52144838568215,3548.235458419973,1022.3145427073822,41.7581657649651,94.32782212083413,7411.236284551001,48.57490921725
1,336,68.720955701,393.62095688,3158.7179138433007,41.63298582465,32.87520250479374,553.3079260527857,106.8681369435119,3599.249560866125,1030.89438701984,34.166186824476455,83.16981059080214,7466.4518956274505,47.136887770250006
2,337,69.6420251135,384.43747948749996,3155.317312688394,38.55836477295,29.306044839012507,553.4196642161326,102.87196329278211,3554.1233941261794,1041.5007397174465,39.80453427741996,87.69702369336864,7430.4173357155505,49.306328764999996
3,338,67.17975419250001,393.853335663,3169.690722983268,39.314588246175006,31.89853340255626,550.9515144193265,113.9819258592226,3582.17867024536,1021.9231521561647,35.95817024664872,82.14546740090151,7439.3130776096,50.75976583275
4,339,66.8495853065,388.0482027945,3153.880726595693,41.12922845405,32.319011358768755,542.2930889856482,107.29062476488929,3569.3915664673477,1026.3500393895183,41.75250073036503,85.04725166384648,7529.989879902051,49.089588200250006
5,340,70.84442568600001,388.8245135025,3187.23008757399,40.09947151512501,35.26637489138127,554.9766912060505,108.5967195783167,3563.565191243618,1018.953863106741,40.119750637420054,87.80477767162398,7449.343660063251,49.8328058165
6,341,66.8145852425,394.1709243125,3135.5649087636466,40.844015908575,33.958284618387495,537.600041354641,100.92876553735718,3569.2259880971415,1013.9651656217742,36.693711008405074,89.14340383442368,7477.368477188502,49.09572257175001
7,342,67.59324025999999,385.095820122,3159.7493133878165,41.60092495955,40.92689124939375,551.9432077155675,109.37157688637734,3570.608383357436,1021.6236429327486,41.00655239694717,88.78716837073975,7416.58319818735,48.32508812524999
8,343,67.6800572095,390.9633392479999,3194.3664160818016,40.76288109080001,29.808709691499992,545.659322822501,111.29024676832982,3588.5974673433816,1021.9371564129589,30.357367441852162,92.79193463844092,7433.8086369855,49.4802591305
9,344,68.26767234799999,388.078164628,3161.545510038812,40.6716434355,33.881435616100006,536.9231550148238,107.81826089700837,3570.9809865947614,1027.1290947332548,34.59024132600159,84.55316589988013,7403.8167849932,49.784077023250006
10,345,68.12508651350001,391.78645287349997,3201.5012087030905,40.82270241032499,33.993038680112505,561.0322860823867,111.75101343652378,3585.507362119912,1034.086132135239,38.18816340481446,84.04532240694584,7418.214949951302,50.38285213700001
11,346,68.4630354855,390.7793557835001,3158.793675480114,40.27688253545,31.323104490037515,550.2060303471399,113.1188453298607,3571.028028425388,1027.2666505331474,37.40092982818956,87.22819581579475,7405.87213342845,47.107012605
12,347,66.986314187,386.268059828,3172.121411470123,41.90792613672501,32.727538963437496,544.1776583307699,101.2094683543417,3581.644943076298,1017.3181102222729,39.797180674070006,87.51034440048522,7501.727583136051,47.982954906500005
13,348,66.773654954,394.31957771099997,3180.456405029387,41.470810209125005,32.62411420015626,542.406746472341,99.41102070484644,3575.534245064626,1032.1375544779014,38.433091675249756,94.88507408902214,7416.841645274051,49.28464322450001
14,349,66.05431875650001,392.98032243750004,3143.1576215673117,39.917247553975,31.154402065768757,540.424681595565,104.68768439099644,3535.13054189387,1016.0268952558079,42.56109592010709,87.79114448937767,7434.0094341601025,47.33025989625
15,350,65.084934062,395.2900920695,3159.925440087548,40.034475477700006,31.61431424829999,546.7059924761735,103.85740095474763,3549.6243721273595,1024.8790264513077,31.637697015666518,90.64615979005995,7377.6493416164,47.896268716749994
16,351,66.488075162,395.9319645655,3169.8250391605125,40.276593233525,36.39865222366877,555.965249367824,111.32677179177028,3559.4479701275845,1024.418503039734,43.04366959733757,97.36027730737852,7411.18856316025,47.68936343175002
17,352,68.61856052050001,395.178802744,3179.7474034354655,41.080460278000004,40.173172767600015,552.0451718728,107.86672227997738,3564.8331973217655,1036.222570703814,38.065483979730914,85.9058138078235,7364.049442878701,47.0531288785
18,353,67.1682085815,388.2087572475,3153.558695439028,41.3395066777,30.97385460263125,540.5216599168904,112.03177723066077,3612.943422664924,1030.3583696541984,36.07272168624465,93.33980972261577,7528.412893689052,48.80201209125
19,354,66.062322558,392.014778253,3139.4612639905436,39.78363622475,34.295668378068775,548.9157337579037,102.35853267445121,3550.617800124214,1006.4507351268566,39.36263996854305,79.18281045613793,7518.271975768402,48.1968094025
20,355,69.640219414,390.217315613,3163.6577068659776,39.134944678225004,29.551100421737495,540.6089058930013,104.74063267817738,3559.418152934292,1041.327761500509,35.36750394069361,86.49300987838427,7446.832020692902,49.134493353
21,356,67.739309151,386.804533419,3144.326860646048,40.543741375225004,34.97954142313126,546.0731931598879,104.03820247509049,3566.6301417939103,1027.818617952256,42.61799723014782,92.7105900428399,7487.768514096201,48.185331702499994
22,357,67.669392976,391.90265789849997,3154.9525155703395,40.064947493175,30.448751998218768,545.0615021785468,104.48656652646072,3572.8100003380055,1025.9511699800632,41.9822942648791,91.56477110162729,7452.982492315801,49.3979497765
23,358,69.43826512550001,389.1775802539999,3158.8266759021685,38.63171173290001,35.98121520343123,557.8143395655651,110.42203576881664,3564.0750181549506,1025.2234573304127,41.235075322588386,86.98049444086863,7398.100358041802,48.937109317499996
24,359,67.449689291,385.67782941900003,3133.883974376447,39.70295643517501,33.547715404437504,563.1971313931531,110.21672716218693,3544.9367356893367,1022.015957634162,43.26970757847519,92.20103847471262,7369.750143193899,48.527788129
