   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_19.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00246058, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00540602, 0, 4.13202e-17, 0, 1.41421, -4.13202e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.28978e-20, 0, 0, 4.91914e-22, 0, 0, 4.12468e-17, 0, 0, 0
0.0132726, 0, 7.76453e-17, 0, 1.41421, -7.76453e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36983e-19, 0, 0, 9.39048e-22, 0, 0, 7.75074e-17, 0, 0, 0
0.0211392, 0, 1.44695e-16, 0, 1.41421, -1.44695e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55274e-19, 0, 0, 1.77806e-21, 0, 0, 1.44438e-16, 0, 0, 0
0.0290058, 0, 2.67463e-16, 0, 1.41421, -2.67463e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.71862e-19, 0, 0, 3.34006e-21, 0, 0, 2.66987e-16, 0, 0, 0
0.0368724, 0, 4.96548e-16, 0, 1.41421, -4.96548e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76018e-19, 0, 0, 6.32784e-21, 0, 0, 4.95666e-16, 0, 0, 0
0.044739, 0, 9.02352e-16, 0, 1.41421, -9.02352e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59194e-18, 0, 0, 1.16881e-20, 0, 0, 9.00748e-16, 0, 0, 0
0.0526056, 0, 1.62746e-15, 0, 1.41421, -1.62746e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87119e-18, 0, 0, 2.14315e-20, 0, 0, 1.62457e-15, 0, 0, 0
0.0604722, 0, 2.91354e-15, 0, 1.41421, -2.91354e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14011e-18, 0, 0, 3.90149e-20, 0, 0, 2.90836e-15, 0, 0, 0
0.0683388, 0, 5.17788e-15, 0, 1.41421, -5.17788e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.13488e-18, 0, 0, 7.05231e-20, 0, 0, 5.16867e-15, 0, 0, 0
0.0762054, 0, 9.13591e-15, 0, 1.41421, -9.13591e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61177e-17, 0, 0, 1.26592e-19, 0, 0, 9.11966e-15, 0, 0, 0
0.0840719, 0, 1.60052e-14, 0, 1.41421, -1.60052e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82366e-17, 0, 0, 2.25683e-19, 0, 0, 1.59768e-14, 0, 0, 0
0.0919385, 0, 2.78433e-14, 0, 1.41421, -2.78433e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91214e-17, 0, 0, 3.99625e-19, 0, 0, 2.77938e-14, 0, 0, 0
0.0998051, 0, 4.81023e-14, 0, 1.41421, -4.81023e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.48626e-17, 0, 0, 7.02928e-19, 0, 0, 4.80167e-14, 0, 0, 0
0.107672, 0, 8.25333e-14, 0, 1.41421, -8.25333e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45606e-16, 0, 0, 1.22831e-18, 0, 0, 8.23864e-14, 0, 0, 0
0.115538, 0, 1.40651e-13, 0, 1.41421, -1.40651e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48138e-16, 0, 0, 2.13249e-18, 0, 0, 1.40401e-13, 0, 0, 0
0.123405, 0, 2.38088e-13, 0, 1.41421, -2.38088e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20038e-16, 0, 0, 3.67866e-18, 0, 0, 2.37664e-13, 0, 0, 0
0.131272, 0, 4.00349e-13, 0, 1.41421, -4.00349e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.06302e-16, 0, 0, 6.30594e-18, 0, 0, 3.99636e-13, 0, 0, 0
0.139138, 0, 6.68762e-13, 0, 1.41421, -6.68762e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17985e-15, 0, 0, 1.07424e-17, 0, 0, 6.67571e-13, 0, 0, 0
0.147005, 0, 1.10984e-12, 0, 1.41421, -1.10984e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95802e-15, 0, 0, 1.81877e-17, 0, 0, 1.10786e-12, 0, 0, 0
0.154871, 0, 1.82989e-12, 0, 1.41421, -1.82989e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22839e-15, 0, 0, 3.06068e-17, 0, 0, 1.82663e-12, 0, 0, 0
0.162738, 0, 2.99769e-12, 0, 1.41421, -2.99769e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.28877e-15, 0, 0, 5.11982e-17, 0, 0, 2.99236e-12, 0, 0, 0
