   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_260.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0305178, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0226147, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0147117, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00680858, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0010945, 0, 8.60299e-19, 0, 1.41421, -8.60299e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51452e-21, 0, 0, 9.12795e-22, 0, 2.55771e-21, 0, 8.53314e-19, 0, 0, 0
0.00899758, 0, 1.66993e-18, 0, 1.41421, -1.66993e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82159e-21, 0, 0, 1.7954e-21, 0, 5.05488e-21, 0, 1.65626e-18, 0, 0, 0
0.0169007, 0, 3.21331e-18, 0, 1.41421, -3.21331e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31253e-20, 0, 0, 3.50127e-21, 0, 9.90348e-21, 0, 3.18678e-18, 0, 0, 0
0.0248037, 0, 6.1307e-18, 0, 1.41421, -6.1307e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.504e-20, 0, 0, 6.77132e-21, 0, 1.92399e-20, 0, 6.07965e-18, 0, 0, 0
0.0327068, 0, 1.16002e-17, 0, 1.41421, -1.16002e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.7376e-20, 0, 0, 1.29897e-20, 0, 3.70741e-20, 0, 1.15027e-17, 0, 0, 0
0.0406099, 0, 2.17719e-17, 0, 1.41421, -2.17719e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.89114e-20, 0, 0, 2.47224e-20, 0, 7.08744e-20, 0, 2.15874e-17, 0, 0, 0
