   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_305.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00522514, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00262747, 0, 6.65926e-17, 0, 1.41421, -6.65926e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41138e-19, 0, 0, 5.43463e-19, 0, 0, 6.5708e-17, 0, 0
0.0104801, 0, 1.14446e-16, 0, 1.41421, -1.14446e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.86193e-19, 0, 0, 9.50438e-19, 0, 0, 1.12909e-16, 0, 0
0.0183327, 0, 1.95459e-16, 0, 1.41421, -1.95459e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.001e-18, 0, 0, 1.65203e-18, 0, 0, 1.92806e-16, 0, 0
0.0261853, 0, 3.3177e-16, 0, 1.41421, -3.3177e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69882e-18, 0, 0, 2.85428e-18, 0, 0, 3.27217e-16, 0, 0
0.0340379, 0, 5.59733e-16, 0, 1.41421, -5.59733e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86565e-18, 0, 0, 4.90233e-18, 0, 0, 5.51965e-16, 0, 0
0.0418906, 0, 9.38684e-16, 0, 1.41421, -9.38684e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80498e-18, 0, 0, 8.37085e-18, 0, 0, 9.25509e-16, 0, 0
0.0497432, 0, 1.5649e-15, 0, 1.41421, -1.5649e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.00918e-18, 0, 0, 1.42114e-17, 0, 0, 1.54268e-15, 0, 0
0.0575958, 0, 2.59367e-15, 0, 1.41421, -2.59367e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32721e-17, 0, 0, 2.39904e-17, 0, 0, 2.55641e-15, 0, 0
0.0654484, 0, 4.27394e-15, 0, 1.41421, -4.27394e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18665e-17, 0, 0, 4.02718e-17, 0, 0, 4.2118e-15, 0, 0
0.073301, 0, 7.00254e-15, 0, 1.41421, -7.00254e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58201e-17, 0, 0, 6.72296e-17, 0, 0, 6.89949e-15, 0, 0
0.0811537, 0, 1.14083e-14, 0, 1.41421, -1.14083e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.83459e-17, 0, 0, 1.11624e-16, 0, 0, 1.12383e-14, 0, 0
0.0890063, 0, 1.84817e-14, 0, 1.41421, -1.84817e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45042e-17, 0, 0, 1.84339e-16, 0, 0, 1.82029e-14, 0, 0
0.0968589, 0, 2.97746e-14, 0, 1.41421, -2.97746e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52219e-16, 0, 0, 3.02815e-16, 0, 0, 2.93196e-14, 0, 0
0.104712, 0, 4.77035e-14, 0, 1.41421, -4.77035e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4383e-16, 0, 0, 4.94836e-16, 0, 0, 4.69648e-14, 0, 0
0.112564, 0, 7.60103e-14, 0, 1.41421, -7.60103e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88435e-16, 0, 0, 8.04452e-16, 0, 0, 7.48174e-14, 0, 0
0.120417, 0, 1.20456e-13, 0, 1.41421, -1.20456e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15438e-16, 0, 0, 1.30114e-15, 0, 0, 1.1854e-13, 0, 0
0.128269, 0, 1.89862e-13, 0, 1.41421, -1.89862e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.69834e-16, 0, 0, 2.09394e-15, 0, 0, 1.86798e-13, 0, 0
0.136122, 0, 2.97654e-13, 0, 1.41421, -2.97654e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5201e-15, 0, 0, 3.35316e-15, 0, 0, 2.92781e-13, 0, 0
0.143975, 0, 4.64157e-13, 0, 1.41421, -4.64157e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36988e-15, 0, 0, 5.34355e-15, 0, 0, 4.56443e-13, 0, 0
0.151827, 0, 7.19962e-13, 0, 1.41421, -7.19962e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67511e-15, 0, 0, 8.47483e-15, 0, 0, 7.07812e-13, 0, 0
