   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_303.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00171476, 1.80669, 1.19551e-15, 0, 1.95107, 1.80669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.87687e-18, 0, 0, 1.12587e-17, 0, 6.24688e-19, 0, 1.17375e-15, 0, 0
0.00956731, 0.997589, 1.93591e-15, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59908e-17, 0, 0, 1.85647e-17, 0, 1.03903e-18, 0, 1.90031e-15, 0, 0
0.0174199, 0.81392, 3.11875e-15, 0, 1.67747, 0.81392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57561e-17, 0, 0, 3.04582e-17, 0, 1.72014e-18, 0, 3.06081e-15, 0, 0
0.0252724, 0, 4.99876e-15, 0, 1.41421, -4.99876e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12739e-17, 0, 0, 4.97236e-17, 0, 2.83465e-18, 0, 4.90492e-15, 0, 0
0.0331249, 0.357696, 7.97171e-15, 0, 1.53548, 0.357696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58077e-17, 0, 0, 8.07773e-17, 0, 4.65009e-18, 0, 7.82047e-15, 0, 0
0.0409775, 1.81874, 1.26493e-14, 0, 1.95416, 1.81874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.044e-16, 0, 0, 1.30593e-16, 0, 7.59403e-18, 0, 1.24068e-14, 0, 0
0.04883, 0.823563, 1.99724e-14, 0, 1.68035, 0.823563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64805e-16, 0, 0, 2.10126e-16, 0, 1.23468e-17, 0, 1.95851e-14, 0, 0
0.0566826, 0, 3.13801e-14, 0, 1.41421, -3.13801e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5888e-16, 0, 0, 3.36504e-16, 0, 1.9986e-17, 0, 3.07648e-14, 0, 0
0.0645351, 0, 4.90633e-14, 0, 1.41421, -4.90633e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04671e-16, 0, 0, 5.36388e-16, 0, 3.22111e-17, 0, 4.80901e-14, 0, 0
0.0723877, 0.166794, 7.64918e-14, 0, 1.472, 0.166794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3074e-16, 0, 0, 8.54162e-16, 0, 5.19438e-17, 0, 7.4955e-14, 0, 0
0.0802402, 0.997589, 1.18419e-13, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.76229e-16, 0, 0, 1.34875e-15, 0, 8.29713e-17, 0, 1.16011e-13, 0, 0
0.0880928, 0.835617, 1.82455e-13, 0, 1.68393, 0.835617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50376e-15, 0, 0, 2.12026e-15, 0, 1.31982e-16, 0, 1.78699e-13, 0, 0
0.0959453, 0, 2.79789e-13, 0, 1.41421, -2.79789e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30539e-15, 0, 0, 3.31852e-15, 0, 2.09076e-16, 0, 2.73956e-13, 0, 0
0.103798, 0, 4.27028e-13, 0, 1.41421, -4.27028e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51769e-15, 0, 0, 5.17156e-15, 0, 3.29849e-16, 0, 4.18009e-13, 0, 0
0.11165, 0, 6.48699e-13, 0, 1.41421, -6.48699e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3423e-15, 0, 0, 8.02517e-15, 0, 5.18278e-16, 0, 6.34813e-13, 0, 0
0.119503, 0, 9.80847e-13, 0, 1.41421, -9.80847e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07544e-15, 0, 0, 1.24022e-14, 0, 8.11087e-16, 0, 9.59558e-13, 0, 0
0.127356, 0, 1.47618e-12, 0, 1.41421, -1.47618e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21501e-14, 0, 0, 1.90888e-14, 0, 1.26429e-15, 0, 1.44367e-12, 0, 0
0.135208, 0, 2.21138e-12, 0, 1.41421, -2.21138e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81962e-14, 0, 0, 2.92644e-14, 0, 1.96302e-15, 0, 2.16196e-12, 0, 0
0.143061, 0, 3.2975e-12, 0, 1.41421, -3.2975e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71251e-14, 0, 0, 4.46914e-14, 0, 3.03613e-15, 0, 3.22264e-12, 0, 0
0.150913, 0, 4.89452e-12, 0, 1.41421, -4.89452e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02497e-14, 0, 0, 6.79971e-14, 0, 4.67796e-15, 0, 4.78159e-12, 0, 0
0.158766, 0, 7.23182e-12, 0, 1.41421, -7.23182e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.94515e-14, 0, 0, 1.03085e-13, 0, 7.18055e-15, 0, 7.0621e-12, 0, 0
0.166618, 0, 1.06367e-11, 0, 1.41421, -1.06367e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.74137e-14, 0, 0, 1.55741e-13, 0, 1.09812e-14, 0, 1.03825e-11, 0, 0
0.174471, 0, 1.55736e-11, 0, 1.41421, -1.55736e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27944e-13, 0, 0, 2.34525e-13, 0, 1.67326e-14, 0, 1.51944e-11, 0, 0
0.182323, 0, 2.26992e-11, 0, 1.41421, -2.26992e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86419e-13, 0, 0, 3.52072e-13, 0, 2.54055e-14, 0, 2.21353e-11, 0, 0
0.190176, 0, 3.29364e-11, 0, 1.41421, -3.29364e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70395e-13, 0, 0, 5.27011e-13, 0, 3.84392e-14, 0, 3.21006e-11, 0, 0
0.198028, 0, 4.75767e-11, 0, 1.41421, -4.75767e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9044e-13, 0, 0, 7.86769e-13, 0, 5.79614e-14, 0, 4.63415e-11, 0, 0
0.205881, 0, 6.84185e-11, 0, 1.41421, -6.84185e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61262e-13, 0, 0, 1.17171e-12, 0, 8.71081e-14, 0, 6.65984e-11, 0, 0
0.213734, 0, 9.79542e-11, 0, 1.41421, -9.79542e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03229e-13, 0, 0, 1.7412e-12, 0, 1.30489e-13, 0, 9.52793e-11, 0, 0
0.221586, 0, 1.39622e-10, 0, 1.41421, -1.39622e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14442e-12, 0, 0, 2.58255e-12, 0, 1.9486e-13, 0, 1.357e-10, 0, 0
0.229439, 0, 1.98143e-10, 4.76441e-44, 1.41421, -1.98143e-10, 0, 4.76441e-44, 4.76441e-44, 4.76441e-44, 4.76441e-44, 4.76441e-44, 4.76441e-44, 4.76441e-44, 4.76441e-44, 4.76441e-44, 4.76441e-44, 4.76441e-44, 1.62335e-12, 4.76441e-44, 4.76441e-44, 3.82425e-12, 4.76441e-44, 2.90105e-13, 4.76441e-44, 1.92405e-10, 4.76441e-44, 4.76441e-44
0.237291, 0, 2.79967e-10, 8.21161e-43, 1.41421, -2.79967e-10, 0, 8.21161e-43, 8.21161e-43, 8.21161e-43, 8.21161e-43, 8.21161e-43, 8.21161e-43, 8.21161e-43, 8.21161e-43, 8.21161e-43, 8.21161e-43, 8.21161e-43, 2.29262e-12, 8.21161e-43, 8.21161e-43, 5.65544e-12, 8.21161e-43, 4.30639e-13, 8.21161e-43, 2.71589e-10, 8.21161e-43, 8.21161e-43
0.245144, 0, 3.93871e-10, 1.18368e-41, 1.41421, -3.93871e-10, 0, 1.18368e-41, 1.18368e-41, 1.18368e-41, 1.18368e-41, 1.18368e-41, 1.18368e-41, 1.18368e-41, 1.18368e-41, 1.18368e-41, 1.18368e-41, 1.18368e-41, 3.22369e-12, 1.18368e-41, 1.18368e-41, 8.35479e-12, 1.18368e-41, 6.37449e-13, 1.18368e-41, 3.81655e-10, 1.18368e-41, 1.18368e-41
0.252996, 0, 5.51738e-10, 1.51154e-40, 1.41421, -5.51738e-10, 0, 1.51154e-40, 1.51154e-40, 1.51154e-40, 1.51154e-40, 1.51154e-40, 1.51154e-40, 1.51154e-40, 1.51154e-40, 1.51154e-40, 1.51154e-40, 1.51154e-40, 4.51324e-12, 1.51154e-40, 1.51154e-40, 1.23334e-11, 1.51154e-40, 9.41024e-13, 1.51154e-40, 5.3395e-10, 1.51154e-40, 1.51154e-40
0.260849, 0, 7.69593e-10, 1.72955e-39, 1.41421, -7.69593e-10, 0, 1.72955e-39, 1.72955e-39, 1.72955e-39, 1.72955e-39, 1.72955e-39, 1.72955e-39, 1.72955e-39, 1.72955e-39, 1.72955e-39, 1.72955e-39, 1.72955e-39, 6.29143e-12, 1.72955e-39, 1.72955e-39, 1.81979e-11, 1.72955e-39, 1.38557e-12, 1.72955e-39, 7.43718e-10, 1.72955e-39, 1.72955e-39
0.268701, 0, 1.06895e-09, 1.78541e-38, 1.41421, -1.06895e-09, 0, 1.78541e-38, 1.78541e-38, 1.78541e-38, 1.78541e-38, 1.78541e-38, 1.78541e-38, 1.78541e-38, 1.78541e-38, 1.78541e-38, 1.78541e-38, 1.78541e-38, 8.73271e-12, 1.78541e-38, 1.78541e-38, 2.68454e-11, 1.78541e-38, 2.03506e-12, 1.78541e-38, 1.03133e-09, 1.78541e-38, 1.78541e-38
0.276554, 0, 1.47856e-09, 1.67134e-37, 1.41421, -1.47856e-09, 0, 1.67134e-37, 1.67134e-37, 1.67134e-37, 1.67134e-37, 1.67134e-37, 1.67134e-37, 1.67134e-37, 1.67134e-37, 1.67134e-37, 1.67134e-37, 1.67134e-37, 1.20698e-11, 1.67134e-37, 1.67134e-37, 3.96025e-11, 1.67134e-37, 2.9819e-12, 1.67134e-37, 1.4239e-09, 1.67134e-37, 1.67134e-37
0.284406, 0, 2.03672e-09, 1.42543e-36, 1.41421, -2.03672e-09, 0, 1.42543e-36, 1.42543e-36, 1.42543e-36, 1.42543e-36, 1.42543e-36, 1.42543e-36, 1.42543e-36, 1.42543e-36, 1.42543e-36, 1.42543e-36, 1.42543e-36, 1.6612e-11, 1.42543e-36, 1.42543e-36, 5.84336e-11, 1.42543e-36, 4.3594e-12, 1.42543e-36, 1.95731e-09, 1.42543e-36, 1.42543e-36
0.292259, 0, 2.79421e-09, 1.11371e-35, 1.41421, -2.79421e-09, 0, 1.11371e-35, 1.11371e-35, 1.11371e-35, 1.11371e-35, 1.11371e-35, 1.11371e-35, 1.11371e-35, 1.11371e-35, 1.11371e-35, 1.11371e-35, 1.11371e-35, 2.2768e-11, 1.11371e-35, 1.11371e-35, 8.62484e-11, 1.11371e-35, 6.35941e-12, 1.11371e-35, 2.67883e-09, 1.11371e-35, 1.11371e-35
0.300112, 0, 3.81813e-09, 8.01021e-35, 1.41421, -3.81813e-09, 0, 8.01021e-35, 8.01021e-35, 8.01021e-35, 8.01021e-35, 8.01021e-35, 8.01021e-35, 8.01021e-35, 8.01021e-35, 8.01021e-35, 8.01021e-35, 8.01021e-35, 3.10763e-11, 8.01021e-35, 8.01021e-35, 1.27359e-10, 8.01021e-35, 9.25774e-12, 8.01021e-35, 3.65043e-09, 8.01021e-35, 8.01021e-35
0.307964, 0, 5.19681e-09, 5.28235e-34, 1.41421, -5.19681e-09, 0, 5.28235e-34, 5.28235e-34, 5.28235e-34, 5.28235e-34, 5.28235e-34, 5.28235e-34, 5.28235e-34, 5.28235e-34, 5.28235e-34, 5.28235e-34, 5.28235e-34, 4.22428e-11, 5.28235e-34, 5.28235e-34, 1.88152e-10, 5.28235e-34, 1.34501e-11, 5.28235e-34, 4.95296e-09, 5.28235e-34, 5.28235e-34
0.315817, 0, 7.04618e-09, 3.50483e-33, 1.41421, -7.04618e-09, 0, 3.50483e-33, 3.50483e-33, 3.50483e-33, 3.50483e-33, 3.50483e-33, 3.50483e-33, 3.50483e-33, 3.50483e-33, 3.50483e-33, 3.50483e-33, 3.50483e-33, 5.71895e-11, 3.50483e-33, 3.50483e-33, 2.78087e-10, 3.50483e-33, 1.95031e-11, 3.50483e-33, 6.6914e-09, 3.50483e-33, 3.50483e-33
0.323669, 0, 9.51788e-09, 2.21416e-32, 1.41421, -9.51788e-09, 0, 2.21416e-32, 2.21416e-32, 2.21416e-32, 2.21416e-32, 2.21416e-32, 2.21416e-32, 2.21416e-32, 2.21416e-32, 2.21416e-32, 2.21416e-32, 2.21416e-32, 7.71151e-11, 2.21416e-32, 2.21416e-32, 4.11157e-10, 2.21416e-32, 2.82266e-11, 2.21416e-32, 9.00138e-09, 2.21416e-32, 2.21416e-32
0.331522, 0, 1.28097e-08, 1.30409e-31, 1.41421, -1.28097e-08, 0, 1.30409e-31, 1.30409e-31, 1.30409e-31, 1.30409e-31, 1.30409e-31, 1.30409e-31, 1.30409e-31, 1.30409e-31, 1.30409e-31, 1.30409e-31, 1.30409e-31, 1.03572e-10, 1.30409e-31, 1.30409e-31, 6.08036e-10, 1.30409e-31, 4.07759e-11, 1.30409e-31, 1.20573e-08, 1.30409e-31, 1.30409e-31
0.339374, 0, 1.71791e-08, 7.19227e-31, 1.41421, -1.71791e-08, 0, 7.19227e-31, 7.19227e-31, 7.19227e-31, 7.19227e-31, 7.19227e-31, 7.19227e-31, 7.19227e-31, 7.19227e-31, 7.19227e-31, 7.19227e-31, 7.19227e-31, 1.38565e-10, 7.19227e-31, 7.19227e-31, 8.99209e-10, 7.19227e-31, 5.87948e-11, 7.19227e-31, 1.60826e-08, 7.19227e-31, 7.19227e-31
0.347227, 0, 2.29602e-08, 3.71625e-30, 1.41421, -2.29602e-08, 0, 3.71625e-30, 3.71625e-30, 3.71625e-30, 3.71625e-30, 3.71625e-30, 3.71625e-30, 3.71625e-30, 3.71625e-30, 3.71625e-30, 3.71625e-30, 3.71625e-30, 1.84666e-10, 3.71625e-30, 3.71625e-30, 1.32953e-09, 3.71625e-30, 8.46165e-11, 3.71625e-30, 2.13614e-08, 3.71625e-30, 3.71625e-30
0.355079, 0, 3.05861e-08, 1.80356e-29, 1.41421, -3.05861e-08, 0, 1.80356e-29, 1.80356e-29, 1.80356e-29, 1.80356e-29, 1.80356e-29, 1.80356e-29, 1.80356e-29, 1.80356e-29, 1.80356e-29, 1.80356e-29, 1.80356e-29, 2.45176e-10, 1.80356e-29, 1.80356e-29, 1.96485e-09, 1.80356e-29, 1.21545e-10, 1.80356e-29, 2.82545e-08, 1.80356e-29, 1.80356e-29
0.362932, 0, 4.06169e-08, 8.25615e-29, 1.41421, -4.06169e-08, 0, 8.25615e-29, 8.25615e-29, 8.25615e-29, 8.25615e-29, 8.25615e-29, 8.25615e-29, 8.25615e-29, 8.25615e-29, 8.25615e-29, 8.25615e-29, 8.25615e-29, 3.24298e-10, 8.25615e-29, 8.25615e-29, 2.90145e-09, 8.25615e-29, 1.7424e-10, 8.25615e-29, 3.72169e-08, 8.25615e-29, 8.25615e-29
0.370784, 0, 5.37765e-08, 3.57506e-28, 1.41421, -5.37765e-08, 0, 3.57506e-28, 3.57506e-28, 3.57506e-28, 3.57506e-28, 3.57506e-28, 3.57506e-28, 3.57506e-28, 3.57506e-28, 3.57506e-28, 3.57506e-28, 3.57506e-28, 4.27379e-10, 3.57506e-28, 3.57506e-28, 4.27977e-09, 3.57506e-28, 2.4926e-10, 3.57506e-28, 4.88201e-08, 3.57506e-28, 3.57506e-28
0.378637, 0, 7.09999e-08, 1.4678e-27, 1.41421, -7.09999e-08, 0, 1.4678e-27, 1.4678e-27, 1.4678e-27, 1.4678e-27, 1.4678e-27, 1.4678e-27, 1.4678e-27, 1.4678e-27, 1.4678e-27, 1.4678e-27, 1.4678e-27, 5.61192e-10, 1.4678e-27, 1.4678e-27, 6.3038e-09, 1.4678e-27, 3.55797e-10, 1.4678e-27, 6.37791e-08, 1.4678e-27, 1.4678e-27
0.38649, 0, 9.34929e-08, 5.72862e-27, 1.41421, -9.34929e-08, 0, 5.72862e-27, 5.72862e-27, 5.72862e-27, 5.72862e-27, 5.72862e-27, 5.72862e-27, 5.72862e-27, 5.72862e-27, 5.72862e-27, 5.72862e-27, 5.72862e-27, 7.34287e-10, 5.72862e-27, 5.72862e-27, 9.26866e-09, 5.72862e-27, 5.06682e-10, 5.72862e-27, 8.29833e-08, 5.72862e-27, 5.72862e-27
0.394342, 0, 1.22812e-07, 2.13073e-26, 1.41421, -1.22812e-07, 0, 2.13073e-26, 2.13073e-26, 2.13073e-26, 2.13073e-26, 2.13073e-26, 2.13073e-26, 2.13073e-26, 3.91011e-13, 2.13073e-26, 2.13073e-26, 2.13073e-26, 9.57415e-10, 2.13073e-26, 2.13073e-26, 1.35995e-08, 2.13073e-26, 7.19757e-10, 2.13073e-26, 1.07535e-07, 2.13073e-26, 2.13073e-26
0.402195, 0, 1.60964e-07, 7.57098e-26, 1.41421, -1.60964e-07, 0, 7.57098e-26, 7.57098e-26, 7.57098e-26, 7.57098e-26, 7.57098e-26, 7.57098e-26, 7.57098e-26, 1.16408e-12, 7.57098e-26, 7.57098e-26, 7.57098e-26, 1.24406e-09, 7.57098e-26, 7.57098e-26, 1.99057e-08, 7.57098e-26, 1.01972e-09, 7.57098e-26, 1.38793e-07, 7.57098e-26, 7.57098e-26
0.410047, 0, 2.10538e-07, 2.58841e-25, 1.41421, -2.10538e-07, 0, 2.58841e-25, 2.58841e-25, 2.58841e-25, 2.58841e-25, 2.58841e-25, 2.58841e-25, 2.58841e-25, 2.66628e-12, 2.58841e-25, 2.58841e-25, 2.58841e-25, 1.61105e-09, 2.58841e-25, 2.58841e-25, 2.90573e-08, 2.58841e-25, 1.4406e-09, 2.58841e-25, 1.78427e-07, 2.58841e-25, 2.58841e-25
0.4179, 0, 2.75604e-07, 4.05314e-11, 1.41421, -2.75604e-07, 4.05314e-11, 4.05374e-11, 4.75459e-11, 4.05668e-11, 4.6663e-11, 1.23579e-10, 3.44048e-10, 4.11643e-11, 6.34243e-11, 5.60039e-11, 6.6395e-11, 2.11596e-10, 2.11994e-09, 4.34605e-11, 4.06572e-11, 4.23299e-08, 4.08341e-11, 2.06955e-09, 4.0532e-11, 2.28542e-07, 4.05314e-11, 6.5153e-11
0.425752, 0, 3.60462e-07, 1.20694e-10, 1.41421, -3.60462e-07, 1.20694e-10, 1.20712e-10, 1.41505e-10, 1.20799e-10, 1.38886e-10, 3.67088e-10, 1.0212e-09, 1.22572e-10, 1.83135e-10, 1.66599e-10, 1.97428e-10, 6.28224e-10, 2.79582e-09, 1.29384e-10, 1.21067e-10, 6.14715e-08, 1.26259e-10, 2.96927e-09, 1.20696e-10, 2.9162e-07, 1.20694e-10, 1.93744e-10
0.433605, 0, 4.71335e-07, 2.77096e-10, 1.41421, -4.71335e-07, 2.77096e-10, 2.77136e-10, 3.24635e-10, 2.77336e-10, 3.18651e-10, 8.39928e-10, 2.33409e-09, 2.81385e-10, 4.15723e-10, 3.81956e-10, 4.52379e-10, 1.43644e-09, 3.7075e-09, 2.96947e-10, 2.77948e-10, 8.89702e-08, 2.94347e-10, 4.26258e-09, 2.771e-10, 3.7073e-07, 2.77096e-10, 4.43961e-10
0.441457, 0, 6.16674e-07, 5.77265e-10, 1.41421, -6.16674e-07, 5.77265e-10, 5.77348e-10, 6.75834e-10, 5.77762e-10, 6.63427e-10, 1.74426e-09, 4.84232e-09, 5.86158e-10, 8.60576e-10, 7.94686e-10, 9.40702e-10, 2.98108e-09, 4.96216e-09, 6.18424e-10, 5.79032e-10, 1.28323e-07, 6.18924e-10, 6.13318e-09, 5.77273e-10, 4.69662e-07, 5.77265e-10, 9.2325e-10
0.44931, 0, 8.07967e-07, 1.14426e-09, 1.41421, -8.07967e-07, 1.14426e-09, 1.14443e-09, 1.33889e-09, 1.14524e-09, 1.31439e-09, 3.4485e-09, 9.56563e-09, 1.16182e-09, 1.69809e-09, 1.57356e-09, 1.86187e-09, 5.89061e-09, 6.73159e-09, 1.22553e-09, 1.14775e-09, 1.84423e-07, 1.23455e-09, 8.86049e-09, 1.14428e-09, 5.9297e-07, 1.14426e-09, 1.82741e-09
0.457162, 0, 1.06122e-06, 2.19912e-09, 1.41421, -1.06122e-06, 2.19912e-09, 2.19944e-09, 2.57203e-09, 2.201e-09, 2.5251e-09, 6.61417e-09, 1.83349e-08, 2.23277e-09, 3.25253e-09, 3.02168e-09, 3.5741e-09, 1.12934e-08, 9.29643e-09, 2.35484e-09, 2.20581e-09, 2.64084e-07, 2.38337e-09, 1.2881e-08, 2.19915e-09, 7.46267e-07, 2.19912e-09, 3.50807e-09
