   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_491.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.00351167, 0, 3.97701e-23, 0, 1.41421, -3.97701e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05062e-27, 0, 7.60703e-24, 0, 3.2162e-23, 0, 0
0.0113721, 0, 1.00148e-22, 0, 1.41421, -1.00148e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67455e-27, 0, 1.94882e-23, 0, 8.06569e-23, 0, 0
0.0192326, 0, 2.46993e-22, 0, 1.41421, -2.46993e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66918e-27, 0, 4.88471e-23, 0, 1.98139e-22, 0, 0
0.0270931, 0, 5.97558e-22, 0, 1.41421, -5.97558e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63158e-26, 0, 1.20006e-22, 0, 4.77535e-22, 0, 0
0.0349536, 0, 1.42007e-21, 0, 1.41421, -1.42007e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92136e-26, 0, 2.89409e-22, 0, 1.13062e-21, 0, 0
0.0428141, 0, 3.31871e-21, 0, 1.41421, -3.31871e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.26944e-26, 0, 6.85982e-22, 0, 2.63264e-21, 0, 0
0.0506745, 0, 7.63449e-21, 0, 1.41421, -7.63449e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15715e-25, 0, 1.59982e-21, 0, 6.03446e-21, 0, 0
0.058535, 0, 1.73025e-20, 0, 1.41421, -1.73025e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94631e-25, 0, 3.67442e-21, 0, 1.36276e-20, 0, 0
0.0663955, 0, 3.8661e-20, 0, 1.41421, -3.8661e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11835e-24, 0, 8.31799e-21, 0, 3.03419e-20, 0, 0
0.074256, 0, 8.52225e-20, 0, 1.41421, -8.52225e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49485e-24, 0, 1.85723e-20, 0, 6.66477e-20, 0, 0
0.0821165, 0, 1.85438e-19, 0, 1.41421, -1.85438e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49455e-24, 0, 4.09263e-20, 0, 1.44506e-19, 0, 0
