   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_91.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00292792, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00493571, 0, 4.21605e-19, 0, 1.41421, -4.21605e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24289e-21, 0, 0, 6.26349e-24, 5.2321e-23, 0, 4.19303e-19, 0, 0
0.0127993, 0, 8.28687e-19, 0, 1.41421, -8.28687e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40852e-21, 0, 0, 1.24788e-23, 1.04805e-22, 0, 8.24161e-19, 0, 0
0.020663, 0, 1.61361e-18, 0, 1.41421, -1.61361e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58421e-21, 0, 0, 2.46342e-23, 2.07982e-22, 0, 1.6048e-18, 0, 0
0.0285266, 0, 3.11352e-18, 0, 1.41421, -3.11352e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65635e-20, 0, 0, 4.81982e-23, 4.09025e-22, 0, 3.0965e-18, 0, 0
0.0363903, 0, 5.95459e-18, 0, 1.41421, -5.95459e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16775e-20, 0, 0, 9.34892e-23, 7.97407e-22, 0, 5.92202e-18, 0, 0
0.0442539, 0, 1.12901e-17, 0, 1.41421, -1.12901e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.00615e-20, 0, 0, 1.79817e-22, 1.54146e-21, 0, 1.12283e-17, 0, 0
0.0521175, 0, 2.12267e-17, 0, 1.41421, -2.12267e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12922e-19, 0, 0, 3.43029e-22, 2.95542e-21, 0, 2.11105e-17, 0, 0
0.0599812, 0, 3.95804e-17, 0, 1.41421, -3.95804e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10559e-19, 0, 0, 6.49149e-22, 5.62128e-21, 0, 3.93635e-17, 0, 0
0.0678448, 0, 7.32093e-17, 0, 1.41421, -7.32093e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89457e-19, 0, 0, 1.21885e-21, 1.06089e-20, 0, 7.2808e-17, 0, 0
0.0757084, 0, 1.34341e-16, 0, 1.41421, -1.34341e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.14663e-19, 0, 0, 2.27101e-21, 1.98709e-20, 0, 1.33604e-16, 0, 0
0.0835721, 0, 2.44607e-16, 0, 1.41421, -2.44607e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30125e-18, 0, 0, 4.19966e-21, 3.69443e-20, 0, 2.43265e-16, 0, 0
0.0914357, 0, 4.41979e-16, 0, 1.41421, -4.41979e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35121e-18, 0, 0, 7.70896e-21, 6.81924e-20, 0, 4.39552e-16, 0, 0
0.0992993, 0, 7.9261e-16, 0, 1.41421, -7.9261e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21645e-18, 0, 0, 1.40482e-20, 1.24984e-19, 0, 7.88255e-16, 0, 0
0.107163, 0, 1.41088e-15, 0, 1.41421, -1.41088e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.50543e-18, 0, 0, 2.54181e-20, 2.2749e-19, 0, 1.40312e-15, 0, 0
0.115027, 0, 2.49308e-15, 0, 1.41421, -2.49308e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32623e-17, 0, 0, 4.56673e-20, 4.11269e-19, 0, 2.47936e-15, 0, 0
0.12289, 0, 4.3736e-15, 0, 1.41421, -4.3736e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32659e-17, 0, 0, 8.14811e-20, 7.38585e-19, 0, 4.34951e-15, 0, 0
0.130754, 0, 7.61791e-15, 0, 1.41421, -7.61791e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05243e-17, 0, 0, 1.4439e-19, 1.31777e-18, 0, 7.57593e-15, 0, 0
0.138618, 0, 1.31753e-14, 0, 1.41421, -1.31753e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00869e-17, 0, 0, 2.54148e-19, 2.33612e-18, 0, 1.31026e-14, 0, 0
0.146481, 0, 2.26278e-14, 0, 1.41421, -2.26278e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2037e-16, 0, 0, 4.44375e-19, 4.11544e-18, 0, 2.25029e-14, 0, 0
0.154345, 0, 3.85935e-14, 0, 1.41421, -3.85935e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.053e-16, 0, 0, 7.71914e-19, 7.20524e-18, 0, 3.83803e-14, 0, 0
0.162208, 0, 6.53734e-14, 0, 1.41421, -6.53734e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47756e-16, 0, 0, 1.33223e-18, 1.25382e-17, 0, 6.50117e-14, 0, 0
0.170072, 0, 1.10216e-13, 0, 1.41421, -1.10216e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.86297e-16, 0, 0, 2.29299e-18, 2.17885e-17, 0, 1.09605e-13, 0, 0
0.177936, 0, 1.84125e-13, 0, 1.41421, -1.84125e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.79467e-16, 0, 0, 3.90629e-18, 3.74514e-17, 0, 1.83104e-13, 0, 0
0.185799, 0, 3.05551e-13, 0, 1.41421, -3.05551e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62541e-15, 0, 0, 6.61385e-18, 6.40033e-17, 0, 3.03855e-13, 0, 0
0.193663, 0, 5.03698e-13, 0, 1.41421, -5.03698e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6795e-15, 0, 0, 1.11304e-17, 1.08766e-16, 0, 5.00898e-13, 0, 0
0.201527, 0, 8.24877e-13, 0, 1.41421, -8.24877e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.38816e-15, 0, 0, 1.86199e-17, 1.83809e-16, 0, 8.20287e-13, 0, 0
0.20939, 0, 1.34202e-12, 0, 1.41421, -1.34202e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13943e-15, 0, 0, 3.09671e-17, 3.08931e-16, 0, 1.33454e-12, 0, 0
0.217254, 0, 2.16917e-12, 0, 1.41421, -2.16917e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15402e-14, 0, 0, 5.1207e-17, 5.16439e-16, 0, 2.15706e-12, 0, 0
0.225117, 0, 3.48342e-12, 0, 1.41421, -3.48342e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85331e-14, 0, 0, 8.42031e-17, 8.58783e-16, 0, 3.46394e-12, 0, 0
0.232981, 0, 5.55788e-12, 0, 1.41421, -5.55788e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95719e-14, 0, 0, 1.37708e-16, 1.42069e-15, 0, 5.52675e-12, 0, 0
