   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_103.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0056059, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00226986, 0, 2.95162e-19, 0, 1.41421, -2.95162e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00012e-21, 0, 0, 4.14332e-24, 8.16714e-23, 0, 2.93076e-19, 0, 0
0.0101456, 0, 5.78015e-19, 0, 1.41421, -5.78015e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91682e-21, 0, 0, 8.25657e-24, 1.6257e-22, 0, 5.73927e-19, 0, 0
0.0180214, 0, 1.12158e-18, 0, 1.41421, -1.12158e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.60014e-21, 0, 0, 1.63034e-23, 3.2069e-22, 0, 1.11364e-18, 0, 0
0.0258972, 0, 2.15695e-18, 0, 1.41421, -2.15695e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46161e-20, 0, 0, 3.1908e-23, 6.27091e-22, 0, 2.14168e-18, 0, 0
0.0337729, 0, 4.11221e-18, 0, 1.41421, -4.11221e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78652e-20, 0, 0, 6.19116e-23, 1.2159e-21, 0, 4.08307e-18, 0, 0
0.0416487, 0, 7.77367e-18, 0, 1.41421, -7.77367e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26758e-20, 0, 0, 1.19123e-22, 2.33827e-21, 0, 7.71854e-18, 0, 0
0.0495245, 0, 1.4574e-17, 0, 1.41421, -1.4574e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.87554e-20, 0, 0, 2.27332e-22, 4.4609e-21, 0, 1.44705e-17, 0, 0
0.0574002, 0, 2.71026e-17, 0, 1.41421, -2.71026e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8365e-19, 0, 0, 4.30377e-22, 8.44459e-21, 0, 2.691e-17, 0, 0
0.065276, 0, 5.00025e-17, 0, 1.41421, -5.00025e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3882e-19, 0, 0, 8.08423e-22, 1.58652e-20, 0, 4.9647e-17, 0, 0
0.0731518, 0, 9.15352e-17, 0, 1.41421, -9.15352e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.20245e-19, 0, 0, 1.50695e-21, 2.95871e-20, 0, 9.08839e-17, 0, 0
0.0810275, 0, 1.66288e-16, 0, 1.41421, -1.66288e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12677e-18, 0, 0, 2.78803e-21, 5.47809e-20, 0, 1.65104e-16, 0, 0
0.0889033, 0, 2.99822e-16, 0, 1.41421, -2.99822e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03158e-18, 0, 0, 5.12023e-21, 1.00714e-19, 0, 2.97685e-16, 0, 0
0.096779, 0, 5.36598e-16, 0, 1.41421, -5.36598e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63592e-18, 0, 0, 9.33546e-21, 1.83888e-19, 0, 5.32769e-16, 0, 0
0.104655, 0, 9.53371e-16, 0, 1.41421, -9.53371e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45987e-18, 0, 0, 1.68999e-20, 3.33487e-19, 0, 9.46561e-16, 0, 0
0.112531, 0, 1.68169e-15, 0, 1.41421, -1.68169e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13948e-17, 0, 0, 3.038e-20, 6.00794e-19, 0, 1.66967e-15, 0, 0
0.120406, 0, 2.94539e-15, 0, 1.41421, -2.94539e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99571e-17, 0, 0, 5.42358e-20, 1.07534e-18, 0, 2.92431e-15, 0, 0
0.128282, 0, 5.12257e-15, 0, 1.41421, -5.12257e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47087e-17, 0, 0, 9.61664e-20, 1.91246e-18, 0, 5.08586e-15, 0, 0
0.136158, 0, 8.84738e-15, 0, 1.41421, -8.84738e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9946e-17, 0, 0, 1.6937e-19, 3.37996e-18, 0, 8.78388e-15, 0, 0
0.144034, 0, 1.51759e-14, 0, 1.41421, -1.51759e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02824e-16, 0, 0, 2.96334e-19, 5.93675e-18, 0, 1.50668e-14, 0, 0
