   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_99.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
15.3002, 0.997769, 0.863482, 0.863481, 1.73141, 0.134287, 0.863481, 0, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863481, 0.863482, 0.863481, 0.863481, 0.863481
15.3081, 1.99746, 0.85666, 0.856658, 1.99936, 1.1408, 0.856658, 0, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.856658, 0.85666, 0.856658, 0.856658, 0.856658
15.316, 1.98668, 0.849864, 0.849863, 1.99667, 1.13681, 0.849863, 0, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849863, 0.849864, 0.849863, 0.849863, 0.849863
15.3238, 1.51636, 0.848148, 0.848147, 1.8752, 0.668209, 0.848147, 0, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848147, 0.848148, 0.848147, 0.848147, 0.848147
15.3317, 0, 0.844211, 0.84421, 1.41421, -0.844211, 0.84421, 0, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.84421, 0.844211, 0.84421, 0.84421, 0.84421
15.3396, 1.48736, 0.838339, 0.838338, 1.86745, 0.649021, 0.838338, 0, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838338, 0.838339, 0.838338, 0.838338, 0.838338
15.3474, 2.51264, 0.83152, 0.831518, 2.1243, 1.68112, 0.831518, 0, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.831518, 0.83152, 0.831518, 0.831518, 0.831518
15.3553, 0.482528, 0.824728, 0.824726, 1.5756, -0.3422, 0.824726, 0, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824726, 0.824728, 0.824726, 0.824726, 0.824726
15.3632, 0.517472, 0.823122, 0.823121, 1.58665, -0.30565, 0.823121, 0, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823121, 0.823122, 0.823121, 0.823121, 0.823121
15.371, 1.47776, 0.819254, 0.819253, 1.86488, 0.658506, 0.819253, 0, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819253, 0.819254, 0.819253, 0.819253, 0.819253
15.3789, 0.997457, 0.813404, 0.813402, 1.73132, 0.184053, 0.813402, 0, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813402, 0.813404, 0.813402, 0.813402, 0.813402
15.3868, 0.524783, 0.806583, 0.806581, 1.58896, -0.281799, 0.806581, 0, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806581, 0.806583, 0.806581, 0.806581, 0.806581
15.3947, 1, 0.79979, 0.799789, 1.73205, 0.20021, 0.799789, 0, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.799789, 0.79979, 0.799789, 0.799789, 0.799789
15.4025, 1, 0.798319, 0.798317, 1.73205, 0.201681, 0.798317, 0, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798317, 0.798319, 0.798317, 0.798317, 0.798317
15.4104, 2, 0.794551, 0.794549, 2, 1.20545, 0.794549, 0, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794549, 0.794551, 0.794549, 0.794549, 0.794549
15.4183, 1, 0.788762, 0.78876, 1.73205, 0.211238, 0.78876, 0, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.78876, 0.788762, 0.78876, 0.78876, 0.78876
15.4261, 1.84287, 0.781984, 0.781982, 1.96033, 1.06089, 0.781982, 0, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781982, 0.781984, 0.781982, 0.781982, 0.781982
15.434, 3.15713, 0.775235, 0.775234, 2.27093, 2.38189, 0.775234, 0, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775234, 0.775235, 0.775234, 0.775234, 0.775234
15.4419, 2.91202, 0.773951, 0.773949, 2.21631, 2.13807, 0.773949, 0, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773949, 0.773951, 0.773949, 0.773949, 0.773949
15.4497, 2.08798, 0.770304, 0.770302, 2.02188, 1.31768, 0.770302, 0, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770302, 0.770304, 0.770302, 0.770302, 0.770302
15.4576, 2.4513, 0.764563, 0.764562, 2.10981, 1.68674, 0.764562, 0, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764562, 0.764563, 0.764562, 0.764562, 0.764562
15.4655, 0.548699, 0.757798, 0.757797, 1.59646, -0.2091, 0.757797, 0, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757798, 0.757797, 0.757797, 0.757797
15.4733, 0, 0.751064, 0.751062, 1.41421, -0.751064, 0.751062, 0, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751062, 0.751063, 0.751062, 0.751062, 0.751062
15.4812, 0, 0.750335, 0.750333, 1.41421, -0.750335, 0.750333, 0, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750333, 0.750335, 0.750333, 0.750334, 0.750333
15.4891, 0, 0.746935, 0.746933, 1.41421, -0.746935, 0.746933, 0, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746933, 0.746934, 0.746933, 0.746933, 0.746933
15.4969, 1, 0.741149, 0.741147, 1.73205, 0.258851, 0.741147, 0, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741147, 0.741149, 0.741147, 0.741147, 0.741147
15.5048, 1, 0.734195, 0.734194, 1.73205, 0.265805, 0.734194, 0, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734194, 0.734195, 0.734194, 0.734194, 0.734194
15.5127, 0.868649, 0.727275, 0.727273, 1.69371, 0.141374, 0.727273, 0, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727274, 0.727273, 0.727273, 0.727273
15.5205, 2.13135, 0.729545, 0.729543, 2.03257, 1.40181, 0.729543, 0, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729543, 0.729544, 0.729543, 0.729544, 0.729543
15.5284, 0.429563, 0.729134, 0.729132, 1.55871, -0.299572, 0.729132, 0, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729132, 0.729133, 0.729132, 0.729133, 0.729132
15.5363, 0.570437, 0.726254, 0.726251, 1.60326, -0.155817, 0.726251, 0, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726251, 0.726253, 0.726251, 0.726253, 0.726251
15.5442, 2, 0.722149, 0.722146, 2, 1.27785, 0.722146, 0, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722146, 0.722147, 0.722146, 0.722147, 0.722146
15.552, 0, 0.718056, 0.718052, 1.41421, -0.718056, 0.718052, 0, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718052, 0.718053, 0.718052, 0.718054, 0.718052
15.5599, 1, 0.71942, 0.719415, 1.73205, 0.28058, 0.719415, 0, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719415, 0.719417, 0.719415, 0.719418, 0.719415
15.5678, 1, 0.718677, 0.718672, 1.73205, 0.281323, 0.718672, 0, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718672, 0.718674, 0.718672, 0.718676, 0.718672
15.5756, 1, 0.716041, 0.716035, 1.73205, 0.283959, 0.716035, 0, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716035, 0.716036, 0.716035, 0.71604, 0.716035
15.5835, 0.825279, 0.712465, 0.712458, 1.68086, 0.112813, 0.712458, 0, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712458, 0.712459, 0.712458, 0.712464, 0.712458
15.5914, 2.17472, 0.708899, 0.70889, 2.04321, 1.46582, 0.70889, 0, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.70889, 0.708891, 0.70889, 0.708898, 0.70889
15.5992, 0.407807, 0.709897, 0.709886, 1.55171, -0.302091, 0.709886, 0, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709886, 0.709887, 0.709886, 0.709896, 0.709886
15.6071, 0.592193, 0.709017, 0.709003, 1.61003, -0.116823, 0.709003, 0, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709003, 0.709004, 0.709003, 0.709015, 0.709003
15.615, 2.40297, 0.706466, 0.706449, 2.09833, 1.69651, 0.706449, 0, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706449, 0.706451, 0.706449, 0.706465, 0.706449
15.6228, 1.59703, 0.703088, 0.703067, 1.89658, 0.893938, 0.703067, 0, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703067, 0.703069, 0.703067, 0.703087, 0.703067
15.6307, 0, 0.699719, 0.699694, 1.41421, -0.699719, 0.699694, 0, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699694, 0.699695, 0.699694, 0.699717, 0.699694
15.6386, 1, 0.700466, 0.700435, 1.73205, 0.299534, 0.700435, 0, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700435, 0.700437, 0.700435, 0.700464, 0.700435
15.6464, 0, 0.699504, 0.699468, 1.41421, -0.699504, 0.699468, 0, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.699468, 0.69947, 0.699468, 0.699503, 0.699468
15.6543, 0.78166, 0.697037, 0.696994, 1.66783, 0.0846233, 0.696994, 0, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696994, 0.696995, 0.696994, 0.697036, 0.696994
15.6622, 2.21834, 0.693824, 0.693772, 2.05386, 1.52452, 0.693772, 0, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693772, 0.693774, 0.693772, 0.693823, 0.693772
15.67, 2.38612, 0.69062, 0.690558, 2.09431, 1.6955, 0.690558, 0, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.690558, 0.69056, 0.690558, 0.690618, 0.690558
15.6779, 0.997522, 0.691111, 0.691039, 1.73134, 0.30641, 0.691039, 0, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.691039, 0.69104, 0.691039, 0.69111, 0.691039
15.6858, 2.37918, 0.690056, 0.689971, 2.09265, 1.68913, 0.689971, 0, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689971, 0.689972, 0.689971, 0.690055, 0.689971
15.6937, 2.23717, 0.687648, 0.687547, 2.05844, 1.54953, 0.687547, 0, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687547, 0.687549, 0.687547, 0.687646, 0.687547
15.7015, 0.376332, 0.684569, 0.684452, 1.54154, -0.308236, 0.684452, 0, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684452, 0.684453, 0.684452, 0.684567, 0.684452
15.7094, 3.62367, 0.681499, 0.681363, 2.37143, 2.94217, 0.681363, 0, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681363, 0.681365, 0.681363, 0.681497, 0.681363
15.7173, 2, 0.681743, 0.681586, 2, 1.31826, 0.681586, 0, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681586, 0.681588, 0.681586, 0.681741, 0.681586
15.7251, 1.36914, 0.680624, 0.680444, 1.83552, 0.688521, 0.680444, 0, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680444, 0.680446, 0.680444, 0.680623, 0.680444
15.733, 2.63086, 0.678307, 0.678101, 2.15194, 1.95255, 0.678101, 0, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678101, 0.678103, 0.678101, 0.678305, 0.678101
15.7409, 2.36439, 0.675396, 0.675162, 2.08911, 1.689, 0.675162, 0, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675162, 0.675164, 0.675162, 0.675395, 0.675162
15.7487, 1.72111, 0.672494, 0.67223, 1.92902, 1.04862, 0.67223, 0, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.67223, 0.672231, 0.67223, 0.672493, 0.67223
15.7566, 2.2741, 0.672422, 0.672123, 2.06739, 1.60168, 0.672123, 0, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672123, 0.672125, 0.672123, 0.67242, 0.672123
15.7645, 1.6404, 0.671201, 0.670866, 1.90798, 0.969196, 0.670866, 0, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670866, 0.670868, 0.670866, 0.671199, 0.670866
15.7723, 0.354647, 0.668962, 0.668588, 1.53449, -0.314315, 0.668588, 0, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.668588, 0.66859, 0.668588, 0.668961, 0.668588
15.7802, 2.99777, 0.66622, 0.665804, 2.23557, 2.33155, 0.665804, 0, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665804, 0.665806, 0.665804, 0.666218, 0.665804
15.7881, 1.64758, 0.663486, 0.663026, 1.90986, 0.984098, 0.663026, 0, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663026, 0.663028, 0.663026, 0.663485, 0.663026
15.7959, 1.34746, 0.663018, 0.662512, 1.82961, 0.684441, 0.662512, 0, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662512, 0.662513, 0.662512, 0.663017, 0.662512
15.8038, 0.997727, 0.66168, 0.661124, 1.73139, 0.336047, 0.661124, 0, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661124, 0.661126, 0.661124, 0.661679, 0.661124
15.8117, 0.654814, 0.659572, 0.658965, 1.62936, -0.00475866, 0.658965, 0, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658965, 0.658966, 0.658965, 0.659571, 0.658965
15.8195, 3, 0.657084, 0.656423, 2.23607, 2.34292, 0.656423, 0, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656423, 0.656425, 0.656423, 0.657082, 0.656423
15.8274, 0.337918, 0.654602, 0.653886, 1.52903, -0.316684, 0.653886, 0, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653886, 0.653888, 0.653886, 0.654601, 0.653886
15.8353, 0.662082, 0.652609, 0.651836, 1.63159, 0.00947249, 0.651836, 0, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651836, 0.651838, 0.651836, 0.652608, 0.651836
15.8432, 1.66617, 0.650426, 0.649595, 1.91472, 1.01574, 0.649595, 0, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649595, 0.649596, 0.649595, 0.650425, 0.649595
15.851, 1.99521, 0.648248, 0.647357, 1.9988, 1.34696, 0.647357, 0, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647357, 0.647359, 0.647357, 0.648247, 0.647357
15.8589, 1.99488, 0.646061, 0.64511, 1.99872, 1.34882, 0.64511, 0, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.64511, 0.645112, 0.64511, 0.646059, 0.64511
15.8668, 2.66952, 0.643542, 0.642531, 2.16091, 2.02597, 0.642531, 0, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642531, 0.642533, 0.642531, 0.643541, 0.642531
15.8746, 0.997646, 0.64074, 0.639668, 1.73137, 0.356906, 0.639668, 0, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639668, 0.639669, 0.639668, 0.640738, 0.639668
15.8825, 1.99752, 0.637799, 0.636667, 1.99938, 1.35972, 0.636667, 0, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636667, 0.636668, 0.636667, 0.637798, 0.636667
15.8904, 1.99765, 0.634732, 0.633539, 1.99941, 1.36291, 0.633539, 0, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.633539, 0.63354, 0.633539, 0.63473, 0.633539
15.8982, 2.31388, 0.631309, 0.630056, 2.07699, 1.68257, 0.630056, 0, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630056, 0.630058, 0.630056, 0.631307, 0.630056
15.9061, 2.36753, 0.627714, 0.626402, 2.08986, 1.73982, 0.626402, 0, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626402, 0.626404, 0.626402, 0.627712, 0.626402
15.914, 2.62272, 0.624129, 0.622759, 2.15005, 1.99859, 0.622759, 0, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622759, 0.622761, 0.622759, 0.624127, 0.622759
15.9218, 1.6862, 0.621707, 0.620281, 1.91995, 1.06449, 0.620281, 0, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620281, 0.620283, 0.620281, 0.621705, 0.620281
15.9297, 0.997522, 0.61854, 0.617059, 1.73134, 0.378981, 0.617059, 0, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617059, 0.617061, 0.617059, 0.618539, 0.617059
15.9376, 0.997769, 0.614689, 0.613155, 1.73141, 0.38308, 0.613155, 0, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613155, 0.613157, 0.613155, 0.614688, 0.613155
15.9454, 1.69579, 0.610505, 0.608919, 1.92244, 1.08528, 0.608919, 0, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.608919, 0.60892, 0.608919, 0.610504, 0.608919
15.9533, 0.299257, 0.606334, 0.604697, 1.51633, -0.307077, 0.604697, 0, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604697, 0.604699, 0.604697, 0.606332, 0.604697
15.9612, 0.700743, 0.604337, 0.602652, 1.64339, 0.0964069, 0.602652, 0, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602652, 0.602653, 0.602652, 0.604335, 0.602652
15.969, 1.29442, 0.601316, 0.599585, 1.81505, 0.693107, 0.599585, 0, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599585, 0.599586, 0.599585, 0.601315, 0.599585
15.9769, 0.705576, 0.597414, 0.595638, 1.64486, 0.108162, 0.595638, 0, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595638, 0.595639, 0.595638, 0.597413, 0.595638
15.9848, 0, 0.593081, 0.591261, 1.41421, -0.593081, 0.591261, 0, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591261, 0.591263, 0.591261, 0.59308, 0.591261
15.9926, 2.28724, 0.588763, 0.586901, 2.07056, 1.69847, 0.586901, 0, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586901, 0.586903, 0.586901, 0.588761, 0.586901
16.0005, 1.99752, 0.586978, 0.585076, 1.99938, 1.41054, 0.585076, 0, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585076, 0.585078, 0.585076, 0.586977, 0.585076
16.0084, 0.997769, 0.584046, 0.582106, 1.73141, 0.413723, 0.582106, 0, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582106, 0.582107, 0.582106, 0.584045, 0.582106
