   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_392.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.3505, 16.5348, 10.4733, 3.88035, 4.3052, 6.06149, 5.50571e-23, 3.88035, 3.88124, 3.88036, 3.8812, 3.89087, 4.00395, 3.92314, 9.71725, 3.8829, 3.88035, 3.88035, 3.88035, 3.88035, 3.88035, 3.88035, 3.88035, 4.42396, 3.88035, 3.88035, 3.91155
2.35835, 8.46039, 10.1264, 3.958, 3.23425, -1.66596, 1.90925e-24, 3.95801, 3.95889, 3.95802, 3.95885, 3.96852, 4.0816, 4.00291, 9.34205, 3.9597, 3.958, 3.958, 3.958, 3.958, 3.958, 3.958, 3.958, 4.52725, 3.958, 3.958, 3.99058
2.36619, 6.53961, 9.74502, 4.03617, 2.92226, -3.20542, 3.21756e-26, 4.03617, 4.03706, 4.03619, 4.03702, 4.04669, 4.15977, 4.08376, 8.93711, 4.03729, 4.03617, 4.03617, 4.03617, 4.03617, 4.03617, 4.03617, 4.03617, 4.62553, 4.03617, 4.03617, 4.07014
2.37404, 9, 9.34694, 4.11483, 3.31662, -0.346943, 1.91337e-28, 4.11483, 4.11572, 4.11484, 4.11568, 4.12535, 4.23844, 4.16596, 8.52035, 4.11555, 4.11483, 4.11483, 4.11483, 4.11483, 4.11483, 4.11483, 4.11483, 4.71829, 4.11483, 4.11483, 4.15022
2.38189, 10, 8.94883, 4.19396, 3.4641, 1.05117, 0, 4.19396, 4.19484, 4.19397, 4.19481, 4.20447, 4.31757, 4.24995, 8.10829, 4.19442, 4.19396, 4.19396, 4.19396, 4.19396, 4.19396, 4.19396, 4.19396, 4.80531, 4.19396, 4.19396, 4.23079
2.38973, 8, 8.56572, 4.27353, 3.16228, -0.565718, 0, 4.27353, 4.27442, 4.27354, 4.27438, 4.28405, 4.39716, 4.33637, 7.71526, 4.27382, 4.27353, 4.27353, 4.27353, 4.27353, 4.27353, 4.27353, 4.27353, 4.88665, 4.27353, 4.27353, 4.31184
2.39758, 4, 8.2104, 4.35354, 2.44949, -4.2104, 0, 4.35354, 4.35442, 4.35355, 4.35439, 4.36405, 4.47718, 4.4261, 7.35279, 4.35371, 4.35354, 4.35354, 4.35354, 4.35354, 4.35354, 4.35354, 4.35354, 4.96267, 4.35354, 4.35354, 4.39334
2.40542, 8.44594, 7.89321, 4.43395, 3.23202, 0.552735, 0, 4.43395, 4.43484, 4.43396, 4.4348, 4.44447, 4.55763, 4.52042, 7.02929, 4.43406, 4.43395, 4.43395, 4.43395, 4.43395, 4.43395, 4.43395, 4.43395, 5.034, 4.43395, 4.43395, 4.47528
2.41327, 4.55406, 7.62195, 4.51475, 2.56009, -3.06789, 0, 4.51475, 4.51564, 4.51477, 4.5156, 4.52527, 4.63848, 4.62105, 6.74994, 4.51482, 4.51475, 4.51475, 4.51475, 4.51475, 4.51475, 4.51475, 4.51475, 5.10152, 4.51475, 4.51475, 4.55762
2.42112, 3.4411, 7.4022, 4.59593, 2.33262, -3.96111, 0, 4.59593, 4.59682, 4.59595, 4.59678, 4.60645, 4.71974, 4.73028, 6.51693, 4.59597, 4.59593, 4.59593, 4.59593, 4.59593, 4.59593, 4.59593, 4.59593, 5.1663, 4.59593, 4.59593, 4.64037
2.42896, 4.5589, 7.23778, 4.67748, 2.56104, -2.67887, 0, 4.67748, 4.67837, 4.6775, 4.67833, 4.688, 4.80141, 4.85111, 6.32979, 4.6775, 4.67748, 4.67748, 4.67748, 4.67748, 4.67748, 4.67748, 4.67748, 5.22959, 4.67748, 4.67748, 4.72351
2.43681, 9, 7.13129, 4.75938, 3.31662, 1.86871, 0, 4.75938, 4.76027, 4.7594, 4.76023, 4.7699, 4.88349, 4.98735, 6.18589, 4.75939, 4.75938, 4.75938, 4.75938, 4.75938, 4.75938, 4.75938, 4.75938, 5.29278, 4.75938, 4.75938, 4.80702
2.44466, 4.43385, 7.08484, 4.84163, 2.5365, -2.65099, 0, 4.84164, 4.84252, 4.84165, 4.84248, 4.85215, 4.96602, 5.1437, 6.08104, 4.84164, 4.84163, 4.84163, 4.84163, 4.84163, 4.84163, 4.84163, 4.84163, 5.35741, 4.84163, 4.84163, 4.8909
2.4525, 6.99763, 7.10068, 4.92423, 2.9996, -0.103051, 0, 4.92424, 4.92512, 4.92425, 4.92508, 4.93475, 5.04904, 5.32584, 6.01007, 4.92424, 4.92423, 4.92423, 4.92423, 4.92423, 4.92423, 4.92423, 4.92423, 5.42523, 4.92423, 4.92423, 4.97516
2.46035, 7.42664, 7.18185, 5.00717, 3.07028, 0.244793, 0, 5.00718, 5.00806, 5.00719, 5.00802, 5.01769, 5.13259, 5.54035, 5.96733, 5.00718, 5.00717, 5.00717, 5.00717, 5.00717, 5.00717, 5.00717, 5.00717, 5.49822, 5.00717, 5.00717, 5.05977
2.46819, 6.14188, 7.33269, 5.09046, 2.8534, -1.1908, 0, 5.09047, 5.09135, 5.09048, 5.09131, 5.10098, 5.21677, 5.79471, 5.94724, 5.09046, 5.09046, 5.09046, 5.09046, 5.09046, 5.09046, 5.09046, 5.09046, 5.57879, 5.09046, 5.09046, 5.14475
2.47604, 2, 7.55914, 5.17409, 2, -5.55914, 0, 5.17409, 5.17498, 5.17411, 5.17494, 5.18461, 5.30168, 6.09699, 5.94458, 5.17409, 5.17409, 5.17409, 5.17409, 5.17409, 5.17409, 5.17409, 5.17409, 5.66988, 5.17409, 5.17409, 5.2301
2.48389, 5, 7.86901, 5.25808, 2.64575, -2.86901, 0, 5.25808, 5.25896, 5.25809, 5.25893, 5.26859, 5.38748, 6.45561, 5.95482, 5.25808, 5.25808, 5.25808, 5.25808, 5.25808, 5.25808, 5.25808, 5.25808, 5.7753, 5.25808, 5.25808, 5.31582
2.49173, 7.41944, 8.27178, 5.34241, 3.06911, -0.852338, 0, 5.34241, 5.3433, 5.34242, 5.34326, 5.35293, 5.47437, 6.87873, 5.97425, 5.34241, 5.34241, 5.34241, 5.34241, 5.34241, 5.34241, 5.34241, 5.34241, 5.89988, 5.34241, 5.34241, 5.40191
2.49958, 2.99755, 8.77849, 5.4271, 2.23552, -5.78094, 0, 5.4271, 5.42799, 5.42711, 5.42795, 5.43762, 5.56261, 7.37374, 6, 5.4271, 5.4271, 5.4271, 5.4271, 5.4271, 5.4271, 5.4271, 5.4271, 6.04986, 5.4271, 5.4271, 5.48839
2.50743, 4.58301, 9.40112, 5.51214, 2.56574, -4.81812, 0, 5.51214, 5.51302, 5.51215, 5.51299, 5.52265, 5.65253, 7.94637, 6.03008, 5.51214, 5.51214, 5.51214, 5.51214, 5.51214, 5.51214, 5.51214, 5.51214, 6.23317, 5.51214, 5.51214, 5.57524
2.51527, 7.41221, 10.1522, 5.59753, 3.06793, -2.74002, 0, 5.59754, 5.59842, 5.59755, 5.59838, 5.60805, 5.7446, 8.60008, 6.06322, 5.59753, 5.59753, 5.59753, 5.59753, 5.59753, 5.59753, 5.59753, 5.59753, 6.45969, 5.59753, 5.59753, 5.66249
2.52312, 11.4073, 11.0438, 5.68327, 3.6616, 0.363474, 0, 5.68328, 5.68416, 5.68329, 5.68412, 5.69379, 5.83937, 9.33492, 6.09879, 5.68327, 5.68327, 5.68327, 5.68327, 5.68327, 5.68327, 5.68327, 5.68327, 6.74144, 5.68327, 5.68327, 5.75015
2.53096, 12.9952, 12.087, 5.76936, 3.87236, 0.908129, 0, 5.76937, 5.77025, 5.76938, 5.77021, 5.77988, 5.93758, 10.147, 6.13665, 5.76936, 5.76936, 5.76936, 5.76936, 5.76936, 5.76936, 5.76936, 5.76936, 7.09271, 5.76936, 5.76936, 5.83823
2.53881, 11.9952, 13.2906, 5.85578, 3.74102, -1.29539, 0, 5.85578, 5.85667, 5.85579, 5.85663, 5.8663, 6.04018, 11.0278, 6.17695, 5.85578, 5.85578, 5.85578, 5.85578, 5.85578, 5.85578, 5.85578, 5.85578, 7.52981, 5.85578, 5.85578, 5.92677
2.54666, 15.5926, 14.661, 5.94252, 4.19436, 0.931663, 0, 5.94252, 5.94341, 5.94254, 5.94337, 5.95304, 6.14837, 11.9636, 6.22005, 5.94252, 5.94252, 5.94252, 5.94252, 5.94252, 5.94252, 5.94252, 5.94252, 8.0709, 5.94252, 5.94252, 6.01585
2.5545, 9.39776, 16.2006, 6.02958, 3.37606, -6.8028, 0, 6.02958, 6.03046, 6.02959, 6.03043, 6.0401, 6.2637, 12.9358, 6.26636, 6.02958, 6.02958, 6.02958, 6.02958, 6.02958, 6.02958, 6.02958, 6.02958, 8.73512, 6.02958, 6.02958, 6.10557
2.56235, 14.3928, 17.9078, 6.11692, 4.04881, -3.515, 0, 6.11693, 6.11781, 6.11694, 6.11777, 6.12744, 6.38811, 13.9211, 6.31628, 6.11692, 6.11692, 6.11692, 6.11692, 6.11692, 6.11692, 6.11692, 6.11692, 9.54168, 6.11692, 6.11692, 6.19611
2.5702, 14.2022, 19.7767, 6.20455, 4.02519, -5.57452, 0, 6.20455, 6.20544, 6.20456, 6.2054, 6.21507, 6.52402, 14.8922, 6.37009, 6.20455, 6.20455, 6.20455, 6.20455, 6.20455, 6.20455, 6.20455, 6.20455, 10.5085, 6.20455, 6.20455, 6.28777
2.57804, 23.9976, 21.796, 6.29243, 5.09879, 2.20162, 0, 6.29244, 6.29332, 6.29245, 6.29328, 6.30295, 6.67446, 15.8193, 6.42797, 6.29243, 6.29243, 6.29243, 6.29243, 6.29243, 6.29243, 6.29243, 6.29243, 11.6507, 6.29243, 6.29243, 6.381
2.58589, 20.9975, 23.9497, 6.38056, 4.79558, -2.95211, 0, 6.38057, 6.38145, 6.38058, 6.38141, 6.39108, 6.84308, 16.6716, 6.48995, 6.38056, 6.38056, 6.38056, 6.38056, 6.38056, 6.38056, 6.38056, 6.38056, 12.9785, 6.38056, 6.38056, 6.4765
2.59373, 29.1618, 26.2163, 6.46892, 5.58228, 2.94549, 0, 6.46892, 6.4698, 6.46893, 6.46977, 6.47944, 7.03424, 17.4191, 6.55592, 6.46892, 6.46892, 6.46892, 6.46892, 6.46892, 6.46892, 6.46892, 6.46892, 14.4952, 6.46892, 6.46892, 6.57527
2.60158, 29.6047, 28.5701, 6.55748, 5.62181, 1.03466, 0, 6.55748, 6.55837, 6.55749, 6.55833, 6.568, 7.25306, 18.0346, 6.62567, 6.55748, 6.55748, 6.55748, 6.55748, 6.55748, 6.55748, 6.55748, 6.55748, 16.1956, 6.55748, 6.55748, 6.67883
2.60943, 33.7591, 30.9804, 6.64622, 5.97989, 2.77872, 0, 6.64623, 6.64711, 6.64624, 6.64707, 6.65674, 7.50534, 18.4955, 6.69888, 6.64622, 6.64622, 6.64622, 6.64622, 6.64622, 6.64622, 6.64622, 6.64622, 18.064, 6.64622, 6.64622, 6.78928
2.61727, 33.4647, 33.4132, 6.73514, 5.95523, 0.0515251, 0, 6.73514, 6.73603, 6.73516, 6.73599, 6.74566, 7.79751, 18.7855, 6.7752, 6.73514, 6.73514, 6.73514, 6.73514, 6.73514, 6.73514, 6.73514, 6.73514, 20.0737, 6.73514, 6.73514, 6.90956
2.62512, 38.2682, 35.8312, 6.8242, 6.34572, 2.43702, 0, 6.8242, 6.82509, 6.82421, 6.82505, 6.83472, 8.13632, 18.896, 6.85423, 6.8242, 6.8242, 6.8242, 6.8242, 6.8242, 6.8242, 6.8242, 6.8242, 22.1855, 6.8242, 6.8242, 7.04366
2.63297, 44.7269, 38.1957, 6.91339, 6.83571, 6.53125, 0, 6.91339, 6.91428, 6.91341, 6.91424, 6.92391, 8.52868, 18.8264, 6.93557, 6.91339, 6.91339, 6.91339, 6.91339, 6.91339, 6.91339, 6.91339, 6.91339, 24.3494, 6.91339, 6.91339, 7.1969
2.64081, 34.3712, 40.4675, 7.00269, 6.03086, -6.09633, 0, 7.00269, 7.00358, 7.00271, 7.00354, 7.01321, 8.98108, 18.5845, 7.01882, 7.00269, 7.00269, 7.00269, 7.00269, 7.00269, 7.00269, 7.00269, 7.00269, 26.5055, 7.00269, 7.00269, 7.3762
2.64866, 46.7071, 42.6091, 7.09208, 6.97904, 4.09793, 0, 7.09208, 7.09297, 7.09209, 7.09293, 7.1026, 9.49913, 18.1856, 7.10364, 7.09208, 7.09208, 7.09208, 7.09208, 7.09208, 7.09208, 7.09208, 7.09208, 28.5865, 7.09208, 7.09208, 7.59032
2.65651, 52.3897, 44.5861, 7.18153, 7.37494, 7.80363, 0, 7.18154, 7.18242, 7.18155, 7.18238, 7.19205, 10.0869, 17.6518, 7.18969, 7.18153, 7.18153, 7.18153, 7.18153, 7.18153, 7.18153, 7.18153, 7.18153, 30.5215, 7.18153, 7.18153, 7.85009
2.66435, 63.2552, 46.3692, 7.27103, 8.07807, 16.886, 0, 7.27103, 7.27191, 7.27104, 7.27188, 7.28154, 10.746, 17.0104, 7.2767, 7.27103, 7.27103, 7.27103, 7.27103, 7.27103, 7.27103, 7.27103, 7.27103, 32.2395, 7.27103, 7.27103, 8.1685
2.6722, 51.7206, 47.9369, 7.36053, 7.32943, 3.78366, 0, 7.36054, 7.36142, 7.36055, 7.36138, 7.37105, 11.4753, 16.2917, 7.36442, 7.36053, 7.36053, 7.36053, 7.36053, 7.36053, 7.36053, 7.36053, 7.36053, 33.6746, 7.36053, 7.36053, 8.5608
2.68004, 52.3497, 49.2762, 7.45002, 7.37223, 3.07356, 0, 7.45002, 7.45091, 7.45004, 7.45087, 7.46054, 12.2699, 15.5273, 7.45264, 7.45002, 7.45002, 7.45002, 7.45002, 7.45002, 7.45002, 7.45002, 7.45002, 34.77, 7.45002, 7.45002, 9.04413
2.68789, 54.6262, 50.3842, 7.53946, 7.52504, 4.24202, 0, 7.53947, 7.54035, 7.53948, 7.54031, 7.54998, 13.1209, 14.7483, 7.54121, 7.53946, 7.53946, 7.53946, 7.53946, 7.53946, 7.53946, 7.53946, 7.53946, 35.4821, 7.53946, 7.53946, 9.63716
2.69574, 80.9878, 51.2683, 7.62882, 9.10977, 29.7195, 0, 7.62882, 7.6297, 7.62883, 7.62967, 7.63934, 14.0149, 13.9834, 7.62996, 7.62882, 7.62882, 7.62882, 7.62882, 7.62882, 7.62882, 7.62882, 7.62882, 35.7839, 7.62882, 7.62882, 10.3592
2.70358, 64.2796, 51.9463, 7.71805, 8.14123, 12.3333, 0, 7.71805, 7.71893, 7.71806, 7.7189, 7.72856, 14.9341, 13.2573, 7.71878, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 35.6667, 7.71805, 7.71805, 11.2293
2.71143, 52.9927, 52.4443, 7.80711, 7.41571, 0.548405, 0, 7.80711, 7.808, 7.80712, 7.80796, 7.81763, 15.857, 12.5902, 7.80758, 7.80711, 7.80711, 7.80711, 7.80711, 7.80711, 7.80711, 7.80711, 7.80711, 35.1411, 7.80711, 7.80711, 12.2647
2.71928, 58.9928, 52.7952, 7.89596, 7.80979, 6.19754, 0, 7.89596, 7.89685, 7.89597, 7.89681, 7.90648, 16.7585, 11.9969, 7.89625, 7.89596, 7.89596, 7.89596, 7.89596, 7.89596, 7.89596, 7.89596, 7.89596, 34.2362, 7.89596, 7.89596, 13.4788
2.72712, 83.2986, 53.0353, 7.98455, 9.23572, 30.2634, 0, 7.98456, 7.98544, 7.98457, 7.9854, 7.99507, 17.6118, 11.4869, 7.98473, 7.98455, 7.98455, 7.98455, 7.98455, 7.98455, 7.98455, 7.98455, 7.98455, 32.9977, 7.98455, 7.98455, 14.88
2.73497, 67.7209, 53.2006, 8.07284, 8.3499, 14.5202, 0, 8.07285, 8.07373, 8.07286, 8.07369, 8.08336, 18.3893, 11.0643, 8.07295, 8.07284, 8.07284, 8.07284, 8.07284, 8.07284, 8.07284, 8.07284, 8.07284, 31.4841, 8.07284, 8.07284, 16.4691
2.74281, 75.9857, 53.3239, 8.16078, 8.83095, 22.6618, 0, 8.16078, 8.16167, 8.1608, 8.16163, 8.1713, 19.0643, 10.7287, 8.16085, 8.16078, 8.16078, 8.16078, 8.16078, 8.16078, 8.16078, 8.16078, 8.16078, 29.7633, 8.16078, 8.16078, 18.2376
2.75066, 64.3057, 53.4302, 8.24833, 8.14283, 10.8755, 0, 8.24833, 8.24922, 8.24835, 8.24918, 8.25885, 19.6129, 10.4755, 8.24837, 8.24833, 8.24833, 8.24833, 8.24833, 8.24833, 8.24833, 8.24833, 8.24833, 27.9078, 8.24833, 8.24833, 20.1667
2.75851, 79.9903, 53.5349, 8.33544, 9.05485, 26.4555, 0, 8.33545, 8.33633, 8.33546, 8.33629, 8.34596, 20.0152, 10.2975, 8.33547, 8.33544, 8.33544, 8.33544, 8.33544, 8.33544, 8.33544, 8.33544, 8.33544, 25.9907, 8.33544, 8.33544, 22.2256
2.76635, 52.3204, 53.641, 8.42207, 7.37024, -1.32058, 0, 8.42208, 8.42296, 8.42209, 8.42292, 8.43259, 20.2573, 10.1847, 8.42208, 8.42207, 8.42207, 8.42207, 8.42207, 8.42207, 8.42207, 8.42207, 8.42207, 24.0809, 8.42207, 8.42207, 24.372
2.7742, 68.3255, 53.7391, 8.50819, 8.38603, 14.5864, 0, 8.5082, 8.50908, 8.50821, 8.50905, 8.51871, 20.3317, 10.1263, 8.5082, 8.50819, 8.50819, 8.50819, 8.50819, 8.50819, 8.50819, 8.50819, 8.50819, 22.2404, 8.50819, 8.50819, 26.5529
2.78205, 61.3345, 53.8074, 8.59375, 7.9583, 7.52711, 0, 8.59375, 8.59464, 8.59377, 8.5946, 8.60427, 20.2383, 10.1107, 8.59375, 8.59375, 8.59375, 8.59375, 8.59375, 8.59375, 8.59375, 8.59375, 8.59375, 20.5216, 8.59375, 8.59375, 28.7058
2.78989, 59.3254, 53.8141, 8.6787, 7.83105, 5.51134, 0, 8.6787, 8.67959, 8.67871, 8.67955, 8.68922, 19.9842, 10.1267, 8.6787, 8.6787, 8.6787, 8.6787, 8.6787, 8.6787, 8.6787, 8.6787, 8.6787, 18.9651, 8.6787, 8.6787, 30.7619
2.79774, 44.9951, 53.72, 8.76298, 6.8553, -8.7249, 0, 8.76298, 8.76387, 8.76299, 8.76383, 8.7735, 19.5833, 10.1635, 8.76298, 8.76298, 8.76298, 8.76298, 8.76298, 8.76298, 8.76298, 8.76298, 8.76298, 17.6001, 8.76298, 8.76298, 32.6497
2.80558, 48.6723, 53.4829, 8.8465, 7.11845, -4.81062, 0, 8.8465, 8.84739, 8.84651, 8.84735, 8.85702, 19.055, 10.2119, 8.8465, 8.8465, 8.8465, 8.8465, 8.8465, 8.8465, 8.8465, 8.8465, 8.8465, 16.4439, 8.8465, 8.8465, 34.2992
2.81343, 53.2799, 53.0615, 8.92914, 7.43504, 0.218391, 0, 8.92914, 8.93002, 8.92915, 8.92999, 8.93966, 18.4236, 10.2639, 8.92914, 8.92914, 8.92914, 8.92914, 8.92914, 8.92914, 8.92914, 8.92914, 8.92914, 15.5032, 8.92914, 8.92914, 35.646
2.82128, 55.9879, 52.4198, 9.01072, 7.61498, 3.56802, 0, 9.01072, 9.01161, 9.01073, 9.01157, 9.02124, 17.7156, 10.3131, 9.01072, 9.01072, 9.01072, 9.01072, 9.01072, 9.01072, 9.01072, 9.01072, 9.01072, 14.775, 9.01072, 9.01072, 36.636
2.82912, 44.9881, 51.5312, 9.09101, 6.85478, -6.54316, 0, 9.09101, 9.0919, 9.09102, 9.09186, 9.10153, 16.9591, 10.3548, 9.09101, 9.09101, 9.09101, 9.09101, 9.09101, 9.09101, 9.09101, 9.09101, 9.09101, 14.2489, 9.09101, 9.09101, 37.2292
2.83697, 57.3612, 50.3809, 9.16967, 7.70462, 6.98028, 0, 9.16967, 9.17056, 9.16968, 9.17052, 9.18019, 16.1812, 10.3859, 9.16967, 9.16967, 9.16967, 9.16967, 9.16967, 9.16967, 9.16967, 9.16967, 9.16967, 13.9083, 9.16967, 9.16967, 37.4022
2.84482, 52.2365, 48.968, 9.24627, 7.36454, 3.26849, 0, 9.24627, 9.24716, 9.24628, 9.24712, 9.25679, 15.4071, 10.4047, 9.24627, 9.24627, 9.24627, 9.24627, 9.24627, 9.24627, 9.24627, 9.24627, 9.24627, 13.7324, 9.24627, 9.24627, 37.1503
2.85266, 43.3661, 47.3061, 9.32024, 6.73543, -3.94004, 0, 9.32024, 9.32113, 9.32026, 9.32109, 9.33076, 14.6586, 10.4107, 9.32024, 9.32024, 9.32024, 9.32024, 9.32024, 9.32024, 9.32024, 9.32024, 9.32024, 13.6977, 9.32024, 9.32024, 36.4875
2.86051, 42.0696, 45.422, 9.39089, 6.63849, -3.35238, 0, 9.39089, 9.39178, 9.3909, 9.39174, 9.40141, 13.9533, 10.4043, 9.39089, 9.39089, 9.39089, 9.39089, 9.39089, 9.39089, 9.39089, 9.39089, 9.39089, 13.7791, 9.39089, 9.39089, 35.4456
2.86835, 43.6027, 43.3541, 9.45734, 6.75298, 0.248665, 0, 9.45734, 9.45823, 9.45736, 9.45819, 9.46786, 13.3044, 10.3864, 9.45734, 9.45734, 9.45734, 9.45734, 9.45734, 9.45734, 9.45734, 9.45734, 9.45734, 13.9513, 9.45734, 9.45734, 34.0717
2.8762, 46.9903, 41.1492, 9.51861, 6.99931, 5.84113, 0, 9.51861, 9.5195, 9.51863, 9.51946, 9.52913, 12.72, 10.3584, 9.51861, 9.51861, 9.51861, 9.51861, 9.51861, 9.51861, 9.51861, 9.51861, 9.51861, 14.1895, 9.51861, 9.51861, 32.4248
2.88405, 35.6914, 38.8593, 9.57352, 6.13933, -3.16793, 0, 9.57352, 9.57441, 9.57354, 9.57437, 9.58404, 12.2041, 10.3218, 9.57352, 9.57352, 9.57352, 9.57352, 9.57352, 9.57352, 9.57352, 9.57352, 9.57352, 14.4699, 9.57352, 9.57352, 30.5717
2.89189, 35.9929, 36.5374, 9.62081, 6.16384, -0.544498, 0, 9.62081, 9.62169, 9.62082, 9.62166, 9.63133, 11.7566, 10.2778, 9.62081, 9.62081, 9.62081, 9.62081, 9.62081, 9.62081, 9.62081, 9.62081, 9.62081, 14.7708, 9.62081, 9.62081, 28.5823
2.89974, 26.2868, 34.2345, 9.65908, 5.31853, -7.94771, 0, 9.65908, 9.65997, 9.65909, 9.65993, 9.6696, 11.3741, 10.2275, 9.65908, 9.65908, 9.65908, 9.65908, 9.65908, 9.65908, 9.65908, 9.65908, 9.65908, 15.0722, 9.65908, 9.65908, 26.5257
2.90759, 22.9903, 31.9962, 9.68694, 4.99903, -9.00583, 0, 9.68694, 9.68782, 9.68695, 9.68779, 9.69746, 11.0506, 10.1713, 9.68694, 9.68694, 9.68694, 9.68694, 9.68694, 9.68694, 9.68694, 9.68694, 9.68694, 15.3567, 9.68694, 9.68694, 24.466
2.91543, 33.2796, 29.8607, 9.70299, 5.93966, 3.4189, 0, 9.70299, 9.70388, 9.703, 9.70384, 9.71351, 10.7786, 10.1097, 9.70299, 9.70299, 9.70299, 9.70299, 9.70299, 9.70299, 9.70299, 9.70299, 9.70299, 15.6094, 9.70299, 9.70299, 22.4596
2.92328, 23.5615, 27.8568, 9.70594, 5.05584, -4.29525, 0, 9.70594, 9.70683, 9.70596, 9.70679, 9.71646, 10.5496, 10.0423, 9.70594, 9.70594, 9.70594, 9.70594, 9.70594, 9.70594, 9.70594, 9.70594, 9.70594, 15.818, 9.70594, 9.70594, 20.5525
2.93112, 33.8457, 26.004, 9.69469, 5.98713, 7.84171, 0, 9.69469, 9.69558, 9.69471, 9.69554, 9.70521, 10.3547, 9.96872, 9.69469, 9.69469, 9.69469, 9.69469, 9.69469, 9.69469, 9.69469, 9.69469, 9.69469, 15.9728, 9.69469, 9.69469, 18.7795
2.93897, 21.9926, 24.312, 9.66839, 4.89823, -2.31943, 0, 9.6684, 9.66928, 9.66841, 9.66924, 9.67891, 10.1857, 9.88828, 9.66839, 9.66839, 9.66839, 9.66839, 9.66839, 9.66839, 9.66839, 9.66839, 9.66839, 16.0669, 9.66839, 9.66839, 17.1641
2.94682, 22.4336, 22.7825, 9.62656, 4.94304, -0.348852, 0, 9.62656, 9.62745, 9.62657, 9.62741, 9.63708, 10.035, 9.80037, 9.62656, 9.62656, 9.62656, 9.62656, 9.62656, 9.62656, 9.62656, 9.62656, 9.62656, 16.0957, 9.62656, 9.62656, 15.7189
2.95466, 13.9976, 21.4094, 9.56912, 3.9997, -7.41173, 0, 9.56913, 9.57001, 9.56914, 9.56997, 9.57964, 9.89604, 9.70444, 9.56912, 9.56912, 9.56912, 9.56912, 9.56912, 9.56912, 9.56912, 9.56912, 9.56912, 16.0571, 9.56912, 9.56912, 14.4469
2.96251, 18.2723, 20.1816, 9.49649, 4.50248, -1.90931, 0, 9.49649, 9.49738, 9.4965, 9.49734, 9.50701, 9.7638, 9.60026, 9.49649, 9.49649, 9.49649, 9.49649, 9.49649, 9.49649, 9.49649, 9.49649, 9.49649, 15.951, 9.49649, 9.49649, 13.3437
2.97036, 19.9952, 19.0843, 9.40955, 4.6899, 0.910847, 0, 9.40956, 9.41044, 9.40957, 9.4104, 9.42007, 9.6345, 9.48794, 9.40955, 9.40955, 9.40955, 9.40955, 9.40955, 9.40955, 9.40955, 9.40955, 9.40955, 15.7796, 9.40955, 9.40955, 12.3987
2.9782, 9.72528, 18.1011, 9.30972, 3.42422, -8.37577, 0, 9.30972, 9.31061, 9.30974, 9.31057, 9.32024, 9.50582, 9.36804, 9.30972, 9.30972, 9.30972, 9.30972, 9.30972, 9.30972, 9.30972, 9.30972, 9.30972, 15.5465, 9.30972, 9.30972, 11.5975
2.98605, 8.99757, 17.2149, 9.19883, 3.31626, -8.21729, 0, 9.19883, 9.19972, 9.19884, 9.19968, 9.20935, 9.37668, 9.24157, 9.19883, 9.19883, 9.19883, 9.19883, 9.19883, 9.19883, 9.19883, 9.19883, 9.19883, 15.257, 9.19883, 9.19883, 10.9238
2.99389, 14.2627, 16.41, 9.07911, 4.03271, -2.14723, 0, 9.07911, 9.08, 9.07912, 9.07996, 9.08963, 9.24714, 9.10996, 9.07911, 9.07911, 9.07911, 9.07911, 9.07911, 9.07911, 9.07911, 9.07911, 9.07911, 14.9176, 9.07911, 9.07911, 10.3603
3.00174, 8.99517, 15.6726, 8.95307, 3.3159, -6.67743, 0, 8.95308, 8.95396, 8.95309, 8.95392, 8.96359, 9.11824, 8.97501, 8.95307, 8.95307, 8.95307, 8.95307, 8.95307, 8.95307, 8.95307, 8.95307, 8.95307, 14.5357, 8.95307, 8.95307, 9.89055
3.00959, 12.7349, 14.9915, 8.82339, 3.83861, -2.25663, 0, 8.82339, 8.82428, 8.82341, 8.82424, 8.83391, 8.99169, 8.83875, 8.82339, 8.82339, 8.82339, 8.82339, 8.82339, 8.82339, 8.82339, 8.82339, 8.82339, 14.1199, 8.82339, 8.82339, 9.49913
3.01743, 10.5134, 14.3585, 8.69277, 3.53742, -3.84515, 0, 8.69278, 8.69366, 8.69279, 8.69363, 8.70329, 8.86974, 8.70337, 8.69277, 8.69277, 8.69277, 8.69277, 8.69277, 8.69277, 8.69277, 8.69277, 8.69277, 13.6788, 8.69277, 8.69277, 9.17262
3.02528, 7.73723, 13.7679, 8.56379, 3.12045, -6.03069, 0, 8.56379, 8.56468, 8.56381, 8.56464, 8.57431, 8.75489, 8.57099, 8.56379, 8.56379, 8.56379, 8.56379, 8.56379, 8.56379, 8.56379, 8.56379, 8.56379, 13.2217, 8.56379, 8.56379, 8.89946
