   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_429.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00340062, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00446034, 0, 9.15624e-23, 0, 1.41421, -9.15624e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80316e-29, 0, 1.13443e-23, 0, 8.0218e-23, 0, 0
0.0123213, 0, 2.27656e-22, 0, 1.41421, -2.27656e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00691e-29, 0, 2.88958e-23, 0, 1.9876e-22, 0, 0
0.0201823, 0, 5.54858e-22, 0, 1.41421, -5.54858e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7174e-28, 0, 7.20419e-23, 0, 4.82816e-22, 0, 0
0.0280432, 0, 1.32755e-21, 0, 1.41421, -1.32755e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13337e-28, 0, 1.76108e-22, 0, 1.15144e-21, 0, 0
0.0359042, 0, 3.12186e-21, 0, 1.41421, -3.12186e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.78022e-28, 0, 4.22704e-22, 0, 2.69916e-21, 0, 0
0.0437651, 0, 7.223e-21, 0, 1.41421, -7.223e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27747e-27, 0, 9.97432e-22, 0, 6.22557e-21, 0, 0
0.0516261, 0, 1.64572e-20, 0, 1.41421, -1.64572e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22407e-27, 0, 2.31619e-21, 0, 1.4141e-20, 0, 0
0.0594871, 0, 3.69545e-20, 0, 1.41421, -3.69545e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18128e-26, 0, 5.29783e-21, 0, 3.16567e-20, 0, 0
0.067348, 0, 8.18367e-20, 0, 1.41421, -8.18367e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63499e-26, 0, 1.19452e-20, 0, 6.98915e-20, 0, 0
0.075209, 0, 1.78838e-19, 0, 1.41421, -1.78838e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.80166e-26, 0, 2.65684e-20, 0, 1.5227e-19, 0, 0
0.08307, 0, 3.85867e-19, 0, 1.41421, -3.85867e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26155e-25, 0, 5.83275e-20, 0, 3.27539e-19, 0, 0
0.0909309, 0, 8.22401e-19, 0, 1.41421, -8.22401e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71043e-25, 0, 1.2646e-19, 0, 6.9594e-19, 0, 0
0.0987919, 0, 1.73214e-18, 0, 1.41421, -1.73214e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75625e-25, 0, 2.70905e-19, 0, 1.46123e-18, 0, 0
0.106653, 0, 3.60661e-18, 0, 1.41421, -3.60661e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20885e-24, 0, 5.73657e-19, 0, 3.03295e-18, 0, 0
0.114514, 0, 7.42645e-18, 0, 1.41421, -7.42645e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51122e-24, 0, 1.20124e-18, 0, 6.22521e-18, 0, 0
0.122375, 0, 1.51273e-17, 0, 1.41421, -1.51273e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16191e-24, 0, 2.48828e-18, 0, 1.2639e-17, 0, 0
0.130236, 0, 3.04901e-17, 0, 1.41421, -3.04901e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05019e-23, 0, 5.10041e-18, 0, 2.53897e-17, 0, 0
0.138097, 0, 6.08254e-17, 0, 1.41421, -6.08254e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11529e-23, 0, 1.03484e-17, 0, 5.0477e-17, 0, 0
0.145958, 0, 1.20126e-16, 0, 1.41421, -1.20126e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21903e-23, 0, 2.07885e-17, 0, 9.93375e-17, 0, 0
0.153819, 0, 2.34913e-16, 0, 1.41421, -2.34913e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3347e-23, 0, 4.13583e-17, 0, 1.93555e-16, 0, 0
0.16168, 0, 4.54967e-16, 0, 1.41421, -4.54967e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63112e-22, 0, 8.15068e-17, 0, 3.7346e-16, 0, 0
0.169541, 0, 8.72832e-16, 0, 1.41421, -8.72832e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16282e-22, 0, 1.59151e-16, 0, 7.13681e-16, 0, 0
0.177401, 0, 1.65895e-15, 0, 1.41421, -1.65895e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07759e-22, 0, 3.07965e-16, 0, 1.35098e-15, 0, 0
0.185262, 0, 3.1243e-15, 0, 1.41421, -3.1243e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1575e-21, 0, 5.90677e-16, 0, 2.53362e-15, 0, 0
0.193123, 0, 5.8311e-15, 0, 1.41421, -5.8311e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18525e-21, 0, 1.12314e-15, 0, 4.70796e-15, 0, 0
0.200984, 0, 1.07867e-14, 0, 1.41421, -1.07867e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09011e-21, 0, 2.11753e-15, 0, 8.66914e-15, 0, 0
0.208845, 0, 1.97796e-14, 0, 1.41421, -1.97796e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.59076e-21, 0, 3.95923e-15, 0, 1.58204e-14, 0, 0
0.216706, 0, 3.59579e-14, 0, 1.41421, -3.59579e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39705e-20, 0, 7.34247e-15, 0, 2.86154e-14, 0, 0
0.224567, 0, 6.48135e-14, 0, 1.41421, -6.48135e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55016e-20, 0, 1.35081e-14, 0, 5.13054e-14, 0, 0
0.232428, 0, 1.15845e-13, 0, 1.41421, -1.15845e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6176e-20, 0, 2.46562e-14, 0, 9.11892e-14, 0, 0
0.240289, 0, 2.05756e-13, 0, 1.41421, -2.05756e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.31878e-20, 0, 4.48132e-14, 0, 1.60942e-13, 0, 0
0.24815, 0, 3.61648e-13, 0, 1.41421, -3.61648e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48232e-19, 0, 8.05317e-14, 0, 2.81117e-13, 0, 0
0.256011, 0, 6.30548e-13, 0, 1.41421, -6.30548e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6213e-19, 0, 1.43657e-13, 0, 4.8689e-13, 0, 0
0.263872, 0, 1.09065e-12, 0, 1.41421, -1.09065e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60091e-19, 0, 2.54419e-13, 0, 8.3623e-13, 0, 0
0.271733, 0, 1.8717e-12, 0, 1.41421, -1.8717e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.01687e-19, 0, 4.4741e-13, 0, 1.42429e-12, 0, 0
0.279594, 0, 3.18727e-12, 0, 1.41421, -3.18727e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38703e-18, 0, 7.81389e-13, 0, 2.40588e-12, 0, 0
0.287455, 0, 5.38616e-12, 0, 1.41421, -5.38616e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38331e-18, 0, 1.35554e-12, 0, 4.03061e-12, 0, 0
0.295316, 0, 9.03382e-12, 0, 1.41421, -9.03382e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06811e-18, 0, 2.3363e-12, 0, 6.69751e-12, 0, 0
0.303177, 0, 1.50401e-11, 0, 1.41421, -1.50401e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.89993e-18, 0, 4.00135e-12, 0, 1.10388e-11, 0, 0
0.311038, 0, 2.4859e-11, 0, 1.41421, -2.4859e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16324e-17, 0, 6.81159e-12, 0, 1.80473e-11, 0, 0
