   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_68.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.000642765, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00721072, 0, 8.96212e-20, 0, 1.41421, -8.96212e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02515e-22, 0, 0, 1.33866e-24, 1.2819e-23, 0, 8.91045e-20, 0, 0
0.0150642, 0, 1.79798e-19, 0, 1.41421, -1.79798e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00814e-21, 0, 0, 2.72021e-24, 2.61575e-23, 0, 1.78761e-19, 0, 0
0.0229177, 0, 3.57226e-19, 0, 1.41421, -3.57226e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00299e-21, 0, 0, 5.47503e-24, 5.28528e-23, 0, 3.55165e-19, 0, 0
0.0307712, 0, 7.0311e-19, 0, 1.41421, -7.0311e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94237e-21, 0, 0, 1.09185e-23, 1.05786e-22, 0, 6.9905e-19, 0, 0
0.0386246, 0, 1.37133e-18, 0, 1.41421, -1.37133e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.68912e-21, 0, 0, 2.15802e-23, 2.09808e-22, 0, 1.36341e-18, 0, 0
0.0464781, 0, 2.65103e-18, 0, 1.41421, -2.65103e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48644e-20, 0, 0, 4.22841e-23, 4.12456e-22, 0, 2.63571e-18, 0, 0
0.0543316, 0, 5.08087e-18, 0, 1.41421, -5.08087e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84885e-20, 0, 0, 8.21549e-23, 8.03933e-22, 0, 5.0515e-18, 0, 0
0.0621851, 0, 9.65611e-18, 0, 1.41421, -9.65611e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.41417e-20, 0, 0, 1.58313e-22, 1.55401e-21, 0, 9.60026e-18, 0, 0
0.0700386, 0, 1.82008e-17, 0, 1.41421, -1.82008e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02052e-19, 0, 0, 3.02634e-22, 2.97977e-21, 0, 1.80955e-17, 0, 0
0.0778921, 0, 3.40314e-17, 0, 1.41421, -3.40314e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90812e-19, 0, 0, 5.74e-22, 5.66893e-21, 0, 3.38343e-17, 0, 0
0.0857455, 0, 6.31302e-17, 0, 1.41421, -6.31302e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53967e-19, 0, 0, 1.08038e-21, 1.07027e-20, 0, 6.27644e-17, 0, 0
0.093599, 0, 1.16205e-16, 0, 1.41421, -1.16205e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.51553e-19, 0, 0, 2.01825e-21, 2.00558e-20, 0, 1.15532e-16, 0, 0
0.101453, 0, 2.12277e-16, 0, 1.41421, -2.12277e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19022e-18, 0, 0, 3.74258e-21, 3.73092e-20, 0, 2.11046e-16, 0, 0
0.109306, 0, 3.84876e-16, 0, 1.41421, -3.84876e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15795e-18, 0, 0, 6.89002e-21, 6.89113e-20, 0, 3.82642e-16, 0, 0
0.117159, 0, 6.92675e-16, 0, 1.41421, -6.92675e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88373e-18, 0, 0, 1.25944e-20, 1.26395e-19, 0, 6.88652e-16, 0, 0
0.125013, 0, 1.23758e-15, 0, 1.41421, -1.23758e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93888e-18, 0, 0, 2.28609e-20, 2.30248e-19, 0, 1.23038e-15, 0, 0
0.132866, 0, 2.19528e-15, 0, 1.41421, -2.19528e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23085e-17, 0, 0, 4.12107e-20, 4.16625e-19, 0, 2.18251e-15, 0, 0
0.14072, 0, 3.8665e-15, 0, 1.41421, -3.8665e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16786e-17, 0, 0, 7.37853e-20, 7.48917e-19, 0, 3.844e-15, 0, 0
0.148573, 0, 6.76227e-15, 0, 1.41421, -6.76227e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79144e-17, 0, 0, 1.31224e-19, 1.33755e-18, 0, 6.72289e-15, 0, 0
0.156427, 0, 1.17448e-14, 0, 1.41421, -1.17448e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58497e-17, 0, 0, 2.31839e-19, 2.37372e-18, 0, 1.16763e-14, 0, 0
0.16428, 0, 2.02581e-14, 0, 1.41421, -2.02581e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13581e-16, 0, 0, 4.06938e-19, 4.18632e-18, 0, 2.014e-14, 0, 0
0.172134, 0, 3.47045e-14, 0, 1.41421, -3.47045e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94578e-16, 0, 0, 7.09705e-19, 7.33783e-18, 0, 3.45019e-14, 0, 0
