   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_833.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00502009, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0028419, 0, 1.5243e-24, 0, 1.41421, -1.5243e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6793e-25, 0, 1.15637e-24, 0, 0
0.0107039, 0, 4.46188e-24, 0, 1.41421, -4.46188e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10833e-24, 0, 3.35355e-24, 0, 0
0.0185659, 0, 1.44033e-23, 0, 1.41421, -1.44033e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7184e-24, 0, 1.06849e-23, 0, 0
0.0264279, 0, 3.86467e-23, 0, 1.41421, -3.86467e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01664e-23, 0, 2.84803e-23, 0, 0
0.0342899, 0, 1.01108e-22, 0, 1.41421, -1.01108e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70551e-23, 0, 7.40531e-23, 0, 0
0.0421518, 0, 2.58512e-22, 0, 1.41421, -2.58512e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.02713e-23, 0, 1.88241e-22, 0, 0
0.0500138, 0, 6.47143e-22, 0, 1.41421, -6.47143e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78518e-22, 0, 4.68626e-22, 0, 0
0.0578758, 0, 1.58859e-21, 0, 1.41421, -1.58859e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44346e-22, 0, 1.14425e-21, 0, 0
0.0657378, 0, 3.82893e-21, 0, 1.41421, -3.82893e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08524e-21, 0, 2.74369e-21, 0, 0
0.0735998, 0, 9.07142e-21, 0, 1.41421, -9.07142e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60398e-21, 0, 6.46743e-21, 0, 0
0.0814618, 0, 2.11457e-20, 0, 1.41421, -2.11457e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14493e-21, 0, 1.50008e-20, 0, 0
0.0893238, 0, 4.8538e-20, 0, 1.41421, -4.8538e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42746e-20, 0, 3.42634e-20, 0, 0
0.0971858, 0, 1.09793e-19, 0, 1.41421, -1.09793e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26688e-20, 0, 7.71241e-20, 0, 0
0.105048, 0, 2.44894e-19, 0, 1.41421, -2.44894e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37106e-20, 0, 1.71184e-19, 0, 0
0.11291, 0, 5.38952e-19, 0, 1.41421, -5.38952e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64072e-19, 0, 3.7488e-19, 0, 0
0.120772, 0, 1.17087e-18, 0, 1.41421, -1.17087e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60484e-19, 0, 8.10383e-19, 0, 0
0.128634, 0, 2.5122e-18, 0, 1.41421, -2.5122e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82178e-19, 0, 1.73002e-18, 0, 0
0.136496, 0, 5.32554e-18, 0, 1.41421, -5.32554e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67682e-18, 0, 3.64872e-18, 0, 0
0.144358, 0, 1.11584e-17, 0, 1.41421, -1.11584e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5531e-18, 0, 7.6053e-18, 0, 0
0.15222, 0, 2.31158e-17, 0, 1.41421, -2.31158e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.44431e-18, 0, 1.56715e-17, 0, 0
0.160082, 0, 4.73606e-17, 0, 1.41421, -4.73606e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5427e-17, 0, 3.19336e-17, 0, 0
0.167944, 0, 9.59943e-17, 0, 1.41421, -9.59943e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16311e-17, 0, 6.43632e-17, 0, 0
0.175806, 0, 1.92532e-16, 0, 1.41421, -1.92532e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.41859e-17, 0, 1.28346e-16, 0, 0
0.183668, 0, 3.82195e-16, 0, 1.41421, -3.82195e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28935e-16, 0, 2.5326e-16, 0, 0
0.19153, 0, 7.51079e-16, 0, 1.41421, -7.51079e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56453e-16, 0, 4.94626e-16, 0, 0
0.199392, 0, 1.46146e-15, 0, 1.41421, -1.46146e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05183e-16, 0, 9.56279e-16, 0, 0
0.207254, 0, 2.81623e-15, 0, 1.41421, -2.81623e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.85785e-16, 0, 1.83045e-15, 0, 0
0.215116, 0, 5.37531e-15, 0, 1.41421, -5.37531e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90587e-15, 0, 3.46943e-15, 0, 0
0.222978, 0, 1.01638e-14, 0, 1.41421, -1.01638e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6514e-15, 0, 6.51242e-15, 0, 0
0.23084, 0, 1.90413e-14, 0, 1.41421, -1.90413e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93363e-15, 0, 1.21077e-14, 0, 0
