   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_247.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
5.42209, 142.265, 167.2, 167.187, 12.0111, -24.935, 0, 167.188, 167.188, 167.2, 167.187, 167.187, 167.187, 167.187, 167.187, 167.187, 167.187, 167.187, 167.187, 167.187
5.4302, 150.279, 167.689, 167.674, 12.3401, -17.4096, 0, 167.674, 167.675, 167.688, 167.674, 167.674, 167.674, 167.674, 167.674, 167.674, 167.674, 167.674, 167.674, 167.674
5.43831, 164.919, 168.174, 168.159, 12.9197, -3.25533, 0, 168.159, 168.159, 168.174, 168.159, 168.159, 168.159, 168.159, 168.159, 168.159, 168.159, 168.159, 168.159, 168.159
5.44642, 154.456, 168.658, 168.64, 12.5083, -14.2013, 0, 168.641, 168.641, 168.657, 168.64, 168.64, 168.64, 168.64, 168.64, 168.64, 168.64, 168.64, 168.64, 168.64
5.45453, 157.444, 169.139, 169.119, 12.6271, -11.6944, 0, 169.12, 169.12, 169.138, 169.119, 169.119, 169.119, 169.119, 169.119, 169.119, 169.119, 169.119, 169.119, 169.119
5.46264, 173.155, 169.617, 169.596, 13.2346, 3.53825, 0, 169.596, 169.596, 169.616, 169.596, 169.596, 169.596, 169.596, 169.596, 169.596, 169.596, 169.596, 169.596, 169.596
5.47075, 158.529, 170.092, 170.069, 12.67, -11.5636, 0, 170.069, 170.069, 170.092, 170.069, 170.069, 170.069, 170.069, 170.069, 170.069, 170.069, 170.069, 170.069, 170.069
5.47886, 171.228, 170.565, 170.539, 13.1616, 0.662582, 0, 170.54, 170.54, 170.564, 170.539, 170.539, 170.539, 170.539, 170.539, 170.539, 170.539, 170.539, 170.539, 170.539
5.48696, 139.622, 171.035, 171.007, 11.9005, -31.413, 0, 171.007, 171.007, 171.034, 171.007, 171.007, 171.007, 171.007, 171.007, 171.007, 171.007, 171.007, 171.007, 171.007
5.49507, 152.332, 171.502, 171.472, 12.423, -19.1705, 0, 171.472, 171.472, 171.502, 171.472, 171.472, 171.472, 171.472, 171.472, 171.472, 171.472, 171.472, 171.472, 171.472
5.50318, 170.478, 171.966, 171.933, 13.1331, -1.48857, 0, 171.934, 171.934, 171.966, 171.933, 171.933, 171.933, 171.933, 171.933, 171.933, 171.933, 171.933, 171.933, 171.933
5.51129, 163.401, 172.428, 172.392, 12.8609, -9.02615, 0, 172.392, 172.392, 172.427, 172.392, 172.392, 172.392, 172.392, 172.392, 172.392, 172.392, 172.392, 172.392, 172.392
5.5194, 163.286, 172.886, 172.847, 12.8564, -9.59946, 0, 172.847, 172.847, 172.885, 172.847, 172.847, 172.847, 172.847, 172.847, 172.847, 172.847, 172.847, 172.847, 172.847
5.52751, 157.354, 173.341, 173.3, 12.6235, -15.9877, 0, 173.3, 173.3, 173.341, 173.3, 173.3, 173.3, 173.3, 173.3, 173.3, 173.3, 173.3, 173.3, 173.3
5.53562, 173.269, 173.794, 173.749, 13.2389, -0.524124, 0, 173.749, 173.749, 173.793, 173.749, 173.749, 173.749, 173.749, 173.749, 173.749, 173.749, 173.749, 173.749, 173.749
5.54373, 167.042, 174.243, 174.194, 13.0016, -7.2005, 0, 174.195, 174.195, 174.242, 174.194, 174.194, 174.194, 174.194, 174.194, 174.194, 174.194, 174.194, 174.194, 174.194
5.55183, 136.905, 174.688, 174.637, 11.7858, -37.7838, 0, 174.637, 174.637, 174.688, 174.637, 174.637, 174.637, 174.637, 174.637, 174.637, 174.637, 174.637, 174.637, 174.637
5.55994, 161.601, 175.131, 175.076, 12.7907, -13.5296, 0, 175.076, 175.076, 175.131, 175.076, 175.076, 175.076, 175.076, 175.076, 175.076, 175.076, 175.076, 175.076, 175.076
5.56805, 167.566, 175.57, 175.512, 13.0217, -8.00459, 0, 175.512, 175.512, 175.57, 175.512, 175.512, 175.512, 175.512, 175.512, 175.512, 175.512, 175.512, 175.512, 175.512
5.57616, 165.629, 176.006, 175.944, 12.9472, -10.3774, 0, 175.944, 175.945, 176.006, 175.944, 175.944, 175.944, 175.944, 175.944, 175.944, 175.944, 175.944, 175.944, 175.944
5.58427, 174.801, 176.439, 176.373, 13.2966, -1.63808, 0, 176.373, 176.373, 176.438, 176.373, 176.373, 176.373, 176.373, 176.373, 176.373, 176.373, 176.373, 176.373, 176.373
5.59238, 161.175, 176.868, 176.799, 12.774, -15.6926, 0, 176.799, 176.799, 176.867, 176.799, 176.799, 176.799, 176.799, 176.799, 176.799, 176.799, 176.799, 176.799, 176.799
5.60049, 173.38, 177.293, 177.221, 13.2431, -3.91287, 0, 177.221, 177.221, 177.293, 177.221, 177.221, 177.221, 177.221, 177.221, 177.221, 177.221, 177.221, 177.221, 177.221
5.6086, 154.22, 177.715, 177.639, 12.4988, -23.4949, 0, 177.639, 177.639, 177.714, 177.639, 177.639, 177.639, 177.639, 177.639, 177.639, 177.639, 177.639, 177.639, 177.639
5.6167, 165.335, 178.133, 178.054, 12.9358, -12.7984, 0, 178.054, 178.054, 178.133, 178.054, 178.054, 178.054, 178.054, 178.054, 178.054, 178.054, 178.054, 178.054, 178.054
5.62481, 149.294, 178.548, 178.465, 12.3002, -29.2533, 0, 178.465, 178.465, 178.547, 178.465, 178.465, 178.465, 178.465, 178.465, 178.465, 178.465, 178.465, 178.465, 178.465
5.63292, 158.824, 178.958, 178.873, 12.6816, -20.1343, 0, 178.873, 178.873, 178.958, 178.873, 178.873, 178.873, 178.873, 178.873, 178.873, 178.873, 178.873, 178.873, 178.873
5.64103, 159.272, 179.365, 179.276, 12.6993, -20.0933, 0, 179.277, 179.277, 179.365, 179.276, 179.276, 179.276, 179.276, 179.276, 179.276, 179.276, 179.276, 179.276, 179.276
5.64914, 160.343, 179.768, 179.677, 12.7414, -19.4251, 0, 179.677, 179.677, 179.768, 179.677, 179.677, 179.677, 179.677, 179.677, 179.677, 179.677, 179.677, 179.677, 179.677
5.65725, 149.689, 180.168, 180.073, 12.3162, -30.4783, 0, 180.074, 180.074, 180.167, 180.073, 180.073, 180.073, 180.073, 180.073, 180.073, 180.073, 180.073, 180.073, 180.073
5.66536, 178.356, 180.563, 180.466, 13.4297, -2.20728, 0, 180.467, 180.467, 180.563, 180.466, 180.466, 180.466, 180.466, 180.466, 180.466, 180.466, 180.466, 180.466, 180.466
5.67347, 158.866, 180.955, 180.856, 12.6833, -22.0884, 0, 180.856, 180.856, 180.954, 180.856, 180.856, 180.856, 180.856, 180.856, 180.856, 180.856, 180.856, 180.856, 180.856
5.68157, 151.917, 181.342, 181.242, 12.4063, -29.4252, 0, 181.242, 181.242, 181.342, 181.242, 181.242, 181.242, 181.242, 181.242, 181.242, 181.242, 181.242, 181.242, 181.242
5.68968, 149.78, 181.726, 181.624, 12.3199, -31.9465, 0, 181.624, 181.624, 181.725, 181.624, 181.624, 181.624, 181.624, 181.624, 181.624, 181.624, 181.624, 181.624, 181.624
5.69779, 168.203, 182.106, 182.002, 13.0462, -13.9031, 0, 182.002, 182.003, 182.105, 182.002, 182.002, 182.002, 182.002, 182.002, 182.002, 182.002, 182.002, 182.002, 182.002
5.7059, 151.533, 182.482, 182.377, 12.3908, -30.9494, 0, 182.377, 182.377, 182.481, 182.377, 182.377, 182.377, 182.377, 182.377, 182.377, 182.377, 182.377, 182.377, 182.377
5.71401, 146.24, 182.854, 182.749, 12.1754, -36.6147, 0, 182.749, 182.749, 182.854, 182.749, 182.749, 182.749, 182.749, 182.749, 182.749, 182.749, 182.749, 182.749, 182.749
5.72212, 177.803, 183.223, 183.117, 13.4091, -5.42006, 0, 183.117, 183.117, 183.222, 183.117, 183.117, 183.117, 183.117, 183.117, 183.117, 183.117, 183.117, 183.117, 183.117
5.73023, 169.238, 183.588, 183.482, 13.0858, -14.3494, 0, 183.482, 183.482, 183.587, 183.482, 183.482, 183.482, 183.482, 183.482, 183.482, 183.482, 183.482, 183.482, 183.482
5.73834, 161.882, 183.949, 183.843, 12.8016, -22.0669, 0, 183.844, 183.844, 183.949, 183.843, 183.843, 183.843, 183.843, 183.843, 183.843, 183.843, 183.843, 183.843, 183.843
5.74644, 158.67, 184.307, 184.202, 12.6756, -25.6364, 0, 184.202, 184.202, 184.306, 184.202, 184.202, 184.202, 184.202, 184.202, 184.202, 184.202, 184.202, 184.202, 184.202
5.75455, 166.789, 184.661, 184.557, 12.9919, -17.8725, 0, 184.557, 184.557, 184.661, 184.557, 184.557, 184.557, 184.557, 184.557, 184.557, 184.557, 184.557, 184.557, 184.557
5.76266, 196.766, 185.012, 184.909, 14.0985, 11.7542, 0, 184.909, 184.909, 185.012, 184.909, 184.909, 184.909, 184.909, 184.909, 184.909, 184.909, 184.909, 184.909, 184.909
5.77077, 165.683, 185.36, 185.258, 12.9492, -19.6772, 0, 185.258, 185.259, 185.36, 185.258, 185.258, 185.258, 185.258, 185.258, 185.258, 185.258, 185.258, 185.258, 185.258
5.77888, 150.178, 185.705, 185.605, 12.336, -35.5271, 0, 185.605, 185.605, 185.705, 185.605, 185.605, 185.605, 185.605, 185.605, 185.605, 185.605, 185.605, 185.605, 185.605
5.78699, 158.863, 186.047, 185.949, 12.6832, -27.1839, 0, 185.949, 185.949, 186.047, 185.949, 185.949, 185.949, 185.949, 185.949, 185.949, 185.949, 185.949, 185.949, 185.949
5.7951, 162.561, 186.387, 186.291, 12.8281, -23.826, 0, 186.291, 186.291, 186.386, 186.291, 186.291, 186.291, 186.291, 186.291, 186.291, 186.291, 186.291, 186.291, 186.291
5.80321, 166.603, 186.724, 186.63, 12.9847, -20.1207, 0, 186.63, 186.63, 186.723, 186.63, 186.63, 186.63, 186.63, 186.63, 186.63, 186.63, 186.63, 186.63, 186.63
5.81132, 198.228, 187.058, 186.967, 14.1502, 11.1704, 0, 186.967, 186.967, 187.058, 186.967, 186.967, 186.967, 186.967, 186.967, 186.967, 186.967, 186.967, 186.967, 186.967
5.81942, 160.351, 187.391, 187.302, 12.7417, -27.0394, 0, 187.302, 187.302, 187.39, 187.302, 187.302, 187.302, 187.302, 187.302, 187.302, 187.302, 187.302, 187.302, 187.302
5.82753, 163.665, 187.721, 187.635, 12.8711, -24.0558, 0, 187.636, 187.636, 187.72, 187.635, 187.635, 187.635, 187.635, 187.635, 187.635, 187.635, 187.635, 187.635, 187.635
5.83564, 151.415, 188.05, 187.967, 12.3861, -36.6348, 0, 187.968, 187.968, 188.049, 187.967, 187.967, 187.967, 187.967, 187.967, 187.967, 187.967, 187.967, 187.967, 187.967
5.84375, 183.778, 188.377, 188.298, 13.63, -4.59929, 0, 188.298, 188.298, 188.376, 188.298, 188.298, 188.298, 188.298, 188.298, 188.298, 188.298, 188.298, 188.298, 188.298
5.85186, 170.767, 188.703, 188.627, 13.1441, -17.9365, 0, 188.627, 188.627, 188.702, 188.627, 188.627, 188.627, 188.627, 188.627, 188.627, 188.627, 188.627, 188.627, 188.627
5.85997, 158.652, 189.028, 188.955, 12.6748, -30.3761, 0, 188.955, 188.956, 189.027, 188.955, 188.955, 188.955, 188.955, 188.955, 188.955, 188.955, 188.955, 188.955, 188.955
5.86808, 156.265, 189.352, 189.283, 12.5803, -33.0871, 0, 189.283, 189.283, 189.352, 189.283, 189.283, 189.283, 189.283, 189.283, 189.283, 189.283, 189.283, 189.283, 189.283
5.87618, 148.891, 189.676, 189.61, 12.2838, -40.7848, 0, 189.61, 189.61, 189.675, 189.61, 189.61, 189.61, 189.61, 189.61, 189.61, 189.61, 189.61, 189.61, 189.61
5.88429, 169.638, 189.999, 189.936, 13.1011, -20.3607, 0, 189.936, 189.936, 189.998, 189.936, 189.936, 189.936, 189.936, 189.936, 189.936, 189.936, 189.936, 189.936, 189.936
5.8924, 180.711, 190.322, 190.262, 13.517, -9.61095, 0, 190.263, 190.263, 190.321, 190.262, 190.262, 190.262, 190.262, 190.262, 190.262, 190.262, 190.262, 190.262, 190.262
5.90051, 156.03, 190.645, 190.589, 12.571, -34.6143, 0, 190.589, 190.589, 190.644, 190.589, 190.589, 190.589, 190.589, 190.589, 190.589, 190.589, 190.589, 190.589, 190.589
5.90862, 166.755, 190.968, 190.915, 12.9906, -24.2124, 0, 190.915, 190.915, 190.967, 190.915, 190.915, 190.915, 190.915, 190.915, 190.915, 190.915, 190.915, 190.915, 190.915
5.91673, 156.767, 191.291, 191.242, 12.6003, -34.5245, 0, 191.242, 191.242, 191.291, 191.242, 191.242, 191.242, 191.242, 191.242, 191.242, 191.242, 191.242, 191.242, 191.242
5.92484, 172.218, 191.615, 191.569, 13.1992, -19.3969, 0, 191.569, 191.569, 191.615, 191.569, 191.569, 191.569, 191.569, 191.569, 191.569, 191.569, 191.569, 191.569, 191.569
5.93295, 170.245, 191.94, 191.897, 13.1242, -21.695, 0, 191.897, 191.897, 191.94, 191.897, 191.897, 191.897, 191.897, 191.897, 191.897, 191.897, 191.897, 191.897, 191.897
5.94106, 177.807, 192.266, 192.226, 13.4092, -14.4586, 0, 192.226, 192.226, 192.265, 192.226, 192.226, 192.226, 192.226, 192.226, 192.226, 192.226, 192.226, 192.226, 192.226
5.94916, 174.37, 192.593, 192.555, 13.2804, -18.2229, 0, 192.555, 192.555, 192.592, 192.555, 192.555, 192.555, 192.555, 192.555, 192.555, 192.555, 192.555, 192.555, 192.555
5.95727, 168.982, 192.921, 192.886, 13.076, -23.9386, 0, 192.886, 192.886, 192.92, 192.886, 192.886, 192.886, 192.886, 192.886, 192.886, 192.886, 192.886, 192.886, 192.886
5.96538, 188.607, 193.25, 193.217, 13.806, -4.64325, 0, 193.218, 193.218, 193.249, 193.217, 193.217, 193.217, 193.217, 193.217, 193.217, 193.217, 193.217, 193.217, 193.217
5.97349, 185.329, 193.58, 193.55, 13.6868, -8.25146, 0, 193.551, 193.551, 193.58, 193.55, 193.55, 193.55, 193.55, 193.55, 193.55, 193.55, 193.55, 193.55, 193.55
5.9816, 182.987, 193.912, 193.884, 13.601, -10.9255, 0, 193.885, 193.885, 193.912, 193.884, 193.884, 193.884, 193.884, 193.884, 193.884, 193.884, 193.884, 193.884, 193.884
5.98971, 185.769, 194.246, 194.22, 13.7029, -8.47632, 0, 194.22, 194.22, 194.245, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22
5.99782, 201.158, 194.58, 194.557, 14.2534, 6.57773, 0, 194.557, 194.557, 194.58, 194.557, 194.557, 194.557, 194.557, 194.557, 194.557, 194.557, 194.557, 194.557, 194.557
6.00593, 177.002, 194.917, 194.895, 13.3792, -17.914, 0, 194.895, 194.895, 194.916, 194.895, 194.895, 194.895, 194.895, 194.895, 194.895, 194.895, 194.895, 194.895, 194.895
6.01403, 187.336, 195.254, 195.234, 13.7599, -7.91795, 0, 195.234, 195.234, 195.253, 195.234, 195.234, 195.234, 195.234, 195.234, 195.234, 195.234, 195.234, 195.234, 195.234
6.02214, 191.693, 195.593, 195.574, 13.9174, -3.8996, 0, 195.574, 195.575, 195.592, 195.574, 195.574, 195.574, 195.574, 195.574, 195.574, 195.574, 195.574, 195.574, 195.574
6.03025, 174.143, 195.933, 195.916, 13.2719, -21.7901, 0, 195.916, 195.916, 195.933, 195.916, 195.916, 195.916, 195.916, 195.916, 195.916, 195.916, 195.916, 195.916, 195.916
6.03836, 156.179, 196.275, 196.259, 12.5769, -40.0952, 0, 196.259, 196.259, 196.274, 196.259, 196.259, 196.259, 196.259, 196.259, 196.259, 196.259, 196.259, 196.259, 196.259
6.04647, 171.406, 196.617, 196.602, 13.1684, -25.2114, 0, 196.603, 196.603, 196.617, 196.602, 196.602, 196.602, 196.602, 196.602, 196.602, 196.602, 196.602, 196.602, 196.602
6.05458, 161.191, 196.961, 196.947, 12.7746, -35.7693, 0, 196.947, 196.947, 196.96, 196.947, 196.947, 196.947, 196.947, 196.947, 196.947, 196.947, 196.947, 196.947, 196.947
6.06269, 177.748, 197.305, 197.293, 13.407, -19.5576, 0, 197.293, 197.293, 197.305, 197.293, 197.293, 197.293, 197.293, 197.293, 197.293, 197.293, 197.293, 197.293, 197.293
6.0708, 199.707, 197.65, 197.639, 14.2024, 2.05676, 0, 197.639, 197.639, 197.65, 197.639, 197.639, 197.639, 197.639, 197.639, 197.639, 197.639, 197.639, 197.639, 197.639
6.0789, 181.763, 197.996, 197.985, 13.5559, -16.2331, 0, 197.985, 197.985, 197.995, 197.985, 197.985, 197.985, 197.985, 197.985, 197.985, 197.985, 197.985, 197.985, 197.985
6.08701, 185.04, 198.342, 198.332, 13.6763, -13.3016, 0, 198.332, 198.332, 198.342, 198.332, 198.332, 198.332, 198.332, 198.332, 198.332, 198.332, 198.332, 198.332, 198.332
6.09512, 174.948, 198.688, 198.679, 13.3022, -23.7402, 0, 198.679, 198.679, 198.688, 198.679, 198.679, 198.679, 198.679, 198.679, 198.679, 198.679, 198.679, 198.679, 198.679
6.10323, 144.893, 199.035, 199.026, 12.12, -54.1414, 0, 199.026, 199.026, 199.034, 199.026, 199.026, 199.026, 199.026, 199.026, 199.026, 199.026, 199.026, 199.026, 199.026
6.11134, 160.856, 199.381, 199.372, 12.7615, -38.5252, 0, 199.373, 199.373, 199.38, 199.372, 199.372, 199.372, 199.372, 199.372, 199.372, 199.372, 199.372, 199.372, 199.372
6.11945, 170.929, 199.727, 199.719, 13.1502, -28.798, 0, 199.719, 199.719, 199.726, 199.719, 199.719, 199.719, 199.719, 199.719, 199.719, 199.719, 199.719, 199.719, 199.719
6.12756, 178.896, 200.072, 200.064, 13.4498, -21.1757, 0, 200.064, 200.064, 200.071, 200.064, 200.064, 200.064, 200.064, 200.064, 200.064, 200.064, 200.064, 200.064, 200.064
6.13567, 186.954, 200.416, 200.409, 13.7461, -13.4618, 0, 200.409, 200.409, 200.416, 200.409, 200.409, 200.409, 200.409, 200.409, 200.409, 200.409, 200.409, 200.409, 200.409
6.14378, 178.2, 200.76, 200.752, 13.4239, -22.5591, 0, 200.753, 200.753, 200.759, 200.752, 200.752, 200.752, 200.752, 200.752, 200.752, 200.752, 200.752, 200.752, 200.752
6.15188, 169.685, 201.102, 201.095, 13.1029, -31.4163, 0, 201.095, 201.095, 201.101, 201.095, 201.095, 201.095, 201.095, 201.095, 201.095, 201.095, 201.095, 201.095, 201.095
6.15999, 168.548, 201.442, 201.435, 13.0594, -32.894, 0, 201.436, 201.436, 201.442, 201.435, 201.435, 201.435, 201.435, 201.435, 201.435, 201.435, 201.435, 201.435, 201.435
6.1681, 178.056, 201.781, 201.774, 13.4185, -23.7254, 0, 201.775, 201.775, 201.781, 201.774, 201.774, 201.774, 201.774, 201.774, 201.774, 201.774, 201.774, 201.774, 201.774
6.17621, 200.45, 202.118, 202.112, 14.2285, -1.66806, 0, 202.112, 202.112, 202.118, 202.112, 202.112, 202.112, 202.112, 202.112, 202.112, 202.112, 202.112, 202.112, 202.112
6.18432, 197.422, 202.453, 202.447, 14.1217, -5.0313, 0, 202.447, 202.447, 202.453, 202.447, 202.447, 202.447, 202.447, 202.447, 202.447, 202.447, 202.447, 202.447, 202.447
6.19243, 195.814, 202.786, 202.779, 14.0646, -6.97182, 0, 202.779, 202.779, 202.785, 202.779, 202.779, 202.779, 202.779, 202.779, 202.779, 202.779, 202.779, 202.779, 202.779
6.20054, 169.763, 203.116, 203.109, 13.1058, -33.3535, 0, 203.109, 203.11, 203.116, 203.109, 203.109, 203.109, 203.109, 203.109, 203.109, 203.109, 203.109, 203.109, 203.109
6.20865, 169.822, 203.444, 203.437, 13.1081, -33.6213, 0, 203.437, 203.437, 203.443, 203.437, 203.437, 203.437, 203.437, 203.437, 203.437, 203.437, 203.437, 203.437, 203.437
6.21675, 184.44, 203.768, 203.761, 13.6543, -19.328, 0, 203.761, 203.761, 203.768, 203.761, 203.761, 203.761, 203.761, 203.761, 203.761, 203.761, 203.761, 203.761, 203.761
6.22486, 173.863, 204.09, 204.082, 13.2613, -30.2268, 0, 204.083, 204.083, 204.089, 204.082, 204.082, 204.082, 204.082, 204.082, 204.082, 204.082, 204.082, 204.082, 204.082
6.23297, 170.337, 204.408, 204.401, 13.1277, -34.0715, 0, 204.401, 204.401, 204.408, 204.401, 204.401, 204.401, 204.401, 204.401, 204.401, 204.401, 204.401, 204.401, 204.401
6.24108, 192.84, 204.723, 204.716, 13.9585, -11.8831, 0, 204.716, 204.716, 204.723, 204.716, 204.716, 204.716, 204.716, 204.716, 204.716, 204.716, 204.716, 204.716, 204.716
6.24919, 181.357, 205.035, 205.027, 13.5409, -23.6776, 0, 205.027, 205.027, 205.034, 205.027, 205.027, 205.027, 205.027, 205.027, 205.027, 205.027, 205.027, 205.027, 205.027
6.2573, 193.63, 205.343, 205.335, 13.9868, -11.7126, 0, 205.335, 205.335, 205.342, 205.335, 205.335, 205.335, 205.335, 205.335, 205.335, 205.335, 205.335, 205.335, 205.335
6.26541, 175.607, 205.647, 205.638, 13.3269, -30.04, 0, 205.639, 205.639, 205.646, 205.638, 205.638, 205.638, 205.638, 205.638, 205.638, 205.638, 205.638, 205.638, 205.638
6.27352, 191.979, 205.947, 205.938, 13.9276, -13.9678, 0, 205.939, 205.939, 205.947, 205.938, 205.938, 205.938, 205.938, 205.938, 205.938, 205.938, 205.938, 205.938, 205.938
6.28162, 176.512, 206.243, 206.234, 13.3608, -29.7316, 0, 206.234, 206.234, 206.243, 206.234, 206.234, 206.234, 206.234, 206.234, 206.234, 206.234, 206.234, 206.234, 206.234
6.28973, 167.542, 206.535, 206.526, 13.0208, -38.9939, 0, 206.526, 206.526, 206.535, 206.526, 206.526, 206.526, 206.526, 206.526, 206.526, 206.526, 206.526, 206.526, 206.526
6.29784, 160.31, 206.823, 206.814, 12.7401, -46.5134, 0, 206.814, 206.814, 206.823, 206.814, 206.814, 206.814, 206.814, 206.814, 206.814, 206.814, 206.814, 206.814, 206.814
6.30595, 161.44, 207.107, 207.097, 12.7844, -45.6672, 0, 207.097, 207.097, 207.106, 207.097, 207.097, 207.097, 207.097, 207.097, 207.097, 207.097, 207.097, 207.097, 207.097
6.31406, 184.127, 207.386, 207.376, 13.6428, -23.2595, 0, 207.376, 207.376, 207.386, 207.376, 207.376, 207.376, 207.376, 207.376, 207.376, 207.376, 207.376, 207.376, 207.376
6.32217, 168.705, 207.661, 207.65, 13.0654, -38.9562, 0, 207.651, 207.651, 207.661, 207.65, 207.65, 207.65, 207.65, 207.65, 207.65, 207.65, 207.65, 207.65, 207.65
6.33028, 171.789, 207.932, 207.92, 13.1829, -36.1427, 0, 207.921, 207.921, 207.931, 207.92, 207.92, 207.92, 207.92, 207.92, 207.92, 207.92, 207.92, 207.92, 207.92
6.33839, 194.455, 208.198, 208.186, 14.0162, -13.7428, 0, 208.186, 208.186, 208.197, 208.186, 208.186, 208.186, 208.186, 208.186, 208.186, 208.186, 208.186, 208.186, 208.186
6.34649, 181.776, 208.459, 208.447, 13.5564, -26.6828, 0, 208.447, 208.447, 208.458, 208.447, 208.447, 208.447, 208.447, 208.447, 208.447, 208.447, 208.447, 208.447, 208.447
6.3546, 185.207, 208.716, 208.703, 13.6824, -23.5082, 0, 208.703, 208.703, 208.715, 208.703, 208.703, 208.703, 208.703, 208.703, 208.703, 208.703, 208.703, 208.703, 208.703
6.36271, 182.822, 208.968, 208.954, 13.5949, -26.1459, 0, 208.955, 208.955, 208.967, 208.954, 208.954, 208.954, 208.954, 208.954, 208.954, 208.954, 208.954, 208.954, 208.954
6.37082, 185.65, 209.215, 209.201, 13.6985, -23.565, 0, 209.202, 209.202, 209.214, 209.201, 209.201, 209.201, 209.201, 209.201, 209.201, 209.201, 209.201, 209.201, 209.201
6.37893, 186.408, 209.458, 209.443, 13.7262, -23.0495, 0, 209.444, 209.444, 209.457, 209.443, 209.443, 209.443, 209.443, 209.443, 209.443, 209.443, 209.443, 209.443, 209.443
6.38704, 183.318, 209.696, 209.681, 13.6132, -26.3773, 0, 209.681, 209.681, 209.695, 209.681, 209.681, 209.681, 209.681, 209.681, 209.681, 209.681, 209.681, 209.681, 209.681
6.39515, 177.993, 209.929, 209.913, 13.4162, -31.9356, 0, 209.914, 209.914, 209.928, 209.913, 209.913, 209.913, 209.913, 209.913, 209.913, 209.913, 209.913, 209.913, 209.913
6.40326, 203.21, 210.157, 210.141, 14.3252, -6.94713, 0, 210.142, 210.142, 210.156, 210.141, 210.141, 210.141, 210.141, 210.141, 210.141, 210.141, 210.141, 210.141, 210.141
6.41136, 216.994, 210.381, 210.365, 14.7984, 6.6131, 0, 210.365, 210.365, 210.38, 210.365, 210.365, 210.365, 210.365, 210.365, 210.365, 210.365, 210.365, 210.365, 210.365
6.41947, 198.484, 210.6, 210.583, 14.1592, -12.116, 0, 210.583, 210.583, 210.599, 210.583, 210.583, 210.583, 210.583, 210.583, 210.583, 210.583, 210.583, 210.583, 210.583
6.42758, 195.864, 210.814, 210.796, 14.0664, -14.9491, 0, 210.797, 210.797, 210.813, 210.796, 210.796, 210.796, 210.796, 210.796, 210.796, 210.796, 210.796, 210.796, 210.796
6.43569, 218.281, 211.023, 211.005, 14.8419, 7.25789, 0, 211.006, 211.006, 211.022, 211.005, 211.005, 211.005, 211.005, 211.005, 211.005, 211.005, 211.005, 211.005, 211.005
6.4438, 235.119, 211.227, 211.209, 15.3987, 23.8916, 0, 211.21, 211.21, 211.226, 211.209, 211.209, 211.209, 211.209, 211.209, 211.209, 211.209, 211.209, 211.209, 211.209
6.45191, 219.717, 211.427, 211.409, 14.8902, 8.29005, 0, 211.409, 211.409, 211.426, 211.409, 211.409, 211.409, 211.409, 211.409, 211.409, 211.409, 211.409, 211.409, 211.409
6.46002, 225.479, 211.622, 211.603, 15.0824, 13.8571, 0, 211.603, 211.604, 211.621, 211.603, 211.603, 211.603, 211.603, 211.603, 211.603, 211.603, 211.603, 211.603, 211.603
6.46813, 243.401, 211.812, 211.793, 15.6653, 31.5893, 0, 211.793, 211.794, 211.811, 211.793, 211.793, 211.793, 211.793, 211.793, 211.793, 211.793, 211.793, 211.793, 211.793
6.47623, 237.242, 211.998, 211.978, 15.4675, 25.2446, 0, 211.978, 211.979, 211.997, 211.978, 211.978, 211.978, 211.978, 211.978, 211.978, 211.978, 211.978, 211.978, 211.978
6.48434, 244.906, 212.178, 212.159, 15.7132, 32.7275, 0, 212.159, 212.159, 212.177, 212.159, 212.159, 212.159, 212.159, 212.159, 212.159, 212.159, 212.159, 212.159, 212.159
6.49245, 265.751, 212.354, 212.334, 16.3631, 53.3968, 0, 212.335, 212.335, 212.353, 212.334, 212.334, 212.334, 212.334, 212.334, 212.334, 212.334, 212.334, 212.334, 212.334
6.50056, 252.325, 212.526, 212.505, 15.9476, 39.7996, 0, 212.506, 212.506, 212.524, 212.505, 212.505, 212.505, 212.505, 212.505, 212.505, 212.505, 212.505, 212.505, 212.505
6.50867, 265.39, 212.692, 212.672, 16.352, 52.6972, 0, 212.672, 212.673, 212.691, 212.672, 212.672, 212.672, 212.672, 212.672, 212.672, 212.672, 212.672, 212.672, 212.672
6.51678, 277.118, 212.854, 212.834, 16.7068, 64.2635, 0, 212.834, 212.835, 212.853, 212.834, 212.834, 212.834, 212.834, 212.834, 212.834, 212.834, 212.834, 212.834, 212.834
6.52489, 247.515, 213.012, 212.991, 15.796, 34.5034, 0, 212.991, 212.992, 213.01, 212.991, 212.991, 212.991, 212.991, 212.991, 212.991, 212.991, 212.991, 212.991, 212.991
6.533, 249.342, 213.164, 213.143, 15.8538, 36.1774, 0, 213.143, 213.145, 213.163, 213.143, 213.143, 213.143, 213.143, 213.143, 213.143, 213.143, 213.143, 213.143, 213.143
