   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_399.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0077803, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.10199e-05, 0, 7.2255e-17, 0, 1.41421, -7.2255e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98914e-19, 0, 0, 2.52872e-19, 0, 2.91346e-20, 0, 7.15741e-17, 0, 0
0.00790234, 0, 1.23959e-16, 0, 1.41421, -1.23959e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8432e-19, 0, 0, 4.41075e-19, 0, 5.11378e-20, 0, 1.22782e-16, 0, 0
0.0157437, 0, 2.11355e-16, 0, 1.41421, -2.11355e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16671e-18, 0, 0, 7.64746e-19, 0, 8.92504e-20, 0, 2.09334e-16, 0, 0
0.023585, 0, 3.58192e-16, 0, 1.41421, -3.58192e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97714e-18, 0, 0, 1.31814e-18, 0, 1.54905e-19, 0, 3.54742e-16, 0, 0
0.0314263, 0, 6.03426e-16, 0, 1.41421, -6.03426e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33052e-18, 0, 0, 2.25882e-18, 0, 2.67394e-19, 0, 5.97569e-16, 0, 0
0.0392676, 0, 1.01058e-15, 0, 1.41421, -1.01058e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57732e-18, 0, 0, 3.84875e-18, 0, 4.59108e-19, 0, 1.00069e-15, 0, 0
0.047109, 0, 1.68262e-15, 0, 1.41421, -1.68262e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.28554e-18, 0, 0, 6.52091e-18, 0, 7.8414e-19, 0, 1.66603e-15, 0, 0
0.0549503, 0, 2.7855e-15, 0, 1.41421, -2.7855e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53705e-17, 0, 0, 1.0987e-17, 0, 1.33238e-18, 0, 2.75781e-15, 0, 0
0.0627916, 0, 4.58508e-15, 0, 1.41421, -4.58508e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52985e-17, 0, 0, 1.84106e-17, 0, 2.25245e-18, 0, 4.53912e-15, 0, 0
