   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_5.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00122101, 0.376983, 0, 0, 1.54175, 0.376983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00662896, 1.62302, 5.97368e-18, 0, 1.90342, 1.62302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05351e-20, 0, 0, 1.06681e-22, 0, 5.24923e-21, 0, 5.93779e-18, 0, 0
0.0144789, 0, 1.14731e-17, 0, 1.41421, -1.14731e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.86449e-20, 0, 0, 2.07692e-22, 0, 1.02605e-20, 0, 1.1404e-17, 0, 0
0.0223289, 0, 2.18437e-17, 0, 1.41421, -2.18437e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11653e-19, 0, 0, 4.00904e-22, 0, 1.98854e-20, 0, 2.17117e-17, 0, 0
0.0301789, 0.178848, 4.1236e-17, 0, 1.47609, 0.178848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10772e-19, 0, 0, 7.67455e-22, 0, 3.82213e-20, 0, 4.09863e-17, 0, 0
0.0380288, 0.821152, 7.72019e-17, 0, 1.67963, 0.821152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94599e-19, 0, 0, 1.45732e-21, 0, 7.28767e-20, 0, 7.67329e-17, 0, 0
0.0458788, 0.348052, 1.4337e-16, 0, 1.53234, 0.348052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.3279e-19, 0, 0, 2.74555e-21, 0, 1.37874e-19, 0, 1.42497e-16, 0, 0
0.0537288, 1.99518, 2.64148e-16, 0, 1.99879, 1.99518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35008e-18, 0, 0, 5.13284e-21, 0, 2.5887e-19, 0, 2.62534e-16, 0, 0
0.0615787, 1.82598, 4.82906e-16, 0, 1.95601, 1.82598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46813e-18, 0, 0, 9.52393e-21, 0, 4.8247e-19, 0, 4.79946e-16, 0, 0
0.0694287, 0.830796, 8.76132e-16, 0, 1.6825, 0.830796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4778e-18, 0, 0, 1.75416e-20, 0, 8.92739e-19, 0, 8.70743e-16, 0, 0
0.0772787, 0, 1.5777e-15, 0, 1.41421, -1.5777e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.06328e-18, 0, 0, 3.20762e-20, 0, 1.64029e-18, 0, 1.56797e-15, 0, 0
0.0851286, 0, 2.82022e-15, 0, 1.41421, -2.82022e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44132e-17, 0, 0, 5.82387e-20, 0, 2.99312e-18, 0, 2.80276e-15, 0, 0
0.0929786, 0, 5.00491e-15, 0, 1.41421, -5.00491e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55778e-17, 0, 0, 1.05005e-19, 0, 5.42506e-18, 0, 4.9738e-15, 0, 0
0.100829, 0, 8.81873e-15, 0, 1.41421, -8.81873e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50674e-17, 0, 0, 1.88031e-19, 0, 9.76826e-18, 0, 8.76371e-15, 0, 0
0.108679, 0, 1.54297e-14, 0, 1.41421, -1.54297e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.88502e-17, 0, 0, 3.34438e-19, 0, 1.74752e-17, 0, 1.5333e-14, 0, 0
0.116529, 0, 2.68095e-14, 0, 1.41421, -2.68095e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37e-16, 0, 0, 5.90893e-19, 0, 3.10651e-17, 0, 2.66409e-14, 0, 0
0.124378, 0, 4.62632e-14, 0, 1.41421, -4.62632e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36405e-16, 0, 0, 1.03717e-18, 0, 5.48806e-17, 0, 4.59709e-14, 0, 0
0.132228, 0, 7.92923e-14, 0, 1.41421, -7.92923e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05172e-16, 0, 0, 1.80876e-18, 0, 9.63626e-17, 0, 7.8789e-14, 0, 0
0.140078, 0, 1.34991e-13, 0, 1.41421, -1.34991e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.89767e-16, 0, 0, 3.13439e-18, 0, 1.68187e-16, 0, 1.3413e-13, 0, 0
0.147928, 0, 2.2829e-13, 0, 1.41421, -2.2829e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16646e-15, 0, 0, 5.39753e-18, 0, 2.91814e-16, 0, 2.26826e-13, 0, 0
0.155778, 0, 3.83531e-13, 0, 1.41421, -3.83531e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95963e-15, 0, 0, 9.23734e-18, 0, 5.03378e-16, 0, 3.81058e-13, 0, 0
0.163628, 0, 6.40134e-13, 0, 1.41421, -6.40134e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27066e-15, 0, 0, 1.57124e-17, 0, 8.63368e-16, 0, 6.35985e-13, 0, 0
0.171478, 0, 1.0615e-12, 0, 1.41421, -1.0615e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.42345e-15, 0, 0, 2.65656e-17, 0, 1.47247e-15, 0, 1.05458e-12, 0, 0
0.179328, 0, 1.7489e-12, 0, 1.41421, -1.7489e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.93546e-15, 0, 0, 4.46494e-17, 0, 2.49735e-15, 0, 1.73743e-12, 0, 0
0.187178, 0, 2.86306e-12, 0, 1.41421, -2.86306e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46278e-14, 0, 0, 7.46055e-17, 0, 4.21277e-15, 0, 2.84415e-12, 0, 0
0.195028, 0, 4.65725e-12, 0, 1.41421, -4.65725e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37948e-14, 0, 0, 1.23945e-16, 0, 7.06846e-15, 0, 4.62627e-12, 0, 0
0.202878, 0, 7.52801e-12, 0, 1.41421, -7.52801e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84628e-14, 0, 0, 2.04754e-16, 0, 1.17976e-14, 0, 7.47754e-12, 0, 0
0.210728, 0, 1.20919e-11, 0, 1.41421, -1.20919e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.17836e-14, 0, 0, 3.36382e-16, 0, 1.95888e-14, 0, 1.20102e-11, 0, 0
0.218578, 0, 1.93015e-11, 0, 1.41421, -1.93015e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.86269e-14, 0, 0, 5.49658e-16, 0, 3.23604e-14, 0, 1.917e-11, 0, 0
0.226428, 0, 3.06183e-11, 0, 1.41421, -3.06183e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56468e-13, 0, 0, 8.93454e-16, 0, 5.31929e-14, 0, 3.04077e-11, 0, 0
0.234278, 0, 4.82697e-11, 0, 1.41421, -4.82697e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46703e-13, 0, 0, 1.44489e-15, 0, 8.70106e-14, 0, 4.79345e-11, 0, 0
0.242128, 0, 7.56282e-11, 0, 1.41421, -7.56282e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86597e-13, 0, 0, 2.3252e-15, 0, 1.4165e-13, 0, 7.50976e-11, 0, 0
0.249978, 0, 1.17767e-10, 0, 1.41421, -1.17767e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0214e-13, 0, 0, 3.72421e-15, 0, 2.29531e-13, 0, 1.16931e-10, 0, 0
0.257828, 0, 1.82264e-10, 0, 1.41421, -1.82264e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.32189e-13, 0, 0, 5.93814e-15, 0, 3.70257e-13, 0, 1.80956e-10, 0, 0
0.265678, 0, 2.80368e-10, 0, 1.41421, -2.80368e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43448e-12, 0, 0, 9.4279e-15, 0, 5.94651e-13, 0, 2.78329e-10, 0, 0
0.273528, 0, 4.28662e-10, 0, 1.41421, -4.28662e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19425e-12, 0, 0, 1.49089e-14, 0, 9.51012e-13, 0, 4.25502e-10, 0, 0
0.281378, 0, 6.51435e-10, 1.079e-43, 1.41421, -6.51435e-10, 1.079e-43, 0, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 3.33655e-12, 1.079e-43, 1.079e-43, 2.34895e-14, 1.079e-43, 1.51476e-12, 1.079e-43, 6.4656e-10, 1.079e-43, 1.079e-43
0.289228, 0, 9.8403e-10, 2.02347e-42, 1.41421, -9.8403e-10, 2.02347e-42, 0, 2.02347e-42, 2.02347e-42, 2.02347e-42, 2.02347e-42, 2.02347e-42, 2.02347e-42, 2.02347e-42, 2.02347e-42, 2.02347e-42, 2.02347e-42, 2.02347e-42, 5.0437e-12, 2.02347e-42, 2.02347e-42, 3.6884e-14, 2.02347e-42, 2.40336e-12, 2.02347e-42, 9.76546e-10, 2.02347e-42, 2.02347e-42
0.297078, 0, 1.47752e-09, 2.94231e-41, 1.41421, -1.47752e-09, 2.94231e-41, 0, 2.94231e-41, 2.94231e-41, 2.94231e-41, 2.94231e-41, 2.94231e-41, 2.94231e-41, 2.94231e-41, 2.94231e-41, 2.94231e-41, 2.94231e-41, 2.94231e-41, 7.57984e-12, 2.94231e-41, 2.94231e-41, 5.77417e-14, 2.94231e-41, 3.79916e-12, 2.94231e-41, 1.46609e-09, 2.94231e-41, 2.94231e-41
0.304928, 0, 2.20528e-09, 3.92829e-40, 1.41421, -2.20528e-09, 3.92829e-40, 0, 3.92829e-40, 3.92829e-40, 3.92829e-40, 3.92829e-40, 3.92829e-40, 3.92829e-40, 3.92829e-40, 3.92829e-40, 3.92829e-40, 3.92829e-40, 3.92829e-40, 1.13254e-11, 3.92829e-40, 3.92829e-40, 9.01554e-14, 3.92829e-40, 5.98467e-12, 3.92829e-40, 2.18788e-09, 3.92829e-40, 3.92829e-40
0.312778, 0, 3.27192e-09, 4.7084e-39, 1.41421, -3.27192e-09, 4.7084e-39, 0, 4.7084e-39, 4.7084e-39, 4.7084e-39, 4.7084e-39, 4.7084e-39, 4.7084e-39, 4.7084e-39, 4.7084e-39, 4.7084e-39, 4.7084e-39, 4.7084e-39, 1.6825e-11, 4.7084e-39, 4.7084e-39, 1.40447e-13, 4.7084e-39, 9.39652e-12, 4.7084e-39, 3.24555e-09, 4.7084e-39, 4.7084e-39
0.320628, 0, 4.82576e-09, 5.08684e-38, 1.41421, -4.82576e-09, 5.08684e-38, 0, 5.08684e-38, 5.08684e-38, 5.08684e-38, 5.08684e-38, 5.08684e-38, 5.08684e-38, 5.08684e-38, 5.08684e-38, 5.08684e-38, 5.08684e-38, 5.08684e-38, 2.48538e-11, 5.08684e-38, 5.08684e-38, 2.18384e-13, 5.08684e-38, 1.47084e-11, 5.08684e-38, 4.78598e-09, 5.08684e-38, 5.08684e-38
0.328478, 0, 7.07559e-09, 4.97467e-37, 1.41421, -7.07559e-09, 4.97467e-37, 0, 4.97467e-37, 4.97467e-37, 4.97467e-37, 4.97467e-37, 4.97467e-37, 4.97467e-37, 4.97467e-37, 4.97467e-37, 4.97467e-37, 4.97467e-37, 4.97467e-37, 3.65084e-11, 4.97467e-37, 4.97467e-37, 3.39071e-13, 4.97467e-37, 2.29579e-11, 4.97467e-37, 7.01579e-09, 4.97467e-37, 4.97467e-37
