   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_401.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0129462, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0050964, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00275339, 0, 3.17594e-18, 0, 1.41421, -3.17594e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79307e-20, 0, 0, 2.3657e-20, 0, 2.33372e-21, 0, 3.13202e-18, 0, 0
0.0106032, 0, 5.76252e-18, 0, 1.41421, -5.76252e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25292e-20, 0, 0, 4.36577e-20, 0, 4.31728e-21, 0, 5.68201e-18, 0, 0
0.0184529, 0, 1.03792e-17, 0, 1.41421, -1.03792e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.85817e-20, 0, 0, 7.99856e-20, 0, 7.93091e-21, 0, 1.02327e-17, 0, 0
0.0263027, 0, 1.85606e-17, 0, 1.41421, -1.85606e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04743e-19, 0, 0, 1.45507e-19, 0, 1.44698e-20, 0, 1.82959e-17, 0, 0
0.0341525, 0, 3.29576e-17, 0, 1.41421, -3.29576e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85961e-19, 0, 0, 2.6287e-19, 0, 2.62243e-20, 0, 3.24825e-17, 0, 0
0.0420023, 0, 5.81179e-17, 0, 1.41421, -5.81179e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27874e-19, 0, 0, 4.71676e-19, 0, 4.72186e-20, 0, 5.72712e-17, 0, 0
0.0498521, 0, 1.01791e-16, 0, 1.41421, -1.01791e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74162e-19, 0, 0, 8.40713e-19, 0, 8.44799e-20, 0, 1.00291e-16, 0, 0
0.0577019, 0, 1.77089e-16, 0, 1.41421, -1.77089e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.98727e-19, 0, 0, 1.48868e-18, 0, 1.50204e-19, 0, 1.74452e-16, 0, 0
0.0655516, 0, 3.06063e-16, 0, 1.41421, -3.06063e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7258e-18, 0, 0, 2.61913e-18, 0, 2.65435e-19, 0, 3.01453e-16, 0, 0
