   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_44.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
6.37666, 16.1683, 13.6444, 13.3804, 4.26242, 2.52384, 0, 13.3805, 13.3805, 13.3805, 13.6424, 13.3823, 13.3804, 13.3804, 13.3804, 13.3804, 13.3804, 13.3804, 13.3804, 13.3804, 13.3804, 13.3804, 13.3804, 13.3804, 13.3804
6.38429, 17.2255, 13.6616, 13.396, 4.38468, 3.56383, 0, 13.3961, 13.3961, 13.3961, 13.6598, 13.3976, 13.396, 13.396, 13.396, 13.396, 13.396, 13.396, 13.396, 13.396, 13.396, 13.396, 13.396, 13.396, 13.396
6.39192, 9.98557, 13.6779, 13.4113, 3.46202, -3.69229, 0, 13.4114, 13.4114, 13.4114, 13.6763, 13.4127, 13.4113, 13.4113, 13.4113, 13.4113, 13.4113, 13.4113, 13.4113, 13.4113, 13.4113, 13.4113, 13.4113, 13.4113, 13.4113
6.39955, 12.5338, 13.6931, 13.4264, 3.81233, -1.1593, 0, 13.4264, 13.4265, 13.4265, 13.6917, 13.4276, 13.4264, 13.4264, 13.4264, 13.4264, 13.4264, 13.4264, 13.4264, 13.4264, 13.4264, 13.4264, 13.4264, 13.4264, 13.4264
6.40718, 15.6992, 13.7074, 13.4412, 4.20704, 1.99178, 0, 13.4412, 13.4413, 13.4413, 13.7062, 13.4422, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412, 13.4412
6.41481, 21.3682, 13.7207, 13.4557, 4.83407, 7.64748, 0, 13.4557, 13.4558, 13.4558, 13.7196, 13.4565, 13.4557, 13.4557, 13.4557, 13.4557, 13.4557, 13.4557, 13.4557, 13.4557, 13.4557, 13.4557, 13.4557, 13.4557, 13.4557
6.42244, 11.9905, 13.7331, 13.4699, 3.74039, -1.74255, 0, 13.47, 13.4701, 13.4701, 13.7321, 13.4707, 13.4699, 13.4699, 13.4699, 13.4699, 13.4699, 13.4699, 13.4699, 13.4699, 13.4699, 13.4699, 13.4699, 13.4699, 13.4699
6.43007, 10.6821, 13.7445, 13.4839, 3.56119, -3.06241, 0, 13.484, 13.484, 13.484, 13.7436, 13.4845, 13.4839, 13.4839, 13.4839, 13.4839, 13.4839, 13.4839, 13.4839, 13.4839, 13.4839, 13.4839, 13.4839, 13.4839, 13.4839
6.4377, 17.6395, 13.755, 13.4976, 4.43164, 3.8845, 0, 13.4977, 13.4978, 13.4977, 13.7542, 13.4981, 13.4976, 13.4976, 13.4976, 13.4976, 13.4976, 13.4976, 13.4976, 13.4976, 13.4976, 13.4976, 13.4976, 13.4976, 13.4976
6.44532, 15.8174, 13.7645, 13.5111, 4.22107, 2.05288, 0, 13.5111, 13.5112, 13.5112, 13.7638, 13.5115, 13.5111, 13.5111, 13.5111, 13.5111, 13.5111, 13.5111, 13.5111, 13.5111, 13.5111, 13.5111, 13.5111, 13.5111, 13.5111
6.45295, 12.6564, 13.7732, 13.5242, 3.82837, -1.11678, 0, 13.5243, 13.5244, 13.5244, 13.7726, 13.5246, 13.5242, 13.5242, 13.5242, 13.5242, 13.5242, 13.5242, 13.5242, 13.5242, 13.5242, 13.5242, 13.5242, 13.5242, 13.5242
6.46058, 6.31939, 13.7811, 13.5372, 2.88434, -7.4617, 0, 13.5372, 13.5373, 13.5373, 13.7805, 13.5375, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372, 13.5372
6.46821, 12.6321, 13.7881, 13.5498, 3.82519, -1.15605, 0, 13.5498, 13.55, 13.5499, 13.7876, 13.55, 13.5498, 13.5498, 13.5498, 13.5498, 13.5498, 13.5498, 13.5498, 13.5498, 13.5498, 13.5498, 13.5498, 13.5498, 13.5498
6.47584, 12.8201, 13.7945, 13.5622, 3.84969, -0.974349, 0, 13.5622, 13.5624, 13.5623, 13.7939, 13.5624, 13.5622, 13.5622, 13.5622, 13.5622, 13.5622, 13.5622, 13.5622, 13.5622, 13.5622, 13.5622, 13.5622, 13.5622, 13.5622
6.48347, 14.2919, 13.8001, 13.5743, 4.03632, 0.491828, 0, 13.5743, 13.5745, 13.5744, 13.7995, 13.5744, 13.5743, 13.5743, 13.5743, 13.5743, 13.5743, 13.5743, 13.5743, 13.5743, 13.5743, 13.5743, 13.5743, 13.5743, 13.5743
6.4911, 19.5152, 13.805, 13.5861, 4.63845, 5.71021, 0, 13.5862, 13.5863, 13.5862, 13.8045, 13.5863, 13.5861, 13.5861, 13.5861, 13.5861, 13.5861, 13.5861, 13.5861, 13.5861, 13.5861, 13.5861, 13.5861, 13.5861, 13.5861
6.49873, 14.3779, 13.8094, 13.5977, 4.04697, 0.568581, 0, 13.5977, 13.5979, 13.5978, 13.8088, 13.5978, 13.5977, 13.5977, 13.5977, 13.5977, 13.5977, 13.5977, 13.5977, 13.5977, 13.5977, 13.5977, 13.5977, 13.5977, 13.5977
6.50635, 8.29021, 13.8132, 13.609, 3.20784, -5.52295, 0, 13.6091, 13.6093, 13.6092, 13.8126, 13.6091, 13.609, 13.609, 13.609, 13.609, 13.609, 13.609, 13.609, 13.609, 13.609, 13.609, 13.609, 13.609, 13.609
6.51398, 15.8418, 13.8164, 13.6201, 4.22395, 2.02532, 0, 13.6201, 13.6204, 13.6202, 13.8159, 13.6202, 13.6201, 13.6201, 13.6201, 13.6201, 13.6201, 13.6201, 13.6201, 13.6201, 13.6201, 13.6201, 13.6201, 13.6201, 13.6201
6.52161, 11.1435, 13.8193, 13.6309, 3.6254, -2.67579, 0, 13.6309, 13.6312, 13.631, 13.8187, 13.631, 13.6309, 13.6309, 13.6309, 13.6309, 13.6309, 13.6309, 13.6309, 13.6309, 13.6309, 13.6309, 13.6309, 13.6309, 13.6309
6.52924, 16.6875, 13.8217, 13.6414, 4.32291, 2.8658, 0, 13.6415, 13.6418, 13.6416, 13.8212, 13.6415, 13.6414, 13.6414, 13.6414, 13.6414, 13.6414, 13.6414, 13.6414, 13.6414, 13.6414, 13.6414, 13.6414, 13.6414, 13.6414
6.53687, 17.5576, 13.8238, 13.6517, 4.4224, 3.73384, 0, 13.6517, 13.6521, 13.6518, 13.8232, 13.6518, 13.6517, 13.6517, 13.6517, 13.6517, 13.6517, 13.6517, 13.6517, 13.6517, 13.6517, 13.6517, 13.6517, 13.6517, 13.6517
6.5445, 8.8466, 13.8256, 13.6617, 3.29342, -4.979, 0, 13.6618, 13.6622, 13.6619, 13.825, 13.6618, 13.6617, 13.6617, 13.6617, 13.6617, 13.6617, 13.6617, 13.6617, 13.6617, 13.6617, 13.6617, 13.6617, 13.6617, 13.6617
6.55213, 11.8508, 13.8271, 13.6715, 3.72167, -1.97634, 0, 13.6715, 13.672, 13.6716, 13.8265, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715, 13.6715
6.55976, 12.5158, 13.8285, 13.681, 3.80996, -1.31268, 0, 13.6811, 13.6815, 13.6811, 13.8278, 13.681, 13.681, 13.681, 13.681, 13.681, 13.681, 13.681, 13.681, 13.681, 13.681, 13.681, 13.681, 13.681, 13.681
6.56739, 12.4603, 13.8297, 13.6903, 3.80268, -1.36931, 0, 13.6903, 13.6908, 13.6904, 13.8289, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903, 13.6903
6.57501, 11.7511, 13.8307, 13.6993, 3.70825, -2.07958, 0, 13.6993, 13.6999, 13.6994, 13.8299, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993, 13.6993
6.58264, 21.3495, 13.8317, 13.708, 4.83213, 7.5178, 0, 13.7081, 13.7087, 13.7082, 13.8308, 13.7081, 13.708, 13.708, 13.708, 13.708, 13.708, 13.708, 13.708, 13.708, 13.708, 13.708, 13.708, 13.708, 13.708
6.59027, 12.6184, 13.8326, 13.7165, 3.82341, -1.21411, 0, 13.7166, 13.7173, 13.7167, 13.8317, 13.7166, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165
6.5979, 13.4729, 13.8334, 13.7248, 3.93357, -0.360497, 0, 13.7248, 13.7256, 13.7249, 13.8325, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248, 13.7248
6.60553, 14.7473, 13.8343, 13.7328, 4.09235, 0.91302, 0, 13.7328, 13.7337, 13.7329, 13.8333, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328, 13.7328
6.61316, 8.67893, 13.8352, 13.7406, 3.26786, -5.15627, 0, 13.7406, 13.7415, 13.7407, 13.8341, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406, 13.7406
6.62079, 14.523, 13.8361, 13.7481, 4.06486, 0.686898, 0, 13.7481, 13.7491, 13.7482, 13.835, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481, 13.7481
6.62842, 16.0929, 13.8371, 13.7553, 4.25358, 2.25579, 0, 13.7554, 13.7565, 13.7555, 13.8359, 13.7554, 13.7553, 13.7553, 13.7553, 13.7553, 13.7553, 13.7553, 13.7553, 13.7553, 13.7553, 13.7553, 13.7553, 13.7553, 13.7553
6.63605, 14.6573, 13.8382, 13.7624, 4.08134, 0.819118, 0, 13.7624, 13.7636, 13.7625, 13.8369, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624, 13.7624
6.64367, 12.988, 13.8394, 13.7692, 3.87143, -0.851423, 0, 13.7692, 13.7705, 13.7693, 13.8379, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692, 13.7692
6.6513, 10.9879, 13.8406, 13.7757, 3.60387, -2.85273, 0, 13.7757, 13.7771, 13.7758, 13.8391, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757, 13.7757
6.65893, 12.7926, 13.8419, 13.782, 3.84611, -1.04935, 0, 13.782, 13.7835, 13.7821, 13.8403, 13.782, 13.782, 13.782, 13.782, 13.782, 13.782, 13.782, 13.782, 13.782, 13.782, 13.782, 13.782, 13.782, 13.782
6.66656, 17.2815, 13.8434, 13.7881, 4.39107, 3.43815, 0, 13.7881, 13.7897, 13.7882, 13.8416, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881, 13.7881
6.67419, 10.5606, 13.8449, 13.7939, 3.54409, -3.28431, 0, 13.7939, 13.7956, 13.794, 13.843, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939, 13.7939
6.68182, 13.2235, 13.8465, 13.7995, 3.90174, -0.62298, 0, 13.7995, 13.8014, 13.7996, 13.8445, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995, 13.7995
6.68945, 15.0816, 13.8482, 13.8048, 4.13299, 1.2334, 0, 13.8049, 13.8069, 13.8049, 13.8461, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048, 13.8048
6.69708, 10.9876, 13.85, 13.81, 3.60384, -2.86239, 0, 13.81, 13.8121, 13.8101, 13.8478, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81
6.70471, 13.5911, 13.8519, 13.8149, 3.94856, -0.260762, 0, 13.8149, 13.8171, 13.815, 13.8495, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149, 13.8149
6.71233, 22.7198, 13.8538, 13.8195, 4.9719, 8.86592, 0, 13.8196, 13.8219, 13.8196, 13.8513, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195, 13.8195
6.71996, 14.816, 13.8558, 13.8239, 4.10073, 0.960143, 0, 13.824, 13.8265, 13.824, 13.8532, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239, 13.8239
6.72759, 10.588, 13.8579, 13.8281, 3.54795, -3.26991, 0, 13.8282, 13.8308, 13.8282, 13.8551, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281, 13.8281
6.73522, 9.45473, 13.86, 13.8321, 3.38448, -4.40526, 0, 13.8322, 13.8349, 13.8322, 13.857, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321, 13.8321
6.74285, 15.8324, 13.8621, 13.8359, 4.22284, 1.97025, 0, 13.8359, 13.8388, 13.836, 13.859, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359, 13.8359
6.75048, 12.2719, 13.8643, 13.8394, 3.77781, -1.59241, 0, 13.8394, 13.8425, 13.8395, 13.8611, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394, 13.8394
6.75811, 13.5605, 13.8664, 13.8427, 3.94467, -0.305984, 0, 13.8427, 13.8459, 13.8428, 13.8631, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427, 13.8427
6.76574, 13.3249, 13.8686, 13.8458, 3.91471, -0.543681, 0, 13.8458, 13.8492, 13.8459, 13.8651, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458, 13.8458
6.77337, 15.6558, 13.8708, 13.8486, 4.20188, 1.785, 0, 13.8487, 13.8522, 13.8487, 13.8671, 13.8486, 13.8486, 13.8486, 13.8486, 13.8486, 13.8486, 13.8486, 13.8486, 13.8486, 13.8486, 13.8487, 13.8486, 13.8486, 13.8486
6.78099, 7.1145, 13.8729, 13.8513, 3.01902, -6.7584, 0, 13.8513, 13.8549, 13.8514, 13.8691, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513, 13.8513
6.78862, 14.9859, 13.875, 13.8537, 4.12139, 1.11085, 0, 13.8538, 13.8575, 13.8538, 13.8711, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537, 13.8537
6.79625, 12.9279, 13.8771, 13.8559, 3.86366, -0.949163, 0, 13.856, 13.8598, 13.856, 13.8731, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559, 13.8559
6.80388, 11.0976, 13.8791, 13.8579, 3.61906, -2.7815, 0, 13.858, 13.8619, 13.858, 13.875, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579, 13.8579
6.81151, 15.4033, 13.881, 13.8597, 4.17173, 1.52226, 0, 13.8598, 13.8638, 13.8598, 13.8768, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597, 13.8597
6.81914, 20.5629, 13.8829, 13.8613, 4.75004, 6.67996, 0, 13.8613, 13.8655, 13.8614, 13.8786, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613, 13.8613
6.82677, 14.9831, 13.8847, 13.8627, 4.12105, 1.09837, 0, 13.8627, 13.8669, 13.8628, 13.8803, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627, 13.8627
6.8344, 15.9835, 14.1597, 14.1371, 4.2407, 1.82383, 0, 14.1371, 14.1414, 14.1372, 14.1552, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371, 14.1371
6.84203, 8.89776, 14.4358, 14.4125, 3.30118, -5.538, 0, 14.4125, 14.4169, 14.4126, 14.4312, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125, 14.4125
6.84965, 11.189, 14.7113, 14.6873, 3.63166, -3.52232, 0, 14.6873, 14.6918, 14.6874, 14.7067, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873
6.85728, 13.7106, 14.9864, 14.9615, 3.96366, -1.27579, 0, 14.9615, 14.966, 14.9616, 14.9817, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615, 14.9615
6.86491, 6.0998, 15.2612, 15.2354, 2.84601, -9.16144, 0, 15.2355, 15.24, 15.2356, 15.2565, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354, 15.2354
6.87254, 12.0509, 15.5355, 15.5087, 3.74846, -3.4846, 0, 15.5088, 15.5133, 15.5089, 15.5307, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087, 15.5087
6.88017, 7.79678, 15.8093, 15.7814, 3.12998, -8.01247, 0, 15.7814, 15.786, 15.7816, 15.8044, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814, 15.7814
6.8878, 10.1939, 16.0824, 16.0534, 3.49198, -5.88847, 0, 16.0535, 16.058, 16.0536, 16.0775, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534, 16.0534
6.89543, 11.9782, 16.355, 16.3249, 3.73875, -4.37676, 0, 16.3249, 16.3295, 16.3251, 16.3501, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249, 16.3249
6.90306, 14.9542, 16.6273, 16.596, 4.11755, -1.6731, 0, 16.5961, 16.6006, 16.5963, 16.6224, 16.596, 16.596, 16.596, 16.596, 16.596, 16.596, 16.596, 16.596, 16.596, 16.596, 16.596, 16.596, 16.596, 16.596
6.91069, 11.8755, 16.8989, 16.8664, 3.72499, -5.02337, 0, 16.8664, 16.871, 16.8667, 16.894, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664, 16.8664
6.91831, 17.1424, 17.1697, 17.136, 4.37521, -0.027256, 0, 17.136, 17.1405, 17.1363, 17.1647, 17.136, 17.136, 17.136, 17.136, 17.136, 17.136, 17.136, 17.136, 17.136, 17.136, 17.136, 17.136, 17.136, 17.136
6.92594, 15.9403, 17.4398, 17.4048, 4.2356, -1.49949, 0, 17.4049, 17.4093, 17.4053, 17.4348, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048, 17.4048
6.93357, 13.9649, 17.7092, 17.6731, 3.99561, -3.7443, 0, 17.6731, 17.6775, 17.6736, 17.7042, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731, 17.6731
6.9412, 13.9581, 17.9788, 17.9414, 3.99476, -4.02064, 0, 17.9414, 17.9457, 17.942, 17.9737, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414, 17.9414
6.94883, 10.9761, 18.2475, 18.2089, 3.60223, -7.27138, 0, 18.2089, 18.2132, 18.2096, 18.2424, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089, 18.2089
6.95646, 8.98129, 18.5153, 18.4756, 3.3138, -9.53402, 0, 18.4756, 18.4798, 18.4764, 18.5102, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756, 18.4756
6.96409, 10.9949, 18.7824, 18.7415, 3.60484, -7.78755, 0, 18.7416, 18.7456, 18.7425, 18.7773, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415, 18.7415
6.97172, 11.9876, 19.0489, 19.0069, 3.74, -7.06126, 0, 19.0069, 19.0109, 19.0081, 19.0436, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069, 19.0069
6.97935, 11.9879, 19.3168, 19.2738, 3.74004, -7.32893, 0, 19.2738, 19.2776, 19.2752, 19.3115, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738, 19.2738
6.98697, 11.9942, 19.5839, 19.5398, 3.74088, -7.58972, 0, 19.5398, 19.5435, 19.5414, 19.5784, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398, 19.5398
6.9946, 12.9874, 19.8499, 19.8048, 3.87135, -6.86256, 0, 19.8048, 19.8084, 19.8067, 19.8443, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048, 19.8048
7.00223, 8.98253, 19.9897, 19.9436, 3.31399, -11.0071, 0, 19.9436, 19.9471, 19.9458, 19.9839, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436, 19.9436
7.00986, 20.9368, 19.901, 19.854, 4.78924, 1.03577, 0, 19.8541, 19.8574, 19.8567, 19.895, 19.854, 19.854, 19.854, 19.854, 19.854, 19.854, 19.854, 19.854, 19.854, 19.854, 19.854, 19.854, 19.854, 19.854
7.01749, 10.0137, 19.8112, 19.7633, 3.46609, -9.79747, 0, 19.7634, 19.7666, 19.7664, 19.8049, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633, 19.7633
7.02512, 9.99814, 19.7201, 19.6713, 3.46383, -9.72192, 0, 19.6714, 19.6745, 19.6749, 19.7133, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713, 19.6713
7.03275, 7.05539, 19.6275, 19.578, 3.00922, -12.5721, 0, 19.578, 19.581, 19.5821, 19.6204, 19.578, 19.578, 19.578, 19.578, 19.578, 19.578, 19.578, 19.578, 19.578, 19.578, 19.578, 19.578, 19.578, 19.578
7.04038, 11.9355, 19.5337, 19.4834, 3.73303, -7.59823, 0, 19.4834, 19.4863, 19.4881, 19.526, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834, 19.4834
7.04801, 9.94331, 19.4387, 19.3876, 3.45591, -9.49537, 0, 19.3876, 19.3903, 19.3931, 19.4304, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876, 19.3876
7.05563, 14.0328, 19.3426, 19.2907, 4.0041, -5.30975, 0, 19.2907, 19.2933, 19.297, 19.3336, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907, 19.2907
7.06326, 13.9609, 19.2455, 19.1928, 3.9951, -5.28462, 0, 19.1929, 19.1953, 19.2001, 19.2357, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928, 19.1928
7.07089, 13.0147, 19.1473, 19.0939, 3.87488, -6.13262, 0, 19.0939, 19.0962, 19.1022, 19.1366, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939, 19.0939
7.07852, 17.8287, 19.0482, 18.9939, 4.45294, -1.21946, 0, 18.9939, 18.9961, 19.0034, 19.0364, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939, 18.9939
7.08615, 15.1131, 18.9482, 18.8931, 4.1368, -3.83508, 0, 18.8932, 18.8952, 18.904, 18.9352, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931, 18.8931
7.09378, 15.9851, 18.8474, 18.7915, 4.24089, -2.86233, 0, 18.7915, 18.7934, 18.8038, 18.8331, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915, 18.7915
7.10141, 16.9076, 18.7458, 18.6889, 4.34828, -1.83829, 0, 18.6889, 18.6908, 18.7028, 18.73, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889, 18.6889
