   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_118.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.152624, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.160489, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.168355, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.17622, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.184085, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.19195, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.199816, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.207681, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.215546, 0, 4.62745e-30, 0, 1.41421, -4.62745e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42194e-32, 0, 0, 3.57483e-35, 1.27966e-34, 0, 4.61306e-30, 0, 0, 0
0.223412, 0, 6.14009e-29, 0, 1.41421, -6.14009e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88587e-31, 0, 0, 4.74119e-34, 3.02381e-32, 0, 6.11816e-29, 0, 0, 0
0.231277, 0, 5.1118e-28, 0, 1.41421, -5.1118e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56963e-30, 0, 0, 3.94614e-33, 3.85676e-31, 0, 5.09221e-28, 0, 0, 0
0.239142, 0, 3.39204e-27, 0, 1.41421, -3.39204e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04138e-29, 0, 0, 2.6204e-32, 3.15236e-30, 0, 3.37845e-27, 0, 0, 0
0.247007, 0, 1.95226e-26, 0, 1.41421, -1.95226e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.99277e-29, 0, 0, 1.51079e-31, 2.06775e-29, 0, 1.94418e-26, 0, 0, 0
0.254873, 0, 1.01485e-25, 0, 1.41421, -1.01485e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11493e-28, 0, 0, 7.87289e-31, 1.18007e-28, 0, 1.01055e-25, 0, 0, 0
0.262738, 0, 4.87504e-25, 0, 1.41421, -4.87504e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49619e-27, 0, 0, 3.79292e-30, 6.09314e-28, 0, 4.85394e-25, 0, 0, 0
0.270603, 0, 2.19529e-24, 0, 1.41421, -2.19529e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.737e-27, 0, 0, 1.71355e-29, 2.91046e-27, 0, 2.18563e-24, 0, 0, 0
0.278469, 0, 9.35754e-24, 0, 1.41421, -9.35754e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87149e-26, 0, 0, 7.32989e-29, 1.3042e-26, 0, 9.31571e-24, 0, 0, 0
0.286334, 0, 3.80201e-23, 0, 1.41421, -3.80201e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16663e-25, 0, 0, 2.98947e-28, 5.53504e-26, 0, 3.78478e-23, 0, 0, 0
0.294199, 0, 1.48017e-22, 0, 1.41421, -1.48017e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.54155e-25, 0, 0, 1.16855e-27, 2.24005e-25, 0, 1.47337e-22, 0, 0, 0
0.302065, 0, 5.54391e-22, 0, 1.41421, -5.54391e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70093e-24, 0, 0, 4.39565e-27, 8.68945e-25, 0, 5.51817e-22, 0, 0, 0
0.30993, 0, 2.00412e-21, 0, 1.41421, -2.00412e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14854e-24, 0, 0, 1.59631e-26, 3.24383e-24, 0, 1.99472e-21, 0, 0, 0
0.317795, 0, 7.01077e-21, 0, 1.41421, -7.01077e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15076e-23, 0, 0, 5.61135e-26, 1.16905e-23, 0, 6.97752e-21, 0, 0, 0
0.32566, 0, 2.37831e-20, 0, 1.41421, -2.37831e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.29581e-23, 0, 0, 1.9134e-25, 4.07788e-23, 0, 2.36692e-20, 0, 0, 0
0.333526, 0, 7.84028e-20, 0, 1.41421, -7.84028e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40501e-22, 0, 0, 6.34288e-25, 1.3804e-22, 0, 7.80236e-20, 0, 0, 0
0.341391, 0, 2.51454e-19, 0, 1.41421, -2.51454e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.71295e-22, 0, 0, 2.04629e-24, 4.53989e-22, 0, 2.50226e-19, 0, 0, 0
0.349256, 0, 7.85612e-19, 0, 1.41421, -7.85612e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40961e-21, 0, 0, 6.43306e-24, 1.45286e-21, 0, 7.81743e-19, 0, 0, 0
0.357122, 0, 2.39362e-18, 0, 1.41421, -2.39362e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34117e-21, 0, 0, 1.97298e-23, 4.52994e-21, 0, 2.38173e-18, 0, 0, 0
0.364987, 0, 7.11874e-18, 0, 1.41421, -7.11874e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18315e-20, 0, 0, 5.90877e-23, 1.3776e-20, 0, 7.08308e-18, 0, 0, 0
0.372852, 0, 2.06822e-17, 0, 1.41421, -2.06822e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.34222e-20, 0, 0, 1.7294e-22, 4.08989e-20, 0, 2.05777e-17, 0, 0, 0
0.380717, 0, 5.87398e-17, 0, 1.41421, -5.87398e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80109e-19, 0, 0, 4.95021e-22, 1.18632e-19, 0, 5.84406e-17, 0, 0, 0
0.388583, 0, 1.6318e-16, 0, 1.41421, -1.6318e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.00288e-19, 0, 0, 1.38661e-21, 3.36426e-19, 0, 1.62342e-16, 0, 0, 0
0.396448, 0, 4.43631e-16, 0, 1.41421, -4.43631e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35993e-18, 0, 0, 3.80295e-21, 9.33325e-19, 0, 4.41334e-16, 0, 0, 0
0.404313, 0, 1.18085e-15, 0, 1.41421, -1.18085e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6193e-18, 0, 0, 1.02174e-20, 2.53432e-18, 0, 1.17469e-15, 0, 0, 0
0.412179, 0, 3.07863e-15, 0, 1.41421, -3.07863e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.43428e-18, 0, 0, 2.69029e-20, 6.73869e-18, 0, 3.06243e-15, 0, 0, 0
0.420044, 0, 7.86437e-15, 0, 1.41421, -7.86437e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4095e-17, 0, 0, 6.94579e-20, 1.75535e-17, 0, 7.82265e-15, 0, 0, 0
0.427909, 0, 1.96901e-14, 9.24857e-44, 1.41421, -1.96901e-14, 9.24857e-44, 0, 9.24857e-44, 9.24857e-44, 9.24857e-44, 9.24857e-44, 9.24857e-44, 9.24857e-44, 9.24857e-44, 9.24857e-44, 9.24857e-44, 9.24857e-44, 6.03127e-17, 9.24857e-44, 9.24857e-44, 1.75907e-19, 4.48115e-17, 9.24857e-44, 1.95848e-14, 9.24857e-44, 9.24857e-44, 9.24857e-44
0.435774, 0, 4.83312e-14, 1.73761e-42, 1.41421, -4.83312e-14, 1.73761e-42, 0, 1.73761e-42, 1.73761e-42, 1.73761e-42, 1.73761e-42, 1.73761e-42, 1.73761e-42, 1.73761e-42, 1.73761e-42, 1.73761e-42, 1.73761e-42, 1.48004e-16, 1.73761e-42, 1.73761e-42, 4.372e-19, 1.1215e-16, 1.73761e-42, 4.80706e-14, 1.73761e-42, 1.73761e-42, 1.73761e-42
0.44364, 0, 1.16335e-13, 2.57012e-41, 1.41421, -1.16335e-13, 2.57012e-41, 0, 2.57012e-41, 2.57012e-41, 2.57012e-41, 2.57012e-41, 2.57012e-41, 2.57012e-41, 2.57012e-41, 2.57012e-41, 2.57012e-41, 2.57012e-41, 3.56148e-16, 2.57012e-41, 2.57012e-41, 1.06689e-18, 2.75254e-16, 2.57012e-41, 1.15702e-13, 2.57012e-41, 2.57012e-41, 2.57012e-41
0.451505, 0, 2.74654e-13, 3.32437e-40, 1.41421, -2.74654e-13, 3.32437e-40, 0, 3.32437e-40, 3.32437e-40, 3.32437e-40, 3.32437e-40, 3.32437e-40, 3.32437e-40, 3.32437e-40, 3.32437e-40, 3.32437e-40, 3.32437e-40, 8.40563e-16, 3.32437e-40, 3.32437e-40, 2.55768e-18, 6.62701e-16, 3.32437e-40, 2.73148e-13, 3.32437e-40, 3.32437e-40, 3.32437e-40
0.45937, 0, 6.36122e-13, 3.85225e-39, 1.41421, -6.36122e-13, 3.85225e-39, 0, 3.85225e-39, 3.85225e-39, 3.85225e-39, 3.85225e-39, 3.85225e-39, 3.85225e-39, 3.85225e-39, 3.85225e-39, 3.85225e-39, 3.85225e-39, 1.94616e-15, 3.85225e-39, 3.85225e-39, 6.02748e-18, 1.56556e-15, 3.85225e-39, 6.32604e-13, 3.85225e-39, 3.85225e-39, 3.85225e-39
0.467236, 0, 1.44559e-12, 4.03639e-38, 1.41421, -1.44559e-12, 4.03639e-38, 0, 4.03639e-38, 4.03639e-38, 4.03639e-38, 4.03639e-38, 4.03639e-38, 4.03639e-38, 4.03639e-38, 4.03639e-38, 4.03639e-38, 4.03639e-38, 4.42111e-15, 4.03639e-38, 4.03639e-38, 1.39745e-17, 3.6301e-15, 4.03639e-38, 1.43752e-12, 4.03639e-38, 4.03639e-38, 4.03639e-38
0.475101, 0, 3.22376e-12, 3.84904e-37, 1.41421, -3.22376e-12, 3.84904e-37, 0, 3.84904e-37, 3.84904e-37, 3.84904e-37, 3.84904e-37, 3.84904e-37, 3.84904e-37, 3.84904e-37, 3.84904e-37, 3.84904e-37, 3.84904e-37, 9.85593e-15, 3.84904e-37, 3.84904e-37, 3.19057e-17, 8.26389e-15, 3.84904e-37, 3.20561e-12, 3.84904e-37, 3.84904e-37, 3.84904e-37
0.482966, 0, 7.05594e-12, 3.35879e-36, 1.41421, -7.05594e-12, 3.35879e-36, 0, 3.35879e-36, 3.35879e-36, 3.35879e-36, 3.35879e-36, 3.35879e-36, 3.35879e-36, 3.35879e-36, 3.35879e-36, 3.35879e-36, 3.35879e-36, 2.15648e-14, 3.35879e-36, 3.35879e-36, 7.18222e-17, 1.84759e-14, 3.35879e-36, 7.01582e-12, 3.35879e-36, 3.35879e-36, 3.35879e-36
0.490832, 0, 1.51592e-11, 2.69617e-35, 1.41421, -1.51592e-11, 2.69617e-35, 0, 2.69617e-35, 2.69617e-35, 2.69617e-35, 2.69617e-35, 2.69617e-35, 2.69617e-35, 2.69617e-35, 2.69617e-35, 2.69617e-35, 2.69617e-35, 4.63172e-14, 2.69617e-35, 2.69617e-35, 1.59641e-16, 4.05825e-14, 2.69617e-35, 1.50721e-11, 2.69617e-35, 2.69617e-35, 2.69617e-35
0.498697, 0, 3.19719e-11, 2.00054e-34, 1.41421, -3.19719e-11, 2.00054e-34, 0, 2.00054e-34, 2.00054e-34, 2.00054e-34, 2.00054e-34, 2.00054e-34, 2.00054e-34, 2.00054e-34, 2.00054e-34, 2.00054e-34, 2.00054e-34, 9.76663e-14, 2.00054e-34, 2.00054e-34, 3.50984e-16, 8.76143e-14, 2.00054e-34, 3.17863e-11, 2.00054e-34, 2.00054e-34, 2.00054e-34
0.506562, 0, 6.62054e-11, 1.41e-33, 1.41421, -6.62054e-11, 1.41e-33, 0, 1.41e-33, 1.41e-33, 1.41e-33, 1.41e-33, 1.41e-33, 1.41e-33, 1.41e-33, 1.41e-33, 1.41e-33, 1.41e-33, 2.02223e-13, 1.41e-33, 1.41e-33, 7.64859e-16, 1.86024e-13, 1.41e-33, 6.58164e-11, 1.41e-33, 1.41e-33, 1.41e-33
0.514427, 0, 1.34613e-10, 9.64137e-33, 1.41421, -1.34613e-10, 9.64137e-33, 0, 9.64137e-33, 9.64137e-33, 9.64137e-33, 9.64137e-33, 9.64137e-33, 9.64137e-33, 9.64137e-33, 9.64137e-33, 9.64137e-33, 9.64137e-33, 4.1121e-13, 9.64137e-33, 9.64137e-33, 1.65574e-15, 3.88718e-13, 9.64137e-33, 1.33811e-10, 9.64137e-33, 9.64137e-33, 9.64137e-33
0.522293, 0, 2.68783e-10, 6.26617e-32, 1.41421, -2.68783e-10, 6.26617e-32, 0, 6.26617e-32, 6.26617e-32, 6.26617e-32, 6.26617e-32, 6.26617e-32, 6.26617e-32, 6.26617e-32, 6.26617e-32, 6.26617e-32, 6.26617e-32, 8.2135e-13, 6.26617e-32, 6.26617e-32, 3.56882e-15, 8.00199e-13, 6.26617e-32, 2.67158e-10, 6.26617e-32, 6.26617e-32, 6.26617e-32
0.530158, 0, 5.27138e-10, 5.94152e-31, 1.41421, -5.27138e-10, 5.94152e-31, 0, 5.94152e-31, 5.94152e-31, 5.94152e-31, 5.94152e-31, 5.94152e-31, 5.94152e-31, 5.94152e-31, 5.94152e-31, 5.94152e-31, 5.94152e-31, 1.61197e-12, 5.94152e-31, 5.94152e-31, 7.6905e-15, 1.62637e-12, 5.94152e-31, 5.23892e-10, 5.94152e-31, 5.94152e-31, 5.94152e-31
0.538023, 0, 1.01539e-09, 3.26225e-30, 1.41421, -1.01539e-09, 3.26225e-30, 0, 3.26225e-30, 3.26225e-30, 3.26225e-30, 3.26225e-30, 3.26225e-30, 3.26225e-30, 3.26225e-30, 3.26225e-30, 3.26225e-30, 3.26225e-30, 3.10854e-12, 3.26225e-30, 3.26225e-30, 1.65293e-14, 3.26339e-12, 3.26225e-30, 1.009e-09, 3.26225e-30, 3.26225e-30, 3.26225e-30
0.545889, 0, 1.92146e-09, 1.69386e-29, 1.41421, -1.92146e-09, 1.69386e-29, 0, 1.69386e-29, 1.69386e-29, 1.69386e-29, 1.69386e-29, 1.69386e-29, 1.69386e-29, 1.69386e-29, 1.69386e-29, 1.69386e-29, 1.69386e-29, 5.89249e-12, 1.69386e-29, 1.69386e-29, 3.55462e-14, 6.48393e-12, 1.69386e-29, 1.90904e-09, 1.69386e-29, 1.69386e-29, 1.69386e-29
0.553754, 0, 3.57263e-09, 8.34049e-29, 1.41421, -3.57263e-09, 8.34049e-29, 0, 8.34049e-29, 8.34049e-29, 8.34049e-29, 8.34049e-29, 8.34049e-29, 8.34049e-29, 8.34049e-29, 8.34049e-29, 8.34049e-29, 8.34049e-29, 1.09829e-11, 8.34049e-29, 8.34049e-29, 7.6495e-14, 1.27902e-11, 8.34049e-29, 3.54878e-09, 8.34049e-29, 8.34049e-29, 8.34049e-29
0.561619, 0, 6.52797e-09, 3.9056e-28, 1.41421, -6.52797e-09, 3.9056e-28, 0, 3.9056e-28, 3.9056e-28, 3.9056e-28, 3.9056e-28, 3.9056e-28, 3.9056e-28, 3.9056e-28, 3.9056e-28, 3.9056e-28, 3.9056e-28, 2.01356e-11, 3.9056e-28, 3.9056e-28, 1.6459e-13, 2.51276e-11, 3.9056e-28, 6.48255e-09, 3.9056e-28, 3.9056e-28, 3.9056e-28
0.569484, 0, 1.17245e-08, 1.74425e-27, 1.41421, -1.17245e-08, 1.74425e-27, 0, 1.74425e-27, 1.74425e-27, 1.74425e-27, 1.74425e-27, 1.74425e-27, 1.74425e-27, 1.74425e-27, 1.74425e-27, 1.74425e-27, 1.74425e-27, 3.63257e-11, 1.74425e-27, 1.74425e-27, 3.5348e-13, 4.93357e-11, 1.74425e-27, 1.16385e-08, 1.74425e-27, 1.74425e-27, 1.74425e-27
0.57735, 0, 2.07029e-08, 7.44942e-27, 1.41421, -2.07029e-08, 7.44942e-27, 0, 7.44942e-27, 7.44942e-27, 7.44942e-27, 7.44942e-27, 7.44942e-27, 7.44942e-27, 7.44942e-27, 7.44942e-27, 7.44942e-27, 7.44942e-27, 6.45135e-11, 7.44942e-27, 7.44942e-27, 7.55949e-13, 9.71438e-11, 7.44942e-27, 2.05405e-08, 7.44942e-27, 7.44942e-27, 7.44942e-27
0.585215, 0, 3.59508e-08, 3.05022e-26, 1.41421, -3.59508e-08, 3.05022e-26, 0, 3.05022e-26, 3.05022e-26, 3.05022e-26, 3.05022e-26, 3.05022e-26, 3.05022e-26, 1.34146e-13, 3.05022e-26, 3.05022e-26, 3.05022e-26, 1.12843e-10, 3.05022e-26, 3.05022e-26, 1.60553e-12, 1.92404e-10, 3.05022e-26, 3.56438e-08, 3.05022e-26, 3.05022e-26, 3.05022e-26
0.59308, 0, 6.1412e-08, 1.20023e-25, 1.41421, -6.1412e-08, 1.20023e-25, 0, 1.20023e-25, 1.20023e-25, 1.20023e-25, 1.20023e-25, 1.20023e-25, 1.20023e-25, 6.7026e-13, 1.20023e-25, 1.20023e-25, 1.20023e-25, 1.94492e-10, 1.20023e-25, 1.20023e-25, 3.37721e-12, 3.84071e-10, 1.20023e-25, 6.08294e-08, 1.20023e-25, 1.20023e-25, 1.20023e-25
0.600946, 0, 1.03232e-07, 4.56029e-25, 1.41421, -1.03232e-07, 4.56029e-25, 0, 4.56029e-25, 4.56029e-25, 4.56029e-25, 4.56029e-25, 4.56029e-25, 4.56029e-25, 2.68346e-12, 4.56029e-25, 4.56029e-25, 4.56029e-25, 3.3048e-10, 4.56029e-25, 4.56029e-25, 7.01782e-12, 7.73066e-10, 4.56029e-25, 1.02119e-07, 4.56029e-25, 4.56029e-25, 4.56029e-25
0.608811, 0, 1.71947e-07, 2.71188e-10, 1.41421, -1.71947e-07, 2.73434e-10, 2.71188e-10, 2.71191e-10, 2.71202e-10, 2.716e-10, 2.71326e-10, 2.7132e-10, 2.7132e-10, 2.87297e-10, 2.75619e-10, 2.74116e-10, 1.075e-09, 8.25072e-10, 2.71896e-10, 2.71208e-10, 2.85562e-10, 1.83835e-09, 2.71189e-10, 1.68971e-07, 2.71188e-10, 2.71188e-10, 2.80151e-10
0.616676, 0, 2.83961e-07, 1.34318e-09, 1.41421, -2.83961e-07, 1.35433e-09, 1.34318e-09, 1.34319e-09, 1.34325e-09, 1.34523e-09, 1.34386e-09, 1.34383e-09, 1.34383e-09, 1.40814e-09, 1.36519e-09, 1.35772e-09, 5.33526e-09, 2.25922e-09, 1.34669e-09, 1.34328e-09, 1.37215e-09, 4.53437e-09, 1.34318e-09, 2.75668e-07, 1.34318e-09, 1.34318e-09, 1.38769e-09
0.624542, 0, 4.69234e-07, 5.34314e-09, 1.41421, -4.69234e-07, 5.38756e-09, 5.34314e-09, 5.34321e-09, 5.34342e-09, 5.3513e-09, 5.34588e-09, 5.34576e-09, 5.34575e-09, 5.57697e-09, 5.43078e-09, 5.40105e-09, 2.12388e-08, 6.83873e-09, 5.35714e-09, 5.34355e-09, 5.40053e-09, 1.18461e-08, 5.34317e-09, 4.44651e-07, 5.34314e-09, 5.34314e-09, 5.5204e-09
0.632407, 0, 7.88502e-07, 1.94432e-08, 1.41421, -7.88502e-07, 1.96049e-08, 1.94432e-08, 1.94434e-08, 1.94442e-08, 1.94729e-08, 1.94531e-08, 1.94527e-08, 1.94527e-08, 2.02323e-08, 1.97622e-08, 1.9654e-08, 7.73118e-08, 2.18544e-08, 1.94941e-08, 1.94447e-08, 1.95547e-08, 3.26493e-08, 1.94433e-08, 7.12666e-07, 1.94432e-08, 1.94432e-08, 2.00885e-08
0.640272, 0, 1.38131e-06, 6.64326e-08, 1.41421, -1.38131e-06, 6.69852e-08, 6.64326e-08, 6.64334e-08, 6.64361e-08, 6.65341e-08, 6.64666e-08, 6.64651e-08, 6.64651e-08, 6.89592e-08, 6.7523e-08, 6.71531e-08, 2.64217e-07, 7.02726e-08, 6.66068e-08, 6.64377e-08, 6.66455e-08, 9.30498e-08, 6.64329e-08, 1.14538e-06, 6.64326e-08, 6.64326e-08, 6.86382e-08
0.648137, 0, 2.59573e-06, 2.1453e-07, 1.41421, -2.59573e-06, 2.16315e-07, 2.1453e-07, 2.14532e-07, 2.14541e-07, 2.14858e-07, 2.14639e-07, 2.14635e-07, 2.14635e-07, 2.22294e-07, 2.18052e-07, 2.16857e-07, 8.53416e-07, 2.20571e-07, 2.15092e-07, 2.14546e-07, 2.14928e-07, 2.67655e-07, 2.14531e-07, 1.87351e-06, 2.1453e-07, 2.1453e-07, 2.21654e-07
0.656003, 0, 5.32356e-06, 6.56074e-07, 1.41421, -5.32356e-06, 6.61534e-07, 6.56074e-07, 6.56081e-07, 6.56108e-07, 6.57077e-07, 6.56409e-07, 6.56395e-07, 6.56395e-07, 6.78818e-07, 6.66849e-07, 6.63193e-07, 2.61048e-06, 6.65467e-07, 6.57795e-07, 6.56124e-07, 6.56806e-07, 7.60582e-07, 6.56077e-07, 3.18283e-06, 6.56074e-07, 6.56074e-07, 6.77868e-07
0.663868, 0, 1.18219e-05, 1.90166e-06, 1.41421, -1.18219e-05, 1.91749e-06, 1.90166e-06, 1.90168e-06, 1.90176e-06, 1.90457e-06, 1.90263e-06, 1.90259e-06, 1.90259e-06, 1.96642e-06, 1.9329e-06, 1.9223e-06, 7.56833e-06, 1.91609e-06, 1.90665e-06, 1.90181e-06, 1.90298e-06, 2.10403e-06, 1.90167e-06, 5.73039e-06, 1.90166e-06, 1.90166e-06, 1.96485e-06
0.671733, 0, 2.75933e-05, 5.22703e-06, 1.41421, -2.75933e-05, 5.27056e-06, 5.22703e-06, 5.22709e-06, 5.2273e-06, 5.23503e-06, 5.22971e-06, 5.22959e-06, 5.22959e-06, 5.40247e-06, 5.31293e-06, 5.28379e-06, 2.08078e-05, 5.24896e-06, 5.24075e-06, 5.22743e-06, 5.22937e-06, 5.61229e-06, 5.22706e-06, 1.10373e-05, 5.22703e-06, 5.22703e-06, 5.40078e-06
