   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_859.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.0511, 0, 0.550466, 0.549936, 1.41421, -0.550466, 0, 0.549942, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.549936, 0.550459, 0.549936
11.059, 0, 0.550511, 0.55009, 1.41421, -0.550511, 0, 0.550097, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.55009, 0.550504, 0.55009
11.0668, 2, 0.54966, 0.549323, 2, 1.45034, 0, 0.54933, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549323, 0.549654, 0.549323
11.0746, 1, 0.548373, 0.548096, 1.73205, 0.451627, 0, 0.548103, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548096, 0.548366, 0.548096
11.0825, 0, 0.547106, 0.546871, 1.41421, -0.547106, 0, 0.546877, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.546871, 0.547099, 0.546871
11.0903, 1, 0.547999, 0.547786, 1.73205, 0.452001, 0, 0.547793, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547786, 0.547992, 0.547786
11.0982, 1, 0.548063, 0.547856, 1.73205, 0.451937, 0, 0.547863, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.547856, 0.548056, 0.547856
11.106, 0, 0.547376, 0.547159, 1.41421, -0.547376, 0, 0.547166, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547159, 0.547369, 0.547159
11.1139, 0, 0.546322, 0.54608, 1.41421, -0.546322, 0, 0.546087, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.54608, 0.546315, 0.54608
11.1217, 2, 0.545288, 0.545001, 2, 1.45471, 0, 0.545008, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545001, 0.545281, 0.545001
11.1296, 1, 0.545718, 0.545368, 1.73205, 0.454282, 0, 0.545375, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545368, 0.545711, 0.545368
11.1374, 1, 0.545578, 0.545143, 1.73205, 0.454422, 0, 0.54515, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545143, 0.545571, 0.545143
11.1452, 1.76035, 0.54491, 0.544368, 1.93916, 1.21544, 0, 0.544375, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544368, 0.544903, 0.544368
11.1531, 1.23965, 0.543995, 0.543317, 1.7999, 0.695658, 0, 0.543325, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543317, 0.543988, 0.543317
11.1609, 2, 0.54311, 0.542268, 2, 1.45689, 0, 0.542275, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.542268, 0.543103, 0.542268
11.1688, 1, 0.543037, 0.541997, 1.73205, 0.456963, 0, 0.542004, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.541997, 0.54303, 0.541997
11.1766, 3, 0.542644, 0.541369, 2.23607, 2.45736, 0, 0.541376, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.541369, 0.542637, 0.541369
11.1845, 0, 0.541936, 0.540385, 1.41421, -0.541936, 0, 0.540392, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.540385, 0.541928, 0.540385
11.1923, 1, 0.540994, 0.539125, 1.73205, 0.459006, 0, 0.539133, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.540987, 0.539125
11.2002, 1, 0.539911, 0.53768, 1.73205, 0.460089, 0, 0.537687, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.53768, 0.539904, 0.53768
11.208, 2, 0.538783, 0.536143, 2, 1.46122, 0, 0.53615, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.536143, 0.538776, 0.536143
11.2159, 1, 0.537703, 0.534608, 1.73205, 0.462297, 0, 0.534615, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.534608, 0.537696, 0.534608
11.2237, 1, 0.536588, 0.532992, 1.73205, 0.463412, 0, 0.533, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.532992, 0.536581, 0.532992
11.2315, 0, 0.535148, 0.531009, 1.41421, -0.535148, 0, 0.531017, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.531009, 0.535141, 0.531009
11.2394, 0, 0.533402, 0.528682, 1.41421, -0.533402, 0, 0.528689, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.528682, 0.533394, 0.528682
11.2472, 0, 0.531519, 0.526185, 1.41421, -0.531519, 0, 0.526193, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.526185, 0.531511, 0.526185
11.2551, 3, 0.529667, 0.523695, 2.23607, 2.47033, 0, 0.523703, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.523695, 0.529659, 0.523695
11.2629, 0, 0.528958, 0.522332, 1.41421, -0.528958, 0, 0.52234, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.522332, 0.52895, 0.522332
11.2708, 0, 0.527657, 0.520373, 1.41421, -0.527657, 0, 0.52038, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.520373, 0.52765, 0.520373
11.2786, 1, 0.525804, 0.517866, 1.73205, 0.474196, 0, 0.517874, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.517866, 0.525796, 0.517866
11.2865, 1, 0.523664, 0.515091, 1.73205, 0.476336, 0, 0.515099, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.515091, 0.523656, 0.515091
11.2943, 1, 0.521501, 0.512324, 1.73205, 0.478499, 0, 0.512332, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.512324, 0.521493, 0.512324
11.3022, 0, 0.52099, 0.511253, 1.41421, -0.52099, 0, 0.511261, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.511253, 0.520982, 0.511253
11.31, 2, 0.519658, 0.509415, 2, 1.48034, 0, 0.509423, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.509415, 0.51965, 0.509415
11.3178, 3, 0.51755, 0.506866, 2.23607, 2.48245, 0, 0.506874, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.506866, 0.517541, 0.506866
11.3257, 1, 0.515016, 0.503968, 1.73205, 0.484984, 0, 0.503976, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.515008, 0.503968
11.3335, 1, 0.512409, 0.501078, 1.73205, 0.487591, 0, 0.501087, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.501078, 0.5124, 0.501078
11.3414, 3, 0.511607, 0.500082, 2.23607, 2.48839, 0, 0.500091, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.500082, 0.511598, 0.500082
11.3492, 1, 0.509852, 0.498224, 1.73205, 0.490148, 0, 0.498233, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.498224, 0.509843, 0.498224
11.3571, 1, 0.507205, 0.495565, 1.73205, 0.492795, 0, 0.495575, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.495565, 0.507195, 0.495565
11.3649, 1, 0.504074, 0.492512, 1.73205, 0.495926, 0, 0.492522, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.492512, 0.504064, 0.492512
11.3728, 2, 0.500866, 0.489468, 2, 1.49913, 0, 0.489479, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.489468, 0.500856, 0.489468
11.3806, 1, 0.499801, 0.488647, 1.73205, 0.500199, 0, 0.488658, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.488647, 0.49979, 0.488647
11.3884, 1, 0.497704, 0.486867, 1.73205, 0.502296, 0, 0.486879, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.486867, 0.497693, 0.486867
11.3963, 1, 0.494655, 0.484198, 1.73205, 0.505345, 0, 0.48421, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.484198, 0.494643, 0.484198
11.4041, 5, 0.491115, 0.481091, 2.64575, 4.50888, 0, 0.481105, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.481091, 0.491102, 0.481091
11.412, 2, 0.487541, 0.477995, 2, 1.51246, 0, 0.478009, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.477995, 0.487527, 0.477995
11.4198, 1, 0.486273, 0.477237, 1.73205, 0.513727, 0, 0.477253, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.477237, 0.486258, 0.477237
11.4277, 0, 0.483947, 0.475446, 1.41421, -0.483947, 0, 0.475462, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.475446, 0.48393, 0.475446
11.4355, 0, 0.480648, 0.472695, 1.41421, -0.480648, 0, 0.472713, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.472695, 0.48063, 0.472695
11.4434, 1, 0.476872, 0.469473, 1.73205, 0.523128, 0, 0.469492, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.469473, 0.476853, 0.469473
11.4512, 2, 0.47311, 0.466262, 2, 1.52689, 0, 0.466283, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.466262, 0.473089, 0.466262
11.4591, 2, 0.471964, 0.465659, 2, 1.52804, 0, 0.465681, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.465659, 0.471941, 0.465659
11.4669, 0, 0.469715, 0.463939, 1.41421, -0.469715, 0, 0.463963, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.463939, 0.46969, 0.463939
11.4747, 1, 0.466452, 0.461186, 1.73205, 0.533548, 0, 0.461212, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.461186, 0.466425, 0.461186
11.4826, 1, 0.462703, 0.457925, 1.73205, 0.537297, 0, 0.457953, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.457925, 0.462674, 0.457925
11.4904, 0, 0.458991, 0.454676, 1.41421, -0.458991, 0, 0.454707, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.454676, 0.45896, 0.454676
11.4983, 2, 0.458009, 0.45413, 2, 1.54199, 0, 0.454164, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.45413, 0.457975, 0.45413
11.5061, 2, 0.455879, 0.452409, 2, 1.54412, 0, 0.452446, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.452409, 0.455843, 0.452409
11.514, 1, 0.452694, 0.449604, 1.73205, 0.547306, 0, 0.449644, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.449604, 0.452654, 0.449604
11.5218, 3, 0.449005, 0.446265, 2.23607, 2.551, 0, 0.44631, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.446265, 0.44896, 0.446265
11.5297, 2, 0.445357, 0.442939, 2, 1.55464, 0, 0.442989, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.442939, 0.445307, 0.442939
11.5375, 1, 0.444641, 0.442516, 1.73205, 0.555359, 0, 0.442573, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.442516, 0.444585, 0.442516
11.5454, 1, 0.442717, 0.440855, 1.73205, 0.557283, 0, 0.44092, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.440855, 0.442652, 0.440855
11.5532, 0, 0.439684, 0.438057, 1.41421, -0.439684, 0, 0.438133, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.438057, 0.439607, 0.438057
11.561, 2, 0.436121, 0.4347, 2, 1.56388, 0, 0.434792, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.4347, 0.436029, 0.4347
11.5689, 0, 0.4326, 0.431356, 1.41421, -0.4326, 0, 0.431468, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.431356, 0.432488, 0.431356
11.5767, 0, 0.432101, 0.431004, 1.41421, -0.432101, 0, 0.431144, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431004, 0.431961, 0.431004
11.5846, 1, 0.430343, 0.42936, 1.73205, 0.569657, 0, 0.42954, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.42936, 0.430164, 0.42936
11.5924, 0, 0.427437, 0.426534, 1.41421, -0.427437, 0, 0.426767, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.426534, 0.427204, 0.426534
11.6003, 2, 0.423988, 0.423127, 2, 1.57601, 0, 0.423435, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.423127, 0.42368, 0.423127
11.6081, 0, 0.420597, 0.419733, 1.41421, -0.420597, 0, 0.420143, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.419733, 0.420188, 0.419733
11.616, 0, 0.420415, 0.419495, 1.41421, -0.420415, 0, 0.420045, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419495, 0.419865, 0.419495
11.6238, 1, 0.418948, 0.41791, 1.73205, 0.581052, 0, 0.418649, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.41791, 0.418209, 0.41791
11.6316, 1, 0.416329, 0.415095, 1.73205, 0.583671, 0, 0.416089, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415095, 0.415335, 0.415095
11.6395, 2, 0.413201, 0.411675, 2, 1.5868, 0, 0.41301, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411675, 0.411866, 0.411675
11.6473, 1, 0.410208, 0.408269, 1.73205, 0.589792, 0, 0.410056, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408269, 0.408421, 0.408269
11.6552, 1, 0.410619, 0.408116, 1.73205, 0.589381, 0, 0.410499, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408116, 0.408237, 0.408116
11.663, 1, 0.40982, 0.406568, 1.73205, 0.59018, 0, 0.409724, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406568, 0.406664, 0.406568
11.6709, 2, 0.407977, 0.403747, 2, 1.59202, 0, 0.407899, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403747, 0.403824, 0.403747
11.6787, 1, 0.405789, 0.4003, 1.73205, 0.594211, 0, 0.405725, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.4003, 0.400364, 0.4003
11.6866, 3, 0.403955, 0.396868, 2.23607, 2.59605, 0, 0.403901, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396868, 0.396923, 0.396868
11.6944, 0, 0.405913, 0.396822, 1.41421, -0.405913, 0, 0.405864, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396822, 0.396871, 0.396822
11.7023, 2, 0.406905, 0.39533, 2, 1.59309, 0, 0.406858, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.39533, 0.395377, 0.39533
11.7101, 0, 0.407143, 0.392522, 1.41421, -0.407143, 0, 0.407095, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392522, 0.392571, 0.392522
11.7179, 0, 0.407382, 0.389068, 1.41421, -0.407382, 0, 0.407329, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389068, 0.389121, 0.389068
11.7258, 2, 0.408369, 0.38563, 2, 1.59163, 0, 0.408309, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38563, 0.38569, 0.38563
11.7336, 0, 0.413726, 0.38574, 1.41421, -0.413726, 0, 0.413656, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38574, 0.38581, 0.38574
11.7415, 1, 0.418462, 0.384323, 1.73205, 0.581538, 0, 0.418379, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384323, 0.384407, 0.384323
11.7493, 2, 0.422784, 0.381516, 2, 1.57722, 0, 0.422686, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381516, 0.381615, 0.381516
11.7572, 1, 0.427464, 0.378026, 1.73205, 0.572536, 0, 0.427347, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378026, 0.378143, 0.378026
11.765, 0, 0.433238, 0.374552, 1.41421, -0.433238, 0, 0.433101, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.374552, 0.37469, 0.374552
11.7729, 1, 0.444117, 0.375084, 1.73205, 0.555883, 0, 0.443956, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375084, 0.375245, 0.375084
11.7807, 0, 0.4543, 0.373832, 1.41421, -0.4543, 0, 0.454113, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.373832, 0.374019, 0.373832
11.7886, 1, 0.463902, 0.370959, 1.73205, 0.536098, 0, 0.463687, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.370959, 0.371174, 0.370959
11.7964, 0, 0.473662, 0.367288, 1.41421, -0.473662, 0, 0.473417, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367288, 0.367533, 0.367288
11.8042, 0, 0.484276, 0.363636, 1.41421, -0.484276, 0, 0.484, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363913, 0.363636
11.8121, 0, 0.50218, 0.366607, 1.41421, -0.50218, 0, 0.501871, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366607, 0.366916, 0.366607
11.8199, 0, 0.518699, 0.367734, 1.41421, -0.518699, 0, 0.518358, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.367734, 0.368076, 0.367734
11.8278, 2, 0.533713, 0.36714, 2, 1.46629, 0, 0.533339, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.36714, 0.367513, 0.36714
11.8356, 0, 0.547809, 0.365686, 1.41421, -0.547809, 0, 0.547404, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.365686, 0.366091, 0.365686
