   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_859.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.60709, 3, 2.63452, 2.62148, 2.23607, 0.36548, 0, 2.62148, 2.62764, 2.62148, 2.62148, 2.62148, 2.62148, 2.62148, 2.62148, 2.62148, 2.62148, 2.62148, 2.62148, 2.62148, 2.62148, 2.62148, 2.62835, 2.62148
7.61493, 1, 2.63228, 2.61878, 1.73205, -1.63228, 0, 2.61878, 2.62513, 2.61878, 2.61878, 2.61878, 2.61878, 2.61878, 2.61878, 2.61878, 2.61878, 2.61878, 2.61878, 2.61878, 2.61878, 2.61878, 2.62593, 2.61878
7.62278, 5, 2.62988, 2.61592, 2.64575, 2.37012, 0, 2.61593, 2.6225, 2.61592, 2.61592, 2.61592, 2.61592, 2.61592, 2.61592, 2.61592, 2.61592, 2.61592, 2.61592, 2.61592, 2.61592, 2.61592, 2.62331, 2.61592
7.63062, 3, 2.62732, 2.61293, 2.23607, 0.372676, 0, 2.61293, 2.61976, 2.61293, 2.61293, 2.61293, 2.61293, 2.61293, 2.61293, 2.61293, 2.61293, 2.61293, 2.61293, 2.61293, 2.61293, 2.61293, 2.62049, 2.61293
7.63847, 9, 2.62462, 2.60979, 3.31662, 6.37538, 0, 2.60979, 2.61694, 2.60979, 2.60979, 2.60979, 2.60979, 2.60979, 2.60979, 2.60979, 2.60979, 2.60979, 2.60979, 2.60979, 2.60979, 2.60979, 2.61747, 2.60979
7.64631, 3, 2.62174, 2.60647, 2.23607, 0.378261, 0, 2.60648, 2.61399, 2.60647, 2.60647, 2.60647, 2.60647, 2.60647, 2.60647, 2.60647, 2.60647, 2.60647, 2.60647, 2.60647, 2.60647, 2.60647, 2.61422, 2.60647
7.65416, 2, 2.61868, 2.60298, 2, -0.618685, 0, 2.60298, 2.61092, 2.60298, 2.60298, 2.60298, 2.60298, 2.60298, 2.60298, 2.60298, 2.60298, 2.60298, 2.60298, 2.60298, 2.60298, 2.60298, 2.61074, 2.60298
7.662, 2, 2.61549, 2.59931, 2, -0.615489, 0, 2.59932, 2.60777, 2.59931, 2.59931, 2.59931, 2.59931, 2.59931, 2.59931, 2.59931, 2.59931, 2.59931, 2.59931, 2.59931, 2.59931, 2.59931, 2.60704, 2.59931
7.66985, 4, 2.6122, 2.59552, 2.44949, 1.3878, 0, 2.59552, 2.60456, 2.59552, 2.59552, 2.59552, 2.59552, 2.59552, 2.59552, 2.59552, 2.59552, 2.59552, 2.59552, 2.59552, 2.59552, 2.59552, 2.60316, 2.59552
7.67769, 3, 2.60886, 2.59164, 2.23607, 0.391138, 0, 2.59164, 2.60135, 2.59164, 2.59164, 2.59164, 2.59164, 2.59164, 2.59164, 2.59164, 2.59164, 2.59164, 2.59164, 2.59164, 2.59164, 2.59164, 2.59915, 2.59164
7.68554, 2, 2.6055, 2.58768, 2, -0.605502, 0, 2.58768, 2.59815, 2.58768, 2.58768, 2.58768, 2.58768, 2.58768, 2.58768, 2.58768, 2.58768, 2.58768, 2.58768, 2.58768, 2.58768, 2.58768, 2.59503, 2.58768
7.69338, 3, 2.60207, 2.58358, 2.23607, 0.397929, 0, 2.58358, 2.5949, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.59074, 2.58358
7.70123, 10, 2.59856, 2.57932, 3.4641, 7.40144, 0, 2.57932, 2.59161, 2.57932, 2.57932, 2.57932, 2.57932, 2.57932, 2.57932, 2.57932, 2.57932, 2.57932, 2.57932, 2.57932, 2.57932, 2.57932, 2.58627, 2.57932
7.70907, 4, 2.59496, 2.5749, 2.44949, 1.40504, 0, 2.5749, 2.58824, 2.5749, 2.5749, 2.5749, 2.5749, 2.5749, 2.5749, 2.5749, 2.5749, 2.5749, 2.5749, 2.5749, 2.5749, 2.5749, 2.58161, 2.5749
7.71692, 5, 2.59128, 2.57032, 2.64575, 2.40872, 0, 2.57032, 2.58481, 2.57032, 2.57032, 2.57032, 2.57032, 2.57032, 2.57032, 2.57032, 2.57032, 2.57032, 2.57032, 2.57032, 2.57032, 2.57032, 2.57679, 2.57032
7.72476, 4, 2.58756, 2.56563, 2.44949, 1.41244, 0, 2.56564, 2.58135, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.57184, 2.56563
7.73261, 6, 2.58384, 2.56088, 2.82843, 3.41616, 0, 2.56088, 2.5779, 2.56088, 2.56088, 2.56088, 2.56088, 2.56088, 2.56088, 2.56088, 2.56088, 2.56088, 2.56088, 2.56088, 2.56088, 2.56088, 2.56682, 2.56088
7.74045, 1, 2.58004, 2.556, 1.73205, -1.58004, 0, 2.556, 2.57438, 2.556, 2.556, 2.556, 2.556, 2.556, 2.556, 2.556, 2.556, 2.556, 2.556, 2.556, 2.556, 2.556, 2.56166, 2.556
7.7483, 3, 2.57612, 2.55096, 2.23607, 0.423882, 0, 2.55097, 2.57073, 2.55096, 2.55096, 2.55096, 2.55096, 2.55096, 2.55096, 2.55096, 2.55096, 2.55096, 2.55096, 2.55096, 2.55096, 2.55096, 2.55635, 2.55096
7.75614, 2, 2.572, 2.54573, 2, -0.571996, 0, 2.54573, 2.5669, 2.54573, 2.54573, 2.54573, 2.54573, 2.54573, 2.54573, 2.54573, 2.54573, 2.54573, 2.54573, 2.54573, 2.54573, 2.54573, 2.55082, 2.54573
7.76399, 2, 2.56765, 2.54029, 2, -0.567648, 0, 2.54029, 2.56284, 2.54029, 2.54029, 2.54029, 2.54029, 2.54029, 2.54029, 2.54029, 2.54029, 2.54029, 2.54029, 2.54029, 2.54029, 2.54029, 2.54509, 2.54029
7.77183, 5, 2.5631, 2.53469, 2.64575, 2.4369, 0, 2.5347, 2.55858, 2.53469, 2.53469, 2.53469, 2.53469, 2.53469, 2.53469, 2.53469, 2.53469, 2.53469, 2.53469, 2.53469, 2.53469, 2.53469, 2.53921, 2.53469
7.77968, 3, 2.5584, 2.52903, 2.23607, 0.441604, 0, 2.52903, 2.55417, 2.52903, 2.52903, 2.52903, 2.52903, 2.52903, 2.52903, 2.52903, 2.52903, 2.52903, 2.52903, 2.52903, 2.52903, 2.52903, 2.53325, 2.52903
7.78752, 7, 2.55349, 2.52327, 3, 4.44651, 0, 2.52327, 2.54956, 2.52327, 2.52327, 2.52327, 2.52327, 2.52327, 2.52327, 2.52327, 2.52327, 2.52327, 2.52327, 2.52327, 2.52327, 2.52327, 2.5272, 2.52327
7.79537, 3, 2.5483, 2.51737, 2.23607, 0.451696, 0, 2.51738, 2.54467, 2.51737, 2.51737, 2.51737, 2.51737, 2.51737, 2.51737, 2.51737, 2.51737, 2.51737, 2.51737, 2.51737, 2.51737, 2.51737, 2.521, 2.51737
7.80321, 5, 2.54272, 2.51124, 2.64575, 2.45728, 0, 2.51124, 2.53938, 2.51124, 2.51124, 2.51124, 2.51124, 2.51124, 2.51124, 2.51124, 2.51124, 2.51124, 2.51124, 2.51124, 2.51124, 2.51124, 2.51458, 2.51124
7.81106, 0, 2.53669, 2.50485, 1.41421, -2.53669, 0, 2.50485, 2.53364, 2.50485, 2.50485, 2.50485, 2.50485, 2.50485, 2.50485, 2.50485, 2.50485, 2.50485, 2.50485, 2.50485, 2.50485, 2.50485, 2.50789, 2.50485
7.8189, 7, 2.53026, 2.49826, 3, 4.46974, 0, 2.49826, 2.5275, 2.49826, 2.49826, 2.49826, 2.49826, 2.49826, 2.49826, 2.49826, 2.49826, 2.49826, 2.49826, 2.49826, 2.49826, 2.49826, 2.50102, 2.49826
7.82675, 6, 2.52353, 2.49158, 2.82843, 3.47647, 0, 2.49158, 2.52104, 2.49158, 2.49158, 2.49158, 2.49158, 2.49158, 2.49158, 2.49158, 2.49158, 2.49158, 2.49158, 2.49158, 2.49158, 2.49158, 2.49407, 2.49158
7.8346, 3, 2.51652, 2.48484, 2.23607, 0.483476, 0, 2.48484, 2.5143, 2.48484, 2.48484, 2.48484, 2.48484, 2.48484, 2.48484, 2.48484, 2.48484, 2.48484, 2.48484, 2.48484, 2.48484, 2.48484, 2.48706, 2.48484
7.84244, 2, 2.50921, 2.478, 2, -0.509214, 0, 2.478, 2.50723, 2.478, 2.478, 2.478, 2.478, 2.478, 2.478, 2.478, 2.478, 2.478, 2.478, 2.478, 2.478, 2.478, 2.47998, 2.478
7.85029, 2, 2.50147, 2.47093, 2, -0.501468, 0, 2.47093, 2.49972, 2.47093, 2.47093, 2.47093, 2.47093, 2.47093, 2.47093, 2.47093, 2.47093, 2.47093, 2.47093, 2.47093, 2.47093, 2.47093, 2.47268, 2.47093
7.85813, 2, 2.49324, 2.46355, 2, -0.493239, 0, 2.46356, 2.4917, 2.46355, 2.46355, 2.46355, 2.46355, 2.46355, 2.46355, 2.46355, 2.46355, 2.46355, 2.46355, 2.46355, 2.46355, 2.46355, 2.46509, 2.46355
7.86598, 7, 2.48461, 2.45594, 3, 4.51539, 0, 2.45595, 2.48326, 2.45594, 2.45594, 2.45594, 2.45594, 2.45594, 2.45594, 2.45594, 2.45594, 2.45594, 2.45594, 2.45594, 2.45594, 2.45594, 2.4573, 2.45594
7.87382, 0, 2.47574, 2.44822, 1.41421, -2.47574, 0, 2.44822, 2.47455, 2.44822, 2.44822, 2.44822, 2.44822, 2.44822, 2.44822, 2.44822, 2.44822, 2.44822, 2.44822, 2.44822, 2.44822, 2.44822, 2.44941, 2.44822
7.88167, 6, 2.46675, 2.44048, 2.82843, 3.53325, 0, 2.44048, 2.46569, 2.44048, 2.44048, 2.44048, 2.44048, 2.44048, 2.44048, 2.44048, 2.44048, 2.44048, 2.44048, 2.44048, 2.44048, 2.44048, 2.44154, 2.44048
7.88951, 1, 2.4576, 2.43264, 1.73205, -1.4576, 0, 2.43264, 2.45664, 2.43264, 2.43264, 2.43264, 2.43264, 2.43264, 2.43264, 2.43264, 2.43264, 2.43264, 2.43264, 2.43264, 2.43264, 2.43264, 2.4336, 2.43264
7.89736, 2, 2.44821, 2.4246, 2, -0.44821, 0, 2.4246, 2.44732, 2.4246, 2.4246, 2.4246, 2.4246, 2.4246, 2.4246, 2.4246, 2.4246, 2.4246, 2.4246, 2.4246, 2.4246, 2.4246, 2.42549, 2.4246
7.9052, 4, 2.43851, 2.41626, 2.44949, 1.56149, 0, 2.41626, 2.43765, 2.41626, 2.41626, 2.41626, 2.41626, 2.41626, 2.41626, 2.41626, 2.41626, 2.41626, 2.41626, 2.41626, 2.41626, 2.41626, 2.41711, 2.41626
7.91305, 2, 2.42859, 2.40765, 2, -0.428595, 0, 2.40766, 2.42773, 2.40765, 2.40765, 2.40765, 2.40765, 2.40765, 2.40765, 2.40765, 2.40765, 2.40765, 2.40765, 2.40765, 2.40765, 2.40765, 2.40852, 2.40765
7.92089, 4, 2.41862, 2.39893, 2.44949, 1.58138, 0, 2.39894, 2.4177, 2.39893, 2.39893, 2.39893, 2.39893, 2.39893, 2.39893, 2.39893, 2.39893, 2.39893, 2.39893, 2.39893, 2.39893, 2.39893, 2.39985, 2.39893
7.92874, 5, 2.40875, 2.39023, 2.64575, 2.59125, 0, 2.39023, 2.40773, 2.39023, 2.39023, 2.39023, 2.39023, 2.39023, 2.39023, 2.39023, 2.39023, 2.39023, 2.39023, 2.39023, 2.39023, 2.39023, 2.39125, 2.39023
7.93658, 3, 2.39889, 2.38142, 2.23607, 0.601105, 0, 2.38142, 2.39772, 2.38142, 2.38142, 2.38142, 2.38142, 2.38142, 2.38142, 2.38142, 2.38142, 2.38142, 2.38142, 2.38142, 2.38142, 2.38142, 2.38259, 2.38142
7.94443, 0, 2.38903, 2.37246, 1.41421, -2.38903, 0, 2.37247, 2.38765, 2.37246, 2.37246, 2.37246, 2.37246, 2.37246, 2.37246, 2.37246, 2.37246, 2.37246, 2.37246, 2.37246, 2.37246, 2.37246, 2.37384, 2.37246
7.95227, 4.74151, 2.379, 2.3632, 2.59644, 2.36251, 0, 2.3632, 2.37736, 2.3632, 2.3632, 2.3632, 2.3632, 2.3632, 2.3632, 2.3632, 2.3632, 2.3632, 2.3632, 2.3632, 2.3632, 2.3632, 2.36484, 2.3632
7.96012, 4.25849, 2.36886, 2.35367, 2.5017, 1.88962, 0, 2.35367, 2.36689, 2.35367, 2.35367, 2.35367, 2.35367, 2.35367, 2.35367, 2.35367, 2.35367, 2.35367, 2.35367, 2.35367, 2.35367, 2.35367, 2.35563, 2.35367
7.96796, 3, 2.35877, 2.34401, 2.23607, 0.641232, 0, 2.34401, 2.35641, 2.34401, 2.34401, 2.34401, 2.34401, 2.34401, 2.34401, 2.34401, 2.34401, 2.34401, 2.34401, 2.34401, 2.34401, 2.34401, 2.34637, 2.34401
7.97581, 5, 2.34886, 2.33437, 2.64575, 2.65114, 0, 2.33437, 2.34604, 2.33437, 2.33437, 2.33437, 2.33437, 2.33437, 2.33437, 2.33437, 2.33437, 2.33437, 2.33437, 2.33437, 2.33437, 2.33437, 2.33718, 2.33437
7.98365, 8, 2.33906, 2.32468, 3.16228, 5.66094, 0, 2.32468, 2.33572, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32802, 2.32468
7.9915, 3.72937, 2.32934, 2.3149, 2.39361, 1.40003, 0, 2.31491, 2.32541, 2.3149, 2.3149, 2.3149, 2.3149, 2.3149, 2.3149, 2.3149, 2.3149, 2.3149, 2.3149, 2.3149, 2.3149, 2.3149, 2.31883, 2.3149
7.99934, 3.27063, 2.31946, 2.30482, 2.29579, 0.951173, 0, 2.30482, 2.31488, 2.30482, 2.30482, 2.30482, 2.30482, 2.30482, 2.30482, 2.30482, 2.30482, 2.30482, 2.30482, 2.30482, 2.30482, 2.30482, 2.3094, 2.30482
8.00719, 3, 2.30942, 2.29445, 2.23607, 0.690577, 0, 2.29445, 2.30415, 2.29445, 2.29445, 2.29445, 2.29445, 2.29445, 2.29445, 2.29445, 2.29445, 2.29445, 2.29445, 2.29445, 2.29445, 2.29445, 2.29973, 2.29445
8.01503, 1, 2.29937, 2.28395, 1.73205, -1.29937, 0, 2.28396, 2.29335, 2.28395, 2.28395, 2.28395, 2.28395, 2.28395, 2.28395, 2.28395, 2.28395, 2.28395, 2.28395, 2.28395, 2.28395, 2.28395, 2.28997, 2.28395
8.02288, 6, 2.28944, 2.27348, 2.82843, 3.71056, 0, 2.27348, 2.28264, 2.27348, 2.27348, 2.27348, 2.27348, 2.27348, 2.27348, 2.27348, 2.27348, 2.27348, 2.27348, 2.27348, 2.27348, 2.27348, 2.28028, 2.27348
8.03072, 2, 2.27959, 2.26302, 2, -0.279593, 0, 2.26302, 2.272, 2.26302, 2.26302, 2.26302, 2.26302, 2.26302, 2.26302, 2.26302, 2.26302, 2.26302, 2.26302, 2.26302, 2.26302, 2.26302, 2.27061, 2.26302
8.03857, 4, 2.26973, 2.25249, 2.44949, 1.73027, 0, 2.25249, 2.26133, 2.25249, 2.25249, 2.25249, 2.25249, 2.25249, 2.25249, 2.25249, 2.25249, 2.25249, 2.25249, 2.25249, 2.25249, 2.25249, 2.26088, 2.25249
8.04641, 5, 2.25963, 2.24171, 2.64575, 2.74037, 0, 2.24172, 2.25046, 2.24171, 2.24171, 2.24171, 2.24171, 2.24171, 2.24171, 2.24171, 2.24171, 2.24171, 2.24171, 2.24171, 2.24171, 2.24171, 2.25089, 2.24171
8.05426, 3, 2.24927, 2.23066, 2.23607, 0.750735, 0, 2.23066, 2.23934, 2.23066, 2.23066, 2.23066, 2.23066, 2.23066, 2.23066, 2.23066, 2.23066, 2.23066, 2.23066, 2.23066, 2.23066, 2.23066, 2.24058, 2.23066
8.0621, 5, 2.23875, 2.21948, 2.64575, 2.76125, 0, 2.21948, 2.22812, 2.21948, 2.21948, 2.21948, 2.21948, 2.21948, 2.21948, 2.21948, 2.21948, 2.21948, 2.21948, 2.21948, 2.21948, 2.21948, 2.2301, 2.21948
8.06995, 7, 2.22821, 2.20833, 3, 4.77179, 0, 2.20833, 2.21695, 2.20833, 2.20833, 2.20833, 2.20833, 2.20833, 2.20833, 2.20833, 2.20833, 2.20833, 2.20833, 2.20833, 2.20833, 2.20833, 2.21959, 2.20833
8.0778, 4, 2.21767, 2.19724, 2.44949, 1.78233, 0, 2.19724, 2.20586, 2.19724, 2.19724, 2.19724, 2.19724, 2.19724, 2.19724, 2.19724, 2.19724, 2.19724, 2.19724, 2.19724, 2.19724, 2.19724, 2.20905, 2.19724
8.08564, 3, 2.20697, 2.18607, 2.23607, 0.793028, 0, 2.18607, 2.1947, 2.18607, 2.18607, 2.18607, 2.18607, 2.18607, 2.18607, 2.18607, 2.18607, 2.18607, 2.18607, 2.18607, 2.18607, 2.18607, 2.19834, 2.18607
8.09348, 3, 2.19602, 2.17474, 2.23607, 0.803978, 0, 2.17475, 2.1834, 2.17474, 2.17474, 2.17474, 2.17474, 2.17474, 2.17474, 2.17474, 2.17474, 2.17474, 2.17474, 2.17474, 2.17474, 2.17474, 2.18737, 2.17474
8.10133, 4, 2.18473, 2.16317, 2.44949, 1.81527, 0, 2.16317, 2.17185, 2.16317, 2.16317, 2.16317, 2.16317, 2.16317, 2.16317, 2.16317, 2.16317, 2.16317, 2.16317, 2.16317, 2.16317, 2.16317, 2.17604, 2.16317
8.10918, 4, 2.17322, 2.15149, 2.44949, 1.82678, 0, 2.15149, 2.1602, 2.15149, 2.15149, 2.15149, 2.15149, 2.15149, 2.15149, 2.15149, 2.15149, 2.15149, 2.15149, 2.15149, 2.15149, 2.15149, 2.1645, 2.15149
8.11702, 1, 2.16165, 2.13984, 1.73205, -1.16165, 0, 2.13984, 2.14859, 2.13984, 2.13984, 2.13984, 2.13984, 2.13984, 2.13984, 2.13984, 2.13984, 2.13984, 2.13984, 2.13984, 2.13984, 2.13984, 2.15289, 2.13984
8.12487, 3.68843, 2.15006, 2.12827, 2.38504, 1.53838, 0, 2.12827, 2.13707, 2.12827, 2.12827, 2.12827, 2.12827, 2.12827, 2.12827, 2.12827, 2.12827, 2.12827, 2.12827, 2.12827, 2.12827, 2.12827, 2.14125, 2.12827
8.13271, 2.31157, 2.13832, 2.11663, 2.07643, 0.173249, 0, 2.11663, 2.12548, 2.11663, 2.11663, 2.11663, 2.11663, 2.11663, 2.11663, 2.11663, 2.11663, 2.11663, 2.11663, 2.11663, 2.11663, 2.11663, 2.12947, 2.11663
8.14056, 6, 2.12643, 2.10492, 2.82843, 3.87357, 0, 2.10492, 2.11381, 2.10492, 2.10492, 2.10492, 2.10492, 2.10492, 2.10492, 2.10492, 2.10492, 2.10492, 2.10492, 2.10492, 2.10492, 2.10492, 2.11753, 2.10492
8.1484, 5, 2.11427, 2.093, 2.64575, 2.88573, 0, 2.093, 2.10194, 2.093, 2.093, 2.093, 2.093, 2.093, 2.093, 2.093, 2.093, 2.093, 2.093, 2.093, 2.093, 2.093, 2.10532, 2.093
8.15625, 1, 2.10198, 2.08099, 1.73205, -1.10198, 0, 2.08099, 2.08999, 2.08099, 2.08099, 2.08099, 2.08099, 2.08099, 2.08099, 2.08099, 2.08099, 2.08099, 2.08099, 2.08099, 2.08099, 2.08099, 2.09298, 2.08099
8.16409, 2, 2.0897, 2.06902, 2, -0.0896976, 0, 2.06902, 2.07808, 2.06902, 2.06902, 2.06902, 2.06902, 2.06902, 2.06902, 2.06902, 2.06902, 2.06902, 2.06902, 2.06902, 2.06902, 2.06902, 2.08064, 2.06902
8.17194, 1, 2.0775, 2.05715, 1.73205, -1.0775, 0, 2.05716, 2.06627, 2.05715, 2.05715, 2.05715, 2.05715, 2.05715, 2.05715, 2.05715, 2.05715, 2.05715, 2.05715, 2.05715, 2.05715, 2.05715, 2.06839, 2.05715
8.17978, 3, 2.06523, 2.04522, 2.23607, 0.934766, 0, 2.04523, 2.0544, 2.04522, 2.04522, 2.04522, 2.04522, 2.04522, 2.04522, 2.04522, 2.04522, 2.04522, 2.04522, 2.04522, 2.04522, 2.04522, 2.05606, 2.04522
8.18763, 4, 2.05298, 2.0333, 2.44949, 1.94702, 0, 2.03331, 2.04255, 2.0333, 2.0333, 2.0333, 2.0333, 2.0333, 2.0333, 2.0333, 2.0333, 2.0333, 2.0333, 2.0333, 2.0333, 2.0333, 2.04374, 2.0333
8.19547, 2, 2.04058, 2.02122, 2, -0.0405824, 0, 2.02122, 2.03054, 2.02122, 2.02122, 2.02122, 2.02122, 2.02122, 2.02122, 2.02122, 2.02122, 2.02122, 2.02122, 2.02122, 2.02122, 2.02122, 2.03126, 2.02122
8.20332, 4, 2.02814, 2.00907, 2.44949, 1.97186, 0, 2.00907, 2.01848, 2.00907, 2.00907, 2.00907, 2.00907, 2.00907, 2.00907, 2.00907, 2.00907, 2.00907, 2.00907, 2.00907, 2.00907, 2.00907, 2.01873, 2.00907
8.21116, 5, 2.01576, 1.99696, 2.64575, 2.98424, 0, 1.99696, 2.00647, 1.99696, 1.99696, 1.99696, 1.99696, 1.99696, 1.99696, 1.99696, 1.99696, 1.99696, 1.99696, 1.99696, 1.99696, 1.99696, 2.00624, 1.99696
8.21901, 1, 2.00354, 1.98498, 1.73205, -1.00354, 0, 1.98498, 1.99462, 1.98498, 1.98498, 1.98498, 1.98498, 1.98498, 1.98498, 1.98498, 1.98498, 1.98498, 1.98498, 1.98498, 1.98498, 1.98498, 1.9939, 1.98498
8.22685, 2, 1.99129, 1.97293, 2, 0.00870752, 0, 1.97294, 1.98273, 1.97293, 1.97293, 1.97293, 1.97293, 1.97293, 1.97293, 1.97293, 1.97293, 1.97293, 1.97293, 1.97293, 1.97293, 1.97293, 1.98149, 1.97293
8.2347, 5, 1.97914, 1.96092, 2.64575, 3.02086, 0, 1.96093, 1.97094, 1.96092, 1.96092, 1.96092, 1.96092, 1.96092, 1.96092, 1.96092, 1.96092, 1.96092, 1.96092, 1.96092, 1.96092, 1.96092, 1.96912, 1.96092
8.24254, 3, 1.96702, 1.94889, 2.23607, 1.03298, 0, 1.94889, 1.95918, 1.94889, 1.94889, 1.94889, 1.94889, 1.94889, 1.94889, 1.94889, 1.94889, 1.94889, 1.94889, 1.94889, 1.94889, 1.94889, 1.95672, 1.94889
8.25039, 2, 1.95494, 1.93679, 2, 0.0450581, 0, 1.93679, 1.94747, 1.93679, 1.93679, 1.93679, 1.93679, 1.93679, 1.93679, 1.93679, 1.93679, 1.93679, 1.93679, 1.93679, 1.93679, 1.93679, 1.94426, 1.93679
8.25823, 4, 1.94305, 1.92473, 2.44949, 2.05695, 0, 1.92473, 1.93596, 1.92473, 1.92473, 1.92473, 1.92473, 1.92473, 1.92473, 1.92473, 1.92473, 1.92473, 1.92473, 1.92473, 1.92473, 1.92473, 1.93182, 1.92473
8.26608, 4, 1.9315, 1.91281, 2.44949, 2.0685, 0, 1.91281, 1.9248, 1.91281, 1.91281, 1.91281, 1.91281, 1.91281, 1.91281, 1.91281, 1.91281, 1.91281, 1.91281, 1.91281, 1.91281, 1.91281, 1.91951, 1.91281
8.27392, 1, 1.92022, 1.90083, 1.73205, -0.920216, 0, 1.90083, 1.91392, 1.90083, 1.90083, 1.90083, 1.90083, 1.90083, 1.90083, 1.90083, 1.90083, 1.90083, 1.90083, 1.90083, 1.90083, 1.90083, 1.90712, 1.90083
8.28177, 3, 1.90945, 1.88888, 2.23607, 1.09055, 0, 1.88888, 1.90358, 1.88888, 1.88888, 1.88888, 1.88888, 1.88888, 1.88888, 1.88888, 1.88888, 1.88888, 1.88888, 1.88888, 1.88888, 1.88888, 1.89475, 1.88888
8.28961, 0, 1.89955, 1.87707, 1.41421, -1.89955, 0, 1.87707, 1.8941, 1.87707, 1.87707, 1.87707, 1.87707, 1.87707, 1.87707, 1.87707, 1.87707, 1.87707, 1.87707, 1.87707, 1.87707, 1.87707, 1.88252, 1.87707
8.29746, 3, 1.89066, 1.8652, 2.23607, 1.10934, 0, 1.8652, 1.88564, 1.8652, 1.8652, 1.8652, 1.8652, 1.8652, 1.8652, 1.8652, 1.8652, 1.8652, 1.8652, 1.8652, 1.8652, 1.8652, 1.87021, 1.8652
8.3053, 2, 1.88339, 1.85336, 2, 0.116607, 0, 1.85336, 1.87882, 1.85336, 1.85336, 1.85336, 1.85336, 1.85336, 1.85336, 1.85336, 1.85336, 1.85336, 1.85336, 1.85336, 1.85336, 1.85336, 1.85794, 1.85336
8.31315, 1, 1.87858, 1.84166, 1.73205, -0.878583, 0, 1.84166, 1.87444, 1.84166, 1.84166, 1.84166, 1.84166, 1.84166, 1.84166, 1.84166, 1.84166, 1.84166, 1.84166, 1.84166, 1.84166, 1.84166, 1.8458, 1.84166
8.321, 2, 1.87708, 1.8299, 2, 0.122916, 0, 1.82991, 1.87337, 1.8299, 1.8299, 1.8299, 1.8299, 1.8299, 1.8299, 1.8299, 1.8299, 1.8299, 1.8299, 1.8299, 1.8299, 1.8299, 1.83362, 1.8299
8.32884, 1, 1.88047, 1.81818, 1.73205, -0.880471, 0, 1.81818, 1.87717, 1.81818, 1.81818, 1.81818, 1.81818, 1.81818, 1.81818, 1.81818, 1.81818, 1.81818, 1.81818, 1.81818, 1.81818, 1.81818, 1.82148, 1.81818
8.33668, 4, 1.95716, 1.87286, 2.44949, 2.04284, 0, 1.87286, 1.95426, 1.87286, 1.87286, 1.87286, 1.87286, 1.87286, 1.87286, 1.87286, 1.87286, 1.87286, 1.87286, 1.87286, 1.87286, 1.87286, 1.87576, 1.87286
8.34453, 2, 2.04434, 1.92826, 2, -0.0443361, 0, 1.92826, 2.04181, 1.92826, 1.92826, 1.92826, 1.92826, 1.92826, 1.92826, 1.92826, 1.92826, 1.92826, 1.92826, 1.92826, 1.92826, 1.92826, 1.93079, 1.92826
8.35238, 2, 2.14571, 1.98428, 2, -0.145714, 0, 1.98428, 2.14353, 1.98428, 1.98428, 1.98428, 1.98428, 1.98428, 1.98428, 1.98428, 1.98428, 1.98428, 1.98428, 1.98428, 1.98428, 1.98428, 1.98645, 1.98428
8.36022, 1, 2.26622, 2.04064, 1.73205, -1.26622, 0, 2.04064, 2.26436, 2.04064, 2.04064, 2.04064, 2.04064, 2.04064, 2.04064, 2.04064, 2.04064, 2.04064, 2.04064, 2.04064, 2.04064, 2.04064, 2.0425, 2.04064
8.36807, 2, 2.4125, 2.0972, 2, -0.412502, 0, 2.0972, 2.41093, 2.0972, 2.0972, 2.0972, 2.0972, 2.0972, 2.0972, 2.0972, 2.0972, 2.0972, 2.0972, 2.0972, 2.0972, 2.0972, 2.09877, 2.0972
8.37591, 2, 2.59345, 2.15394, 2, -0.593446, 0, 2.15394, 2.59213, 2.15394, 2.15394, 2.15394, 2.15394, 2.15394, 2.15394, 2.15394, 2.15394, 2.15394, 2.15394, 2.15394, 2.15394, 2.15394, 2.15526, 2.15394
8.38376, 4, 2.82038, 2.21078, 2.44949, 1.17962, 0, 2.21078, 2.81929, 2.21078, 2.21078, 2.21078, 2.21078, 2.21078, 2.21078, 2.21078, 2.21078, 2.21078, 2.21078, 2.21078, 2.21078, 2.21078, 2.21187, 2.21078
8.3916, 4, 3.10767, 2.26773, 2.44949, 0.892329, 0, 2.26773, 3.10678, 2.26773, 2.26773, 2.26773, 2.26773, 2.26773, 2.26773, 2.26773, 2.26773, 2.26773, 2.26773, 2.26773, 2.26773, 2.26773, 2.26862, 2.26773
