   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_296.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00146434, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00639116, 0, 1.94476e-15, 0, 1.41421, -1.94476e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15795e-17, 0, 0, 1.11833e-17, 0, 5.69309e-19, 0, 1.92142e-15, 0, 0
0.0142467, 0, 3.13847e-15, 0, 1.41421, -3.13847e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86851e-17, 0, 0, 1.83723e-17, 0, 9.45106e-19, 0, 3.10046e-15, 0, 0
0.0221022, 0, 5.03887e-15, 0, 1.41421, -5.03887e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99957e-17, 0, 0, 3.00326e-17, 0, 1.56177e-18, 0, 4.97728e-15, 0, 0
0.0299577, 0, 8.04884e-15, 0, 1.41421, -8.04884e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.7908e-17, 0, 0, 4.8852e-17, 0, 2.56909e-18, 0, 7.94951e-15, 0, 0
0.0378132, 0, 1.27921e-14, 0, 1.41421, -1.27921e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61311e-17, 0, 0, 7.90801e-17, 0, 4.20725e-18, 0, 1.26326e-14, 0, 0
0.0456687, 0, 2.02288e-14, 0, 1.41421, -2.02288e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20376e-16, 0, 0, 1.27401e-16, 0, 6.85947e-18, 0, 1.99742e-14, 0, 0
0.0535242, 0, 3.18306e-14, 0, 1.41421, -3.18306e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8939e-16, 0, 0, 2.04278e-16, 0, 1.11347e-17, 0, 3.14258e-14, 0, 0
0.0613797, 0, 4.98399e-14, 0, 1.41421, -4.98399e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96504e-16, 0, 0, 3.26019e-16, 0, 1.79964e-17, 0, 4.91994e-14, 0, 0
0.0692352, 0, 7.76577e-14, 0, 1.41421, -7.76577e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61933e-16, 0, 0, 5.17915e-16, 0, 2.89617e-17, 0, 7.66489e-14, 0, 0
0.0770907, 0, 1.20414e-13, 0, 1.41421, -1.20414e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.16166e-16, 0, 0, 8.19017e-16, 0, 4.64099e-17, 0, 1.18833e-13, 0, 0
0.0849462, 0, 1.85812e-13, 0, 1.41421, -1.85812e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10496e-15, 0, 0, 1.28935e-15, 0, 7.40563e-17, 0, 1.83344e-13, 0, 0
0.0928017, 0, 2.85354e-13, 0, 1.41421, -2.85354e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69666e-15, 0, 0, 2.0208e-15, 0, 1.17688e-16, 0, 2.81519e-13, 0, 0
0.100657, 0, 4.36132e-13, 0, 1.41421, -4.36132e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59278e-15, 0, 0, 3.15339e-15, 0, 1.86256e-16, 0, 4.302e-13, 0, 0
0.108513, 0, 6.63418e-13, 0, 1.41421, -6.63418e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94339e-15, 0, 0, 4.89962e-15, 0, 2.93574e-16, 0, 6.54282e-13, 0, 0
0.116368, 0, 1.00439e-12, 0, 1.41421, -1.00439e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96924e-15, 0, 0, 7.58078e-15, 0, 4.6086e-16, 0, 9.90379e-13, 0, 0
0.124224, 0, 1.51347e-12, 0, 1.41421, -1.51347e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.99339e-15, 0, 0, 1.16811e-14, 0, 7.20583e-16, 0, 1.49207e-12, 0, 0
0.132079, 0, 2.2699e-12, 0, 1.41421, -2.2699e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34863e-14, 0, 0, 1.79273e-14, 0, 1.12223e-15, 0, 2.23737e-12, 0, 0
0.139935, 0, 3.39068e-12, 0, 1.41421, -3.39068e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01421e-14, 0, 0, 2.74614e-14, 0, 1.74525e-15, 0, 3.34133e-12, 0, 0
0.14779, 0, 5.03782e-12, 0, 1.41421, -5.03782e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99223e-14, 0, 0, 4.18201e-14, 0, 2.69658e-15, 0, 4.96338e-12, 0, 0
0.155646, 0, 7.45058e-12, 0, 1.41421, -7.45058e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42463e-14, 0, 0, 6.34548e-14, 0, 4.15072e-15, 0, 7.33873e-12, 0, 0
0.163501, 0, 1.09683e-11, 0, 1.41421, -1.09683e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5127e-14, 0, 0, 9.5946e-14, 0, 6.36522e-15, 0, 1.08008e-11, 0, 0
0.171357, 0, 1.60729e-11, 0, 1.41421, -1.60729e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.54233e-14, 0, 0, 1.44591e-13, 0, 9.72541e-15, 0, 1.58231e-11, 0, 0
0.179212, 0, 2.34458e-11, 0, 1.41421, -2.34458e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39176e-13, 0, 0, 2.17215e-13, 0, 1.48059e-14, 0, 2.30746e-11, 0, 0
0.187068, 0, 3.40454e-11, 0, 1.41421, -3.40454e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02069e-13, 0, 0, 3.25354e-13, 0, 2.24609e-14, 0, 3.34955e-11, 0, 0
0.194923, 0, 4.92132e-11, 0, 1.41421, -4.92132e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92057e-13, 0, 0, 4.86002e-13, 0, 3.39558e-14, 0, 4.84012e-11, 0, 0
0.202779, 0, 7.08177e-11, 0, 1.41421, -7.08177e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20219e-13, 0, 0, 7.24162e-13, 0, 5.11598e-14, 0, 6.96221e-11, 0, 0
0.210634, 0, 1.01449e-10, 0, 1.41421, -1.01449e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01915e-13, 0, 0, 1.07662e-12, 0, 7.68266e-14, 0, 9.96937e-11, 0, 0
0.21849, 0, 1.4468e-10, 0, 1.41421, -1.4468e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58327e-13, 0, 0, 1.59747e-12, 0, 1.15e-13, 0, 1.42109e-10, 0, 0
0.226345, 0, 2.05415e-10, 1.4013e-44, 1.41421, -2.05415e-10, 0, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.21854e-12, 1.4013e-44, 1.4013e-44, 2.36634e-12, 1.4013e-44, 1.71607e-13, 1.4013e-44, 2.01659e-10, 1.4013e-44, 1.4013e-44
0.234201, 0, 2.90355e-10, 2.52234e-43, 1.41421, -2.90355e-10, 0, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 1.72228e-12, 2.52234e-43, 2.52234e-43, 3.50039e-12, 2.52234e-43, 2.55307e-13, 2.52234e-43, 2.84877e-10, 2.52234e-43, 2.52234e-43
0.242056, 0, 4.08611e-10, 3.65178e-42, 1.41421, -4.08611e-10, 0, 3.65178e-42, 3.65178e-42, 3.65178e-42, 3.65178e-42, 3.65178e-42, 3.65178e-42, 3.65178e-42, 3.65178e-42, 3.65178e-42, 3.65178e-42, 2.42358e-12, 3.65178e-42, 3.65178e-42, 5.17231e-12, 3.65178e-42, 3.78726e-13, 3.65178e-42, 4.00636e-10, 3.65178e-42, 3.65178e-42
0.249912, 0, 5.72513e-10, 4.84667e-41, 1.41421, -5.72513e-10, 0, 4.84667e-41, 4.84667e-41, 4.84667e-41, 4.84667e-41, 4.84667e-41, 4.84667e-41, 4.84667e-41, 4.84667e-41, 4.84667e-41, 4.84667e-41, 3.39556e-12, 4.84667e-41, 4.84667e-41, 7.63682e-12, 4.84667e-41, 5.60238e-13, 4.84667e-41, 5.60921e-10, 4.84667e-41, 4.84667e-41
0.257767, 0, 7.98673e-10, 5.77513e-40, 1.41421, -7.98673e-10, 0, 5.77513e-40, 5.77513e-40, 5.77513e-40, 5.77513e-40, 5.77513e-40, 5.77513e-40, 5.77513e-40, 5.77513e-40, 5.77513e-40, 5.77513e-40, 4.73674e-12, 5.77513e-40, 5.77513e-40, 1.12699e-11, 5.77513e-40, 8.26517e-13, 5.77513e-40, 7.8184e-10, 5.77513e-40, 5.77513e-40
0.265623, 0, 1.10936e-09, 6.20124e-39, 1.41421, -1.10936e-09, 0, 6.20124e-39, 6.20124e-39, 6.20124e-39, 6.20124e-39, 6.20124e-39, 6.20124e-39, 6.20124e-39, 6.20124e-39, 6.20124e-39, 6.20124e-39, 6.57922e-12, 6.20124e-39, 6.20124e-39, 1.66276e-11, 6.20124e-39, 1.21622e-12, 6.20124e-39, 1.08494e-09, 6.20124e-39, 6.20124e-39
