   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_154.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00276332, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00510063, 0, 5.84265e-21, 0, 1.41421, -5.84265e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.75455e-23, 0, 0, 1.88032e-25, 9.29828e-24, 0, 5.75562e-21, 0, 0
0.0129646, 0, 1.30007e-20, 0, 1.41421, -1.30007e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72543e-22, 0, 0, 4.23738e-25, 2.11609e-23, 0, 1.28066e-20, 0, 0
0.0208285, 0, 2.98129e-20, 0, 1.41421, -2.98129e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95651e-22, 0, 0, 9.90412e-25, 5.00677e-23, 0, 2.93662e-20, 0, 0
0.0286925, 0, 6.42316e-20, 0, 1.41421, -6.42316e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52396e-22, 0, 0, 2.16102e-24, 1.10096e-22, 0, 6.3267e-20, 0, 0
0.0365564, 0, 1.36681e-19, 0, 1.41421, -1.36681e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81378e-21, 0, 0, 4.65795e-24, 2.39021e-22, 0, 1.34624e-19, 0, 0
0.0444204, 0, 2.87397e-19, 0, 1.41421, -2.87397e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81368e-21, 0, 0, 9.92255e-24, 5.12606e-22, 0, 2.83061e-19, 0, 0
0.0522843, 0, 5.97374e-19, 0, 1.41421, -5.97374e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92671e-21, 0, 0, 2.08989e-23, 1.08649e-21, 0, 5.8834e-19, 0, 0
0.0601483, 0, 1.22789e-18, 0, 1.41421, -1.22789e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62926e-20, 0, 0, 4.35372e-23, 2.27696e-21, 0, 1.20928e-18, 0, 0
0.0680122, 0, 2.4967e-18, 0, 1.41421, -2.4967e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3127e-20, 0, 0, 8.97388e-23, 4.72001e-21, 0, 2.45877e-18, 0, 0
0.0758762, 0, 5.02338e-18, 0, 1.41421, -5.02338e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66491e-20, 0, 0, 1.83069e-22, 9.68153e-21, 0, 4.94686e-18, 0, 0
0.0837401, 0, 1.00038e-17, 0, 1.41421, -1.00038e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32723e-19, 0, 0, 3.69733e-22, 1.96564e-20, 0, 9.85104e-18, 0, 0
0.0916041, 0, 1.97233e-17, 0, 1.41421, -1.97233e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61665e-19, 0, 0, 7.39455e-22, 3.9514e-20, 0, 1.94214e-17, 0, 0
0.099468, 0, 3.85073e-17, 0, 1.41421, -3.85073e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10846e-19, 0, 0, 1.46484e-21, 7.86704e-20, 0, 3.79163e-17, 0, 0
0.107332, 0, 7.44635e-17, 0, 1.41421, -7.44635e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.87808e-19, 0, 0, 2.87487e-21, 1.55167e-19, 0, 7.33176e-17, 0, 0
0.115196, 0, 1.42647e-16, 0, 1.41421, -1.42647e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89223e-18, 0, 0, 5.59095e-21, 3.03265e-19, 0, 1.40446e-16, 0, 0
0.12306, 0, 2.70759e-16, 0, 1.41421, -2.70759e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59149e-18, 0, 0, 1.07765e-20, 5.87461e-19, 0, 2.6657e-16, 0, 0
0.130924, 0, 5.09301e-16, 0, 1.41421, -5.09301e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75532e-18, 0, 0, 2.05907e-20, 1.12815e-18, 0, 5.01397e-16, 0, 0
0.138788, 0, 9.49518e-16, 0, 1.41421, -9.49518e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25937e-17, 0, 0, 3.90069e-20, 2.1482e-18, 0, 9.34737e-16, 0, 0
0.146652, 0, 1.75482e-15, 0, 1.41421, -1.75482e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32734e-17, 0, 0, 7.32748e-20, 4.05683e-18, 0, 1.72741e-15, 0, 0
0.154516, 0, 3.21527e-15, 0, 1.41421, -3.21527e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26405e-17, 0, 0, 1.36513e-19, 7.59948e-18, 0, 3.16489e-15, 0, 0
0.16238, 0, 5.84136e-15, 0, 1.41421, -5.84136e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74631e-17, 0, 0, 2.52268e-19, 1.41235e-17, 0, 5.74952e-15, 0, 0
