   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_856.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0162441, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00839003, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000535931, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00731817, 0, 4.54928e-19, 0, 1.41421, -4.54928e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36238e-21, 0, 0, 7.94262e-22, 0, 7.41061e-23, 0, 4.50697e-19, 0, 0, 0
0.0151723, 0, 8.7632e-19, 0, 1.41421, -8.7632e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.47672e-21, 0, 0, 1.552e-21, 0, 1.45235e-22, 0, 8.68146e-19, 0, 0, 0
0.0230264, 0, 1.67342e-18, 0, 1.41421, -1.67342e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23676e-20, 0, 0, 3.00682e-21, 0, 2.8219e-22, 0, 1.65776e-18, 0, 0, 0
0.0308805, 0, 3.16858e-18, 0, 1.41421, -3.16858e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3417e-20, 0, 0, 5.77714e-21, 0, 5.43734e-22, 0, 3.13884e-18, 0, 0, 0
0.0387346, 0, 5.95028e-18, 0, 1.41421, -5.95028e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39736e-20, 0, 0, 1.10104e-20, 0, 1.03924e-21, 0, 5.89425e-18, 0, 0, 0
0.0465887, 0, 1.10842e-17, 0, 1.41421, -1.10842e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.19117e-20, 0, 0, 2.08194e-20, 0, 1.97075e-21, 0, 1.09795e-17, 0, 0, 0
0.0544428, 0, 2.04853e-17, 0, 1.41421, -2.04853e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5138e-19, 0, 0, 3.90648e-20, 0, 3.70874e-21, 0, 2.02912e-17, 0, 0, 0
0.0622969, 0, 3.75685e-17, 0, 1.41421, -3.75685e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77611e-19, 0, 0, 7.27498e-20, 0, 6.92772e-21, 0, 3.72112e-17, 0, 0, 0
0.070151, 0, 6.83768e-17, 0, 1.41421, -6.83768e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0525e-19, 0, 0, 1.34485e-19, 0, 1.2847e-20, 0, 6.77242e-17, 0, 0, 0
0.0780051, 0, 1.23525e-16, 0, 1.41421, -1.23525e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.12724e-19, 0, 0, 2.46815e-19, 0, 2.36556e-20, 0, 1.22342e-16, 0, 0, 0
0.0858592, 0, 2.21525e-16, 0, 1.41421, -2.21525e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63678e-18, 0, 0, 4.49766e-19, 0, 4.32575e-20, 0, 2.19395e-16, 0, 0, 0
0.0937133, 0, 3.94419e-16, 0, 1.41421, -3.94419e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91413e-18, 0, 0, 8.13907e-19, 0, 7.85687e-20, 0, 3.90612e-16, 0, 0, 0
0.101567, 0, 6.97276e-16, 0, 1.41421, -6.97276e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.15155e-18, 0, 0, 1.46279e-18, 0, 1.41761e-19, 0, 6.9052e-16, 0, 0, 0
0.109421, 0, 1.22407e-15, 0, 1.41421, -1.22407e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.04325e-18, 0, 0, 2.6113e-18, 0, 2.54125e-19, 0, 1.21217e-15, 0, 0, 0
0.117276, 0, 2.13405e-15, 0, 1.41421, -2.13405e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57653e-17, 0, 0, 4.63062e-18, 0, 4.52657e-19, 0, 2.1132e-15, 0, 0, 0
0.12513, 0, 3.69513e-15, 0, 1.41421, -3.69513e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72966e-17, 0, 0, 8.15777e-18, 0, 8.01268e-19, 0, 3.65887e-15, 0, 0, 0
0.132984, 0, 6.35502e-15, 0, 1.41421, -6.35502e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.69437e-17, 0, 0, 1.42788e-17, 0, 1.40968e-18, 0, 6.29238e-15, 0, 0, 0
0.140838, 0, 1.08566e-14, 0, 1.41421, -1.08566e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.01929e-17, 0, 0, 2.48341e-17, 0, 2.46516e-18, 0, 1.07491e-14, 0, 0, 0
0.148692, 0, 1.84245e-14, 0, 1.41421, -1.84245e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36087e-16, 0, 0, 4.29221e-17, 0, 4.28544e-18, 0, 1.82412e-14, 0, 0, 0
0.156546, 0, 3.10627e-14, 0, 1.41421, -3.10627e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29424e-16, 0, 0, 7.37268e-17, 0, 7.40651e-18, 0, 3.07521e-14, 0, 0, 0
0.1644, 0, 5.20296e-14, 0, 1.41421, -5.20296e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84265e-16, 0, 0, 1.25869e-16, 0, 1.27274e-17, 0, 5.15068e-14, 0, 0, 0
0.172254, 0, 8.65871e-14, 0, 1.41421, -8.65871e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39459e-16, 0, 0, 2.13598e-16, 0, 2.17475e-17, 0, 8.57123e-14, 0, 0, 0
0.180108, 0, 1.43174e-13, 0, 1.41421, -1.43174e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05731e-15, 0, 0, 3.60332e-16, 0, 3.69539e-17, 0, 1.4172e-13, 0, 0, 0
0.187963, 0, 2.35237e-13, 0, 1.41421, -2.35237e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7371e-15, 0, 0, 6.04334e-16, 0, 6.24498e-17, 0, 2.32833e-13, 0, 0, 0
0.195817, 0, 3.84052e-13, 0, 1.41421, -3.84052e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8359e-15, 0, 0, 1.00778e-15, 0, 1.04976e-16, 0, 3.80103e-13, 0, 0, 0
0.203671, 0, 6.23066e-13, 0, 1.41421, -6.23066e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60064e-15, 0, 0, 1.67113e-15, 0, 1.75531e-16, 0, 6.16619e-13, 0, 0, 0
0.211525, 0, 1.00451e-12, 0, 1.41421, -1.00451e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.41689e-15, 0, 0, 2.75595e-15, 0, 2.91987e-16, 0, 9.94043e-13, 0, 0, 0
0.219379, 0, 1.60939e-12, 0, 1.41421, -1.60939e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18828e-14, 0, 0, 4.5207e-15, 0, 4.83239e-16, 0, 1.5925e-12, 0, 0, 0
0.227233, 0, 2.56253e-12, 0, 1.41421, -2.56253e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89198e-14, 0, 0, 7.37724e-15, 0, 7.95775e-16, 0, 2.53544e-12, 0, 0, 0
0.235087, 0, 4.05499e-12, 0, 1.41421, -4.05499e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99387e-14, 0, 0, 1.19785e-14, 0, 1.30406e-15, 0, 4.01177e-12, 0, 0, 0
0.242941, 0, 6.37727e-12, 0, 1.41421, -6.37727e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70848e-14, 0, 0, 1.93562e-14, 0, 2.12682e-15, 0, 6.3087e-12, 0, 0, 0
0.250795, 0, 9.96813e-12, 0, 1.41421, -9.96813e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35985e-14, 0, 0, 3.11341e-14, 0, 3.4526e-15, 0, 9.85994e-12, 0, 0, 0
0.258649, 0, 1.54859e-11, 0, 1.41421, -1.54859e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14343e-13, 0, 0, 4.98605e-14, 0, 5.57956e-15, 0, 1.53161e-11, 0, 0, 0
0.266504, 0, 2.39119e-11, 0, 1.41421, -2.39119e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7657e-13, 0, 0, 7.95248e-14, 0, 8.97753e-15, 0, 2.36468e-11, 0, 0, 0
0.274358, 0, 3.6699e-11, 0, 1.41421, -3.6699e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71021e-13, 0, 0, 1.26358e-13, 0, 1.43841e-14, 0, 3.62872e-11, 0, 0, 0
0.282212, 0, 5.59849e-11, 1.82169e-44, 1.41421, -5.59849e-11, 0, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 4.13503e-13, 1.82169e-44, 1.82169e-44, 2.00079e-13, 1.82169e-44, 2.29538e-14, 1.82169e-44, 5.53483e-11, 1.82169e-44, 1.82169e-44, 1.82169e-44
0.290066, 0, 8.48927e-11, 3.44719e-43, 1.41421, -8.48927e-11, 0, 3.44719e-43, 3.44719e-43, 3.44719e-43, 3.44719e-43, 3.44719e-43, 3.44719e-43, 3.44719e-43, 3.44719e-43, 3.44719e-43, 6.2713e-13, 3.44719e-43, 3.44719e-43, 3.1583e-13, 3.44719e-43, 3.64881e-14, 3.44719e-43, 8.39132e-11, 3.44719e-43, 3.44719e-43, 3.44719e-43
0.29792, 0, 1.27957e-10, 4.91856e-42, 1.41421, -1.27957e-10, 0, 4.91856e-42, 4.91856e-42, 4.91856e-42, 4.91856e-42, 4.91856e-42, 4.91856e-42, 4.91856e-42, 4.91856e-42, 4.91856e-42, 9.45483e-13, 4.91856e-42, 4.91856e-42, 4.97194e-13, 4.91856e-42, 5.77908e-14, 4.91856e-42, 1.26456e-10, 4.91856e-42, 4.91856e-42, 4.91856e-42
