   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_169.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.233185, 0, 9.71785e-19, 0, 1.41421, -9.71785e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.10496e-21, 0, 0, 2.06394e-23, 2.61944e-23, 0, 9.65633e-19, 0, 0, 0
0.241048, 0, 2.52064e-18, 0, 1.41421, -2.52064e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58352e-20, 0, 0, 5.40569e-23, 6.99052e-23, 0, 2.50468e-18, 0, 0, 0
0.248911, 0, 6.25366e-18, 0, 1.41421, -6.25366e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92868e-20, 0, 0, 1.35151e-22, 1.77241e-22, 0, 6.21406e-18, 0, 0, 0
0.256773, 0, 1.52562e-17, 0, 1.41421, -1.52562e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.58426e-20, 0, 0, 3.32386e-22, 4.41719e-22, 0, 1.51596e-17, 0, 0, 0
0.264636, 0, 3.66133e-17, 0, 1.41421, -3.66133e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30012e-19, 0, 0, 8.04497e-22, 1.08263e-21, 0, 3.63814e-17, 0, 0, 0
0.272499, 0, 8.64735e-17, 0, 1.41421, -8.64735e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43242e-19, 0, 0, 1.9171e-21, 2.61076e-21, 0, 8.59257e-17, 0, 0, 0
0.280362, 0, 2.01064e-16, 0, 1.41421, -2.01064e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26312e-18, 0, 0, 4.49955e-21, 6.19719e-21, 0, 1.9979e-16, 0, 0, 0
0.288224, 0, 4.60394e-16, 0, 1.41421, -4.60394e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89226e-18, 0, 0, 1.04051e-20, 1.44852e-20, 0, 4.57477e-16, 0, 0, 0
0.296087, 0, 1.03848e-15, 0, 1.41421, -1.03848e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52383e-18, 0, 0, 2.37144e-20, 3.33512e-20, 0, 1.0319e-15, 0, 0, 0
0.30395, 0, 2.30806e-15, 0, 1.41421, -2.30806e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44994e-17, 0, 0, 5.32831e-20, 7.56641e-20, 0, 2.29343e-15, 0, 0, 0
0.311813, 0, 5.05569e-15, 0, 1.41421, -5.05569e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.176e-17, 0, 0, 1.18058e-19, 1.69194e-19, 0, 5.02364e-15, 0, 0, 0
0.319675, 0, 1.09167e-14, 0, 1.41421, -1.09167e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.85787e-17, 0, 0, 2.58018e-19, 3.73008e-19, 0, 1.08475e-14, 0, 0, 0
0.327538, 0, 2.32415e-14, 0, 1.41421, -2.32415e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46002e-16, 0, 0, 5.56365e-19, 8.10958e-19, 0, 2.30941e-14, 0, 0, 0
0.335401, 0, 4.87947e-14, 0, 1.41421, -4.87947e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06524e-16, 0, 0, 1.18395e-18, 1.73912e-18, 0, 4.84852e-14, 0, 0, 0
0.343264, 0, 1.01039e-13, 0, 1.41421, -1.01039e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.34717e-16, 0, 0, 2.48702e-18, 3.67967e-18, 0, 1.00398e-13, 0, 0, 0
0.351126, 0, 2.06385e-13, 0, 1.41421, -2.06385e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29649e-15, 0, 0, 5.15837e-18, 7.68308e-18, 0, 2.05076e-13, 0, 0, 0
0.358989, 0, 4.15912e-13, 0, 1.41421, -4.15912e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61273e-15, 0, 0, 1.05671e-17, 1.58344e-17, 0, 4.13273e-13, 0, 0, 0
0.366852, 0, 8.27008e-13, 0, 1.41421, -8.27008e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19528e-15, 0, 0, 2.1387e-17, 3.22182e-17, 0, 8.21759e-13, 0, 0, 0
0.374715, 0, 1.62277e-12, 7.00649e-45, 1.41421, -1.62277e-12, 7.00649e-45, 0, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 1.01946e-14, 7.00649e-45, 7.00649e-45, 4.27808e-17, 6.47365e-17, 7.00649e-45, 1.61247e-12, 7.00649e-45, 7.00649e-45, 7.00649e-45
0.382578, 0, 3.14263e-12, 1.5134e-43, 1.41421, -3.14263e-12, 1.5134e-43, 0, 1.5134e-43, 1.5134e-43, 1.5134e-43, 1.5134e-43, 1.5134e-43, 1.5134e-43, 1.5134e-43, 1.5134e-43, 1.5134e-43, 1.5134e-43, 1.97436e-14, 1.5134e-43, 1.5134e-43, 8.46121e-17, 1.28481e-16, 1.5134e-43, 3.12268e-12, 1.5134e-43, 1.5134e-43, 1.5134e-43
0.39044, 0, 6.00707e-12, 2.34437e-42, 1.41421, -6.00707e-12, 2.34437e-42, 0, 2.34437e-42, 2.34437e-42, 2.34437e-42, 2.34437e-42, 2.34437e-42, 2.34437e-42, 2.34437e-42, 2.34437e-42, 2.34437e-42, 2.34437e-42, 3.77424e-14, 2.34437e-42, 2.34437e-42, 1.65543e-16, 2.51936e-16, 2.34437e-42, 5.96891e-12, 2.34437e-42, 2.34437e-42, 2.34437e-42
0.398303, 0, 1.13347e-11, 3.2775e-41, 1.41421, -1.13347e-11, 3.2775e-41, 0, 3.2775e-41, 3.2775e-41, 3.2775e-41, 3.2775e-41, 3.2775e-41, 3.2775e-41, 3.2775e-41, 3.2775e-41, 3.2775e-41, 3.2775e-41, 7.12242e-14, 3.2775e-41, 3.2775e-41, 3.20575e-16, 4.88233e-16, 3.2775e-41, 1.12627e-11, 3.2775e-41, 3.2775e-41, 3.2775e-41
0.406166, 0, 2.11143e-11, 4.1118e-40, 1.41421, -2.11143e-11, 4.1118e-40, 0, 4.1118e-40, 4.1118e-40, 4.1118e-40, 4.1118e-40, 4.1118e-40, 4.1118e-40, 4.1118e-40, 4.1118e-40, 4.1118e-40, 4.1118e-40, 1.32699e-13, 4.1118e-40, 4.1118e-40, 6.14856e-16, 9.35391e-16, 4.1118e-40, 2.09801e-11, 4.1118e-40, 4.1118e-40, 4.1118e-40
0.414029, 0, 3.88334e-11, 4.64989e-39, 1.41421, -3.88334e-11, 4.64989e-39, 0, 4.64989e-39, 4.64989e-39, 4.64989e-39, 4.64989e-39, 4.64989e-39, 4.64989e-39, 4.64989e-39, 4.64989e-39, 4.64989e-39, 4.64989e-39, 2.44118e-13, 4.64989e-39, 4.64989e-39, 1.16889e-15, 1.7724e-15, 4.64989e-39, 3.85863e-11, 4.64989e-39, 4.64989e-39, 4.64989e-39
0.421891, 0, 7.05236e-11, 4.76073e-38, 1.41421, -7.05236e-11, 4.76073e-38, 0, 4.76073e-38, 4.76073e-38, 4.76073e-38, 4.76073e-38, 4.76073e-38, 4.76073e-38, 4.76073e-38, 4.76073e-38, 4.76073e-38, 4.76073e-38, 4.4348e-13, 4.76073e-38, 4.76073e-38, 2.20449e-15, 3.32299e-15, 4.76073e-38, 7.00746e-11, 4.76073e-38, 4.76073e-38, 4.76073e-38
0.429754, 0, 1.26475e-10, 4.43645e-37, 1.41421, -1.26475e-10, 4.43645e-37, 0, 4.43645e-37, 4.43645e-37, 4.43645e-37, 4.43645e-37, 4.43645e-37, 4.43645e-37, 4.43645e-37, 4.43645e-37, 4.43645e-37, 4.43645e-37, 7.95683e-13, 4.43645e-37, 4.43645e-37, 4.12856e-15, 6.16792e-15, 4.43645e-37, 1.25669e-10, 4.43645e-37, 4.43645e-37, 4.43645e-37
0.437617, 0, 2.24004e-10, 3.7826e-36, 1.41421, -2.24004e-10, 3.7826e-36, 0, 3.7826e-36, 3.7826e-36, 3.7826e-36, 3.7826e-36, 3.7826e-36, 3.7826e-36, 3.7826e-36, 3.7826e-36, 3.7826e-36, 3.7826e-36, 1.41011e-12, 3.7826e-36, 3.7826e-36, 7.68614e-15, 1.13417e-14, 3.7826e-36, 2.22575e-10, 3.7826e-36, 3.7826e-36, 3.7826e-36
0.44548, 0, 3.91858e-10, 2.96535e-35, 1.41421, -3.91858e-10, 2.96535e-35, 0, 2.96535e-35, 2.96535e-35, 2.96535e-35, 2.96535e-35, 2.96535e-35, 2.96535e-35, 2.96535e-35, 2.96535e-35, 2.96535e-35, 2.96535e-35, 2.46873e-12, 2.96535e-35, 2.96535e-35, 1.42406e-14, 2.06773e-14, 2.96535e-35, 3.89354e-10, 2.96535e-35, 2.96535e-35, 2.96535e-35
0.453342, 0, 6.77116e-10, 2.14738e-34, 1.41421, -6.77116e-10, 2.14738e-34, 0, 2.14738e-34, 2.14738e-34, 2.14738e-34, 2.14738e-34, 2.14738e-34, 2.14738e-34, 2.14738e-34, 2.14738e-34, 2.14738e-34, 2.14738e-34, 4.27033e-12, 2.14738e-34, 2.14738e-34, 2.62876e-14, 3.74108e-14, 2.14738e-34, 6.72782e-10, 2.14738e-34, 2.14738e-34, 2.14738e-34
0.461205, 0, 1.15585e-09, 1.50487e-33, 1.41421, -1.15585e-09, 1.50487e-33, 0, 1.50487e-33, 1.50487e-33, 1.50487e-33, 1.50487e-33, 1.50487e-33, 1.50487e-33, 1.50487e-33, 1.50487e-33, 1.50487e-33, 1.50487e-33, 7.29939e-12, 1.50487e-33, 1.50487e-33, 4.84005e-14, 6.7247e-14, 1.50487e-33, 1.14844e-09, 1.50487e-33, 1.50487e-33, 1.50487e-33
0.469068, 0, 1.94935e-09, 1.01867e-32, 1.41421, -1.94935e-09, 1.01867e-32, 0, 1.01867e-32, 1.01867e-32, 1.01867e-32, 1.01867e-32, 1.01867e-32, 1.01867e-32, 1.01867e-32, 1.01867e-32, 1.01867e-32, 1.01867e-32, 1.23317e-11, 1.01867e-32, 1.01867e-32, 8.89691e-14, 1.20247e-13, 1.01867e-32, 1.93681e-09, 1.01867e-32, 1.01867e-32, 1.01867e-32
0.476931, 0, 3.24843e-09, 6.50838e-32, 1.41421, -3.24843e-09, 6.50838e-32, 0, 6.50838e-32, 6.50838e-32, 6.50838e-32, 6.50838e-32, 6.50838e-32, 6.50838e-32, 6.50838e-32, 6.50838e-32, 6.50838e-32, 6.50838e-32, 2.05946e-11, 6.50838e-32, 6.50838e-32, 1.63395e-13, 2.142e-13, 6.50838e-32, 3.22746e-09, 6.50838e-32, 6.50838e-32, 6.50838e-32
0.484793, 0, 5.34951e-09, 7.37713e-31, 1.41421, -5.34951e-09, 7.37713e-31, 0, 7.37713e-31, 7.37713e-31, 7.37713e-31, 7.37713e-31, 7.37713e-31, 7.37713e-31, 7.37713e-31, 7.37713e-31, 7.37713e-31, 7.37713e-31, 3.40085e-11, 7.37713e-31, 7.37713e-31, 3.00297e-13, 3.81204e-13, 7.37713e-31, 5.31482e-09, 7.37713e-31, 7.37713e-31, 7.37713e-31
0.492656, 0, 8.70629e-09, 3.9203e-30, 1.41421, -8.70629e-09, 3.9203e-30, 0, 3.9203e-30, 3.9203e-30, 3.9203e-30, 3.9203e-30, 3.9203e-30, 3.9203e-30, 3.9203e-30, 3.9203e-30, 3.9203e-30, 3.9203e-30, 5.55362e-11, 3.9203e-30, 3.9203e-30, 5.51002e-13, 6.76956e-13, 3.9203e-30, 8.64953e-09, 3.9203e-30, 3.9203e-30, 3.9203e-30
0.500519, 0, 1.40055e-08, 1.96436e-29, 1.41421, -1.40055e-08, 1.96436e-29, 0, 1.96436e-29, 1.96436e-29, 1.96436e-29, 1.96436e-29, 1.96436e-29, 1.96436e-29, 1.96436e-29, 1.96436e-29, 1.96436e-29, 1.96436e-29, 8.97117e-11, 1.96436e-29, 1.96436e-29, 1.01041e-12, 1.20292e-12, 1.96436e-29, 1.39136e-08, 1.96436e-29, 1.96436e-29, 1.96436e-29
0.508382, 0, 2.22728e-08, 9.30979e-29, 1.41421, -2.22728e-08, 9.30979e-29, 0, 9.30979e-29, 9.30979e-29, 9.30979e-29, 9.30979e-29, 9.30979e-29, 9.30979e-29, 9.30979e-29, 9.30979e-29, 9.30979e-29, 9.30979e-29, 1.43391e-10, 9.30979e-29, 9.30979e-29, 1.85069e-12, 2.14149e-12, 9.30979e-29, 2.21254e-08, 9.30979e-29, 9.30979e-29, 9.30979e-29
0.516245, 0, 3.50199e-08, 4.18566e-28, 1.41421, -3.50199e-08, 4.18566e-28, 0, 4.18566e-28, 4.18566e-28, 4.18566e-28, 4.18566e-28, 4.18566e-28, 4.18566e-28, 4.18566e-28, 4.18566e-28, 4.18566e-28, 4.18566e-28, 2.26837e-10, 4.18566e-28, 4.18566e-28, 3.38291e-12, 3.82261e-12, 4.18566e-28, 3.47859e-08, 4.18566e-28, 4.18566e-28, 4.18566e-28
0.524107, 0, 5.44484e-08, 1.79036e-27, 1.41421, -5.44484e-08, 1.79036e-27, 0, 1.79036e-27, 1.79036e-27, 1.79036e-27, 1.79036e-27, 1.79036e-27, 1.79036e-27, 1.79036e-27, 1.79036e-27, 1.79036e-27, 1.79036e-27, 3.5526e-10, 1.79036e-27, 1.79036e-27, 6.16466e-12, 6.84411e-12, 1.79036e-27, 5.40801e-08, 1.79036e-27, 1.79036e-27, 1.79036e-27
0.53197, 0, 8.37242e-08, 7.306e-27, 1.41421, -8.37242e-08, 7.306e-27, 0, 7.306e-27, 7.306e-27, 7.306e-27, 7.306e-27, 7.306e-27, 7.306e-27, 7.306e-27, 7.306e-27, 7.306e-27, 7.306e-27, 5.50997e-10, 7.306e-27, 7.306e-27, 1.11864e-11, 1.22885e-11, 7.306e-27, 8.31498e-08, 7.306e-27, 7.306e-27, 7.306e-27
0.539833, 0, 1.27345e-07, 2.85162e-26, 1.41421, -1.27345e-07, 2.85162e-26, 0, 2.85162e-26, 2.85162e-26, 2.85162e-26, 2.85162e-26, 2.85162e-26, 2.85162e-26, 1.41055e-13, 2.85162e-26, 2.85162e-26, 2.85162e-26, 8.46535e-10, 2.85162e-26, 2.85162e-26, 2.01892e-11, 2.21091e-11, 2.85162e-26, 1.26456e-07, 2.85162e-26, 2.85162e-26, 2.85162e-26
0.547696, 0, 1.91622e-07, 1.06722e-25, 1.41421, -1.91622e-07, 1.06722e-25, 0, 1.06722e-25, 1.06722e-25, 1.06722e-25, 1.06722e-25, 1.06722e-25, 1.06722e-25, 5.74133e-13, 1.06722e-25, 1.06722e-25, 1.06722e-25, 1.28873e-09, 1.06722e-25, 1.06722e-25, 3.62001e-11, 3.98099e-11, 1.06722e-25, 1.90257e-07, 1.06722e-25, 1.06722e-25, 1.06722e-25
0.555558, 0, 2.86754e-07, 3.86422e-25, 1.41421, -2.86754e-07, 8.32381e-13, 0, 1.20484e-14, 6.39338e-14, 1.39107e-14, 3.85967e-13, 4.34211e-13, 5.48805e-13, 8.47363e-12, 8.90564e-12, 4.9603e-12, 1.37669e-09, 1.94455e-09, 8.37714e-13, 3.75875e-14, 6.4419e-11, 7.16239e-11, 2.09236e-15, 2.83256e-07, 3.86422e-25, 3.86422e-25, 1.44053e-11
0.563421, 0, 4.26681e-07, 4.31566e-10, 1.41421, -4.26681e-07, 4.34935e-10, 4.31566e-10, 4.31615e-10, 4.31825e-10, 4.31623e-10, 4.33128e-10, 4.33323e-10, 4.33787e-10, 4.63806e-10, 4.67606e-10, 4.5164e-10, 6.00289e-09, 3.34043e-09, 4.34956e-10, 4.31718e-10, 5.45248e-10, 5.60092e-10, 4.31575e-10, 4.17799e-07, 4.31566e-10, 4.31566e-10, 4.89863e-10
0.571284, 0, 6.33559e-07, 1.74691e-09, 1.41421, -6.33559e-07, 1.75766e-09, 1.74691e-09, 1.74707e-09, 1.74774e-09, 1.74709e-09, 1.7519e-09, 1.75252e-09, 1.754e-09, 1.84757e-09, 1.86191e-09, 1.81097e-09, 1.95245e-08, 6.06175e-09, 1.75773e-09, 1.7474e-09, 1.9457e-09, 1.97651e-09, 1.74694e-09, 6.10531e-07, 1.74691e-09, 1.74691e-09, 1.93293e-09
0.579147, 0, 9.45417e-07, 5.56934e-09, 1.41421, -9.45417e-07, 5.60071e-09, 5.56934e-09, 5.56979e-09, 5.57175e-09, 5.56986e-09, 5.58388e-09, 5.5857e-09, 5.59002e-09, 5.85928e-09, 5.90498e-09, 5.75628e-09, 5.74547e-08, 1.19172e-08, 5.60091e-09, 5.57075e-09, 5.91359e-09, 5.97687e-09, 5.56942e-09, 8.84957e-07, 5.56934e-09, 5.56934e-09, 6.11225e-09
0.587009, 0, 1.43291e-06, 1.62298e-08, 1.41421, -1.43291e-06, 1.63166e-08, 1.62298e-08, 1.62311e-08, 1.62365e-08, 1.62313e-08, 1.62701e-08, 1.62751e-08, 1.6287e-08, 1.7024e-08, 1.71586e-08, 1.67471e-08, 1.59805e-07, 2.54931e-08, 1.63172e-08, 1.62337e-08, 1.682e-08, 1.69474e-08, 1.623e-08, 1.27469e-06, 1.62298e-08, 1.62298e-08, 1.77321e-08
0.594872, 0, 2.2375e-06, 4.48355e-08, 1.41421, -2.2375e-06, 4.50658e-08, 4.48355e-08, 4.48389e-08, 4.48532e-08, 4.48394e-08, 4.49423e-08, 4.49557e-08, 4.49874e-08, 4.69235e-08, 4.72994e-08, 4.62079e-08, 4.25722e-07, 5.82459e-08, 4.50673e-08, 4.48459e-08, 4.58367e-08, 4.60872e-08, 4.48361e-08, 1.83017e-06, 4.48355e-08, 4.48355e-08, 4.8821e-08
0.602735, 0, 3.65526e-06, 1.18744e-07, 1.41421, -3.65526e-06, 1.19332e-07, 1.18744e-07, 1.18753e-07, 1.18789e-07, 1.18754e-07, 1.19017e-07, 1.19051e-07, 1.19132e-07, 1.24166e-07, 1.25035e-07, 1.22248e-07, 1.09125e-06, 1.38006e-07, 1.19336e-07, 1.18771e-07, 1.20425e-07, 1.20907e-07, 1.18746e-07, 2.63202e-06, 1.18744e-07, 1.18744e-07, 1.2892e-07
0.610598, 0, 6.31407e-06, 3.02686e-07, 1.41421, -6.31407e-06, 3.04133e-07, 3.02686e-07, 3.02707e-07, 3.02797e-07, 3.0271e-07, 3.03357e-07, 3.03441e-07, 3.0364e-07, 3.16139e-07, 3.18169e-07, 3.1131e-07, 2.69619e-06, 3.30137e-07, 3.04142e-07, 3.02751e-07, 3.05478e-07, 3.06376e-07, 3.0269e-07, 3.81852e-06, 3.02686e-07, 3.02686e-07, 3.27731e-07
0.61846, 0, 1.15377e-05, 7.43799e-07, 1.41421, -1.15377e-05, 7.47235e-07, 7.43799e-07, 7.43849e-07, 7.44063e-07, 7.43857e-07, 7.45392e-07, 7.45591e-07, 7.46064e-07, 7.77711e-07, 7.8056e-07, 7.64274e-07, 6.42657e-06, 7.82623e-07, 7.47257e-07, 7.43954e-07, 7.48389e-07, 7.5002e-07, 7.43808e-07, 5.64164e-06, 7.43799e-07, 7.43799e-07, 8.03262e-07
0.626323, 0, 2.20514e-05, 1.76334e-06, 1.41421, -2.20514e-05, 1.77121e-06, 1.76334e-06, 1.76345e-06, 1.76394e-06, 1.76347e-06, 1.76699e-06, 1.76744e-06, 1.76853e-06, 1.84462e-06, 1.84758e-06, 1.81026e-06, 1.47853e-05, 1.81784e-06, 1.77126e-06, 1.76369e-06, 1.77081e-06, 1.77369e-06, 1.76336e-06, 8.57837e-06, 1.76334e-06, 1.76334e-06, 1.8996e-06
