   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_725.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00804466, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000178156, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00768835, 0, 2.01474e-20, 0, 1.41421, -2.01474e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12769e-22, 0, 0, 4.12547e-24, 0, 3.75588e-21, 0, 1.60746e-20, 0, 0
0.0155549, 0, 4.29782e-20, 0, 1.41421, -4.29782e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64941e-22, 0, 0, 8.90122e-24, 0, 8.13005e-21, 0, 3.41743e-20, 0, 0
0.0234214, 0, 9.05925e-20, 0, 1.41421, -9.05925e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39686e-21, 0, 0, 1.898e-23, 0, 1.73856e-20, 0, 7.17911e-20, 0, 0
0.0312879, 0, 1.88778e-19, 0, 1.41421, -1.88778e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90089e-21, 0, 0, 4.00139e-23, 0, 3.67478e-20, 0, 1.4909e-19, 0, 0
0.0391544, 0, 3.8905e-19, 0, 1.41421, -3.8905e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95782e-21, 0, 0, 8.34393e-23, 0, 7.68094e-20, 0, 3.06199e-19, 0, 0
0.0470209, 0, 7.93258e-19, 0, 1.41421, -7.93258e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21054e-20, 0, 0, 1.72162e-22, 0, 1.58828e-19, 0, 6.22152e-19, 0, 0
0.0548874, 0, 1.60075e-18, 0, 1.41421, -1.60075e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43415e-20, 0, 0, 3.51605e-22, 0, 3.25034e-19, 0, 1.25102e-18, 0, 0
0.0627539, 0, 3.19791e-18, 0, 1.41421, -3.19791e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8453e-20, 0, 0, 7.10978e-22, 0, 6.58531e-19, 0, 2.49022e-18, 0, 0
0.0706204, 0, 6.32652e-18, 0, 1.41421, -6.32652e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.55023e-20, 0, 0, 1.42384e-21, 0, 1.32131e-18, 0, 4.90829e-18, 0, 0
0.0784869, 0, 1.23974e-17, 0, 1.41421, -1.23974e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86437e-19, 0, 0, 2.82475e-21, 0, 2.62628e-18, 0, 9.58182e-18, 0, 0
0.0863535, 0, 2.44307e-17, 0, 1.41421, -2.44307e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65602e-19, 0, 0, 5.6536e-21, 0, 5.26954e-18, 0, 1.87899e-17, 0, 0
0.09422, 0, 4.69323e-17, 0, 1.41421, -4.69323e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99536e-19, 0, 0, 1.09958e-20, 0, 1.02694e-17, 0, 3.59523e-17, 0, 0
0.102086, 0, 8.93753e-17, 0, 1.41421, -8.93753e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32667e-18, 0, 0, 2.12024e-20, 0, 1.98436e-17, 0, 6.81838e-17, 0, 0
0.109953, 0, 1.68752e-16, 0, 1.41421, -1.68752e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49426e-18, 0, 0, 4.05396e-20, 0, 3.80263e-17, 0, 1.28191e-16, 0, 0
0.117819, 0, 3.15965e-16, 0, 1.41421, -3.15965e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6495e-18, 0, 0, 7.68731e-20, 0, 7.22801e-17, 0, 2.38959e-16, 0, 0
