   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_394.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0485071, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0405315, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.032556, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0245804, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0166049, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00862937, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000653831, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00732171, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0152972, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0232728, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0312483, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0392239, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0471994, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.055175, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0631505, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.071126, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0791016, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0870771, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0950527, 0, 8.06593e-29, 0, 1.41421, -8.06593e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.46812e-31, 0, 0, 7.08112e-32, 0, 0, 7.96417e-29, 0, 0
0.103028, 0, 6.5441e-28, 0, 1.41421, -6.5441e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.68171e-30, 0, 0, 5.7588e-31, 0, 0, 6.46152e-28, 0, 0
0.111004, 0, 3.66349e-27, 0, 1.41421, -3.66349e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30031e-29, 0, 0, 3.2452e-30, 0, 0, 3.61724e-27, 0, 0
0.118979, 0, 1.73278e-26, 0, 1.41421, -1.73278e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03398e-28, 0, 0, 1.5465e-29, 0, 0, 1.7109e-26, 0, 0
0.126955, 0, 7.37847e-26, 0, 1.41421, -7.37847e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.66096e-28, 0, 0, 6.6366e-29, 0, 0, 7.28522e-26, 0, 0
0.13493, 0, 2.91246e-25, 0, 1.41421, -2.91246e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41867e-27, 0, 0, 2.64037e-28, 0, 0, 2.87563e-25, 0, 0
0.142906, 0, 1.08322e-24, 0, 1.41421, -1.08322e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27148e-26, 0, 0, 9.89896e-28, 0, 0, 1.06952e-24, 0, 0
0.150881, 0, 3.83532e-24, 0, 1.41421, -3.83532e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50185e-26, 0, 0, 3.53342e-27, 0, 0, 3.78676e-24, 0, 0
0.158857, 0, 1.30185e-23, 0, 1.41421, -1.30185e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52809e-25, 0, 0, 1.20934e-26, 0, 0, 1.28536e-23, 0, 0
0.166833, 0, 4.25807e-23, 0, 1.41421, -4.25807e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.998e-25, 0, 0, 3.98908e-26, 0, 0, 4.2041e-23, 0, 0
0.174808, 0, 1.3472e-22, 0, 1.41421, -1.3472e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58129e-24, 0, 0, 1.2731e-25, 0, 0, 1.33011e-22, 0, 0
0.182784, 0, 4.13559e-22, 0, 1.41421, -4.13559e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85416e-24, 0, 0, 3.94316e-25, 0, 0, 4.08311e-22, 0, 0
0.190759, 0, 1.23478e-21, 0, 1.41421, -1.23478e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44932e-23, 0, 0, 1.1882e-24, 0, 0, 1.2191e-21, 0, 0
0.198735, 0, 3.59301e-21, 0, 1.41421, -3.59301e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21723e-23, 0, 0, 3.49036e-24, 0, 0, 3.54735e-21, 0, 0
0.20671, 0, 1.02063e-20, 0, 1.41421, -1.02063e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19793e-22, 0, 0, 1.0012e-23, 0, 0, 1.00765e-20, 0, 0
0.214686, 0, 2.83416e-20, 0, 1.41421, -2.83416e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32647e-22, 0, 0, 2.80839e-23, 0, 0, 2.79809e-20, 0, 0
0.222661, 0, 7.70269e-20, 0, 1.41421, -7.70269e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.04061e-22, 0, 0, 7.71255e-23, 0, 0, 7.60457e-20, 0, 0
0.230637, 0, 2.05099e-19, 0, 1.41421, -2.05099e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40721e-21, 0, 0, 2.07583e-22, 0, 0, 2.02484e-19, 0, 0
0.238612, 0, 5.3551e-19, 0, 1.41421, -5.3551e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28512e-21, 0, 0, 5.4806e-22, 0, 0, 5.28677e-19, 0, 0
0.246588, 0, 1.37208e-18, 0, 1.41421, -1.37208e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61035e-20, 0, 0, 1.4205e-21, 0, 0, 1.35456e-18, 0, 0
0.254563, 0, 3.45215e-18, 0, 1.41421, -3.45215e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05158e-20, 0, 0, 3.6168e-21, 0, 0, 3.40802e-18, 0, 0
0.262539, 0, 8.5339e-18, 0, 1.41421, -8.5339e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00156e-19, 0, 0, 9.05198e-21, 0, 0, 8.42469e-18, 0, 0
0.270515, 0, 2.07382e-17, 0, 1.41421, -2.07382e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43385e-19, 0, 0, 2.22805e-20, 0, 0, 2.04726e-17, 0, 0
0.27849, 0, 4.95635e-17, 0, 1.41421, -4.95635e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81669e-19, 0, 0, 5.39611e-20, 0, 0, 4.89279e-17, 0, 0
0.286466, 0, 1.16544e-16, 0, 1.41421, -1.16544e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36771e-18, 0, 0, 1.28644e-19, 0, 0, 1.15048e-16, 0, 0
0.294441, 0, 2.6972e-16, 0, 1.41421, -2.6972e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16524e-18, 0, 0, 3.02012e-19, 0, 0, 2.66253e-16, 0, 0
0.302417, 0, 6.14568e-16, 0, 1.41421, -6.14568e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.21194e-18, 0, 0, 6.98449e-19, 0, 0, 6.06658e-16, 0, 0
0.310392, 0, 1.37908e-15, 0, 1.41421, -1.37908e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6183e-17, 0, 0, 1.59169e-18, 0, 0, 1.3613e-15, 0, 0
0.318368, 0, 3.04847e-15, 0, 1.41421, -3.04847e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57714e-17, 0, 0, 3.57539e-18, 0, 0, 3.00913e-15, 0, 0
0.326343, 0, 6.63979e-15, 0, 1.41421, -6.63979e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.79094e-17, 0, 0, 7.91858e-18, 0, 0, 6.55396e-15, 0, 0
0.334319, 0, 1.42527e-14, 0, 1.41421, -1.42527e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67229e-16, 0, 0, 1.72975e-17, 0, 0, 1.40681e-14, 0, 0
0.342294, 0, 3.02339e-14, 0, 1.41421, -3.02339e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54722e-16, 0, 0, 3.74255e-17, 0, 0, 2.98417e-14, 0, 0
0.35027, 0, 6.30426e-14, 0, 1.41421, -6.30426e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.39615e-16, 0, 0, 7.95607e-17, 0, 0, 6.22234e-14, 0, 0
0.358245, 0, 1.29631e-13, 0, 1.41421, -1.29631e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52075e-15, 0, 0, 1.66981e-16, 0, 0, 1.27943e-13, 0, 0
0.366221, 0, 2.62893e-13, 0, 1.41421, -2.62893e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08393e-15, 0, 0, 3.46124e-16, 0, 0, 2.59463e-13, 0, 0
0.374197, 0, 5.25896e-13, 2.10195e-44, 1.41421, -5.25896e-13, 0, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 6.16883e-15, 2.10195e-44, 2.10195e-44, 7.08857e-16, 2.10195e-44, 2.10195e-44, 5.19018e-13, 2.10195e-44, 2.10195e-44
0.382172, 0, 1.03783e-12, 4.13383e-43, 1.41421, -1.03783e-12, 0, 4.13383e-43, 4.13383e-43, 4.13383e-43, 4.13383e-43, 4.13383e-43, 4.13383e-43, 4.13383e-43, 4.13383e-43, 4.13383e-43, 1.21733e-14, 4.13383e-43, 4.13383e-43, 1.43501e-15, 4.13383e-43, 4.13383e-43, 1.02422e-12, 4.13383e-43, 4.13383e-43
0.390148, 0, 2.02071e-12, 6.61273e-42, 1.41421, -2.02071e-12, 0, 6.61273e-42, 6.61273e-42, 6.61273e-42, 6.61273e-42, 6.61273e-42, 6.61273e-42, 6.61273e-42, 6.61273e-42, 6.61273e-42, 2.37013e-14, 6.61273e-42, 6.61273e-42, 2.87309e-15, 6.61273e-42, 6.61273e-42, 1.99414e-12, 6.61273e-42, 6.61273e-42
0.398123, 0, 3.88226e-12, 9.2197e-41, 1.41421, -3.88226e-12, 0, 9.2197e-41, 9.2197e-41, 9.2197e-41, 9.2197e-41, 9.2197e-41, 9.2197e-41, 9.2197e-41, 9.2197e-41, 9.2197e-41, 4.55351e-14, 9.2197e-41, 9.2197e-41, 5.69279e-15, 9.2197e-41, 9.2197e-41, 3.83103e-12, 9.2197e-41, 9.2197e-41
0.406099, 0, 7.36052e-12, 1.14726e-39, 1.41421, -7.36052e-12, 0, 1.14726e-39, 1.14726e-39, 1.14726e-39, 1.14726e-39, 1.14726e-39, 1.14726e-39, 1.14726e-39, 1.14726e-39, 1.14726e-39, 8.63326e-14, 1.14726e-39, 1.14726e-39, 1.11712e-14, 1.14726e-39, 1.14726e-39, 7.26302e-12, 1.14726e-39, 1.14726e-39
0.414074, 0, 1.37728e-11, 1.28446e-38, 1.41421, -1.37728e-11, 0, 1.28446e-38, 1.28446e-38, 1.28446e-38, 1.28446e-38, 1.28446e-38, 1.28446e-38, 1.28446e-38, 1.28446e-38, 1.28446e-38, 1.61551e-13, 1.28446e-38, 1.28446e-38, 2.17291e-14, 1.28446e-38, 1.28446e-38, 1.35895e-11, 1.28446e-38, 1.28446e-38
0.42205, 0, 2.5437e-11, 1.30141e-37, 1.41421, -2.5437e-11, 0, 1.30141e-37, 1.30141e-37, 1.30141e-37, 1.30141e-37, 1.30141e-37, 1.30141e-37, 1.30141e-37, 1.30141e-37, 1.30141e-37, 2.98401e-13, 1.30141e-37, 1.30141e-37, 4.19345e-14, 1.30141e-37, 1.30141e-37, 2.50966e-11, 1.30141e-37, 1.30141e-37
0.430025, 0, 4.63749e-11, 1.19954e-36, 1.41421, -4.63749e-11, 0, 1.19954e-36, 1.19954e-36, 1.19954e-36, 1.19954e-36, 1.19954e-36, 1.19954e-36, 1.19954e-36, 1.19954e-36, 1.19954e-36, 5.44123e-13, 1.19954e-36, 1.19954e-36, 8.03812e-14, 1.19954e-36, 1.19954e-36, 4.57504e-11, 1.19954e-36, 1.19954e-36
