   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_774.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0126622, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00478919, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00308385, 0, 2.73545e-17, 0, 1.41421, -2.73545e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9758e-20, 0, 6.72713e-19, 0, 2.6642e-17, 0, 0, 0
0.0109569, 0, 4.8905e-17, 0, 1.41421, -4.8905e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.21079e-20, 0, 1.2284e-18, 0, 4.76045e-17, 0, 0, 0
0.0188299, 0, 8.68289e-17, 0, 1.41421, -8.68289e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29896e-19, 0, 2.22827e-18, 0, 8.44707e-17, 0, 0, 0
0.026703, 0, 1.53117e-16, 0, 1.41421, -1.53117e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32449e-19, 0, 4.01593e-18, 0, 1.48868e-16, 0, 0, 0
0.034576, 0, 2.68213e-16, 0, 1.41421, -2.68213e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13269e-19, 0, 7.19219e-18, 0, 2.60608e-16, 0, 0, 0
0.042449, 0, 4.66753e-16, 0, 1.41421, -4.66753e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.30073e-19, 0, 1.28014e-17, 0, 4.53222e-16, 0, 0, 0
0.0503221, 0, 8.07036e-16, 0, 1.41421, -8.07036e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28167e-18, 0, 2.26483e-17, 0, 7.83106e-16, 0, 0, 0
0.0581951, 0, 1.38655e-15, 0, 1.41421, -1.38655e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2362e-18, 0, 3.98333e-17, 0, 1.34448e-15, 0, 0, 0
0.0660682, 0, 2.36733e-15, 0, 1.41421, -2.36733e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.878e-18, 0, 6.9654e-17, 0, 2.2938e-15, 0, 0, 0
0.0739412, 0, 4.01696e-15, 0, 1.41421, -4.01696e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6851e-18, 0, 1.2111e-16, 0, 3.88916e-15, 0, 0, 0
0.0818142, 0, 6.77462e-15, 0, 1.41421, -6.77462e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14564e-17, 0, 2.09408e-16, 0, 6.55376e-15, 0, 0, 0
0.0896873, 0, 1.13568e-14, 0, 1.41421, -1.13568e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95194e-17, 0, 3.60106e-16, 0, 1.09771e-14, 0, 0, 0
0.0975603, 0, 1.89249e-14, 0, 1.41421, -1.89249e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30667e-17, 0, 6.15928e-16, 0, 1.82759e-14, 0, 0, 0
0.105433, 0, 3.13509e-14, 0, 1.41421, -3.13509e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57007e-17, 0, 1.04792e-15, 0, 3.02472e-14, 0, 0, 0
0.113306, 0, 5.16332e-14, 0, 1.41421, -5.16332e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.33069e-17, 0, 1.77364e-15, 0, 4.97662e-14, 0, 0, 0
0.121179, 0, 8.45462e-14, 0, 1.41421, -8.45462e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55446e-16, 0, 2.98656e-15, 0, 8.14042e-14, 0, 0, 0
0.129052, 0, 1.37647e-13, 0, 1.41421, -1.37647e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57566e-16, 0, 5.00353e-15, 0, 1.32386e-13, 0, 0, 0
0.136926, 0, 2.22827e-13, 0, 1.41421, -2.22827e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24494e-16, 0, 8.34084e-15, 0, 2.14061e-13, 0, 0, 0
0.144799, 0, 3.58686e-13, 0, 1.41421, -3.58686e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.95924e-16, 0, 1.38357e-14, 0, 3.44154e-13, 0, 0, 0
0.152672, 0, 5.74151e-13, 0, 1.41421, -5.74151e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13499e-15, 0, 2.28388e-14, 0, 5.50177e-13, 0, 0, 0
0.160545, 0, 9.13946e-13, 0, 1.41421, -9.13946e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84159e-15, 0, 3.75235e-14, 0, 8.74581e-13, 0, 0, 0
0.168418, 0, 1.44682e-12, 0, 1.41421, -1.44682e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9731e-15, 0, 6.13605e-14, 0, 1.38248e-12, 0, 0, 0
0.176291, 0, 2.27782e-12, 0, 1.41421, -2.27782e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77615e-15, 0, 9.98765e-14, 0, 2.17317e-12, 0, 0, 0
0.184164, 0, 3.56661e-12, 0, 1.41421, -3.56661e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.63561e-15, 0, 1.61829e-13, 0, 3.39715e-12, 0, 0, 0
0.192037, 0, 5.55435e-12, 0, 1.41421, -5.55435e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21496e-14, 0, 2.61038e-13, 0, 5.28116e-12, 0, 0, 0
0.19991, 0, 8.60335e-12, 0, 1.41421, -8.60335e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9244e-14, 0, 4.19216e-13, 0, 8.16489e-12, 0, 0, 0
0.207783, 0, 1.32548e-11, 0, 1.41421, -1.32548e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.03457e-14, 0, 6.70348e-13, 0, 1.25541e-11, 0, 0, 0
0.215656, 0, 2.03126e-11, 0, 1.41421, -2.03126e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76473e-14, 0, 1.06741e-12, 0, 1.91976e-11, 0, 0, 0
0.223529, 0, 3.09641e-11, 0, 1.41421, -3.09641e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45063e-14, 0, 1.69267e-12, 0, 2.91969e-11, 0, 0, 0
0.231402, 0, 4.69534e-11, 0, 1.41421, -4.69534e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16051e-13, 0, 2.67346e-12, 0, 4.41639e-11, 0, 0, 0
0.239275, 0, 7.08284e-11, 0, 1.41421, -7.08284e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80095e-13, 0, 4.20616e-12, 0, 6.64422e-11, 0, 0, 0
0.247148, 0, 1.06291e-10, 0, 1.41421, -1.06291e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78519e-13, 0, 6.59276e-12, 0, 9.94202e-11, 0, 0, 0
0.255021, 0, 1.58693e-10, 0, 1.41421, -1.58693e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29361e-13, 0, 1.02962e-11, 0, 1.47967e-10, 0, 0, 0
0.262894, 0, 2.35724e-10, 0, 1.41421, -2.35724e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.59982e-13, 0, 1.60242e-11, 0, 2.1904e-10, 0, 0, 0
0.270767, 0, 3.48387e-10, 3.58732e-43, 1.41421, -3.48387e-10, 0, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 1.01185e-12, 3.58732e-43, 2.48562e-11, 3.58732e-43, 3.22519e-10, 3.58732e-43, 3.58732e-43, 3.58732e-43
0.27864, 0, 5.12337e-10, 5.94291e-42, 1.41421, -5.12337e-10, 0, 5.94291e-42, 5.94291e-42, 5.94291e-42, 5.94291e-42, 5.94291e-42, 5.94291e-42, 5.94291e-42, 5.94291e-42, 5.94291e-42, 5.94291e-42, 5.94291e-42, 5.94291e-42, 1.5478e-12, 5.94291e-42, 3.84349e-11, 5.94291e-42, 4.72354e-10, 5.94291e-42, 5.94291e-42, 5.94291e-42
0.286513, 0, 7.49746e-10, 8.23109e-41, 1.41421, -7.49746e-10, 0, 8.23109e-41, 8.23109e-41, 8.23109e-41, 8.23109e-41, 8.23109e-41, 8.23109e-41, 8.23109e-41, 8.23109e-41, 8.23109e-41, 8.23109e-41, 8.23109e-41, 8.23109e-41, 2.3631e-12, 8.23109e-41, 5.9255e-11, 8.23109e-41, 6.88128e-10, 8.23109e-41, 8.23109e-41, 8.23109e-41
0.294386, 0, 1.09186e-09, 1.01161e-39, 1.41421, -1.09186e-09, 0, 1.01161e-39, 1.01161e-39, 1.01161e-39, 1.01161e-39, 1.01161e-39, 1.01161e-39, 1.01161e-39, 1.01161e-39, 1.01161e-39, 1.01161e-39, 1.01161e-39, 1.01161e-39, 3.60219e-12, 1.01161e-39, 9.10976e-11, 1.01161e-39, 9.9716e-10, 1.01161e-39, 1.01161e-39, 1.01161e-39
0.302259, 0, 1.58253e-09, 1.11582e-38, 1.41421, -1.58253e-09, 0, 1.11582e-38, 1.11582e-38, 1.11582e-38, 1.11582e-38, 1.11582e-38, 1.11582e-38, 1.11582e-38, 1.11582e-38, 1.11582e-38, 1.11582e-38, 1.11582e-38, 1.11582e-38, 5.4843e-12, 1.11582e-38, 1.39686e-10, 1.11582e-38, 1.43736e-09, 1.11582e-38, 1.11582e-38, 1.11582e-38
0.310132, 0, 2.28299e-09, 1.11227e-37, 1.41421, -2.28299e-09, 0, 1.11227e-37, 1.11227e-37, 1.11227e-37, 1.11227e-37, 1.11227e-37, 1.11227e-37, 1.11227e-37, 1.11227e-37, 1.11227e-37, 1.11227e-37, 1.11227e-37, 1.11227e-37, 8.3425e-12, 1.11227e-37, 2.13666e-10, 1.11227e-37, 2.06098e-09, 1.11227e-37, 1.11227e-37, 1.11227e-37
0.318005, 0, 3.27847e-09, 1.00705e-36, 1.41421, -3.27847e-09, 0, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.00705e-36, 1.26832e-11, 1.00705e-36, 3.26089e-10, 1.00705e-36, 2.9397e-09, 1.00705e-36, 1.00705e-36, 1.00705e-36
0.325878, 0, 4.68708e-09, 8.32619e-36, 1.41421, -4.68708e-09, 0, 8.32619e-36, 8.32619e-36, 8.32619e-36, 8.32619e-36, 8.32619e-36, 8.32619e-36, 8.32619e-36, 8.32619e-36, 8.32619e-36, 8.32619e-36, 8.32619e-36, 8.32619e-36, 1.92774e-11, 8.32619e-36, 4.9662e-10, 8.32619e-36, 4.17118e-09, 8.32619e-36, 8.32619e-36, 8.32619e-36
0.333751, 0, 6.67194e-09, 6.31825e-35, 1.41421, -6.67194e-09, 0, 6.31825e-35, 6.31825e-35, 6.31825e-35, 6.31825e-35, 6.31825e-35, 6.31825e-35, 6.31825e-35, 6.31825e-35, 6.31825e-35, 6.31825e-35, 6.31825e-35, 6.31825e-35, 2.92995e-11, 6.31825e-35, 7.5486e-10, 6.31825e-35, 5.88778e-09, 6.31825e-35, 6.31825e-35, 6.31825e-35
