   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_815.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.000294495, 0, 2.80043e-21, 0, 1.41421, -2.80043e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21857e-24, 0, 0, 6.32686e-24, 0, 0, 2.78889e-21, 0, 0, 0
0.00814891, 0, 6.12531e-21, 0, 1.41421, -6.12531e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14141e-23, 0, 0, 1.40101e-23, 0, 0, 6.09989e-21, 0, 0, 0
0.0160033, 0, 1.32239e-20, 0, 1.41421, -1.32239e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46411e-23, 0, 0, 3.06251e-23, 0, 0, 1.31686e-20, 0, 0, 0
0.0238577, 0, 2.81959e-20, 0, 1.41421, -2.81959e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.25382e-23, 0, 0, 6.61259e-23, 0, 0, 2.80772e-20, 0, 0, 0
0.0317122, 0, 5.94081e-20, 0, 1.41421, -5.94081e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10693e-22, 0, 0, 1.41111e-22, 0, 0, 5.91563e-20, 0, 0, 0
0.0395666, 0, 1.23751e-19, 0, 1.41421, -1.23751e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30576e-22, 0, 0, 2.97757e-22, 0, 0, 1.23223e-19, 0, 0, 0
0.047421, 0, 2.5497e-19, 0, 1.41421, -2.5497e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.75048e-22, 0, 0, 6.21538e-22, 0, 0, 2.53873e-19, 0, 0, 0
0.0552754, 0, 5.19791e-19, 0, 1.41421, -5.19791e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.68419e-22, 0, 0, 1.28395e-21, 0, 0, 5.17538e-19, 0, 0, 0
0.0631298, 0, 1.04887e-18, 0, 1.41421, -1.04887e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95407e-21, 0, 0, 2.6258e-21, 0, 0, 1.04429e-18, 0, 0, 0
0.0709843, 0, 2.09557e-18, 0, 1.41421, -2.09557e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90398e-21, 0, 0, 5.31796e-21, 0, 0, 2.08635e-18, 0, 0, 0
