   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_163.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.140618, 0, 8.85897e-23, 0, 1.41421, -8.85897e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22417e-25, 0, 0, 6.64416e-28, 8.50057e-27, 0, 8.82581e-23, 0, 0
0.14847, 0, 2.55588e-22, 0, 1.41421, -2.55588e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.30196e-25, 0, 0, 1.92689e-27, 2.53383e-26, 0, 2.54631e-22, 0, 0
0.156321, 0, 7.18862e-22, 0, 1.41421, -7.18862e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61624e-24, 0, 0, 5.4491e-27, 7.34401e-26, 0, 7.16167e-22, 0, 0
0.164172, 0, 1.97491e-21, 0, 1.41421, -1.97491e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.18752e-24, 0, 0, 1.50555e-26, 2.07479e-25, 0, 1.9675e-21, 0, 0
0.172024, 0, 5.3083e-21, 0, 1.41421, -5.3083e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9319e-23, 0, 0, 4.07078e-26, 5.72487e-25, 0, 5.28837e-21, 0, 0
0.179875, 0, 1.39786e-20, 0, 1.41421, -1.39786e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08734e-23, 0, 0, 1.07862e-25, 1.54536e-24, 0, 1.3926e-20, 0, 0
0.187727, 0, 3.61061e-20, 0, 1.41421, -3.61061e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31404e-22, 0, 0, 2.80402e-25, 4.08672e-24, 0, 3.59703e-20, 0, 0
0.195578, 0, 9.15676e-20, 0, 1.41421, -9.15676e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33248e-22, 0, 0, 7.15903e-25, 1.06003e-23, 0, 9.1223e-20, 0, 0
0.203429, 0, 2.28206e-19, 0, 1.41421, -2.28206e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.30526e-22, 0, 0, 1.79668e-24, 2.69969e-23, 0, 2.27347e-19, 0, 0
0.211281, 0, 5.59328e-19, 0, 1.41421, -5.59328e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03559e-21, 0, 0, 4.43574e-24, 6.75678e-23, 0, 5.5722e-19, 0, 0
0.219132, 0, 1.3491e-18, 0, 1.41421, -1.3491e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90984e-21, 0, 0, 1.07803e-23, 1.66317e-22, 0, 1.34401e-18, 0, 0
0.226983, 0, 3.20415e-18, 0, 1.41421, -3.20415e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1661e-20, 0, 0, 2.58059e-23, 4.02902e-22, 0, 3.19206e-18, 0, 0
0.234835, 0, 7.49714e-18, 0, 1.41421, -7.49714e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72845e-20, 0, 0, 6.08788e-23, 9.61147e-22, 0, 7.46883e-18, 0, 0
0.242686, 0, 1.72897e-17, 0, 1.41421, -1.72897e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.29227e-20, 0, 0, 1.41603e-22, 2.2591e-21, 0, 1.72244e-17, 0, 0
0.250537, 0, 3.93156e-17, 0, 1.41421, -3.93156e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43081e-19, 0, 0, 3.24878e-22, 5.23414e-21, 0, 3.9167e-17, 0, 0
0.258389, 0, 8.81831e-17, 0, 1.41421, -8.81831e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20923e-19, 0, 0, 7.3549e-22, 1.19592e-20, 0, 8.78494e-17, 0, 0
0.26624, 0, 1.95155e-16, 0, 1.41421, -1.95155e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10224e-19, 0, 0, 1.64355e-21, 2.69567e-20, 0, 1.94417e-16, 0, 0
0.274091, 0, 4.26261e-16, 0, 1.41421, -4.26261e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55127e-18, 0, 0, 3.62637e-21, 5.99635e-20, 0, 4.24646e-16, 0, 0
0.281943, 0, 9.19145e-16, 0, 1.41421, -9.19145e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34498e-18, 0, 0, 7.90256e-21, 1.31674e-19, 0, 9.15661e-16, 0, 0
0.289794, 0, 1.95705e-15, 0, 1.41421, -1.95705e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12211e-18, 0, 0, 1.70128e-20, 2.85512e-19, 0, 1.94962e-15, 0, 0
0.297645, 0, 4.11544e-15, 0, 1.41421, -4.11544e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49768e-17, 0, 0, 3.61906e-20, 6.11465e-19, 0, 4.09982e-15, 0, 0
0.305497, 0, 8.54885e-15, 0, 1.41421, -8.54885e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11105e-17, 0, 0, 7.60888e-20, 1.29372e-18, 0, 8.51637e-15, 0, 0
0.313348, 0, 1.75447e-14, 0, 1.41421, -1.75447e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38474e-17, 0, 0, 1.58146e-19, 2.70478e-18, 0, 1.7478e-14, 0, 0
0.3212, 0, 3.55791e-14, 0, 1.41421, -3.55791e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29476e-16, 0, 0, 3.25011e-19, 5.5889e-18, 0, 3.54437e-14, 0, 0
0.329051, 0, 7.13032e-14, 0, 1.41421, -7.13032e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59477e-16, 0, 0, 6.6059e-19, 1.14158e-17, 0, 7.10316e-14, 0, 0
0.336902, 0, 1.41234e-13, 0, 1.41421, -1.41234e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13957e-16, 0, 0, 1.32816e-18, 2.30543e-17, 0, 1.40695e-13, 0, 0
0.344754, 0, 2.76521e-13, 0, 1.41421, -2.76521e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00628e-15, 0, 0, 2.64214e-18, 4.60399e-17, 0, 2.75466e-13, 0, 0
0.352605, 0, 5.35203e-13, 0, 1.41421, -5.35203e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94766e-15, 0, 0, 5.20187e-18, 9.09342e-17, 0, 5.3316e-13, 0, 0
0.360456, 0, 1.02411e-12, 0, 1.41421, -1.02411e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72691e-15, 0, 0, 1.01388e-17, 1.77664e-16, 0, 1.02019e-12, 0, 0
0.368308, 0, 1.9375e-12, 1.26117e-44, 1.41421, -1.9375e-12, 1.26117e-44, 0, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 7.05115e-15, 1.26117e-44, 1.26117e-44, 1.95695e-17, 3.4344e-16, 1.26117e-44, 1.93008e-12, 1.26117e-44, 1.26117e-44
0.376159, 0, 3.6244e-12, 2.63444e-43, 1.41421, -3.6244e-12, 2.63444e-43, 0, 2.63444e-43, 2.63444e-43, 2.63444e-43, 2.63444e-43, 2.63444e-43, 2.63444e-43, 2.63444e-43, 2.63444e-43, 2.63444e-43, 2.63444e-43, 1.31911e-14, 2.63444e-43, 2.63444e-43, 3.74204e-17, 6.56983e-16, 2.63444e-43, 3.61051e-12, 2.63444e-43, 2.63444e-43
0.38401, 0, 6.70434e-12, 3.86478e-42, 1.41421, -6.70434e-12, 3.86478e-42, 0, 3.86478e-42, 3.86478e-42, 3.86478e-42, 3.86478e-42, 3.86478e-42, 3.86478e-42, 3.86478e-42, 3.86478e-42, 3.86478e-42, 3.86478e-42, 2.44029e-14, 3.86478e-42, 3.86478e-42, 7.09195e-17, 1.24395e-15, 3.86478e-42, 6.67862e-12, 3.86478e-42, 3.86478e-42
0.391862, 0, 1.22639e-11, 5.14571e-41, 1.41421, -1.22639e-11, 5.14571e-41, 0, 5.14571e-41, 5.14571e-41, 5.14571e-41, 5.14571e-41, 5.14571e-41, 5.14571e-41, 5.14571e-41, 5.14571e-41, 5.14571e-41, 5.14571e-41, 4.46448e-14, 5.14571e-41, 5.14571e-41, 1.33284e-16, 2.33185e-15, 5.14571e-41, 1.22167e-11, 5.14571e-41, 5.14571e-41
0.399713, 0, 2.21856e-11, 6.15771e-40, 1.41421, -2.21856e-11, 6.15771e-40, 0, 6.15771e-40, 6.15771e-40, 6.15771e-40, 6.15771e-40, 6.15771e-40, 6.15771e-40, 6.15771e-40, 6.15771e-40, 6.15771e-40, 6.15771e-40, 8.07787e-14, 6.15771e-40, 6.15771e-40, 2.48546e-16, 4.32884e-15, 6.15771e-40, 2.21002e-11, 6.15771e-40, 6.15771e-40
0.407564, 0, 3.96927e-11, 6.65079e-39, 1.41421, -3.96927e-11, 6.65079e-39, 0, 6.65079e-39, 6.65079e-39, 6.65079e-39, 6.65079e-39, 6.65079e-39, 6.65079e-39, 6.65079e-39, 6.65079e-39, 6.65079e-39, 6.65079e-39, 1.44561e-13, 6.65079e-39, 6.65079e-39, 4.60208e-16, 7.96092e-15, 6.65079e-39, 3.95397e-11, 6.65079e-39, 6.65079e-39
0.415416, 0, 7.02374e-11, 6.51231e-38, 1.41421, -7.02374e-11, 6.51231e-38, 0, 6.51231e-38, 6.51231e-38, 6.51231e-38, 6.51231e-38, 6.51231e-38, 6.51231e-38, 6.51231e-38, 6.51231e-38, 6.51231e-38, 6.51231e-38, 2.55895e-13, 6.51231e-38, 6.51231e-38, 8.46749e-16, 1.45094e-14, 6.51231e-38, 6.99662e-11, 6.51231e-38, 6.51231e-38
0.423267, 0, 1.22932e-10, 5.81047e-37, 1.41421, -1.22932e-10, 5.81047e-37, 0, 5.81047e-37, 5.81047e-37, 5.81047e-37, 5.81047e-37, 5.81047e-37, 5.81047e-37, 5.81047e-37, 5.81047e-37, 5.81047e-37, 5.81047e-37, 4.48089e-13, 5.81047e-37, 5.81047e-37, 1.54945e-15, 2.62206e-14, 5.81047e-37, 1.22456e-10, 5.81047e-37, 5.81047e-37
0.431118, 0, 2.12824e-10, 4.74942e-36, 1.41421, -2.12824e-10, 4.74942e-36, 0, 4.74942e-36, 4.74942e-36, 4.74942e-36, 4.74942e-36, 4.74942e-36, 4.74942e-36, 4.74942e-36, 4.74942e-36, 4.74942e-36, 4.74942e-36, 7.76229e-13, 4.74942e-36, 4.74942e-36, 2.82242e-15, 4.70102e-14, 4.74942e-36, 2.11998e-10, 4.74942e-36, 4.74942e-36
0.43897, 0, 3.64468e-10, 3.57364e-35, 1.41421, -3.64468e-10, 3.57364e-35, 0, 3.57364e-35, 3.57364e-35, 3.57364e-35, 3.57364e-35, 3.57364e-35, 3.57364e-35, 3.57364e-35, 3.57364e-35, 3.57364e-35, 3.57364e-35, 1.33039e-12, 3.57364e-35, 3.57364e-35, 5.12272e-15, 8.36774e-14, 3.57364e-35, 3.63049e-10, 3.57364e-35, 3.57364e-35
0.446821, 0, 6.17449e-10, 2.48658e-34, 1.41421, -6.17449e-10, 2.48658e-34, 0, 2.48658e-34, 2.48658e-34, 2.48658e-34, 2.48658e-34, 2.48658e-34, 2.48658e-34, 2.48658e-34, 2.48658e-34, 2.48658e-34, 2.48658e-34, 2.25617e-12, 2.48658e-34, 2.48658e-34, 9.273e-15, 1.47996e-13, 2.48658e-34, 6.15036e-10, 2.48658e-34, 2.48658e-34
0.454672, 0, 1.03483e-09, 1.69256e-33, 1.41421, -1.03483e-09, 1.69256e-33, 0, 1.69256e-33, 1.69256e-33, 1.69256e-33, 1.69256e-33, 1.69256e-33, 1.69256e-33, 1.69256e-33, 1.69256e-33, 1.69256e-33, 1.69256e-33, 3.78629e-12, 1.69256e-33, 1.69256e-33, 1.67556e-14, 2.60336e-13, 1.69256e-33, 1.03077e-09, 1.69256e-33, 1.69256e-33
0.462524, 0, 1.71589e-09, 1.10692e-32, 1.41421, -1.71589e-09, 1.10692e-32, 0, 1.10692e-32, 1.10692e-32, 1.10692e-32, 1.10692e-32, 1.10692e-32, 1.10692e-32, 1.10692e-32, 1.10692e-32, 1.10692e-32, 1.10692e-32, 6.28867e-12, 1.10692e-32, 1.10692e-32, 3.02445e-14, 4.55977e-13, 1.10692e-32, 1.70912e-09, 1.10692e-32, 1.10692e-32
0.470375, 0, 2.81509e-09, 6.82102e-32, 1.41421, -2.81509e-09, 6.82102e-32, 0, 6.82102e-32, 6.82102e-32, 6.82102e-32, 6.82102e-32, 6.82102e-32, 6.82102e-32, 6.82102e-32, 6.82102e-32, 6.82102e-32, 6.82102e-32, 1.03387e-11, 6.82102e-32, 6.82102e-32, 5.45661e-14, 7.96177e-13, 6.82102e-32, 2.8039e-09, 6.82102e-32, 6.82102e-32
0.478227, 0, 4.56984e-09, 3.94219e-31, 1.41421, -4.56984e-09, 3.94219e-31, 0, 3.94219e-31, 3.94219e-31, 3.94219e-31, 3.94219e-31, 3.94219e-31, 3.94219e-31, 3.94219e-31, 3.94219e-31, 3.94219e-31, 3.94219e-31, 1.68266e-11, 3.94219e-31, 3.94219e-31, 9.84299e-14, 1.38771e-12, 3.94219e-31, 4.55152e-09, 3.94219e-31, 3.94219e-31
0.486078, 0, 7.3409e-09, 2.13796e-30, 1.41421, -7.3409e-09, 2.13796e-30, 0, 2.13796e-30, 2.13796e-30, 2.13796e-30, 2.13796e-30, 2.13796e-30, 2.13796e-30, 2.13796e-30, 2.13796e-30, 2.13796e-30, 2.13796e-30, 2.71159e-11, 2.13796e-30, 2.13796e-30, 1.77532e-13, 2.41757e-12, 2.13796e-30, 7.31119e-09, 2.13796e-30, 2.13796e-30
0.493929, 0, 1.167e-08, 1.09067e-29, 1.41421, -1.167e-08, 1.09067e-29, 0, 1.09067e-29, 1.09067e-29, 1.09067e-29, 1.09067e-29, 1.09067e-29, 1.09067e-29, 1.09067e-29, 1.09067e-29, 1.09067e-29, 1.09067e-29, 4.3274e-11, 1.09067e-29, 1.09067e-29, 3.20081e-13, 4.21503e-12, 1.09067e-29, 1.16222e-08, 1.09067e-29, 1.09067e-29
0.501781, 0, 1.83613e-08, 5.24905e-29, 1.41421, -1.83613e-08, 5.24905e-29, 0, 5.24905e-29, 5.24905e-29, 5.24905e-29, 5.24905e-29, 5.24905e-29, 5.24905e-29, 5.24905e-29, 5.24905e-29, 5.24905e-29, 5.24905e-29, 6.84055e-11, 5.24905e-29, 5.24905e-29, 5.76572e-13, 7.36243e-12, 5.24905e-29, 1.8285e-08, 5.24905e-29, 5.24905e-29
0.509632, 0, 2.8595e-08, 2.39079e-28, 1.41421, -2.8595e-08, 2.39079e-28, 0, 2.39079e-28, 2.39079e-28, 2.39079e-28, 2.39079e-28, 2.39079e-28, 2.39079e-28, 2.39079e-28, 2.39079e-28, 2.39079e-28, 2.39079e-28, 1.0713e-10, 2.39079e-28, 2.39079e-28, 1.0369e-12, 1.28939e-11, 2.39079e-28, 2.84739e-08, 2.39079e-28, 2.39079e-28
0.517483, 0, 4.40825e-08, 1.03362e-27, 1.41421, -4.40825e-08, 1.03362e-27, 0, 1.03362e-27, 1.03362e-27, 1.03362e-27, 1.03362e-27, 1.03362e-27, 1.03362e-27, 1.03362e-27, 1.03362e-27, 1.03362e-27, 1.03362e-27, 1.66256e-10, 1.03362e-27, 1.03362e-27, 1.85998e-12, 2.26493e-11, 1.03362e-27, 4.38917e-08, 1.03362e-27, 1.03362e-27
0.525335, 0, 6.72795e-08, 4.25408e-27, 1.41421, -6.72795e-08, 4.25408e-27, 0, 4.25408e-27, 4.25408e-27, 4.25408e-27, 4.25408e-27, 4.25408e-27, 4.25408e-27, 4.25408e-27, 4.25408e-27, 4.25408e-27, 4.25408e-27, 2.55739e-10, 4.25408e-27, 4.25408e-27, 3.32457e-12, 3.99027e-11, 4.25408e-27, 6.69806e-08, 4.25408e-27, 4.25408e-27
0.533186, 0, 1.01669e-07, 1.67131e-26, 1.41421, -1.01669e-07, 1.67131e-26, 0, 1.67131e-26, 1.67131e-26, 1.67131e-26, 1.67131e-26, 1.67131e-26, 1.67131e-26, 1.67131e-26, 1.67131e-26, 1.67131e-26, 1.67131e-26, 3.90004e-10, 1.67131e-26, 1.67131e-26, 5.91515e-12, 7.04683e-11, 1.67131e-26, 1.01202e-07, 1.67131e-26, 1.67131e-26
0.541037, 0, 1.52136e-07, 6.2842e-26, 1.41421, -1.52136e-07, 6.2842e-26, 0, 6.2842e-26, 6.2842e-26, 6.2842e-26, 6.2842e-26, 6.2842e-26, 6.2842e-26, 2.62816e-13, 6.2842e-26, 6.2842e-26, 6.2842e-26, 5.89785e-10, 6.2842e-26, 6.2842e-26, 1.04656e-11, 1.24626e-10, 6.2842e-26, 1.51411e-07, 6.2842e-26, 6.2842e-26
0.548889, 0, 2.2546e-07, 2.26769e-25, 1.41421, -2.2546e-07, 2.26769e-25, 0, 2.26769e-25, 2.26769e-25, 2.26769e-25, 2.26769e-25, 2.26769e-25, 2.26769e-25, 1.01081e-12, 2.26769e-25, 2.26769e-25, 2.26769e-25, 8.84644e-10, 2.26769e-25, 2.26769e-25, 1.83958e-11, 2.20434e-10, 2.26769e-25, 2.24335e-07, 2.26769e-25, 2.26769e-25
0.55674, 0, 3.33556e-07, 7.93034e-25, 1.41421, -3.33556e-07, 1.5349e-12, 0, 1.31869e-14, 4.45847e-14, 1.07571e-13, 8.03072e-13, 3.41619e-13, 7.01889e-13, 1.4797e-11, 1.63063e-11, 1.12685e-11, 2.48608e-09, 1.31643e-09, 1.85971e-12, 6.82617e-14, 3.20978e-11, 3.89342e-10, 3.99983e-15, 3.29259e-07, 7.93034e-25, 2.46747e-11
0.564591, 0, 4.92183e-07, 9.49548e-10, 1.41421, -4.92183e-07, 9.55433e-10, 9.49548e-10, 9.49599e-10, 9.49719e-10, 9.49961e-10, 9.52627e-10, 9.50858e-10, 9.5224e-10, 1.00303e-09, 1.01207e-09, 9.92752e-10, 1.04811e-08, 2.89334e-09, 9.56679e-10, 9.4981e-10, 1.00511e-09, 1.63512e-09, 9.49564e-10, 4.79692e-07, 9.49548e-10, 1.04415e-09
0.572443, 0, 7.27154e-07, 3.62948e-09, 1.41421, -7.27154e-07, 3.64726e-09, 3.62948e-09, 3.62963e-09, 3.62999e-09, 3.63072e-09, 3.63878e-09, 3.63343e-09, 3.63761e-09, 3.78779e-09, 3.81837e-09, 3.76001e-09, 3.2428e-08, 6.47785e-09, 3.65102e-09, 3.63027e-09, 3.72484e-09, 4.83095e-09, 3.62952e-09, 6.93384e-07, 3.62948e-09, 3.91531e-09
0.580294, 0, 1.08446e-06, 1.09434e-08, 1.41421, -1.08446e-06, 1.09926e-08, 1.09434e-08, 1.09438e-08, 1.09449e-08, 1.09469e-08, 1.09692e-08, 1.09544e-08, 1.09659e-08, 1.13764e-08, 1.14662e-08, 1.13047e-08, 9.06499e-08, 1.50862e-08, 1.1003e-08, 1.09456e-08, 1.11056e-08, 1.30357e-08, 1.09436e-08, 9.96072e-07, 1.09434e-08, 1.17345e-08
0.588145, 0, 1.65114e-06, 3.02448e-08, 1.41421, -1.65114e-06, 3.03743e-08, 3.02448e-08, 3.02459e-08, 3.02486e-08, 3.02539e-08, 3.03126e-08, 3.02736e-08, 3.0304e-08, 3.13737e-08, 3.16205e-08, 3.11955e-08, 2.39981e-07, 3.62261e-08, 3.04017e-08, 3.02506e-08, 3.05181e-08, 3.38606e-08, 3.02452e-08, 1.42554e-06, 3.02448e-08, 3.23265e-08
0.595997, 0, 2.60189e-06, 7.94933e-08, 1.41421, -2.60189e-06, 7.9821e-08, 7.94933e-08, 7.94961e-08, 7.95028e-08, 7.95162e-08, 7.96647e-08, 7.95662e-08, 7.96431e-08, 8.23275e-08, 8.29752e-08, 8.18995e-08, 6.10354e-07, 8.80662e-08, 7.98904e-08, 7.95078e-08, 7.99493e-08, 8.56882e-08, 7.94941e-08, 2.04065e-06, 7.94933e-08, 8.47621e-08
0.603848, 0, 4.29773e-06, 2.0101e-07, 1.41421, -4.29773e-06, 2.01812e-07, 2.0101e-07, 2.01017e-07, 2.01034e-07, 2.01067e-07, 2.0143e-07, 2.01189e-07, 2.01377e-07, 2.08091e-07, 2.09522e-07, 2.06892e-07, 1.49873e-06, 2.13209e-07, 2.01981e-07, 2.01046e-07, 2.01764e-07, 2.1153e-07, 2.01012e-07, 2.93932e-06, 2.0101e-07, 2.1389e-07
0.611699, 0, 7.48794e-06, 4.90952e-07, 1.41421, -7.48794e-06, 4.92847e-07, 4.90952e-07, 4.90968e-07, 4.91007e-07, 4.91085e-07, 4.91944e-07, 4.91374e-07, 4.91819e-07, 5.07885e-07, 5.1108e-07, 5.04861e-07, 3.55962e-06, 5.08188e-07, 4.93248e-07, 4.91036e-07, 4.92186e-07, 5.08614e-07, 4.90957e-07, 4.29495e-06, 4.90952e-07, 5.21409e-07
0.619551, 0, 1.37133e-05, 1.15996e-06, 1.41421, -1.37133e-05, 1.16429e-06, 1.15996e-06, 1.15999e-06, 1.16008e-06, 1.16026e-06, 1.16222e-06, 1.16092e-06, 1.16194e-06, 1.2016e-06, 1.20603e-06, 1.19179e-06, 8.1838e-06, 1.18414e-06, 1.16521e-06, 1.16015e-06, 1.16196e-06, 1.18928e-06, 1.15997e-06, 6.4292e-06, 1.15996e-06, 1.22967e-06
0.627402, 0, 2.60637e-05, 2.6528e-06, 1.41421, -2.60637e-05, 2.66242e-06, 2.6528e-06, 2.65289e-06, 2.65308e-06, 2.65348e-06, 2.65783e-06, 2.65494e-06, 2.6572e-06, 2.75002e-06, 2.75491e-06, 2.72336e-06, 1.82199e-05, 2.6865e-06, 2.66445e-06, 2.65323e-06, 2.65602e-06, 2.70096e-06, 2.65283e-06, 9.95291e-06, 2.6528e-06, 2.80731e-06
0.635254, 0, 5.05702e-05, 5.87452e-06, 1.41421, -5.05702e-05, 5.89515e-06, 5.87452e-06, 5.8747e-06, 5.87512e-06, 5.87597e-06, 5.88532e-06, 5.87911e-06, 5.88396e-06, 6.0938e-06, 6.09369e-06, 6.02598e-06, 3.92898e-05, 5.92116e-06, 5.89952e-06, 5.87544e-06, 5.87965e-06, 5.95271e-06, 5.87457e-06, 1.60298e-05, 5.87452e-06, 6.20617e-06
