   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_499.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.29294, 80.8406, 73.6162, 32.3487, 9.10168, 7.2244, 32.3487, 0, 32.3487, 32.3494, 68.8369, 37.0971, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3487, 32.3789, 32.3487
7.3008, 65.0349, 81.2881, 31.9391, 8.18748, -16.2532, 31.9391, 0, 31.9391, 31.9398, 77.7603, 35.4411, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9391, 31.9643, 31.9391
7.30867, 88.1399, 91.4019, 31.8501, 9.49421, -3.26199, 31.8501, 0, 31.8501, 31.8508, 88.8229, 34.4078, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8501, 31.8709, 31.8501
7.31654, 97.133, 103.743, 31.7445, 9.95655, -6.61051, 31.7445, 0, 31.7445, 31.7451, 101.876, 33.5944, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7445, 31.7614, 31.7445
7.32441, 96.1766, 118.431, 31.6224, 9.90841, -22.254, 31.6224, 0, 31.6224, 31.6231, 117.091, 32.9475, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6224, 31.6361, 31.6224
7.33228, 137.071, 135.557, 31.4856, 11.7928, 1.51393, 31.4856, 0, 31.4856, 31.4863, 134.605, 32.4256, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4856, 31.4966, 31.4856
7.34015, 163.688, 155.169, 31.3331, 12.872, 8.51967, 31.3331, 0, 31.3331, 31.3338, 154.499, 31.9936, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3331, 31.3418, 31.3331
7.34802, 190.888, 177.27, 31.1661, 13.8884, 13.6178, 31.1661, 0, 31.1661, 31.1668, 176.803, 31.6257, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1661, 31.1729, 31.1661
7.35589, 204.144, 201.783, 30.983, 14.3577, 2.36133, 30.983, 0, 30.983, 30.9837, 201.46, 31.2998, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.983, 30.9883, 30.983
7.36375, 230.924, 228.56, 30.7847, 15.2619, 2.36456, 30.7847, 0, 30.7847, 30.7855, 228.339, 31.001, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7847, 30.7888, 30.7847
7.37162, 260.555, 257.357, 30.5718, 16.2036, 3.19778, 30.5718, 0, 30.5718, 30.5725, 257.207, 30.718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5718, 30.5749, 30.5718
7.37949, 289.798, 287.833, 30.3456, 17.0821, 1.96527, 30.3456, 0, 30.3456, 30.3463, 287.731, 30.4436, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.3456, 30.348, 30.3456
7.38736, 342.215, 319.553, 30.1054, 18.553, 22.6625, 30.1054, 0, 30.1054, 30.1062, 319.485, 30.1704, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1054, 30.1072, 30.1054
7.39523, 372.387, 351.987, 29.8524, 19.3491, 20.3993, 29.8524, 0, 29.8524, 29.8531, 351.943, 29.8951, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8524, 29.8537, 29.8524
7.4031, 416.3, 384.523, 29.5853, 20.4524, 31.7776, 29.5853, 0, 29.5853, 29.5861, 384.493, 29.6131, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5853, 29.5863, 29.5853
7.41097, 451.338, 416.482, 29.3054, 21.2917, 34.8561, 29.3054, 0, 29.3054, 29.3061, 416.463, 29.3233, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3054, 29.3061, 29.3054
7.41883, 420.92, 447.135, 29.0129, 20.565, -26.215, 29.0129, 0, 29.0129, 29.0137, 447.123, 29.0244, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0129, 29.0135, 29.0129
7.4267, 460.105, 475.745, 28.7091, 21.4966, -15.6398, 28.7091, 0, 28.7091, 28.7099, 475.736, 28.7164, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7091, 28.7095, 28.7091
7.43457, 489.864, 501.572, 28.3936, 22.178, -11.7089, 28.3936, 0, 28.3936, 28.3944, 501.567, 28.3982, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.3936, 28.394, 28.3936
7.44244, 525.939, 523.924, 28.0668, 22.9769, 2.01489, 28.0668, 0, 28.0668, 28.0676, 523.92, 28.0696, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0668, 28.0671, 28.0668
7.45031, 577.574, 542.175, 27.729, 24.0743, 35.3985, 27.729, 0, 27.729, 27.7297, 542.172, 27.7307, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.729, 27.7293, 27.729
7.45818, 559.997, 555.799, 27.3804, 23.7065, 4.19794, 27.3804, 0, 27.3804, 27.3812, 555.797, 27.3815, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3804, 27.3807, 27.3804
7.46605, 564.303, 564.396, 27.022, 23.7971, -0.0930176, 27.022, 0, 27.022, 27.0228, 564.394, 27.0227, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.022, 27.0224, 27.022
7.47392, 588.33, 567.707, 26.6551, 24.2967, 20.6227, 26.6551, 0, 26.6551, 26.6559, 567.706, 26.6555, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6551, 26.6556, 26.6551
7.48178, 580.467, 565.629, 26.2797, 24.1344, 14.8383, 26.2797, 0, 26.2797, 26.2805, 565.627, 26.28, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2797, 26.2804, 26.2797
7.48965, 520.842, 558.217, 25.8954, 22.8657, -37.375, 25.8954, 0, 25.8954, 25.8962, 558.215, 25.8955, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8954, 25.8962, 25.8954
7.49752, 534.447, 545.685, 25.5032, 23.1613, -11.2375, 25.5032, 0, 25.5032, 25.504, 545.683, 25.5033, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5032, 25.5043, 25.5032
7.50539, 494.843, 528.392, 25.1023, 22.29, -33.5487, 25.1023, 0, 25.1023, 25.1031, 528.39, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1023, 25.1036, 25.1023
7.51326, 550.526, 506.829, 24.6936, 23.5059, 43.6974, 24.6936, 0, 24.6936, 24.6944, 506.826, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6936, 24.6953, 24.6936
7.52113, 506.305, 481.587, 24.2792, 22.5456, 24.7183, 24.2792, 0, 24.2792, 24.2801, 481.584, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2792, 24.2814, 24.2792
7.529, 516.377, 453.341, 23.8589, 22.7679, 63.0362, 23.8589, 0, 23.8589, 23.8597, 453.337, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8589, 23.8616, 23.8589
7.53686, 399.581, 422.809, 23.4326, 20.0395, -23.2275, 23.4326, 0, 23.4326, 23.4335, 422.805, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4326, 23.4359, 23.4326
7.54473, 401.597, 390.728, 23.0018, 20.0897, 10.8695, 23.0018, 0, 23.0018, 23.0027, 390.723, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0018, 23.0058, 23.0018
7.5526, 383.76, 357.823, 22.5646, 19.6408, 25.9371, 22.5646, 0, 22.5646, 22.5654, 357.817, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5646, 22.5693, 22.5646
7.56047, 342.973, 324.773, 22.121, 18.5734, 18.1995, 22.121, 0, 22.121, 22.1219, 324.767, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.121, 22.1266, 22.121
7.56834, 308.347, 292.212, 21.6729, 17.6167, 16.1343, 21.6729, 0, 21.6729, 21.6738, 292.205, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6729, 21.6795, 21.6729
7.57621, 226.65, 260.69, 21.2226, 15.1212, -34.0398, 21.2226, 0, 21.2226, 21.2235, 260.681, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2226, 21.2303, 21.2226
7.58408, 240.753, 230.658, 20.7717, 15.5805, 10.0952, 20.7717, 0, 20.7717, 20.7726, 230.648, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7717, 20.7805, 20.7717
7.59194, 218.99, 202.484, 20.3201, 14.8657, 16.5053, 20.3201, 0, 20.3201, 20.3211, 202.473, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3201, 20.3302, 20.3201
7.59981, 171.777, 176.425, 19.8668, 13.1824, -4.64819, 19.8668, 0, 19.8668, 19.8678, 176.412, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8668, 19.8782, 19.8668
7.60768, 164.161, 152.653, 19.4122, 12.8904, 11.5087, 19.4122, 0, 19.4122, 19.4132, 152.639, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4122, 19.4249, 19.4122
7.61555, 146.408, 131.25, 18.9567, 12.1823, 15.1578, 18.9567, 0, 18.9567, 18.9578, 131.235, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9567, 18.9708, 18.9567
7.62342, 146.308, 112.218, 18.5015, 12.1782, 34.0897, 18.5015, 0, 18.5015, 18.5026, 112.202, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5015, 18.5169, 18.5015
7.63129, 108.149, 95.5044, 18.0482, 10.4952, 12.6444, 18.0482, 0, 18.0482, 18.0493, 95.4866, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0482, 18.0649, 18.0482
7.63916, 94.9171, 80.994, 17.5982, 9.84465, 13.9231, 17.5982, 0, 17.5982, 17.5994, 80.9748, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.5982, 17.6161, 17.5982
7.64703, 85.5631, 68.5358, 17.1508, 9.35751, 17.0272, 17.1508, 0, 17.1508, 17.1521, 68.5155, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1508, 17.1698, 17.1508
7.65489, 62.421, 57.9555, 16.7067, 8.02627, 4.46552, 16.7067, 0, 16.7067, 16.708, 57.9341, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7067, 16.7267, 16.7067
7.66276, 50.9482, 49.0574, 16.2652, 7.27655, 1.89075, 16.2652, 0, 16.2652, 16.2666, 49.0351, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2652, 16.2861, 16.2652
7.67063, 43.2793, 41.6457, 15.8259, 6.72899, 1.63364, 15.8259, 0, 15.8259, 15.8275, 41.6226, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8259, 15.8475, 15.8259
7.6785, 42.2888, 35.5248, 15.3899, 6.65499, 6.76402, 15.3899, 0, 15.3899, 15.3916, 35.5012, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.3899, 15.4119, 15.3899
7.68637, 33.6345, 30.5104, 14.9585, 5.96947, 3.12415, 14.9585, 0, 14.9585, 14.9603, 30.4864, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9585, 14.9807, 14.9585
7.69424, 24.6564, 26.4315, 14.5331, 5.16298, -1.77513, 14.5331, 0, 14.5331, 14.535, 26.4074, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5331, 14.5553, 14.5331
7.70211, 28.8041, 23.13, 14.1125, 5.55014, 5.67414, 14.1125, 0, 14.1125, 14.1146, 23.1059, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1125, 14.1345, 14.1125
7.70997, 19.6822, 20.4678, 13.6976, 4.65641, -0.785645, 13.6976, 0, 13.6976, 13.6998, 20.444, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.6976, 13.7191, 13.6976
7.71784, 17.9856, 18.325, 13.2888, 4.47052, -0.339413, 13.2888, 0, 13.2888, 13.2912, 18.3016, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.2888, 13.3097, 13.2888
7.72571, 11.9858, 16.5989, 12.8867, 3.73976, -4.61313, 12.8867, 0, 12.8867, 12.8893, 16.5762, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.8867, 12.9068, 12.8867
7.73358, 14.1687, 15.2024, 12.4902, 4.02103, -1.03372, 12.4902, 0, 12.4902, 12.4931, 15.1804, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.4902, 12.5094, 12.4902
7.74145, 14.8019, 14.0645, 12.1, 4.09902, 0.737446, 12.1, 0, 12.1, 12.103, 14.0434, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.1, 12.118, 12.1
7.74932, 8.17447, 13.1277, 11.7164, 3.18974, -4.95326, 11.7164, 0, 11.7164, 11.7197, 13.1077, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7164, 11.7333, 11.7164
7.75719, 8.79653, 12.3447, 11.3385, 3.28581, -3.54815, 11.3385, 0, 11.3385, 11.342, 12.3257, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3385, 11.3541, 11.3385
7.76505, 12.9859, 11.6792, 10.9668, 3.87116, 1.30666, 10.9668, 0, 10.9668, 10.9705, 11.6613, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9668, 10.9811, 10.9668
7.77292, 11.7689, 11.2747, 10.7732, 3.71065, 0.494245, 10.7732, 0, 10.7732, 10.777, 11.258, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7732, 10.7861, 10.7732
7.78079, 7.59861, 10.9292, 10.5777, 3.09816, -3.33061, 10.5777, 0, 10.5777, 10.5817, 10.9137, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5777, 10.5893, 10.5777
7.78866, 12.9901, 10.6264, 10.3805, 3.87171, 2.36375, 10.3805, 0, 10.3805, 10.3846, 10.612, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3805, 10.3907, 10.3805
7.79653, 9.19363, 10.3544, 10.1822, 3.34569, -1.1608, 10.1822, 0, 10.1822, 10.1865, 10.3411, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1822, 10.1912, 10.1822
7.8044, 8.17069, 10.1051, 9.98386, 3.18915, -1.93441, 9.98386, 0, 9.98386, 9.98825, 10.0928, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.98386, 9.99175, 9.98386
7.81227, 11.9831, 9.87275, 9.78649, 3.7394, 2.11033, 9.78649, 0, 9.78649, 9.79096, 9.86146, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.78649, 9.79331, 9.78649
7.82014, 14.7728, 9.65353, 9.59109, 4.09547, 5.11932, 9.59109, 0, 9.59109, 9.59562, 9.64315, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59109, 9.59693, 9.59109
7.828, 10.0444, 9.49771, 9.45139, 3.4705, 0.546673, 9.45139, 0, 9.45139, 9.45594, 9.48818, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45139, 9.45636, 9.45139
7.83587, 8.34721, 9.3482, 9.31271, 3.21671, -1.00099, 9.31271, 0, 9.31271, 9.31726, 9.33943, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31271, 9.31693, 9.31271
7.84374, 6.0735, 9.40796, 9.37972, 2.84139, -3.33447, 9.37972, 0, 9.37972, 9.38423, 9.39988, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.37972, 9.38329, 9.37972
7.85161, 7.33778, 9.46986, 9.44641, 3.05578, -2.13208, 9.44641, 0, 9.44642, 9.45086, 9.46237, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44641, 9.44945, 9.44641
7.85948, 8.99009, 9.53365, 9.51335, 3.31513, -0.543559, 9.51335, 0, 9.51335, 9.51771, 9.52666, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51335, 9.51597, 9.51335
7.86735, 8.88972, 9.59931, 9.58101, 3.29996, -0.709596, 9.58101, 0, 9.58101, 9.58525, 9.59273, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58101, 9.58335, 9.58101
7.87522, 8.63689, 9.66557, 9.64845, 3.26142, -1.02869, 9.64845, 0, 9.64845, 9.65255, 9.65929, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.64845, 9.65063, 9.64845
7.88308, 15.0663, 9.73088, 9.71428, 4.13114, 5.33545, 9.71428, 0, 9.71428, 9.71823, 9.72477, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71428, 9.71644, 9.71428
7.89095, 20.2085, 9.79523, 9.77859, 4.71259, 10.4133, 9.77859, 0, 9.77859, 9.78236, 9.78914, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.77859, 9.7809, 9.77859
7.89882, 10.9161, 9.85951, 9.84223, 3.5939, 1.05661, 9.84223, 0, 9.84223, 9.84582, 9.85327, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84223, 9.84487, 9.84223
7.90669, 14.751, 9.92469, 9.90607, 4.0928, 4.82629, 9.90607, 0, 9.90607, 9.90948, 9.91809, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90607, 9.90926, 9.90607
7.91456, 8.70335, 9.99091, 9.97005, 3.2716, -1.28757, 9.97005, 0, 9.97005, 9.97327, 9.98369, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97005, 9.97405, 9.97005
7.92243, 8.50967, 10.0573, 10.0329, 3.24186, -1.5476, 10.0329, 0, 10.0329, 10.036, 10.0491, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0329, 10.0381, 10.0329
7.9303, 13.2554, 10.1232, 10.0937, 3.90581, 3.13222, 10.0937, 0, 10.0937, 10.0966, 10.1137, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.0937, 10.1003, 10.0937
