   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_826.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0132416, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00536535, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00251091, 0, 5.12858e-15, 0, 1.41421, -5.12858e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54511e-17, 0, 0, 2.81779e-17, 2.57681e-17, 0, 5.05919e-15, 0, 0, 0
0.0103872, 0, 8.17247e-15, 0, 1.41421, -8.17247e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46153e-17, 0, 0, 4.57452e-17, 4.22323e-17, 0, 8.05988e-15, 0, 0, 0
0.0182634, 0, 1.29591e-14, 0, 1.41421, -1.29591e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90223e-17, 0, 0, 7.39061e-17, 6.89075e-17, 0, 1.27772e-14, 0, 0, 0
0.0261397, 0, 2.04493e-14, 0, 1.41421, -2.04493e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15604e-17, 0, 0, 1.18836e-16, 1.11937e-16, 0, 2.01569e-14, 0, 0, 0
0.0340159, 0, 3.21133e-14, 0, 1.41421, -3.21133e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.66471e-17, 0, 0, 1.90185e-16, 1.81043e-16, 0, 3.16455e-14, 0, 0, 0
0.0418922, 0, 5.01896e-14, 0, 1.41421, -5.01896e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51005e-16, 0, 0, 3.0296e-16, 2.91549e-16, 0, 4.94441e-14, 0, 0, 0
0.0497685, 0, 7.80688e-14, 0, 1.41421, -7.80688e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34815e-16, 0, 0, 4.80394e-16, 4.675e-16, 0, 7.68861e-14, 0, 0, 0
0.0576447, 0, 1.20863e-13, 0, 1.41421, -1.20863e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6342e-16, 0, 0, 7.58303e-16, 7.46465e-16, 0, 1.18995e-13, 0, 0, 0
0.065521, 0, 1.86241e-13, 0, 1.41421, -1.86241e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59823e-16, 0, 0, 1.19163e-15, 1.18688e-15, 0, 1.83302e-13, 0, 0, 0
0.0733972, 0, 2.85651e-13, 0, 1.41421, -2.85651e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58357e-16, 0, 0, 1.86432e-15, 1.87946e-15, 0, 2.81049e-13, 0, 0, 0
0.0812735, 0, 4.36101e-13, 0, 1.41421, -4.36101e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31e-15, 0, 0, 2.90407e-15, 2.96399e-15, 0, 4.28923e-13, 0, 0, 0
0.0891498, 0, 6.6274e-13, 0, 1.41421, -6.6274e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99009e-15, 0, 0, 4.50431e-15, 4.65538e-15, 0, 6.5159e-13, 0, 0, 0
0.097026, 0, 1.00257e-12, 0, 1.41421, -1.00257e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00941e-15, 0, 0, 6.95688e-15, 7.28263e-15, 0, 9.85317e-13, 0, 0, 0
0.104902, 0, 1.50976e-12, 0, 1.41421, -1.50976e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53014e-15, 0, 0, 1.07006e-14, 1.13474e-14, 0, 1.48318e-12, 0, 0, 0
0.112779, 0, 2.26328e-12, 0, 1.41421, -2.26328e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.78843e-15, 0, 0, 1.63924e-14, 1.76114e-14, 0, 2.22249e-12, 0, 0, 0
0.120655, 0, 3.37764e-12, 0, 1.41421, -3.37764e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01267e-14, 0, 0, 2.50126e-14, 2.72274e-14, 0, 3.31527e-12, 0, 0, 0
0.128531, 0, 5.01813e-12, 0, 1.41421, -5.01813e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50387e-14, 0, 0, 3.80185e-14, 4.19325e-14, 0, 4.92314e-12, 0, 0, 0
0.136407, 0, 7.42221e-12, 0, 1.41421, -7.42221e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22337e-14, 0, 0, 5.757e-14, 6.43357e-14, 0, 7.27807e-12, 0, 0, 0
0.144284, 0, 1.09294e-11, 0, 1.41421, -1.09294e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27247e-14, 0, 0, 8.6859e-14, 9.83404e-14, 0, 1.07114e-11, 0, 0, 0
0.15216, 0, 1.60227e-11, 0, 1.41421, -1.60227e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79527e-14, 0, 0, 1.3059e-13, 1.49768e-13, 0, 1.56944e-11, 0, 0, 0
0.160036, 0, 2.33864e-11, 0, 1.41421, -2.33864e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99569e-14, 0, 0, 1.95678e-13, 2.27266e-13, 0, 2.28935e-11, 0, 0, 0
