   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_87.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0928223, 0, 7.63362e-16, 0, 1.41421, -7.63362e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35706e-18, 0, 0, 1.88838e-20, 0, 7.59986e-16, 0, 0
0.100678, 0, 1.34894e-15, 0, 1.41421, -1.34894e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.93227e-18, 0, 0, 3.3921e-20, 0, 1.34297e-15, 0, 0
0.108534, 0, 2.36681e-15, 0, 1.41421, -2.36681e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04086e-17, 0, 0, 6.0517e-20, 0, 2.35634e-15, 0, 0
0.11639, 0, 4.12368e-15, 0, 1.41421, -4.12368e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81348e-17, 0, 0, 1.07241e-19, 0, 4.10544e-15, 0, 0
0.124246, 0, 7.13492e-15, 0, 1.41421, -7.13492e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13773e-17, 0, 0, 1.88779e-19, 0, 7.10335e-15, 0, 0
0.132102, 0, 1.22606e-14, 0, 1.41421, -1.22606e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.39187e-17, 0, 0, 3.30143e-19, 0, 1.22064e-14, 0, 0
0.139957, 0, 2.0926e-14, 0, 1.41421, -2.0926e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20268e-17, 0, 0, 5.73654e-19, 0, 2.08334e-14, 0, 0
0.147813, 0, 3.54763e-14, 0, 1.41421, -3.54763e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56015e-16, 0, 0, 9.9046e-19, 0, 3.53193e-14, 0, 0
0.155669, 0, 5.97442e-14, 0, 1.41421, -5.97442e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62739e-16, 0, 0, 1.69942e-18, 0, 5.94797e-14, 0, 0
0.163525, 0, 9.99496e-14, 0, 1.41421, -9.99496e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39554e-16, 0, 0, 2.89784e-18, 0, 9.95071e-14, 0, 0
0.171381, 0, 1.66119e-13, 0, 1.41421, -1.66119e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.30557e-16, 0, 0, 4.91132e-18, 0, 1.65384e-13, 0, 0
0.179237, 0, 2.74302e-13, 0, 1.41421, -2.74302e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20634e-15, 0, 0, 8.27391e-18, 0, 2.73087e-13, 0, 0
0.187092, 0, 4.50019e-13, 0, 1.41421, -4.50019e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97915e-15, 0, 0, 1.38564e-17, 0, 4.48026e-13, 0, 0
0.194948, 0, 7.33572e-13, 0, 1.41421, -7.33572e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22626e-15, 0, 0, 2.30707e-17, 0, 7.30322e-13, 0, 0
0.202804, 0, 1.18818e-12, 0, 1.41421, -1.18818e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22578e-15, 0, 0, 3.81933e-17, 0, 1.18291e-12, 0, 0
0.21066, 0, 1.91232e-12, 0, 1.41421, -1.91232e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41101e-15, 0, 0, 6.28749e-17, 0, 1.90384e-12, 0, 0
0.218516, 0, 3.05841e-12, 0, 1.41421, -3.05841e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34526e-14, 0, 0, 1.02943e-16, 0, 3.04485e-12, 0, 0
0.226372, 0, 4.86071e-12, 0, 1.41421, -4.86071e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13816e-14, 0, 0, 1.67648e-16, 0, 4.83916e-12, 0, 0
0.234227, 0, 7.67689e-12, 0, 1.41421, -7.67689e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37727e-14, 0, 0, 2.71614e-16, 0, 7.64285e-12, 0, 0
0.242083, 0, 1.20494e-11, 0, 1.41421, -1.20494e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30144e-14, 0, 0, 4.37861e-16, 0, 1.19959e-11, 0, 0
0.249939, 0, 1.87953e-11, 0, 1.41421, -1.87953e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.27067e-14, 0, 0, 7.02476e-16, 0, 1.87119e-11, 0, 0
0.257795, 0, 2.91374e-11, 0, 1.41421, -2.91374e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28239e-13, 0, 0, 1.12185e-15, 0, 2.90081e-11, 0, 0
0.265651, 0, 4.4893e-11, 0, 1.41421, -4.4893e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97624e-13, 0, 0, 1.78382e-15, 0, 4.46936e-11, 0, 0
0.273507, 0, 6.8745e-11, 0, 1.41421, -6.8745e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02706e-13, 0, 0, 2.82486e-15, 0, 6.84395e-11, 0, 0
0.281363, 0, 1.04629e-10, 1.12104e-44, 1.41421, -1.04629e-10, 1.12104e-44, 0, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 4.60866e-13, 1.12104e-44, 1.12104e-44, 4.45658e-15, 1.12104e-44, 1.04164e-10, 1.12104e-44, 1.12104e-44
0.289218, 0, 1.58277e-10, 2.158e-43, 1.41421, -1.58277e-10, 2.158e-43, 0, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 6.97452e-13, 2.158e-43, 2.158e-43, 7.00654e-15, 2.158e-43, 1.57573e-10, 2.158e-43, 2.158e-43
0.297074, 0, 2.37986e-10, 3.14592e-42, 1.41421, -2.37986e-10, 3.14592e-42, 0, 3.14592e-42, 3.14592e-42, 3.14592e-42, 3.14592e-42, 3.14592e-42, 3.14592e-42, 3.14592e-42, 3.14592e-42, 3.14592e-42, 3.14592e-42, 1.0492e-12, 3.14592e-42, 3.14592e-42, 1.09813e-14, 3.14592e-42, 2.36926e-10, 3.14592e-42, 3.14592e-42
0.30493, 0, 3.55681e-10, 4.19661e-41, 1.41421, -3.55681e-10, 4.19661e-41, 0, 4.19661e-41, 4.19661e-41, 4.19661e-41, 4.19661e-41, 4.19661e-41, 4.19661e-41, 4.19661e-41, 4.19661e-41, 4.19661e-41, 4.19661e-41, 1.56899e-12, 4.19661e-41, 4.19661e-41, 1.71638e-14, 4.19661e-41, 3.54095e-10, 4.19661e-41, 4.19661e-41
0.312786, 0, 5.28391e-10, 5.02884e-40, 1.41421, -5.28391e-10, 5.02884e-40, 0, 5.02884e-40, 5.02884e-40, 5.02884e-40, 5.02884e-40, 5.02884e-40, 5.02884e-40, 5.02884e-40, 5.02884e-40, 5.02884e-40, 5.02884e-40, 2.33248e-12, 5.02884e-40, 5.02884e-40, 2.67638e-14, 5.02884e-40, 5.26032e-10, 5.02884e-40, 5.02884e-40
0.320642, 0, 7.80278e-10, 5.43126e-39, 1.41421, -7.80278e-10, 5.43126e-39, 0, 5.43126e-39, 5.43126e-39, 5.43126e-39, 5.43126e-39, 5.43126e-39, 5.43126e-39, 5.43126e-39, 5.43126e-39, 5.43126e-39, 5.43126e-39, 3.44726e-12, 5.43126e-39, 5.43126e-39, 4.16518e-14, 5.43126e-39, 7.76789e-10, 5.43126e-39, 5.43126e-39
0.328498, 0, 1.14538e-09, 5.3098e-38, 1.41421, -1.14538e-09, 5.3098e-38, 0, 5.3098e-38, 5.3098e-38, 5.3098e-38, 5.3098e-38, 5.3098e-38, 5.3098e-38, 5.3098e-38, 5.3098e-38, 5.3098e-38, 5.3098e-38, 5.06528e-12, 5.3098e-38, 5.3098e-38, 6.47201e-14, 5.3098e-38, 1.14025e-09, 5.3098e-38, 5.3098e-38
0.336353, 0, 1.67136e-09, 4.72348e-37, 1.41421, -1.67136e-09, 4.72348e-37, 0, 4.72348e-37, 4.72348e-37, 4.72348e-37, 4.72348e-37, 4.72348e-37, 4.72348e-37, 4.72348e-37, 4.72348e-37, 4.72348e-37, 4.72348e-37, 7.4e-12, 4.72348e-37, 4.72348e-37, 1.00446e-13, 4.72348e-37, 1.66386e-09, 4.72348e-37, 4.72348e-37
0.344209, 0, 2.42449e-09, 3.84371e-36, 1.41421, -2.42449e-09, 3.84371e-36, 0, 3.84371e-36, 3.84371e-36, 3.84371e-36, 3.84371e-36, 3.84371e-36, 3.84371e-36, 3.84371e-36, 3.84371e-36, 3.84371e-36, 3.84371e-36, 1.07493e-11, 3.84371e-36, 3.84371e-36, 1.55766e-13, 3.84371e-36, 2.41359e-09, 3.84371e-36, 3.84371e-36
0.352065, 0, 3.49635e-09, 2.87478e-35, 1.41421, -3.49635e-09, 2.87478e-35, 0, 2.87478e-35, 2.87478e-35, 2.87478e-35, 2.87478e-35, 2.87478e-35, 2.87478e-35, 2.87478e-35, 2.87478e-35, 2.87478e-35, 2.87478e-35, 1.55266e-11, 2.87478e-35, 2.87478e-35, 2.41434e-13, 2.87478e-35, 3.48058e-09, 2.87478e-35, 2.87478e-35
0.359921, 0, 5.01263e-09, 1.98068e-34, 1.41421, -5.01263e-09, 1.98068e-34, 0, 1.98068e-34, 1.98068e-34, 1.98068e-34, 1.98068e-34, 1.98068e-34, 1.98068e-34, 1.98068e-34, 1.98068e-34, 1.98068e-34, 1.98068e-34, 2.23021e-11, 1.98068e-34, 1.98068e-34, 3.74132e-13, 1.98068e-34, 4.98995e-09, 1.98068e-34, 1.98068e-34
0.367777, 0, 7.14472e-09, 1.34005e-33, 1.41421, -7.14472e-09, 1.34005e-33, 0, 1.34005e-33, 1.34005e-33, 1.34005e-33, 1.34005e-33, 1.34005e-33, 1.34005e-33, 1.34005e-33, 1.34005e-33, 1.34005e-33, 1.34005e-33, 3.1858e-11, 1.34005e-33, 1.34005e-33, 5.79749e-13, 1.34005e-33, 7.11228e-09, 1.34005e-33, 1.34005e-33
0.375633, 0, 1.01249e-08, 8.73483e-33, 1.41421, -1.01249e-08, 8.73483e-33, 0, 8.73483e-33, 8.73483e-33, 8.73483e-33, 8.73483e-33, 8.73483e-33, 8.73483e-33, 8.73483e-33, 8.73483e-33, 8.73483e-33, 8.73483e-33, 4.52613e-11, 8.73483e-33, 8.73483e-33, 8.98462e-13, 8.73483e-33, 1.00787e-08, 8.73483e-33, 8.73483e-33
0.383489, 0, 1.42657e-08, 5.3467e-32, 1.41421, -1.42657e-08, 5.3467e-32, 0, 5.3467e-32, 5.3467e-32, 5.3467e-32, 5.3467e-32, 5.3467e-32, 5.3467e-32, 5.3467e-32, 5.3467e-32, 5.3467e-32, 5.3467e-32, 6.39595e-11, 5.3467e-32, 5.3467e-32, 1.39258e-12, 5.3467e-32, 1.42004e-08, 5.3467e-32, 5.3467e-32
0.391344, 0, 1.99854e-08, 3.05923e-31, 1.41421, -1.99854e-08, 3.05923e-31, 0, 3.05923e-31, 3.05923e-31, 3.05923e-31, 3.05923e-31, 3.05923e-31, 3.05923e-31, 3.05923e-31, 3.05923e-31, 3.05923e-31, 3.05923e-31, 8.99055e-11, 3.05923e-31, 3.05923e-31, 2.15864e-12, 3.05923e-31, 1.98934e-08, 3.05923e-31, 3.05923e-31
0.3992, 0, 2.78397e-08, 1.63817e-30, 1.41421, -2.78397e-08, 1.63817e-30, 0, 1.63817e-30, 1.63817e-30, 1.63817e-30, 1.63817e-30, 1.63817e-30, 1.63817e-30, 1.63817e-30, 1.63817e-30, 1.63817e-30, 1.63817e-30, 1.25722e-10, 1.63817e-30, 1.63817e-30, 3.34596e-12, 1.63817e-30, 2.77107e-08, 1.63817e-30, 1.63817e-30
0.407056, 0, 3.85627e-08, 8.23291e-30, 1.41421, -3.85627e-08, 8.23291e-30, 0, 8.23291e-30, 8.23291e-30, 8.23291e-30, 8.23291e-30, 8.23291e-30, 8.23291e-30, 8.23291e-30, 8.23291e-30, 8.23291e-30, 8.23291e-30, 1.7491e-10, 8.23291e-30, 8.23291e-30, 5.18498e-12, 8.23291e-30, 3.83826e-08, 8.23291e-30, 8.23291e-30
0.414912, 0, 5.31176e-08, 3.89516e-29, 1.41421, -5.31176e-08, 3.89516e-29, 0, 3.89516e-29, 3.89516e-29, 3.89516e-29, 3.89516e-29, 3.89516e-29, 3.89516e-29, 3.89516e-29, 3.89516e-29, 3.89516e-29, 3.89516e-29, 2.42126e-10, 3.89516e-29, 3.89516e-29, 8.03032e-12, 3.89516e-29, 5.28675e-08, 3.89516e-29, 3.89516e-29
0.422768, 0, 7.27611e-08, 1.74041e-28, 1.41421, -7.27611e-08, 1.74041e-28, 0, 1.74041e-28, 1.74041e-28, 1.74041e-28, 1.74041e-28, 1.74041e-28, 1.74041e-28, 1.74041e-28, 1.74041e-28, 1.74041e-28, 1.74041e-28, 3.33529e-10, 1.74041e-28, 1.74041e-28, 1.24259e-11, 1.74041e-28, 7.24151e-08, 1.74041e-28, 1.74041e-28
0.430624, 0, 9.91214e-08, 7.36584e-28, 1.41421, -9.91214e-08, 7.36584e-28, 0, 7.36584e-28, 7.36584e-28, 7.36584e-28, 7.36584e-28, 7.36584e-28, 7.36584e-28, 7.36584e-28, 7.36584e-28, 7.36584e-28, 7.36584e-28, 4.57225e-10, 7.36584e-28, 7.36584e-28, 1.92027e-11, 7.36584e-28, 9.8645e-08, 7.36584e-28, 7.36584e-28
0.438479, 0, 1.34297e-07, 2.96125e-27, 1.41421, -1.34297e-07, 2.96125e-27, 0, 2.96125e-27, 2.96125e-27, 2.96125e-27, 2.96125e-27, 2.96125e-27, 2.96125e-27, 2.96125e-27, 2.96125e-27, 2.96125e-27, 2.96125e-27, 6.23842e-10, 2.96125e-27, 2.96125e-27, 2.96242e-11, 2.96125e-27, 1.33643e-07, 2.96125e-27, 2.96125e-27
0.446335, 0, 1.80973e-07, 1.13391e-26, 1.41421, -1.80973e-07, 1.13391e-26, 0, 1.13391e-26, 1.13391e-26, 1.13391e-26, 1.13391e-26, 1.13391e-26, 1.13391e-26, 1.13391e-26, 1.13391e-26, 1.13391e-26, 1.13391e-26, 8.47243e-10, 1.13391e-26, 1.13391e-26, 4.56032e-11, 1.13391e-26, 1.80081e-07, 1.13391e-26, 1.13391e-26
0.454191, 0, 2.4257e-07, 4.14579e-26, 1.41421, -2.4257e-07, 4.14579e-26, 0, 4.14579e-26, 4.14579e-26, 4.14579e-26, 4.14579e-26, 4.14579e-26, 4.14579e-26, 1.76487e-13, 4.14579e-26, 4.14579e-26, 4.14579e-26, 1.14544e-09, 4.14579e-26, 4.14579e-26, 7.00182e-11, 4.14579e-26, 2.41355e-07, 4.14579e-26, 4.14579e-26
0.462047, 0, 3.23411e-07, 1.45084e-25, 1.41421, -3.23411e-07, 1.45084e-25, 0, 1.45084e-25, 1.45084e-25, 1.45084e-25, 1.45084e-25, 1.45084e-25, 1.45084e-25, 5.60773e-13, 1.45084e-25, 1.45084e-25, 1.45084e-25, 1.5417e-09, 1.45084e-25, 1.45084e-25, 1.07177e-10, 1.45084e-25, 3.21762e-07, 1.45084e-25, 1.45084e-25
0.469903, 0, 4.31169e-07, 4.92979e-25, 1.41421, -4.31169e-07, 2.56398e-12, 0, 1.67596e-14, 1.03072e-13, 4.40948e-13, 4.38481e-11, 1.58936e-13, 1.20905e-13, 9.26566e-12, 1.80074e-11, 4.4486e-12, 2.06652e-09, 2.06606e-09, 1.05179e-12, 6.24636e-14, 1.6349e-10, 2.03849e-15, 4.26768e-07, 4.92979e-25, 2.4536e-11
0.477759, 0, 5.737e-07, 6.87985e-10, 1.41421, -5.737e-07, 6.96104e-10, 6.87985e-10, 6.88038e-10, 6.88311e-10, 6.89381e-10, 8.26831e-10, 6.88488e-10, 6.88368e-10, 7.16043e-10, 7.45006e-10, 7.02072e-10, 7.2317e-09, 3.44489e-09, 6.91315e-10, 6.88183e-10, 9.36434e-10, 6.87991e-10, 5.63821e-07, 6.87985e-10, 7.65679e-10
0.485614, 0, 7.62401e-07, 2.17917e-09, 1.41421, -7.62401e-07, 2.19907e-09, 2.17917e-09, 2.1793e-09, 2.17997e-09, 2.18259e-09, 2.51957e-09, 2.1804e-09, 2.18011e-09, 2.24696e-09, 2.31896e-09, 2.2137e-09, 1.8222e-08, 5.84243e-09, 2.18733e-09, 2.17965e-09, 2.55514e-09, 2.17918e-09, 7.41511e-07, 2.17917e-09, 2.36964e-09
0.49347, 0, 1.01438e-06, 5.34201e-09, 1.41421, -1.01438e-06, 5.38643e-09, 5.34201e-09, 5.3423e-09, 5.3438e-09, 5.34965e-09, 6.1017e-09, 5.34476e-09, 5.3441e-09, 5.49221e-09, 5.654e-09, 5.41908e-09, 4.11456e-08, 1.01894e-08, 5.36023e-09, 5.34309e-09, 5.90838e-09, 5.34205e-09, 9.71359e-07, 5.34201e-09, 5.76711e-09
0.501326, 0, 1.35536e-06, 1.19161e-08, 1.41421, -1.35536e-06, 1.20106e-08, 1.19161e-08, 1.19168e-08, 1.19199e-08, 1.19324e-08, 1.35316e-08, 1.1922e-08, 1.19206e-08, 1.2234e-08, 1.25796e-08, 1.208e-08, 8.80493e-08, 1.8304e-08, 1.19549e-08, 1.19184e-08, 1.27652e-08, 1.19162e-08, 1.26816e-06, 1.19161e-08, 1.28201e-08
0.509182, 0, 1.8261e-06, 2.53276e-08, 1.41421, -1.8261e-06, 2.55223e-08, 2.53276e-08, 2.53289e-08, 2.53354e-08, 2.53611e-08, 2.86569e-08, 2.53397e-08, 2.53368e-08, 2.59801e-08, 2.66949e-08, 2.56654e-08, 1.82235e-07, 3.37115e-08, 2.54075e-08, 2.53323e-08, 2.65939e-08, 2.53278e-08, 1.65165e-06, 2.53276e-08, 2.71906e-08
0.517038, 0, 2.49487e-06, 5.25057e-08, 1.41421, -2.49487e-06, 5.28986e-08, 5.25057e-08, 5.25082e-08, 5.25215e-08, 5.25732e-08, 5.92252e-08, 5.253e-08, 5.25242e-08, 5.40185e-08, 5.52652e-08, 5.31874e-08, 3.69193e-07, 6.34649e-08, 5.26669e-08, 5.25152e-08, 5.43845e-08, 5.2506e-08, 2.14922e-06, 5.25057e-08, 5.62657e-08
0.524894, 0, 3.47079e-06, 1.05265e-07, 1.41421, -3.47079e-06, 1.06038e-07, 1.05265e-07, 1.0527e-07, 1.05296e-07, 1.05398e-07, 1.18485e-07, 1.05313e-07, 1.05302e-07, 1.09124e-07, 1.10694e-07, 1.06606e-07, 7.28319e-07, 1.19534e-07, 1.05582e-07, 1.05284e-07, 1.08037e-07, 1.05266e-07, 2.79808e-06, 1.05265e-07, 1.12663e-07
0.53275, 0, 4.94436e-06, 2.07022e-07, 1.41421, -4.94436e-06, 2.08515e-07, 2.07022e-07, 2.07032e-07, 2.07082e-07, 2.07279e-07, 2.32554e-07, 2.07114e-07, 2.07092e-07, 2.15632e-07, 2.17507e-07, 2.09612e-07, 1.41032e-06, 2.25525e-07, 2.07634e-07, 2.07058e-07, 2.11089e-07, 2.07023e-07, 3.65435e-06, 2.07022e-07, 2.21309e-07
0.540605, 0, 7.23748e-06, 3.99672e-07, 1.41421, -7.23748e-06, 4.02503e-07, 3.99672e-07, 3.99691e-07, 3.99786e-07, 4.00159e-07, 4.48095e-07, 3.99848e-07, 3.99806e-07, 4.17751e-07, 4.19558e-07, 4.04585e-07, 2.68178e-06, 4.23572e-07, 4.00834e-07, 3.99741e-07, 4.05606e-07, 3.99674e-07, 4.80215e-06, 3.99672e-07, 4.26768e-07
0.548461, 0, 1.08951e-05, 7.57724e-07, 1.41421, -1.08951e-05, 7.62999e-07, 7.57724e-07, 7.57759e-07, 7.57936e-07, 7.58631e-07, 8.47926e-07, 7.58051e-07, 7.57973e-07, 7.94369e-07, 7.94768e-07, 7.66875e-07, 5.00887e-06, 7.88476e-07, 7.59888e-07, 7.57853e-07, 7.66329e-07, 7.57728e-07, 6.37178e-06, 7.57724e-07, 8.08198e-07
0.556317, 0, 1.68307e-05, 1.411e-06, 1.41421, -1.68307e-05, 1.42065e-06, 1.411e-06, 1.41107e-06, 1.41139e-06, 1.41266e-06, 1.57607e-06, 1.4116e-06, 1.41146e-06, 1.48279e-06, 1.47879e-06, 1.42775e-06, 9.19032e-06, 1.45042e-06, 1.41496e-06, 1.41124e-06, 1.42341e-06, 1.41101e-06, 8.56875e-06, 1.411e-06, 1.50337e-06
0.564173, 0, 2.65578e-05, 2.58116e-06, 1.41421, -2.65578e-05, 2.59852e-06, 2.58116e-06, 2.58128e-06, 2.58186e-06, 2.58415e-06, 2.87792e-06, 2.58224e-06, 2.58198e-06, 2.7199e-06, 2.70303e-06, 2.61127e-06, 1.6567e-05, 2.63149e-06, 2.58828e-06, 2.58159e-06, 2.59894e-06, 2.58118e-06, 1.17197e-05, 2.58116e-06, 2.74722e-06
0.572029, 0, 4.25436e-05, 4.63895e-06, 1.41421, -4.25436e-05, 4.6696e-06, 4.63895e-06, 4.63915e-06, 4.64018e-06, 4.64422e-06, 5.16315e-06, 4.64085e-06, 4.64039e-06, 4.90339e-06, 4.85423e-06, 4.69213e-06, 2.93441e-05, 4.70298e-06, 4.65152e-06, 4.63969e-06, 4.66429e-06, 4.63897e-06, 1.63446e-05, 4.63895e-06, 4.93227e-06
0.579885, 0, 6.87398e-05, 8.19169e-06, 1.41421, -6.87398e-05, 8.24489e-06, 8.19169e-06, 8.19204e-06, 8.19383e-06, 8.20084e-06, 9.10156e-06, 8.19499e-06, 8.1942e-06, 8.68881e-06, 8.56535e-06, 8.284e-06, 5.10731e-05, 8.27288e-06, 8.21352e-06, 8.19299e-06, 8.22759e-06, 8.19173e-06, 2.32653e-05, 8.19169e-06, 8.70083e-06
0.58774, 0, 0.000111364, 1.4214e-05, 1.41421, -0.000111364, 1.43047e-05, 1.4214e-05, 1.42146e-05, 1.42176e-05, 1.42296e-05, 1.57659e-05, 1.42196e-05, 1.42182e-05, 1.51355e-05, 1.48513e-05, 1.43714e-05, 8.73565e-05, 1.43165e-05, 1.42512e-05, 1.42162e-05, 1.42646e-05, 1.4214e-05, 3.37717e-05, 1.4214e-05, 1.50824e-05
0.595596, 0, 0.000180006, 2.42371e-05, 1.41421, -0.000180006, 2.43892e-05, 2.42371e-05, 2.42381e-05, 2.42432e-05, 2.42633e-05, 2.68387e-05, 2.42465e-05, 2.42443e-05, 2.59215e-05, 2.53055e-05, 2.4501e-05, 0.000146847, 2.43663e-05, 2.42995e-05, 2.42408e-05, 2.4308e-05, 2.42372e-05, 4.98534e-05, 2.42371e-05, 2.56929e-05
0.603452, 0, 0.000289166, 4.06165e-05, 1.41421, -0.000289166, 4.08671e-05, 4.06165e-05, 4.06181e-05, 4.06265e-05, 4.06596e-05, 4.49028e-05, 4.0632e-05, 4.06283e-05, 4.36513e-05, 4.23768e-05, 4.10513e-05, 0.000242627, 4.07787e-05, 4.07193e-05, 4.06226e-05, 4.07153e-05, 4.06167e-05, 7.45379e-05, 4.06165e-05, 4.3015e-05
0.611308, 0, 0.000460327, 6.68986e-05, 1.41421, -0.000460327, 6.73045e-05, 6.68986e-05, 6.69012e-05, 6.69149e-05, 6.69684e-05, 7.38402e-05, 6.69237e-05, 6.69177e-05, 7.22877e-05, 6.97493e-05, 6.76028e-05, 0.00039405, 6.71018e-05, 6.70651e-05, 6.69085e-05, 6.70358e-05, 6.68989e-05, 0.00011235, 6.68986e-05, 7.07829e-05
0.619164, 0, 0.000724655, 0.000108308, 1.41421, -0.000724655, 0.000108955, 0.000108308, 0.000108313, 0.000108334, 0.000108419, 0.000119359, 0.000108348, 0.000108339, 0.000117738, 0.000112847, 0.00010943, 0.000629133, 0.000108562, 0.000108573, 0.000108324, 0.000108498, 0.000108309, 0.000169923, 0.000108308, 0.000114492
