   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_87.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
8.14506, 8.99041, 10.6981, 10.6979, 3.31518, -1.70765, 10.6979, 0, 10.6979, 10.698, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979, 10.6979
8.15292, 11.4202, 10.7031, 10.7029, 3.66337, 0.717149, 10.7029, 0, 10.7029, 10.7031, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029, 10.7029
8.16077, 13.2444, 10.7077, 10.7075, 3.90441, 2.53675, 10.7075, 0, 10.7075, 10.7077, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075, 10.7075
8.16863, 8.62544, 10.7118, 10.7116, 3.25967, -2.08639, 10.7116, 0, 10.7116, 10.7118, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116, 10.7116
8.17648, 16.0658, 10.7155, 10.7153, 4.25039, 5.35027, 10.7153, 0, 10.7153, 10.7155, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153
8.18434, 7.91934, 10.7189, 10.7187, 3.1495, -2.79953, 10.7187, 0, 10.7187, 10.7189, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187, 10.7187
8.1922, 9.34089, 10.7221, 10.7219, 3.36762, -1.38118, 10.7219, 0, 10.7219, 10.7221, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219, 10.7219
8.20005, 12.6599, 10.7251, 10.7249, 3.82882, 1.93477, 10.7249, 0, 10.7249, 10.7251, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249, 10.7249
8.20791, 8.98513, 10.7279, 10.7277, 3.31438, -1.74275, 10.7277, 0, 10.7277, 10.7279, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277, 10.7277
8.21576, 12.3195, 10.7303, 10.73, 3.78411, 1.5892, 10.73, 0, 10.73, 10.7302, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73, 10.73
8.22362, 16.6456, 10.7321, 10.7319, 4.31806, 5.9135, 10.7319, 0, 10.7319, 10.7321, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319, 10.7319
8.23148, 15.6538, 10.7335, 10.7333, 4.20164, 4.92025, 10.7333, 0, 10.7333, 10.7335, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333, 10.7333
8.23933, 10.3234, 10.7348, 10.7345, 3.51047, -0.411337, 10.7345, 0, 10.7345, 10.7348, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345, 10.7345
8.24719, 14.2712, 10.7359, 10.7357, 4.03376, 3.53531, 10.7357, 0, 10.7357, 10.7359, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357, 10.7357
8.25504, 14.6634, 10.7369, 10.7367, 4.08209, 3.92653, 10.7367, 0, 10.7367, 10.7369, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367, 10.7367
8.2629, 12.3265, 10.7375, 10.7373, 3.78504, 1.58898, 10.7373, 0, 10.7373, 10.7375, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373
8.27075, 16.931, 10.7376, 10.7373, 4.35097, 6.19337, 10.7373, 0, 10.7373, 10.7376, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373
8.27861, 9.44052, 10.7372, 10.7369, 3.38238, -1.29672, 10.7369, 0, 10.7369, 10.7372, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369, 10.7369
8.28647, 7.70046, 10.7366, 10.7363, 3.11456, -3.03618, 10.7363, 0, 10.7363, 10.7366, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363, 10.7363
8.29432, 10.9228, 10.736, 10.7356, 3.59483, 0.186817, 10.7356, 0, 10.7357, 10.736, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356, 10.7356
8.30218, 9.26791, 10.7352, 10.7348, 3.35677, -1.46734, 10.7348, 0, 10.7348, 10.7352, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348, 10.7348
8.31003, 14.4327, 10.7341, 10.7336, 4.05373, 3.6986, 10.7336, 0, 10.7336, 10.7341, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336, 10.7336
8.31789, 12.8052, 10.7325, 10.7318, 3.84775, 2.07272, 10.7318, 0, 10.7318, 10.7325, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318, 10.7318
8.32575, 13.0788, 10.7305, 10.7295, 3.88314, 2.34835, 10.7295, 0, 10.7296, 10.7305, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295, 10.7295
8.3336, 12.4637, 10.7283, 10.7271, 3.80312, 1.73538, 10.7271, 0, 10.7271, 10.7283, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271, 10.7271
8.34146, 13.0211, 10.7261, 10.7244, 3.8757, 2.29496, 10.7244, 0, 10.7244, 10.7261, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244, 10.7244
8.34931, 11.2203, 10.7238, 10.7214, 3.63597, 0.496469, 10.7214, 0, 10.7214, 10.7238, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214, 10.7214
8.35717, 7.74405, 10.7213, 10.7179, 3.12155, -2.97722, 10.7179, 0, 10.718, 10.7213, 10.7179, 10.7179, 10.7179, 10.7179, 10.7179, 10.7179, 10.7179, 10.7179, 10.7179, 10.7179, 10.7179, 10.7179, 10.718, 10.7179, 10.7179, 10.7179
8.36502, 11.7207, 10.7186, 10.7139, 3.70415, 1.00207, 10.7139, 0, 10.7139, 10.7186, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139, 10.7139
8.37288, 10.1248, 10.7158, 10.7092, 3.48207, -0.591011, 10.7092, 0, 10.7092, 10.7158, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092, 10.7092
8.38074, 10.3726, 10.713, 10.7037, 3.51747, -0.340343, 10.7037, 0, 10.7037, 10.7129, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037, 10.7037
8.38859, 10.4451, 10.7103, 10.6974, 3.52776, -0.265242, 10.6974, 0, 10.6974, 10.7103, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974, 10.6974
8.39645, 14.9236, 10.7084, 10.6903, 4.11383, 4.21521, 10.6903, 0, 10.6904, 10.7083, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903, 10.6903
8.4043, 11.9932, 10.7072, 10.6824, 3.74074, 1.28599, 10.6824, 0, 10.6824, 10.7072, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824, 10.6824
8.41216, 10.599, 10.7073, 10.6735, 3.54951, -0.108299, 10.6735, 0, 10.6735, 10.7073, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735, 10.6735
8.42002, 17.4274, 10.7093, 10.6635, 4.40765, 6.7181, 10.6635, 0, 10.6636, 10.7093, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635, 10.6635
8.42787, 8.55378, 10.7139, 10.6527, 3.24866, -2.16013, 10.6527, 0, 10.6527, 10.7139, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527, 10.6527
8.43573, 12.3908, 10.7222, 10.6411, 3.79352, 1.66863, 10.6411, 0, 10.6411, 10.7222, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411, 10.6411
8.44358, 15.1867, 10.7351, 10.6288, 4.14569, 4.4516, 10.6288, 0, 10.6289, 10.7351, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288, 10.6288
8.45144, 13.1773, 10.7538, 10.616, 3.89581, 2.42352, 10.616, 0, 10.616, 10.7538, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616, 10.616
8.4593, 14.1661, 10.7793, 10.6025, 4.02071, 3.38688, 10.6025, 0, 10.6025, 10.7792, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025, 10.6025
8.46715, 14.7992, 10.8125, 10.5882, 4.09868, 3.98665, 10.5882, 0, 10.5882, 10.8125, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882, 10.5882
8.47501, 9.80905, 10.8547, 10.5733, 3.43643, -1.0457, 10.5733, 0, 10.5733, 10.8547, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733, 10.5733
8.48286, 12.5724, 10.9069, 10.5577, 3.81738, 1.66543, 10.5577, 0, 10.5577, 10.9069, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577, 10.5577
8.49072, 14.7331, 10.9699, 10.5413, 4.09061, 3.76315, 10.5413, 0, 10.5413, 10.9699, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413, 10.5413
8.49857, 13.6586, 11.0444, 10.5243, 3.9571, 2.61418, 10.5243, 0, 10.5243, 11.0444, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243, 10.5243
8.50643, 11.0297, 11.1307, 10.5065, 3.60967, -0.100916, 10.5065, 0, 10.5065, 11.1307, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065, 10.5065
8.51429, 15.9455, 11.2286, 10.488, 4.23621, 4.71684, 10.488, 0, 10.488, 11.2286, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488, 10.488
8.52214, 8.27001, 11.3379, 10.4689, 3.20469, -3.06787, 10.4689, 0, 10.4689, 11.3379, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689, 10.4689
8.53, 12.2761, 11.4575, 10.4492, 3.77837, 0.818587, 10.4492, 0, 10.4492, 11.4575, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492, 10.4492
8.53785, 15.6907, 11.5859, 10.4291, 4.20603, 4.10478, 10.4291, 0, 10.4291, 11.5859, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291, 10.4291
8.54571, 8.45328, 11.7209, 10.4085, 3.23315, -3.26766, 10.4085, 0, 10.4085, 11.7209, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085, 10.4085
8.55356, 8.12367, 11.8597, 10.3873, 3.18177, -3.73599, 10.3873, 0, 10.3873, 11.8596, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873, 10.3873
8.56142, 6.55415, 11.9988, 10.3656, 2.92475, -5.44467, 10.3656, 0, 10.3656, 11.9988, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656, 10.3656
8.56928, 12.9898, 12.1348, 10.3433, 3.87167, 0.854977, 10.3433, 0, 10.3433, 12.1348, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433, 10.3433
8.57713, 10.8802, 12.2638, 10.3205, 3.5889, -1.38361, 10.3205, 0, 10.3205, 12.2638, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205, 10.3205
8.58499, 21.529, 12.3818, 10.2975, 4.85067, 9.14716, 10.2975, 0, 10.2975, 12.3818, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975, 10.2975
8.59284, 11.0108, 12.485, 10.2742, 3.60705, -1.47424, 10.2742, 0, 10.2742, 12.485, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742
8.6007, 8.54114, 12.5694, 10.2506, 3.24671, -4.02831, 10.2506, 0, 10.2506, 12.5694, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506, 10.2506
8.60856, 15.0838, 12.6318, 10.2267, 4.13325, 2.45201, 10.2267, 0, 10.2267, 12.6318, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267, 10.2267
8.61641, 13.4409, 12.6691, 10.2023, 3.92949, 0.771831, 10.2023, 0, 10.2024, 12.6691, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023
8.62427, 13.5286, 12.6794, 10.1775, 3.94063, 0.849155, 10.1775, 0, 10.1775, 12.6794, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775, 10.1775
8.63212, 12.5257, 12.6618, 10.1523, 3.81125, -0.136109, 10.1523, 0, 10.1523, 12.6618, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523, 10.1523
8.63998, 15.4461, 12.616, 10.127, 4.17685, 2.83007, 10.127, 0, 10.127, 12.616, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127, 10.127
8.64783, 8.45105, 12.543, 10.1015, 3.23281, -4.09192, 10.1015, 0, 10.1015, 12.543, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015, 10.1015
8.65569, 9.92515, 12.4441, 10.0759, 3.45328, -2.51897, 10.0759, 0, 10.0759, 12.4441, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759, 10.0759
8.66355, 10.6394, 12.3217, 10.0498, 3.55519, -1.68228, 10.0498, 0, 10.0499, 12.3217, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498, 10.0498
8.6714, 11.8731, 12.1786, 10.0233, 3.72466, -0.305442, 10.0233, 0, 10.0233, 12.1785, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233, 10.0233
8.67926, 16.1379, 12.0184, 9.99644, 4.25886, 4.11947, 9.99644, 0, 9.99644, 12.0184, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644, 9.99644
8.68711, 14.8423, 11.8454, 9.96935, 4.10394, 2.99689, 9.96935, 0, 9.96936, 11.8454, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935, 9.96935
8.69497, 14.5497, 11.6637, 9.94229, 4.06813, 2.88599, 9.94229, 0, 9.9423, 11.6637, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229, 9.94229
8.70283, 11.5009, 11.4772, 9.91506, 3.67435, 0.0236959, 9.91506, 0, 9.91507, 11.4772, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506, 9.91506
8.71068, 15.495, 11.2896, 9.88764, 4.18271, 4.20547, 9.88764, 0, 9.88765, 11.2896, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764, 9.88764
8.71854, 10.4413, 11.1041, 9.85975, 3.52722, -0.662791, 9.85975, 0, 9.85976, 11.104, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975, 9.85975
8.72639, 11.9653, 10.9237, 9.83145, 3.73702, 1.04159, 9.83145, 0, 9.83145, 10.9237, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145, 9.83145
8.73425, 8.98984, 10.7512, 9.80296, 3.31509, -1.76135, 9.80296, 0, 9.80296, 10.7512, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296, 9.80296
8.74211, 8.47497, 10.5887, 9.77451, 3.23651, -2.1137, 9.77451, 0, 9.77452, 10.5887, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451, 9.77451
8.74996, 16.0204, 10.4374, 9.74601, 4.24505, 5.58306, 9.74601, 0, 9.74602, 10.4374, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601, 9.74601
8.75782, 11.4758, 10.2981, 9.71743, 3.67094, 1.17776, 9.71743, 0, 9.71744, 10.2981, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743, 9.71743
8.76567, 9.98265, 10.1707, 9.68843, 3.4616, -0.188098, 9.68843, 0, 9.68844, 10.1707, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843, 9.68843
8.77353, 15.9985, 10.0553, 9.659, 4.24247, 5.94326, 9.659, 0, 9.65901, 10.0552, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659, 9.659
8.78138, 9.4969, 9.95136, 9.62939, 3.39071, -0.454458, 9.62939, 0, 9.6294, 9.95135, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939, 9.62939
8.78924, 5.46581, 9.85858, 9.59982, 2.73236, -4.39277, 9.59982, 0, 9.59983, 9.85857, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982, 9.59982
8.7971, 13.008, 9.77601, 9.57033, 3.87402, 3.23204, 9.57033, 0, 9.57034, 9.776, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033, 9.57033
8.80495, 12.5042, 9.70243, 9.54072, 3.80844, 2.80178, 9.54072, 0, 9.54073, 9.70242, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072, 9.54072
8.81281, 4.50967, 9.63663, 9.51088, 2.5514, -5.12697, 9.51088, 0, 9.51089, 9.63663, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088, 9.51088
8.82066, 11.4762, 9.57736, 9.48064, 3.671, 1.89885, 9.48064, 0, 9.48065, 9.57735, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064, 9.48064
8.82852, 6.51388, 9.5238, 9.45021, 2.91786, -3.00992, 9.45021, 0, 9.45022, 9.52379, 9.45021, 9.45021, 9.45021, 9.45021, 9.45021, 9.45021, 9.45021, 9.45021, 9.45021, 9.45021, 9.45021, 9.45021, 9.45022, 9.45021, 9.45021, 9.45021
8.83638, 12.9482, 9.47521, 9.41984, 3.86629, 3.473, 9.41984, 0, 9.41985, 9.4752, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984, 9.41984
8.84423, 13.516, 9.43085, 9.38963, 3.93903, 4.08513, 9.38963, 0, 9.38964, 9.43084, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963, 9.38963
8.85209, 3.93532, 9.38962, 9.35927, 2.43625, -5.4543, 9.35927, 0, 9.35928, 9.38961, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927, 9.35927
