   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_321.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00736912, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000496408, 0, 2.30416e-24, 0, 1.41421, -2.30416e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98377e-26, 0, 0, 0, 6.67986e-25, 0, 1.57634e-24, 0, 0
0.00836193, 0, 6.34006e-24, 0, 1.41421, -6.34006e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63298e-25, 0, 0, 0, 1.87491e-24, 0, 4.30186e-24, 0, 0
0.0162275, 0, 1.69827e-23, 0, 1.41421, -1.69827e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34062e-25, 0, 0, 0, 5.11388e-24, 0, 1.14348e-23, 0, 0
0.024093, 0, 4.44024e-23, 0, 1.41421, -4.44024e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12665e-24, 0, 0, 0, 1.35958e-23, 0, 2.968e-23, 0, 0
0.0319585, 0, 1.13555e-22, 0, 1.41421, -1.13555e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86132e-24, 0, 0, 0, 3.53166e-23, 0, 7.53775e-23, 0, 0
0.039824, 0, 2.84553e-22, 0, 1.41421, -2.84553e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12208e-24, 0, 0, 0, 8.98099e-23, 0, 1.87621e-22, 0, 0
0.0476896, 0, 6.99688e-22, 0, 1.41421, -6.99688e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73986e-23, 0, 0, 0, 2.23946e-22, 0, 4.58344e-22, 0, 0
0.0555551, 0, 1.69028e-21, 0, 1.41421, -1.69028e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17639e-23, 0, 0, 0, 5.48299e-22, 0, 1.10021e-21, 0, 0
0.0634206, 0, 4.01584e-21, 0, 1.41421, -4.01584e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.86055e-23, 0, 0, 0, 1.31961e-21, 0, 2.59763e-21, 0, 0
0.0712861, 0, 9.39182e-21, 0, 1.41421, -9.39182e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29188e-22, 0, 0, 0, 3.125e-21, 0, 6.03763e-21, 0, 0
0.0791517, 0, 2.16382e-20, 0, 1.41421, -2.16382e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.2481e-22, 0, 0, 0, 7.28796e-21, 0, 1.38254e-20, 0, 0
0.0870172, 0, 4.91456e-20, 0, 1.41421, -4.91456e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18473e-21, 0, 0, 0, 1.67508e-20, 0, 3.12101e-20, 0, 0
0.0948827, 0, 1.10104e-19, 0, 1.41421, -1.10104e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63812e-21, 0, 0, 0, 3.79682e-20, 0, 6.94978e-20, 0, 0
0.102748, 0, 2.43449e-19, 0, 1.41421, -2.43449e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.79763e-21, 0, 0, 0, 8.49207e-20, 0, 1.52731e-19, 0, 0
0.110614, 0, 5.31504e-19, 0, 1.41421, -5.31504e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25802e-20, 0, 0, 0, 1.87517e-19, 0, 3.31407e-19, 0, 0
0.118479, 0, 1.14625e-18, 0, 1.41421, -1.14625e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69632e-20, 0, 0, 0, 4.08977e-19, 0, 7.1031e-19, 0, 0
0.126345, 0, 2.44283e-18, 0, 1.41421, -2.44283e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.71043e-20, 0, 0, 0, 8.81395e-19, 0, 1.50434e-18, 0, 0
0.13421, 0, 5.14633e-18, 0, 1.41421, -5.14633e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1954e-19, 0, 0, 0, 1.87766e-18, 0, 3.14913e-18, 0, 0
0.142076, 0, 1.07207e-17, 0, 1.41421, -1.07207e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4742e-19, 0, 0, 0, 3.95535e-18, 0, 6.51795e-18, 0, 0
0.149941, 0, 2.209e-17, 0, 1.41421, -2.209e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06459e-19, 0, 0, 0, 8.24155e-18, 0, 1.3342e-17, 0, 0
0.157807, 0, 4.50323e-17, 0, 1.41421, -4.50323e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02552e-18, 0, 0, 0, 1.69908e-17, 0, 2.7016e-17, 0, 0
0.165672, 0, 9.08476e-17, 0, 1.41421, -9.08476e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05461e-18, 0, 0, 0, 3.4667e-17, 0, 5.4126e-17, 0, 0
0.173538, 0, 1.81408e-16, 0, 1.41421, -1.81408e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07366e-18, 0, 0, 0, 7.00192e-17, 0, 1.07315e-16, 0, 0
0.181404, 0, 3.58626e-16, 0, 1.41421, -3.58626e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.99441e-18, 0, 0, 0, 1.40029e-16, 0, 2.10603e-16, 0, 0
0.189269, 0, 7.02024e-16, 0, 1.41421, -7.02024e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55313e-17, 0, 0, 0, 2.77339e-16, 0, 4.09153e-16, 0, 0
0.197135, 0, 1.36101e-15, 0, 1.41421, -1.36101e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98753e-17, 0, 0, 0, 5.44106e-16, 0, 7.87029e-16, 0, 0
0.205, 0, 2.61363e-15, 0, 1.41421, -2.61363e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69064e-17, 0, 0, 0, 1.05759e-15, 0, 1.49914e-15, 0, 0
0.212866, 0, 4.9724e-15, 0, 1.41421, -4.9724e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07352e-16, 0, 0, 0, 2.03698e-15, 0, 2.82806e-15, 0, 0
0.220731, 0, 9.37329e-15, 0, 1.41421, -9.37329e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00588e-16, 0, 0, 0, 3.88841e-15, 0, 5.28429e-15, 0, 0
0.228597, 0, 1.75099e-14, 0, 1.41421, -1.75099e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71279e-16, 0, 0, 0, 7.35769e-15, 0, 9.78098e-15, 0, 0
0.236462, 0, 3.24191e-14, 0, 1.41421, -3.24191e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80823e-16, 0, 0, 0, 1.38026e-14, 0, 1.79356e-14, 0, 0
0.244328, 0, 5.96732e-14, 0, 1.41421, -5.96732e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23961e-15, 0, 0, 0, 2.57773e-14, 0, 3.26563e-14, 0, 0
0.252193, 0, 1.08534e-13, 0, 1.41421, -1.08534e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23094e-15, 0, 0, 0, 4.75319e-14, 0, 5.87716e-14, 0, 0
0.260059, 0, 1.95735e-13, 0, 1.41421, -1.95735e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97887e-15, 0, 0, 0, 8.69384e-14, 0, 1.04818e-13, 0, 0
0.267924, 0, 3.50059e-13, 0, 1.41421, -3.50059e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.03289e-15, 0, 0, 0, 1.57756e-13, 0, 1.8527e-13, 0, 0
0.27579, 0, 6.20923e-13, 0, 1.41421, -6.20923e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23208e-14, 0, 0, 0, 2.84036e-13, 0, 3.24566e-13, 0, 0
0.283655, 0, 1.09248e-12, 0, 1.41421, -1.09248e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13947e-14, 0, 0, 0, 5.07507e-13, 0, 5.63581e-13, 0, 0
0.291521, 0, 1.90693e-12, 0, 1.41421, -1.90693e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68264e-14, 0, 0, 0, 9.00063e-13, 0, 9.70045e-13, 0, 0
0.299386, 0, 3.30267e-12, 0, 1.41421, -3.30267e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28385e-14, 0, 0, 0, 1.5847e-12, 0, 1.65513e-12, 0, 0
