   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_142.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00370518, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00416159, 0, 7.84177e-21, 0, 1.41421, -7.84177e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42578e-23, 0, 0, 6.85213e-26, 1.07768e-22, 0, 7.68968e-21, 0, 0
0.0120284, 0, 1.72668e-20, 0, 1.41421, -1.72668e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.74207e-23, 0, 0, 1.52647e-25, 2.42584e-22, 0, 1.69266e-20, 0, 0
0.0198951, 0, 3.75075e-20, 0, 1.41421, -3.75075e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11556e-22, 0, 0, 3.35524e-25, 5.38345e-22, 0, 3.67573e-20, 0, 0
0.0277619, 0, 8.04249e-20, 0, 1.41421, -8.04249e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53486e-22, 0, 0, 7.28094e-25, 1.17867e-21, 0, 7.8792e-20, 0, 0
0.0356287, 0, 1.70317e-19, 0, 1.41421, -1.70317e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6006e-22, 0, 0, 1.5607e-24, 2.54766e-21, 0, 1.66808e-19, 0, 0
0.0434955, 0, 3.56387e-19, 0, 1.41421, -3.56387e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0083e-21, 0, 0, 3.30613e-24, 5.43936e-21, 0, 3.48936e-19, 0, 0
0.0513622, 0, 7.37167e-19, 0, 1.41421, -7.37167e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15275e-21, 0, 0, 6.92443e-24, 1.14771e-20, 0, 7.2153e-19, 0, 0
0.059229, 0, 1.50784e-18, 0, 1.41421, -1.50784e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.49159e-21, 0, 0, 1.43444e-23, 2.39443e-20, 0, 1.47539e-18, 0, 0
0.0670958, 0, 3.051e-18, 0, 1.41421, -3.051e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71766e-20, 0, 0, 2.94014e-23, 4.94124e-20, 0, 2.98438e-18, 0, 0
0.0749625, 0, 6.1089e-18, 0, 1.41421, -6.1089e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43807e-20, 0, 0, 5.9647e-23, 1.00903e-19, 0, 5.97355e-18, 0, 0
0.0828293, 0, 1.21072e-17, 0, 1.41421, -1.21072e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.81159e-20, 0, 0, 1.19804e-22, 2.03964e-19, 0, 1.1835e-17, 0, 0
