   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_211.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00192832, 0.809098, 0, 0, 1.67604, 0.809098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0059336, 0.18608, 3.76775e-19, 0, 1.47854, 0.18608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34916e-21, 0, 0, 6.02793e-24, 0, 0, 3.75419e-19, 0, 0, 0
0.0137955, 0.997589, 7.96884e-19, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85349e-21, 0, 0, 1.29226e-23, 0, 0, 7.94018e-19, 0, 0, 0
0.0216575, 0.816331, 1.66542e-18, 0, 1.67819, 0.816331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96354e-21, 0, 0, 2.73794e-23, 0, 0, 1.65943e-18, 0, 0, 0
0.0295194, 0.357696, 3.54653e-18, 0, 1.53548, 0.357696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26994e-20, 0, 0, 5.94675e-23, 0, 0, 3.53377e-18, 0, 0, 0
0.0373813, 1.6423, 7.2253e-18, 0, 1.90848, 1.6423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58724e-20, 0, 0, 1.22857e-22, 0, 0, 7.1993e-18, 0, 0, 0
0.0452432, 0.174026, 1.4567e-17, 0, 1.47446, 0.174026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21617e-20, 0, 0, 2.51228e-22, 0, 0, 1.45146e-17, 0, 0, 0
0.0531052, 0.825974, 2.90723e-17, 0, 1.68106, 0.825974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04102e-19, 0, 0, 5.0865e-22, 0, 0, 2.89677e-17, 0, 0, 0
0.0609671, 0, 5.7451e-17, 0, 1.41421, -5.7451e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05721e-19, 0, 0, 1.01994e-21, 0, 0, 5.72442e-17, 0, 0, 0
0.068829, 0, 1.12443e-16, 0, 1.41421, -1.12443e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02637e-19, 0, 0, 2.02603e-21, 0, 0, 1.12039e-16, 0, 0, 0
