   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_136.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.76446, 45.335, 41.4103, 3.72743, 6.88004, 3.92474, 3.79702, 0, 3.72743, 3.72745, 3.72758, 3.72749, 3.7422, 5.11041, 3.72744, 3.72743, 3.72743, 3.72743, 3.72743, 3.72743, 3.72743, 3.72743, 3.72743, 3.72743, 28.4457, 3.72743, 15.2244
2.77232, 45.277, 39.9454, 3.76705, 6.87583, 5.33165, 3.8609, 0, 3.76705, 3.76707, 3.7672, 3.76711, 3.78182, 5.03421, 3.76706, 3.76705, 3.76705, 3.76705, 3.76705, 3.76705, 3.76705, 3.76705, 3.76705, 3.76705, 25.4633, 3.76705, 16.8731
2.78018, 44.2581, 38.6996, 3.80654, 6.80133, 5.55848, 3.93373, 0, 3.80655, 3.80656, 3.8067, 3.8066, 3.82132, 4.99386, 3.80655, 3.80654, 3.80654, 3.80654, 3.80654, 3.80654, 3.80654, 3.80654, 3.80654, 3.80655, 22.6592, 3.80654, 18.5174
2.78804, 41.2886, 37.6807, 3.84588, 6.5794, 3.60787, 4.01813, 0, 3.84589, 3.8459, 3.84603, 3.84594, 3.86065, 4.9801, 3.84588, 3.84588, 3.84588, 3.84588, 3.84588, 3.84588, 3.84588, 3.84588, 3.84588, 3.84588, 20.1012, 3.84588, 20.1039
2.7959, 32.2845, 36.8754, 3.88502, 5.8553, -4.59093, 4.11715, 0, 3.88503, 3.88504, 3.88518, 3.88508, 3.8998, 4.98421, 3.88503, 3.88502, 3.88502, 3.88502, 3.88502, 3.88502, 3.88502, 3.88502, 3.88502, 3.88503, 17.838, 3.88502, 21.5762
2.80375, 40.2799, 36.2533, 3.92393, 6.5023, 4.02663, 4.23425, 0, 3.92393, 3.92395, 3.92408, 3.92399, 3.9387, 4.99842, 3.92393, 3.92393, 3.92393, 3.92393, 3.92393, 3.92393, 3.92393, 3.92393, 3.92393, 3.92393, 15.8995, 3.92393, 22.8779
2.81161, 37.274, 35.7718, 3.96253, 6.26689, 1.50219, 4.37315, 0, 3.96253, 3.96254, 3.96268, 3.96259, 3.9773, 5.01619, 3.96253, 3.96253, 3.96253, 3.96253, 3.96253, 3.96253, 3.96253, 3.96253, 3.96253, 3.96253, 14.2983, 3.96253, 23.9567
2.81947, 35.0098, 35.3822, 4.00073, 6.08357, -0.372414, 4.53768, 0, 4.00073, 4.00075, 4.00088, 4.00079, 4.0155, 5.03225, 4.00073, 4.00073, 4.00073, 4.00073, 4.00073, 4.00073, 4.00073, 4.00073, 4.00073, 4.00073, 13.0322, 4.00073, 24.7673
2.82733, 39.6408, 35.0353, 4.03842, 6.45297, 4.60548, 4.73156, 0, 4.03842, 4.03843, 4.03857, 4.03848, 4.05319, 5.04274, 4.03842, 4.03842, 4.03842, 4.03842, 4.03842, 4.03842, 4.03842, 4.03842, 4.03842, 4.03842, 12.086, 4.03842, 25.2752
2.83519, 40.9636, 34.686, 4.07542, 6.55466, 6.27761, 4.95801, 0, 4.07542, 4.07544, 4.07557, 4.07548, 4.09019, 5.04511, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 4.07542, 11.4351, 4.07542, 25.459
2.84305, 37.2273, 34.2977, 4.11153, 6.26317, 2.92957, 5.21948, 0, 4.11154, 4.11155, 4.11169, 4.11159, 4.1263, 5.03801, 4.11153, 4.11153, 4.11153, 4.11153, 4.11153, 4.11153, 4.11153, 4.11153, 4.11153, 4.11153, 11.0477, 4.11153, 25.3121
2.8509, 37.7004, 33.8443, 4.14649, 6.30083, 3.85611, 5.5172, 0, 4.14649, 4.1465, 4.14664, 4.14655, 4.16126, 5.02112, 4.14649, 4.14649, 4.14649, 4.14649, 4.14649, 4.14649, 4.14649, 4.14649, 4.14649, 4.14649, 10.8876, 4.14649, 24.8428
2.85876, 37.7204, 33.3113, 4.17995, 6.30241, 4.40905, 5.85074, 0, 4.17996, 4.17997, 4.18011, 4.18001, 4.19473, 4.99493, 4.17995, 4.17995, 4.17995, 4.17995, 4.17995, 4.17995, 4.17995, 4.17995, 4.17995, 4.17996, 10.9164, 4.17995, 24.0741
2.86662, 31.3564, 32.6953, 4.21153, 5.7755, -1.33885, 6.21767, 0, 4.21153, 4.21155, 4.21168, 4.21159, 4.2263, 4.96054, 4.21153, 4.21153, 4.21153, 4.21153, 4.21153, 4.21153, 4.21153, 4.21153, 4.21153, 4.21153, 11.095, 4.21153, 23.0416
2.87448, 22.8963, 32.0016, 4.24075, 4.98962, -9.10534, 6.61334, 0, 4.24076, 4.24077, 4.2409, 4.24081, 4.25552, 4.91939, 4.24075, 4.24075, 4.24075, 4.24075, 4.24075, 4.24075, 4.24075, 4.24075, 4.24075, 4.24075, 11.3853, 4.24075, 21.7908
2.88234, 25.5792, 31.2427, 4.26708, 5.25159, -5.66352, 7.0306, 0, 4.26709, 4.2671, 4.26723, 4.26714, 4.28185, 4.87306, 4.26708, 4.26708, 4.26708, 4.26708, 4.26708, 4.26708, 4.26708, 4.26708, 4.26708, 4.26708, 11.7512, 4.26708, 20.374
2.8902, 36.8699, 30.4345, 4.28993, 6.23457, 6.43546, 7.45988, 0, 4.28994, 4.28995, 4.29008, 4.28999, 4.3047, 4.82308, 4.28993, 4.28993, 4.28993, 4.28993, 4.28993, 4.28993, 4.28993, 4.28993, 4.28993, 4.28993, 12.1595, 4.28993, 18.8468
2.89805, 32.763, 29.5936, 4.30867, 5.89602, 3.16945, 7.88945, 0, 4.30867, 4.30868, 4.30882, 4.30873, 4.32344, 4.77078, 4.30867, 4.30867, 4.30867, 4.30867, 4.30867, 4.30867, 4.30867, 4.30867, 4.30867, 4.30867, 12.5804, 4.30867, 17.2639
2.90591, 20.8585, 28.735, 4.32264, 4.78106, -7.8765, 8.30584, 0, 4.32264, 4.32266, 4.32279, 4.3227, 4.33741, 4.71721, 4.32264, 4.32264, 4.32264, 4.32264, 4.32264, 4.32264, 4.32264, 4.32264, 4.32264, 4.32264, 12.9881, 4.32264, 15.6768
2.91377, 21.491, 27.8703, 4.33121, 4.84675, -6.37931, 8.6944, 0, 4.33121, 4.33122, 4.33136, 4.33127, 4.34598, 4.66306, 4.33121, 4.33121, 4.33121, 4.33121, 4.33121, 4.33121, 4.33121, 4.33121, 4.33121, 4.33121, 13.3606, 4.33121, 14.1308
2.92163, 23.6818, 27.0062, 4.33378, 5.06772, -3.3244, 9.04027, 0, 4.33378, 4.33379, 4.33393, 4.33384, 4.34855, 4.6087, 4.33378, 4.33378, 4.33378, 4.33378, 4.33378, 4.33378, 4.33378, 4.33378, 4.33378, 4.33378, 13.6804, 4.33378, 12.6631
2.92949, 25.3975, 26.1448, 4.32983, 5.23426, -0.747303, 9.32912, 0, 4.32983, 4.32985, 4.32998, 4.32989, 4.3446, 4.55417, 4.32983, 4.32983, 4.32983, 4.32983, 4.32983, 4.32983, 4.32983, 4.32983, 4.32983, 4.32983, 13.9339, 4.32983, 11.3021
2.93734, 26.2675, 25.2837, 4.31899, 5.31672, 0.983725, 9.54828, 0, 4.31899, 4.31901, 4.31914, 4.31905, 4.33376, 4.4993, 4.31899, 4.31899, 4.31899, 4.31899, 4.31899, 4.31899, 4.31899, 4.31899, 4.31899, 4.31899, 14.1113, 4.31899, 10.0668
2.9452, 21.9787, 24.4174, 4.30102, 4.8968, -2.43875, 9.68751, 0, 4.30102, 4.30104, 4.30117, 4.30108, 4.31579, 4.44377, 4.30102, 4.30102, 4.30102, 4.30102, 4.30102, 4.30102, 4.30102, 4.30102, 4.30102, 4.30102, 14.2065, 4.30102, 8.96767
2.95306, 21.8238, 23.5383, 4.27589, 4.88096, -1.7145, 9.7398, 0, 4.2759, 4.27591, 4.27604, 4.27595, 4.29066, 4.38721, 4.27589, 4.27589, 4.27589, 4.27589, 4.27589, 4.27589, 4.27589, 4.27589, 4.27589, 4.27589, 14.2164, 4.27589, 8.00747
2.96092, 19.4119, 22.6385, 4.2438, 4.6273, -3.22659, 9.70194, 0, 4.2438, 4.24381, 4.24395, 4.24386, 4.25857, 4.32931, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 14.1409, 4.2438, 7.18267
2.96878, 21.8676, 21.7111, 4.20514, 4.88545, 0.156498, 9.57477, 0, 4.20515, 4.20516, 4.2053, 4.2052, 4.21992, 4.26984, 4.20514, 4.20514, 4.20514, 4.20514, 4.20514, 4.20514, 4.20514, 4.20514, 4.20514, 4.20515, 13.9821, 4.20514, 6.48479
2.97664, 19.5348, 20.7516, 4.16058, 4.64056, -1.21681, 9.36313, 0, 4.16059, 4.1606, 4.16074, 4.16065, 4.17536, 4.20881, 4.16058, 4.16058, 4.16058, 4.16058, 4.16058, 4.16058, 4.16058, 4.16058, 4.16058, 4.16059, 13.7442, 4.16058, 5.90226
2.98449, 13.5254, 19.7585, 4.11097, 3.94023, -6.23305, 9.07555, 0, 4.11097, 4.11098, 4.11112, 4.11103, 4.12574, 4.14637, 4.11097, 4.11097, 4.11097, 4.11097, 4.11097, 4.11097, 4.11097, 4.11097, 4.11097, 4.11097, 13.4328, 4.11097, 5.42161
2.99235, 25.4362, 18.7338, 4.05732, 5.23796, 6.70249, 8.72368, 0, 4.05733, 4.05734, 4.05747, 4.05738, 4.07209, 4.08293, 4.05732, 4.05732, 4.05732, 4.05732, 4.05732, 4.05732, 4.05732, 4.05732, 4.05732, 4.05732, 13.0553, 4.05732, 5.02881
3.00021, 23.5856, 17.6831, 4.0008, 5.05823, 5.90255, 8.32144, 0, 4.00081, 4.00082, 4.00096, 4.00087, 4.01558, 4.01905, 4.0008, 4.0008, 4.0008, 4.0008, 4.0008, 4.0008, 4.0008, 4.0008, 4.0008, 4.00081, 12.6199, 4.0008, 4.7101
3.00807, 15.1106, 16.6153, 3.94265, 4.13649, -1.50473, 7.8841, 0, 3.94265, 3.94266, 3.9428, 3.94271, 3.95742, 3.95545, 3.94265, 3.94265, 3.94265, 3.94265, 3.94265, 3.94265, 3.94265, 3.94265, 3.94265, 3.94265, 12.1359, 3.94265, 4.45275
3.01593, 16.195, 15.542, 3.88408, 4.26556, 0.653025, 7.42738, 0, 3.88409, 3.8841, 3.88424, 3.88414, 3.89885, 3.89294, 3.88408, 3.88408, 3.88408, 3.88408, 3.88408, 3.88408, 3.88408, 3.88408, 3.88408, 3.88408, 11.6134, 3.88408, 4.24546
3.02379, 14.7713, 14.4764, 3.82631, 4.09528, 0.294961, 6.96652, 0, 3.82631, 3.82632, 3.82646, 3.82637, 3.84108, 3.83234, 3.82631, 3.82631, 3.82631, 3.82631, 3.82631, 3.82631, 3.82631, 3.82631, 3.82631, 3.82631, 11.063, 3.82631, 4.07849
3.03164, 13.7252, 13.4328, 3.77038, 3.9655, 0.292406, 6.51541, 0, 3.77038, 3.7704, 3.77053, 3.77044, 3.78515, 3.77443, 3.77038, 3.77038, 3.77038, 3.77038, 3.77038, 3.77038, 3.77038, 3.77038, 3.77038, 3.77038, 10.4953, 3.77038, 3.94374
3.0395, 14.2408, 12.4253, 3.71721, 4.02999, 1.81552, 6.08603, 0, 3.71722, 3.71723, 3.71737, 3.71727, 3.73198, 3.71989, 3.71721, 3.71721, 3.71721, 3.71721, 3.71721, 3.71721, 3.71721, 3.71721, 3.71721, 3.71721, 9.92139, 3.71721, 3.83462
3.04736, 14.7428, 11.4672, 3.66752, 4.0918, 3.27557, 5.68809, 0, 3.66752, 3.66754, 3.66767, 3.66758, 3.68229, 3.66926, 3.66752, 3.66752, 3.66752, 3.66752, 3.66752, 3.66752, 3.66752, 3.66752, 3.66752, 3.66752, 9.35159, 3.66752, 3.74585
3.05522, 17.2237, 10.5702, 3.62179, 4.38448, 6.65352, 5.32868, 0, 3.6218, 3.62181, 3.62194, 3.62185, 3.63656, 3.62291, 3.62179, 3.62179, 3.62179, 3.62179, 3.62179, 3.62179, 3.62179, 3.62179, 3.62179, 3.62179, 8.79567, 3.62179, 3.67327
3.06308, 17.2382, 9.74351, 3.5803, 4.38613, 7.49464, 5.01239, 0, 3.5803, 3.58032, 3.58045, 3.58036, 3.59507, 3.58101, 3.5803, 3.5803, 3.5803, 3.5803, 3.5803, 3.5803, 3.5803, 3.5803, 3.5803, 3.5803, 8.26237, 3.5803, 3.61363
3.07094, 11.4823, 8.99403, 3.54312, 3.67182, 2.48825, 4.7414, 0, 3.54312, 3.54313, 3.54327, 3.54318, 3.55789, 3.54356, 3.54312, 3.54312, 3.54312, 3.54312, 3.54312, 3.54312, 3.54312, 3.54312, 3.54312, 3.54312, 7.75904, 3.54312, 3.56438
3.07879, 22.742, 8.3257, 3.51013, 4.97414, 14.4163, 4.51574, 0, 3.51013, 3.51014, 3.51028, 3.51019, 3.5249, 3.5104, 3.51013, 3.51013, 3.51013, 3.51013, 3.51013, 3.51013, 3.51013, 3.51013, 3.51013, 3.51013, 7.29144, 3.51013, 3.52349
3.08665, 13.4699, 7.73976, 3.48109, 3.93318, 5.73018, 4.3337, 0, 3.48109, 3.4811, 3.48124, 3.48115, 3.49586, 3.48125, 3.48109, 3.48109, 3.48109, 3.48109, 3.48109, 3.48109, 3.48109, 3.48109, 3.48109, 3.48109, 6.8637, 3.48109, 3.48936
3.09451, 14.7445, 7.23483, 3.45565, 4.09201, 7.5097, 4.19218, 0, 3.45566, 3.45567, 3.4558, 3.45571, 3.47042, 3.45575, 3.45565, 3.45565, 3.45565, 3.45565, 3.45565, 3.45565, 3.45565, 3.45565, 3.45565, 3.45565, 6.47815, 3.45565, 3.4607
3.10237, 11.6941, 6.80715, 3.43344, 3.70055, 4.8869, 4.08706, 0, 3.43344, 3.43346, 3.43359, 3.4335, 3.44821, 3.4335, 3.43344, 3.43344, 3.43344, 3.43344, 3.43344, 3.43344, 3.43344, 3.43344, 3.43344, 3.43344, 6.13542, 3.43344, 3.43647
3.11023, 15.5111, 6.45108, 3.41406, 4.18462, 9.05997, 4.01361, 0, 3.41406, 3.41407, 3.41421, 3.41412, 3.42883, 3.41409, 3.41406, 3.41406, 3.41406, 3.41406, 3.41406, 3.41406, 3.41406, 3.41406, 3.41406, 3.41406, 5.8347, 3.41406, 3.41585
3.11808, 12.826, 6.15953, 3.39715, 3.85045, 6.66647, 3.96674, 0, 3.39716, 3.39717, 3.39731, 3.39721, 3.41193, 3.39717, 3.39715, 3.39715, 3.39715, 3.39715, 3.39715, 3.39715, 3.39715, 3.39715, 3.39715, 3.39716, 5.57387, 3.39715, 3.3982
3.12594, 15.9109, 5.92436, 3.38244, 4.23213, 9.98655, 3.94131, 0, 3.38245, 3.38246, 3.3826, 3.3825, 3.39722, 3.38245, 3.38244, 3.38244, 3.38244, 3.38244, 3.38244, 3.38244, 3.38244, 3.38244, 3.38244, 3.38244, 5.34986, 3.38244, 3.38305
3.1338, 19.439, 5.7369, 3.36972, 4.63022, 13.7021, 3.93233, 0, 3.36972, 3.36973, 3.36987, 3.36978, 3.38449, 3.36972, 3.36972, 3.36972, 3.36972, 3.36972, 3.36972, 3.36972, 3.36972, 3.36972, 3.36972, 3.36972, 5.15893, 3.36972, 3.37006
3.14166, 15.6357, 5.58841, 3.35886, 4.19948, 10.0473, 3.93508, 0, 3.35887, 3.35888, 3.35902, 3.35892, 3.37363, 3.35887, 3.35886, 3.35886, 3.35886, 3.35886, 3.35886, 3.35886, 3.35886, 3.35886, 3.35886, 3.35886, 4.99699, 3.35886, 3.35905
3.14952, 6.2169, 5.47042, 3.34985, 2.86651, 0.746476, 3.94528, 0, 3.34985, 3.34986, 3.35, 3.34991, 3.36462, 3.34985, 3.34985, 3.34985, 3.34985, 3.34985, 3.34985, 3.34985, 3.34985, 3.34985, 3.34985, 3.34985, 4.85987, 3.34985, 3.34995
3.15738, 8.7735, 5.37507, 3.34271, 3.2823, 3.39843, 3.95916, 0, 3.34272, 3.34273, 3.34287, 3.34277, 3.35748, 3.34271, 3.34271, 3.34271, 3.34271, 3.34271, 3.34271, 3.34271, 3.34271, 3.34271, 3.34271, 3.34271, 4.74355, 3.34271, 3.34277
3.16523, 10.7782, 5.29535, 3.33755, 3.57466, 5.48288, 3.97351, 0, 3.33756, 3.33757, 3.33771, 3.33761, 3.35233, 3.33755, 3.33755, 3.33755, 3.33755, 3.33755, 3.33755, 3.33755, 3.33755, 3.33755, 3.33755, 3.33755, 4.64435, 3.33755, 3.33758
3.17309, 0.783123, 5.22527, 3.3345, 1.66827, -4.44215, 3.98574, 0, 3.33451, 3.33452, 3.33465, 3.33456, 3.34927, 3.3345, 3.3345, 3.3345, 3.3345, 3.3345, 3.3345, 3.3345, 3.3345, 3.3345, 3.3345, 3.3345, 4.55901, 3.3345, 3.33452
3.18095, 3.63625, 5.16002, 3.33369, 2.37408, -1.52378, 3.99387, 0, 3.3337, 3.33371, 3.33385, 3.33375, 3.34846, 3.33369, 3.33369, 3.33369, 3.33369, 3.33369, 3.33369, 3.33369, 3.33369, 3.33369, 3.33369, 3.33369, 4.48482, 3.33369, 3.3337
3.18881, 12.7831, 5.09593, 3.33525, 3.84488, 7.68715, 3.9966, 0, 3.33526, 3.33527, 3.33541, 3.33531, 3.35002, 3.33525, 3.33525, 3.33525, 3.33525, 3.33525, 3.33525, 3.33525, 3.33525, 3.33525, 3.33525, 3.33525, 4.41956, 3.33525, 3.33526
3.19667, 4.40978, 5.03047, 3.33927, 2.53175, -0.620691, 3.9932, 0, 3.33928, 3.33929, 3.33943, 3.33933, 3.35405, 3.33927, 3.33927, 3.33927, 3.33927, 3.33927, 3.33927, 3.33927, 3.33927, 3.33927, 3.33927, 3.33928, 4.36153, 3.33927, 3.33928
3.20453, 8.7854, 4.9622, 3.34581, 3.28411, 3.82321, 3.98353, 0, 3.34581, 3.34583, 3.34596, 3.34587, 3.36058, 3.34581, 3.34581, 3.34581, 3.34581, 3.34581, 3.34581, 3.34581, 3.34581, 3.34581, 3.34581, 3.34581, 4.30946, 3.34581, 3.34581
3.21238, 7.99283, 4.89059, 3.35486, 3.16114, 3.10224, 3.96795, 0, 3.35486, 3.35487, 3.35501, 3.35492, 3.36963, 3.35486, 3.35486, 3.35486, 3.35486, 3.35486, 3.35486, 3.35486, 3.35486, 3.35486, 3.35486, 3.35486, 4.26249, 3.35486, 3.35486
3.22024, 4.79273, 4.81592, 3.36635, 2.60629, -0.0231919, 3.94723, 0, 3.36636, 3.36637, 3.36651, 3.36642, 3.38113, 3.36635, 3.36635, 3.36635, 3.36635, 3.36635, 3.36635, 3.36635, 3.36635, 3.36635, 3.36635, 3.36636, 4.22004, 3.36635, 3.36635
3.2281, 4.99512, 4.73905, 3.3802, 2.64483, 0.256065, 3.92246, 0, 3.3802, 3.38021, 3.38035, 3.38026, 3.39497, 3.3802, 3.3802, 3.3802, 3.3802, 3.3802, 3.3802, 3.3802, 3.3802, 3.3802, 3.3802, 3.3802, 4.18178, 3.3802, 3.3802
3.23596, 6.99529, 4.66127, 3.39622, 2.99922, 2.33402, 3.89495, 0, 3.39622, 3.39624, 3.39637, 3.39628, 3.41099, 3.39622, 3.39622, 3.39622, 3.39622, 3.39622, 3.39622, 3.39622, 3.39622, 3.39622, 3.39622, 3.39622, 4.14753, 3.39622, 3.39622
3.24382, 4.18796, 4.58411, 3.41422, 2.48756, -0.396149, 3.8661, 0, 3.41423, 3.41424, 3.41438, 3.41428, 3.42899, 3.41422, 3.41422, 3.41422, 3.41422, 3.41422, 3.41422, 3.41422, 3.41422, 3.41422, 3.41422, 3.41422, 4.11722, 3.41422, 3.41422
3.25168, 2.8023, 4.50916, 3.43397, 2.19141, -1.70686, 3.8373, 0, 3.43397, 3.43398, 3.43412, 3.43403, 3.44874, 3.43397, 3.43397, 3.43397, 3.43397, 3.43397, 3.43397, 3.43397, 3.43397, 3.43397, 3.43397, 3.43397, 4.09082, 3.43397, 3.43397
3.25953, 5.55918, 4.43793, 3.4552, 2.7494, 1.12125, 3.80983, 0, 3.4552, 3.45522, 3.45535, 3.45526, 3.46997, 3.4552, 3.4552, 3.4552, 3.4552, 3.4552, 3.4552, 3.4552, 3.4552, 3.4552, 3.4552, 3.4552, 4.06829, 3.4552, 3.4552
3.26739, 7.0601, 4.37177, 3.47764, 3.01, 2.68833, 3.7848, 0, 3.47765, 3.47766, 3.47779, 3.4777, 3.49241, 3.47764, 3.47764, 3.47764, 3.47764, 3.47764, 3.47764, 3.47764, 3.47764, 3.47764, 3.47764, 3.47764, 4.04959, 3.47764, 3.47764
3.27525, 4.36628, 4.31172, 3.50102, 2.52315, 0.054563, 3.7631, 0, 3.50102, 3.50103, 3.50117, 3.50108, 3.51579, 3.50102, 3.50102, 3.50102, 3.50102, 3.50102, 3.50102, 3.50102, 3.50102, 3.50102, 3.50102, 3.50102, 4.03463, 3.50102, 3.50102
3.28311, 2.99518, 4.25854, 3.52505, 2.23499, -1.26336, 3.74533, 0, 3.52505, 3.52506, 3.5252, 3.52511, 3.53982, 3.52505, 3.52505, 3.52505, 3.52505, 3.52505, 3.52505, 3.52505, 3.52505, 3.52505, 3.52505, 3.52505, 4.02324, 3.52505, 3.52505
3.29097, 2.99517, 4.21262, 3.54945, 2.23499, -1.21745, 3.73185, 0, 3.54946, 3.54947, 3.54961, 3.54951, 3.56423, 3.54945, 3.54945, 3.54945, 3.54945, 3.54945, 3.54945, 3.54945, 3.54945, 3.54945, 3.54945, 3.54945, 4.01521, 3.54945, 3.54945
3.29883, 9.99528, 4.17406, 3.57398, 3.46342, 5.82122, 3.72276, 0, 3.57398, 3.574, 3.57413, 3.57404, 3.58876, 3.57398, 3.57398, 3.57398, 3.57398, 3.57398, 3.57398, 3.57398, 3.57398, 3.57398, 3.57398, 3.57398, 4.01026, 3.57398, 3.57398
3.30668, 3.64809, 4.14265, 3.59838, 2.37657, -0.494558, 3.71793, 0, 3.59838, 3.59839, 3.59853, 3.59844, 3.61316, 3.59838, 3.59838, 3.59838, 3.59838, 3.59838, 3.59838, 3.59838, 3.59838, 3.59838, 3.59838, 3.59838, 4.00807, 3.59838, 3.59838
3.31454, 3.34213, 4.11794, 3.62242, 2.31131, -0.775804, 3.71706, 0, 3.62242, 3.62243, 3.62257, 3.62248, 3.63721, 3.62242, 3.62242, 3.62242, 3.62242, 3.62242, 3.62242, 3.62242, 3.62242, 3.62242, 3.62242, 3.62242, 4.00826, 3.62242, 3.62242
3.3224, 4.99528, 4.09928, 3.64589, 2.64486, 0.895997, 3.71971, 0, 3.6459, 3.64591, 3.64605, 3.64595, 3.6607, 3.64589, 3.64589, 3.64589, 3.64589, 3.64589, 3.64589, 3.64589, 3.64589, 3.64589, 3.64589, 3.64589, 4.01042, 3.64589, 3.64589
3.33026, 3.66259, 4.08594, 3.66863, 2.37962, -0.42335, 3.72535, 0, 3.66864, 3.66865, 3.66879, 3.66869, 3.68346, 3.66863, 3.66863, 3.66863, 3.66863, 3.66863, 3.66863, 3.66863, 3.66863, 3.66863, 3.66863, 3.66863, 4.01415, 3.66863, 3.66863
3.33812, 2, 4.07707, 3.69048, 2, -2.07707, 3.73342, 0, 3.69049, 3.6905, 3.69064, 3.69054, 3.70534, 3.69048, 3.69048, 3.69048, 3.69048, 3.69048, 3.69048, 3.69048, 3.69048, 3.69048, 3.69048, 3.69048, 4.01904, 3.69048, 3.69048
3.34597, 3.48439, 4.07186, 3.71134, 2.34188, -0.587471, 3.74337, 0, 3.71134, 3.71136, 3.71149, 3.7114, 3.72624, 3.71134, 3.71134, 3.71134, 3.71134, 3.71134, 3.71134, 3.71134, 3.71134, 3.71134, 3.71134, 3.71134, 4.02469, 3.71134, 3.71134
3.35383, 5.67465, 4.0695, 3.73113, 2.77032, 1.60516, 3.75467, 0, 3.73114, 3.73115, 3.73128, 3.73119, 3.7461, 3.73113, 3.73113, 3.73113, 3.73113, 3.73113, 3.73113, 3.73113, 3.73113, 3.73113, 3.73113, 3.73113, 4.03076, 3.73113, 3.73113
3.36169, 1.31093, 4.06928, 3.74983, 1.81959, -2.75835, 3.76687, 0, 3.74984, 3.74985, 3.74999, 3.74989, 3.7649, 3.74983, 3.74983, 3.74983, 3.74983, 3.74983, 3.74983, 3.74983, 3.74983, 3.74983, 3.74983, 3.74983, 4.03694, 3.74983, 3.74983
3.36955, 4.83846, 4.07058, 3.76746, 2.61504, 0.76788, 3.77962, 0, 3.76747, 3.76748, 3.76761, 3.76752, 3.78266, 3.76746, 3.76746, 3.76746, 3.76746, 3.76746, 3.76746, 3.76746, 3.76746, 3.76746, 3.76746, 3.76746, 4.04298, 3.76746, 3.76746
3.37741, 5.14695, 4.07291, 3.78408, 2.67338, 1.07404, 3.79263, 0, 3.78409, 3.7841, 3.78424, 3.78414, 3.79948, 3.78408, 3.78408, 3.78408, 3.78408, 3.78408, 3.78408, 3.78408, 3.78408, 3.78408, 3.78408, 3.78409, 4.04873, 3.78408, 3.78408
3.38527, 4.54462, 4.0759, 3.79981, 2.55825, 0.468719, 3.80573, 0, 3.79981, 3.79983, 3.79996, 3.79987, 3.81549, 3.79981, 3.79981, 3.79981, 3.79981, 3.79981, 3.79981, 3.79981, 3.79981, 3.79981, 3.79981, 3.79981, 4.05407, 3.79981, 3.79981
3.39312, 5.29393, 4.07932, 3.81479, 2.70073, 1.21461, 3.81883, 0, 3.8148, 3.81481, 3.81495, 3.81485, 3.83086, 3.81479, 3.81479, 3.81479, 3.81479, 3.81479, 3.81479, 3.81479, 3.81479, 3.81479, 3.81479, 3.81479, 4.05898, 3.81479, 3.81479
3.40098, 3.13981, 4.08306, 3.82922, 2.26711, -0.943248, 3.83193, 0, 3.82922, 3.82923, 3.82937, 3.82928, 3.84583, 3.82922, 3.82922, 3.82922, 3.82922, 3.82922, 3.82922, 3.82922, 3.82922, 3.82922, 3.82922, 3.82922, 4.06349, 3.82922, 3.82922
3.40884, 7.85063, 4.0871, 3.84329, 3.13857, 3.76353, 3.84509, 0, 3.8433, 3.84331, 3.84345, 3.84335, 3.86065, 3.84329, 3.84329, 3.84329, 3.84329, 3.84329, 3.84329, 3.84329, 3.84329, 3.84329, 3.84329, 3.84329, 4.06771, 3.84329, 3.84329
3.4167, 2.27449, 4.09156, 3.85725, 2.06748, -1.81707, 3.85843, 0, 3.85726, 3.85727, 3.85741, 3.85732, 3.87562, 3.85725, 3.85725, 3.85725, 3.85725, 3.85725, 3.85725, 3.85725, 3.85725, 3.85725, 3.85725, 3.85726, 4.07179, 3.85725, 3.85725
3.42456, 4.99058, 4.09662, 3.87134, 2.64397, 0.893959, 3.87209, 0, 3.87134, 3.87135, 3.87149, 3.8714, 3.89107, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 3.87134, 4.0759, 3.87134, 3.87134
3.43242, 3.85538, 4.10254, 3.88577, 2.41979, -0.247163, 3.88625, 0, 3.88578, 3.88579, 3.88593, 3.88583, 3.90734, 3.88577, 3.88577, 3.88577, 3.88577, 3.88577, 3.88577, 3.88577, 3.88577, 3.88577, 3.88577, 3.88578, 4.08026, 3.88577, 3.88577
3.44027, 2.72767, 4.10963, 3.90078, 2.17432, -1.38196, 3.90108, 0, 3.90079, 3.9008, 3.90094, 3.90084, 3.92479, 3.90078, 3.90078, 3.90078, 3.90078, 3.90078, 3.90078, 3.90078, 3.90078, 3.90078, 3.90078, 3.90078, 4.08509, 3.90078, 3.90078
