   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_136.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
15.0941, 2.43804, 0.846142, 0.846141, 2.10667, 1.5919, 0.846141, 0, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846141, 0.846142, 0.846141, 0.846141, 0.846141
15.1019, 1.44275, 0.840846, 0.840845, 1.85547, 0.601905, 0.840845, 0, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840845, 0.840846, 0.840845, 0.840845, 0.840845
15.1098, 1.10483, 0.835268, 0.835267, 1.76205, 0.269565, 0.835267, 0, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835267, 0.835268, 0.835267, 0.835267, 0.835267
15.1177, 2.99529, 0.829709, 0.829708, 2.23501, 2.16558, 0.829708, 0, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829708, 0.829709, 0.829708, 0.829708, 0.829708
15.1255, 0.899876, 0.825967, 0.825966, 1.7029, 0.0739087, 0.825966, 0, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825966, 0.825967, 0.825966, 0.825966, 0.825966
15.1334, 1.54516, 0.821394, 0.821393, 1.88286, 0.723767, 0.821393, 0, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821393, 0.821394, 0.821393, 0.821393, 0.821393
15.1412, 0.997589, 0.816122, 0.816121, 1.73135, 0.181467, 0.816121, 0, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816121, 0.816122, 0.816121, 0.816121, 0.816121
15.1491, 0.997646, 0.810511, 0.81051, 1.73137, 0.187134, 0.81051, 0, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.81051, 0.810511, 0.81051, 0.81051, 0.81051
15.1569, 0.459603, 0.80492, 0.804919, 1.56831, -0.345317, 0.804919, 0, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.804919, 0.80492, 0.804919, 0.804919, 0.804919
15.1648, 1.53569, 0.801152, 0.801151, 1.88034, 0.734536, 0.801151, 0, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801151, 0.801152, 0.801151, 0.801151, 0.801151
15.1727, 0.464312, 0.796437, 0.796436, 1.56981, -0.332125, 0.796436, 0, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796436, 0.796437, 0.796436, 0.796436, 0.796436
15.1805, 2, 0.790921, 0.79092, 2, 1.20908, 0.79092, 0, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.79092, 0.790921, 0.79092, 0.79092, 0.79092
15.1884, 1.05675, 0.785017, 0.785016, 1.74836, 0.271736, 0.785016, 0, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785016, 0.785017, 0.785016, 0.785016, 0.785016
15.1962, 2.99504, 0.779136, 0.779135, 2.23496, 2.21591, 0.779135, 0, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779135, 0.779136, 0.779135, 0.779135, 0.779135
15.2041, 1.47162, 0.775682, 0.77568, 1.86323, 0.695942, 0.77568, 0, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.77568, 0.775682, 0.77568, 0.77568, 0.77568
15.212, 2.99777, 0.771123, 0.771122, 2.23557, 2.22665, 0.771122, 0, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771122, 0.771123, 0.771122, 0.771122, 0.771122
15.2198, 1.99752, 0.765632, 0.765631, 1.99938, 1.23189, 0.765631, 0, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765631, 0.765632, 0.765631, 0.765631, 0.765631
15.2277, 0.997522, 0.75969, 0.759689, 1.73134, 0.237832, 0.759689, 0, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.759689, 0.75969, 0.759689, 0.759689, 0.759689
15.2355, 1.51177, 0.753771, 0.75377, 1.87397, 0.758001, 0.75377, 0, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.75377, 0.753771, 0.75377, 0.75377, 0.75377
15.2434, 0.971995, 0.750364, 0.750363, 1.72395, 0.221631, 0.750363, 0, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750363, 0.750364, 0.750363, 0.750363, 0.750363
15.2512, 1, 0.745718, 0.745717, 1.73205, 0.254282, 0.745717, 0, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745717, 0.745718, 0.745717, 0.745717, 0.745717
15.2591, 1, 0.740024, 0.740022, 1.73205, 0.259976, 0.740022, 0, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740022, 0.740024, 0.740022, 0.740022, 0.740022
15.267, 1.50421, 0.733821, 0.73382, 1.87195, 0.770392, 0.73382, 0, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.73382, 0.733821, 0.73382, 0.73382, 0.73382
15.2748, 1.99752, 0.727645, 0.727644, 1.99938, 1.26988, 0.727644, 0, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727644, 0.727645, 0.727644, 0.727644, 0.727644
15.2827, 1.49827, 0.724573, 0.724572, 1.87037, 0.773692, 0.724572, 0, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724572, 0.724573, 0.724572, 0.724572, 0.724572
15.2905, 2.49696, 0.720098, 0.720097, 2.1206, 1.77687, 0.720097, 0, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720097, 0.720098, 0.720097, 0.720097, 0.720097
15.2984, 1.99758, 0.714433, 0.714432, 1.9994, 1.28315, 0.714432, 0, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714432, 0.714433, 0.714432, 0.714432, 0.714432
15.3063, 2.99765, 0.708193, 0.708192, 2.23554, 2.28945, 0.708192, 0, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708192, 0.708193, 0.708192, 0.708192, 0.708192
15.3141, 0.507807, 0.701979, 0.701978, 1.58361, -0.194173, 0.701978, 0, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701978, 0.701979, 0.701978, 0.701978, 0.701978
15.322, 2.46208, 0.699012, 0.699011, 2.11236, 1.76307, 0.699011, 0, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699011, 0.699012, 0.699011, 0.699011, 0.699011
15.3298, 3.50793, 0.694507, 0.694506, 2.3469, 2.81342, 0.694506, 0, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694506, 0.694507, 0.694506, 0.694506, 0.694506
15.3377, 1.02999, 0.688691, 0.68869, 1.74069, 0.341297, 0.68869, 0, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.68869, 0.688691, 0.68869, 0.68869, 0.68869
15.3455, 0.480173, 0.68224, 0.682238, 1.57486, -0.202066, 0.682238, 0, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.682238, 0.68224, 0.682238, 0.682238, 0.682238
15.3534, 2.51983, 0.675819, 0.675817, 2.12599, 1.84401, 0.675817, 0, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675817, 0.675819, 0.675817, 0.675817, 0.675817
15.3613, 1, 0.67318, 0.673178, 1.73205, 0.32682, 0.673178, 0, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.673178, 0.67318, 0.673178, 0.673178, 0.673178
15.3691, 2.47286, 0.668849, 0.668848, 2.11491, 1.80401, 0.668848, 0, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668848, 0.668849, 0.668848, 0.668848, 0.668848
15.377, 1.52714, 0.663074, 0.663073, 1.87807, 0.864064, 0.663073, 0, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663073, 0.663074, 0.663073, 0.663073, 0.663073
15.3848, 3, 0.656598, 0.656597, 2.23607, 2.3434, 0.656597, 0, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656597, 0.656598, 0.656597, 0.656597, 0.656597
15.3927, 2.46568, 0.650154, 0.650153, 2.11321, 1.81552, 0.650153, 0, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650153, 0.650154, 0.650153, 0.650153, 0.650153
15.4006, 0.997588, 0.647672, 0.64767, 1.73135, 0.349917, 0.64767, 0, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.64767, 0.647672, 0.64767, 0.64767, 0.64767
15.4084, 1.99746, 0.643366, 0.643364, 1.99936, 1.35409, 0.643364, 0, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643364, 0.643366, 0.643364, 0.643364, 0.643364
15.4163, 0.99777, 0.637496, 0.637495, 1.73141, 0.360274, 0.637495, 0, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637495, 0.637496, 0.637495, 0.637495, 0.637495
15.4241, 1.54151, 0.630868, 0.630867, 1.88189, 0.910643, 0.630867, 0, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630867, 0.630868, 0.630867, 0.630867, 0.630867
15.432, 1.90706, 0.624276, 0.624274, 1.97663, 1.28279, 0.624274, 0, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624274, 0.624276, 0.624274, 0.624274, 0.624274
15.4398, 1.09294, 0.622067, 0.622066, 1.75867, 0.47087, 0.622066, 0, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622066, 0.622067, 0.622066, 0.622066, 0.622066
15.4477, 2, 0.617919, 0.617918, 2, 1.38208, 0.617918, 0, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617918, 0.617919, 0.617918, 0.617918, 0.617918
15.4556, 0, 0.612111, 0.61211, 1.41421, -0.612111, 0.61211, 0, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.61211, 0.612111, 0.61211, 0.61211, 0.61211
15.4634, 0.444059, 0.605499, 0.605498, 1.56335, -0.16144, 0.605498, 0, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605498, 0.605499, 0.605498, 0.605498, 0.605498
15.4713, 0.997453, 0.598922, 0.598921, 1.73132, 0.39853, 0.598921, 0, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598921, 0.598922, 0.598921, 0.598921, 0.598921
15.4791, 0.997522, 0.596799, 0.596798, 1.73134, 0.400723, 0.596798, 0, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596798, 0.596799, 0.596798, 0.596798, 0.596798
15.487, 2.43457, 0.592681, 0.59268, 2.10584, 1.84189, 0.59268, 0, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.59268, 0.592681, 0.59268, 0.59268, 0.59268
15.4949, 1.56072, 0.586867, 0.586865, 1.88699, 0.973852, 0.586865, 0, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586865, 0.586867, 0.586865, 0.586865, 0.586865
15.5027, 1.56568, 0.580231, 0.58023, 1.8883, 0.985444, 0.58023, 0, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.58023, 0.580231, 0.58023, 0.58023, 0.58023
15.5106, 0, 0.573633, 0.573632, 1.41421, -0.573633, 0.573632, 0, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573632, 0.573633, 0.573632, 0.573632, 0.573632
15.5184, 0, 0.571659, 0.571657, 1.41421, -0.571659, 0.571657, 0, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571657, 0.571658, 0.571657, 0.571657, 0.571657
15.5263, 0.849071, 0.567661, 0.56766, 1.68792, 0.281409, 0.56766, 0, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.56766, 0.567661, 0.56766, 0.56766, 0.56766
15.5341, 3.15093, 0.561946, 0.561944, 2.26957, 2.58898, 0.561944, 0, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561944, 0.561946, 0.561944, 0.561945, 0.561944
15.542, 0, 0.555399, 0.555397, 1.41421, -0.555399, 0.555397, 0, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555397, 0.555398, 0.555397, 0.555398, 0.555397
15.5499, 0, 0.54889, 0.548888, 1.41421, -0.54889, 0.548888, 0, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548888, 0.548889, 0.548888, 0.548889, 0.548888
15.5577, 0.830235, 0.546971, 0.546968, 1.68233, 0.283265, 0.546968, 0, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.546968, 0.54697, 0.546968, 0.546969, 0.546968
15.5656, 2.5824, 0.543036, 0.543034, 2.14066, 2.03937, 0.543034, 0, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543034, 0.543035, 0.543034, 0.543035, 0.543034
15.5734, 0.587361, 0.537388, 0.537385, 1.60853, 0.0499728, 0.537385, 0, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537385, 0.537386, 0.537385, 0.537387, 0.537385
15.5813, 0, 0.530911, 0.530907, 1.41421, -0.530911, 0.530907, 0, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530907, 0.530909, 0.530907, 0.53091, 0.530907
15.5892, 1.40533, 0.524473, 0.524469, 1.84535, 0.880855, 0.524469, 0, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.524469, 0.52447, 0.524469, 0.524472, 0.524469
15.597, 1.59467, 0.52265, 0.522645, 1.89596, 1.07202, 0.522645, 0, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522645, 0.522646, 0.522645, 0.522649, 0.522645
15.6049, 0, 0.518822, 0.518816, 1.41421, -0.518822, 0.518816, 0, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518816, 0.518817, 0.518816, 0.518821, 0.518816
15.6127, 0.796184, 0.51329, 0.513282, 1.67218, 0.282894, 0.513282, 0, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513282, 0.513283, 0.513282, 0.513289, 0.513282
15.6206, 4.39081, 0.506934, 0.506924, 2.528, 3.88387, 0.506924, 0, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506924, 0.506925, 0.506924, 0.506932, 0.506924
15.6284, 1.81301, 0.500618, 0.500606, 1.95269, 1.31239, 0.500606, 0, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500606, 0.500607, 0.500606, 0.500617, 0.500606
15.6363, 0, 0.498885, 0.498869, 1.41421, -0.498885, 0.498869, 0, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498869, 0.498871, 0.498869, 0.498883, 0.498869
15.6442, 0.388476, 0.495163, 0.495144, 1.54547, -0.106687, 0.495144, 0, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495144, 0.495145, 0.495144, 0.495161, 0.495144
15.652, 0.997646, 0.48975, 0.489727, 1.73137, 0.507896, 0.489727, 0, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489727, 0.489728, 0.489727, 0.489748, 0.489727
15.6599, 2.61388, 0.48352, 0.483492, 2.14799, 2.13036, 0.483492, 0, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483492, 0.483493, 0.483492, 0.483519, 0.483492
15.6677, 0, 0.477332, 0.477298, 1.41421, -0.477332, 0.477298, 0, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477298, 0.477299, 0.477298, 0.477331, 0.477298
15.6756, 1, 0.476243, 0.476201, 1.73205, 0.523757, 0.476201, 0, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476201, 0.476203, 0.476201, 0.476242, 0.476201
15.6834, 0.376332, 0.472847, 0.472797, 1.54154, -0.0965151, 0.472797, 0, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472797, 0.472799, 0.472797, 0.472846, 0.472797
15.6913, 2.62367, 0.467415, 0.467356, 2.15027, 2.15625, 0.467356, 0, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467356, 0.467357, 0.467356, 0.467414, 0.467356
15.6992, 0, 0.461, 0.460928, 1.41421, -0.461, 0.460928, 0, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.460928, 0.46093, 0.460928, 0.460998, 0.460928
15.707, 0, 0.45463, 0.454545, 1.41421, -0.45463, 0.454545, 0, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454547, 0.454545, 0.454629, 0.454545
15.7149, 0, 0.459947, 0.459848, 1.41421, -0.459947, 0.459848, 0, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459848, 0.459849, 0.459848, 0.459946, 0.459848
15.7227, 0, 0.462597, 0.46248, 1.41421, -0.462597, 0.46248, 0, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.46248, 0.462481, 0.46248, 0.462595, 0.46248
15.7306, 0, 0.462807, 0.462671, 1.41421, -0.462807, 0.462671, 0, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462671, 0.462672, 0.462671, 0.462805, 0.462671
15.7385, 0, 0.461797, 0.46164, 1.41421, -0.461797, 0.46164, 0, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.46164, 0.461641, 0.46164, 0.461795, 0.46164
15.7463, 1, 0.46079, 0.460609, 1.73205, 0.53921, 0.460609, 0, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.460609, 0.46061, 0.460609, 0.460789, 0.460609
15.7542, 0.354647, 0.465073, 0.464866, 1.53449, -0.110426, 0.464866, 0, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464866, 0.464867, 0.464866, 0.465071, 0.464866
15.762, 1.99777, 0.46735, 0.467114, 1.99944, 1.53042, 0.467114, 0, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467114, 0.467115, 0.467114, 0.467348, 0.467114
15.7699, 1.64758, 0.467844, 0.467577, 1.90986, 1.17974, 0.467577, 0, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467577, 0.467578, 0.467577, 0.467842, 0.467577
