   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_368.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0111467, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00327434, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00459804, 0, 2.28578e-14, 0, 1.41421, -2.28578e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32401e-18, 0, 9.27495e-16, 0, 2.1924e-14, 0, 0, 0
0.0124704, 0, 3.62406e-14, 0, 1.41421, -3.62406e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01986e-17, 0, 1.51338e-15, 0, 3.4717e-14, 0, 0, 0
0.0203428, 0, 5.71828e-14, 0, 1.41421, -5.71828e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63701e-17, 0, 2.45862e-15, 0, 5.47078e-14, 0, 0, 0
0.0282152, 0, 8.97978e-14, 0, 1.41421, -8.97978e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61548e-17, 0, 3.97712e-15, 0, 8.57945e-14, 0, 0, 0
0.0360876, 0, 1.40351e-13, 0, 1.41421, -1.40351e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15974e-17, 0, 6.40618e-15, 0, 1.33903e-13, 0, 0, 0
0.04396, 0, 2.1834e-13, 0, 1.41421, -2.1834e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58595e-17, 0, 1.02755e-14, 0, 2.07999e-13, 0, 0, 0
0.0518323, 0, 3.38094e-13, 0, 1.41421, -3.38094e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03809e-16, 0, 1.64133e-14, 0, 3.21577e-13, 0, 0, 0
0.0597047, 0, 5.21125e-13, 0, 1.41421, -5.21125e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62905e-16, 0, 2.61093e-14, 0, 4.94852e-13, 0, 0, 0
0.0675771, 0, 7.9958e-13, 0, 1.41421, -7.9958e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54534e-16, 0, 4.13636e-14, 0, 7.57961e-13, 0, 0, 0
0.0754495, 0, 1.22128e-12, 0, 1.41421, -1.22128e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95999e-16, 0, 6.527e-14, 0, 1.15561e-12, 0, 0, 0
0.0833219, 0, 1.857e-12, 0, 1.41421, -1.857e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13486e-16, 0, 1.02583e-13, 0, 1.75381e-12, 0, 0, 0
0.0911943, 0, 2.81105e-12, 0, 1.41421, -2.81105e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.46466e-16, 0, 1.60591e-13, 0, 2.64952e-12, 0, 0, 0
0.0990667, 0, 4.23639e-12, 0, 1.41421, -4.23639e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4542e-15, 0, 2.50417e-13, 0, 3.98452e-12, 0, 0, 0
0.106939, 0, 6.35633e-12, 0, 1.41421, -6.35633e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22543e-15, 0, 3.88978e-13, 0, 5.96513e-12, 0, 0, 0
0.114811, 0, 9.49538e-12, 0, 1.41421, -9.49538e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39236e-15, 0, 6.01895e-13, 0, 8.8901e-12, 0, 0, 0
0.122684, 0, 1.4123e-11, 0, 1.41421, -1.4123e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.15138e-15, 0, 9.27832e-13, 0, 1.319e-11, 0, 0, 0
0.130556, 0, 2.09149e-11, 0, 1.41421, -2.09149e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.79335e-15, 0, 1.42492e-12, 0, 1.94822e-11, 0, 0, 0
0.138429, 0, 3.08403e-11, 0, 1.41421, -3.08403e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17477e-14, 0, 2.18024e-12, 0, 2.86483e-11, 0, 0, 0
0.146301, 0, 4.52817e-11, 0, 1.41421, -4.52817e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76466e-14, 0, 3.32378e-12, 0, 4.19403e-11, 0, 0, 0
0.154173, 0, 6.62035e-11, 0, 1.41421, -6.62035e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64186e-14, 0, 5.04895e-12, 0, 6.11281e-11, 0, 0, 0
