   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_582.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00285506, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00500525, 0, 2.94832e-27, 0, 1.41421, -2.94832e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.87827e-32, 0, 1.95837e-28, 0, 2.75242e-27, 0, 0, 0
0.0128656, 0, 1.23995e-26, 0, 1.41421, -1.23995e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86647e-31, 0, 9.62383e-28, 0, 1.14368e-26, 0, 0, 0
0.0207259, 0, 4.73419e-26, 0, 1.41421, -4.73419e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08901e-30, 0, 4.09162e-27, 0, 4.32492e-26, 0, 0, 0
0.0285862, 0, 1.68113e-25, 0, 1.41421, -1.68113e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85829e-30, 0, 1.57395e-26, 0, 1.5237e-25, 0, 0, 0
0.0364465, 0, 5.63688e-25, 0, 1.41421, -5.63688e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29298e-29, 0, 5.62146e-26, 0, 5.07461e-25, 0, 0, 0
0.0443068, 0, 1.80268e-24, 0, 1.41421, -1.80268e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13759e-29, 0, 1.89373e-25, 0, 1.61326e-24, 0, 0, 0
0.0521671, 0, 5.53732e-24, 0, 1.41421, -5.53732e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27288e-28, 0, 6.0802e-25, 0, 4.92917e-24, 0, 0, 0
0.0600274, 0, 1.65529e-23, 0, 1.41421, -1.65529e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81632e-28, 0, 1.8964e-24, 0, 1.46561e-23, 0, 0, 0
0.0678877, 0, 4.78388e-23, 0, 1.41421, -4.78388e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10665e-27, 0, 5.68468e-24, 0, 4.2153e-23, 0, 0, 0
0.075748, 0, 1.34189e-22, 0, 1.41421, -1.34189e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11579e-27, 0, 1.64684e-23, 0, 1.17718e-22, 0, 0, 0
0.0836083, 0, 3.66419e-22, 0, 1.41421, -3.66419e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54268e-27, 0, 4.62928e-23, 0, 3.20118e-22, 0, 0, 0
0.0914686, 0, 9.7629e-22, 0, 1.41421, -9.7629e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28613e-26, 0, 1.26655e-22, 0, 8.49612e-22, 0, 0, 0
0.099329, 0, 2.54293e-21, 0, 1.41421, -2.54293e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9827e-26, 0, 3.38081e-22, 0, 2.20479e-21, 0, 0, 0
0.107189, 0, 6.48521e-21, 0, 1.41421, -6.48521e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53341e-25, 0, 8.82177e-22, 0, 5.60288e-21, 0, 0, 0
0.11505, 0, 1.70477e-20, 0, 1.41421, -1.70477e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06362e-25, 0, 2.39016e-21, 0, 1.46571e-20, 0, 0, 0
0.12291, 0, 4.15893e-20, 0, 1.41421, -4.15893e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.96884e-25, 0, 5.94652e-21, 0, 3.56418e-20, 0, 0, 0
0.13077, 0, 9.97521e-20, 0, 1.41421, -9.97521e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40508e-24, 0, 1.45344e-20, 0, 8.52153e-20, 0, 0, 0
0.13863, 0, 2.35401e-19, 0, 1.41421, -2.35401e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7107e-24, 0, 3.49312e-20, 0, 2.00465e-19, 0, 0, 0
0.146491, 0, 5.46929e-19, 0, 1.41421, -5.46929e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33542e-23, 0, 8.26124e-20, 0, 4.64303e-19, 0, 0, 0
0.154351, 0, 1.25182e-18, 0, 1.41421, -1.25182e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0773e-23, 0, 1.92395e-19, 0, 1.0594e-18, 0, 0, 0
0.162211, 0, 2.82409e-18, 0, 1.41421, -2.82409e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99175e-23, 0, 4.41499e-19, 0, 2.38252e-18, 0, 0, 0
0.170072, 0, 6.2827e-18, 0, 1.41421, -6.2827e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56703e-22, 0, 9.98841e-19, 0, 5.2837e-18, 0, 0, 0
0.177932, 0, 1.37891e-17, 0, 1.41421, -1.37891e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46605e-22, 0, 2.22902e-18, 0, 1.15598e-17, 0, 0, 0
0.185792, 0, 2.9869e-17, 0, 1.41421, -2.9869e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.56897e-22, 0, 4.90885e-18, 0, 2.49594e-17, 0, 0, 0
0.193653, 0, 6.38781e-17, 0, 1.41421, -6.38781e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63245e-21, 0, 1.06727e-17, 0, 5.32038e-17, 0, 0, 0
0.201513, 0, 1.34919e-16, 0, 1.41421, -1.34919e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47845e-21, 0, 2.29172e-17, 0, 1.11999e-16, 0, 0, 0
0.209373, 0, 2.8152e-16, 0, 1.41421, -2.8152e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.32498e-21, 0, 4.86171e-17, 0, 2.32896e-16, 0, 0, 0
0.217234, 0, 5.80466e-16, 0, 1.41421, -5.80466e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52483e-20, 0, 1.01928e-16, 0, 4.78522e-16, 0, 0, 0
0.225094, 0, 1.18299e-15, 0, 1.41421, -1.18299e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13858e-20, 0, 2.11253e-16, 0, 9.71703e-16, 0, 0, 0
0.232954, 0, 2.38349e-15, 0, 1.41421, -2.38349e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38916e-20, 0, 4.32939e-16, 0, 1.95049e-15, 0, 0, 0
0.240814, 0, 4.7486e-15, 0, 1.41421, -4.7486e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28659e-19, 0, 8.7756e-16, 0, 3.87092e-15, 0, 0, 0
0.248675, 0, 9.35661e-15, 0, 1.41421, -9.35661e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56337e-19, 0, 1.75976e-15, 0, 7.59659e-15, 0, 0, 0
0.256535, 0, 1.82366e-14, 0, 1.41421, -1.82366e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05408e-19, 0, 3.49181e-15, 0, 1.47443e-14, 0, 0, 0
0.264395, 0, 3.51653e-14, 0, 1.41421, -3.51653e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.86316e-19, 0, 6.85741e-15, 0, 2.83069e-14, 0, 0, 0
0.272256, 0, 6.70949e-14, 0, 1.41421, -6.70949e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90551e-18, 0, 1.33311e-14, 0, 5.37619e-14, 0, 0, 0
0.280116, 0, 1.26688e-13, 0, 1.41421, -1.26688e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64511e-18, 0, 2.56598e-14, 0, 1.01024e-13, 0, 0, 0
