   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_612.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00459727, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00326703, 0, 1.37544e-17, 0, 1.41421, -1.37544e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.68306e-21, 0, 0, 1.37478e-17, 0, 0, 0
0.0111313, 0, 2.49423e-17, 0, 1.41421, -2.49423e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23411e-20, 0, 0, 2.493e-17, 0, 0, 0
0.0189956, 0, 4.4901e-17, 0, 1.41421, -4.4901e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2625e-20, 0, 0, 4.48784e-17, 0, 0, 0
0.0268599, 0, 8.02527e-17, 0, 1.41421, -8.02527e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11851e-20, 0, 0, 8.02116e-17, 0, 0, 0
0.0347242, 0, 1.42431e-16, 0, 1.41421, -1.42431e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.44524e-20, 0, 0, 1.42357e-16, 0, 0, 0
0.0425885, 0, 2.51038e-16, 0, 1.41421, -2.51038e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33675e-19, 0, 0, 2.50904e-16, 0, 0, 0
0.0504528, 0, 4.39452e-16, 0, 1.41421, -4.39452e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38401e-19, 0, 0, 4.39214e-16, 0, 0, 0
0.0583171, 0, 7.6413e-16, 0, 1.41421, -7.6413e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22379e-19, 0, 0, 7.63708e-16, 0, 0, 0
0.0661814, 0, 1.31992e-15, 0, 1.41421, -1.31992e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43494e-19, 0, 0, 1.31917e-15, 0, 0, 0
0.0740457, 0, 2.26508e-15, 0, 1.41421, -2.26508e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30039e-18, 0, 0, 2.26378e-15, 0, 0, 0
0.08191, 0, 3.86206e-15, 0, 1.41421, -3.86206e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26012e-18, 0, 0, 3.85979e-15, 0, 0, 0
0.0897743, 0, 6.54305e-15, 0, 1.41421, -6.54305e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9038e-18, 0, 0, 6.53915e-15, 0, 0, 0
0.0976386, 0, 1.10154e-14, 0, 1.41421, -1.10154e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.70159e-18, 0, 0, 1.10087e-14, 0, 0, 0
0.105503, 0, 1.84291e-14, 0, 1.41421, -1.84291e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14353e-17, 0, 0, 1.84176e-14, 0, 0, 0
0.113367, 0, 3.06422e-14, 0, 1.41421, -3.06422e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93967e-17, 0, 0, 3.06228e-14, 0, 0, 0
0.121231, 0, 5.06373e-14, 0, 1.41421, -5.06373e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27078e-17, 0, 0, 5.06046e-14, 0, 0, 0
0.129096, 0, 8.31723e-14, 0, 1.41421, -8.31723e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.48344e-17, 0, 0, 8.31175e-14, 0, 0, 0
0.13696, 0, 1.35789e-13, 0, 1.41421, -1.35789e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.14036e-17, 0, 0, 1.35697e-13, 0, 0, 0
0.144824, 0, 2.20367e-13, 0, 1.41421, -2.20367e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51501e-16, 0, 0, 2.20215e-13, 0, 0, 0
0.152689, 0, 3.55502e-13, 0, 1.41421, -3.55502e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49715e-16, 0, 0, 3.55253e-13, 0, 0, 0
0.160553, 0, 5.70124e-13, 0, 1.41421, -5.70124e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09343e-16, 0, 0, 5.69714e-13, 0, 0, 0
0.168417, 0, 9.08954e-13, 0, 1.41421, -9.08954e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67394e-16, 0, 0, 9.08287e-13, 0, 0, 0
0.176282, 0, 1.44071e-12, 0, 1.41421, -1.44071e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08236e-15, 0, 0, 1.43962e-12, 0, 0, 0
0.184146, 0, 2.2703e-12, 0, 1.41421, -2.2703e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74623e-15, 0, 0, 2.26856e-12, 0, 0, 0
0.19201, 0, 3.55696e-12, 0, 1.41421, -3.55696e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80308e-15, 0, 0, 3.55415e-12, 0, 0, 0
0.199874, 0, 5.54078e-12, 0, 1.41421, -5.54078e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47731e-15, 0, 0, 5.5363e-12, 0, 0, 0
0.207739, 0, 8.58172e-12, 0, 1.41421, -8.58172e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.11727e-15, 0, 0, 8.5746e-12, 0, 0, 0
0.215603, 0, 1.32159e-11, 0, 1.41421, -1.32159e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12614e-14, 0, 0, 1.32047e-11, 0, 0, 0
0.223467, 0, 2.02373e-11, 0, 1.41421, -2.02373e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77389e-14, 0, 0, 2.02196e-11, 0, 0, 0
0.231332, 0, 3.08142e-11, 0, 1.41421, -3.08142e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78234e-14, 0, 0, 3.07863e-11, 0, 0, 0
0.239196, 0, 4.66549e-11, 0, 1.41421, -4.66549e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34641e-14, 0, 0, 4.66114e-11, 0, 0, 0
0.24706, 0, 7.02434e-11, 0, 1.41421, -7.02434e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.76389e-14, 0, 0, 7.01757e-11, 0, 0, 0
0.254924, 0, 1.05168e-10, 0, 1.41421, -1.05168e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04887e-13, 0, 0, 1.05063e-10, 0, 0, 0
0.262789, 0, 1.56582e-10, 0, 1.41421, -1.56582e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62118e-13, 0, 0, 1.56419e-10, 0, 0, 0
0.270653, 0, 2.31839e-10, 2.08793e-43, 1.41421, -2.31839e-10, 0, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.08793e-43, 2.49837e-13, 2.08793e-43, 2.08793e-43, 2.31589e-10, 2.08793e-43, 2.08793e-43, 2.08793e-43
0.278517, 0, 3.41374e-10, 3.48503e-42, 1.41421, -3.41374e-10, 0, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.48503e-42, 3.84011e-13, 3.48503e-42, 3.48503e-42, 3.4099e-10, 3.48503e-42, 3.48503e-42, 3.48503e-42
0.286382, 0, 4.99898e-10, 4.89908e-41, 1.41421, -4.99898e-10, 0, 4.89908e-41, 4.89908e-41, 4.89908e-41, 4.89908e-41, 4.89908e-41, 4.89908e-41, 4.89908e-41, 4.89908e-41, 4.89908e-41, 4.89908e-41, 4.89908e-41, 4.89908e-41, 5.88896e-13, 4.89908e-41, 4.89908e-41, 4.99309e-10, 4.89908e-41, 4.89908e-41, 4.89908e-41
0.294246, 0, 7.28033e-10, 6.10052e-40, 1.41421, -7.28033e-10, 0, 6.10052e-40, 6.10052e-40, 6.10052e-40, 6.10052e-40, 6.10052e-40, 6.10052e-40, 6.10052e-40, 6.10052e-40, 6.10052e-40, 6.10052e-40, 6.10052e-40, 6.10052e-40, 9.01354e-13, 6.10052e-40, 6.10052e-40, 7.27131e-10, 6.10052e-40, 6.10052e-40, 6.10052e-40
0.30211, 0, 1.0545e-09, 6.81846e-39, 1.41421, -1.0545e-09, 0, 6.81846e-39, 6.81846e-39, 6.81846e-39, 6.81846e-39, 6.81846e-39, 6.81846e-39, 6.81846e-39, 6.81846e-39, 6.81846e-39, 6.81846e-39, 6.81846e-39, 6.81846e-39, 1.37742e-12, 6.81846e-39, 6.81846e-39, 1.05313e-09, 6.81846e-39, 6.81846e-39, 6.81846e-39
0.309975, 0, 1.51909e-09, 6.88452e-38, 1.41421, -1.51909e-09, 0, 6.88452e-38, 6.88452e-38, 6.88452e-38, 6.88452e-38, 6.88452e-38, 6.88452e-38, 6.88452e-38, 6.88452e-38, 6.88452e-38, 6.88452e-38, 6.88452e-38, 6.88452e-38, 2.10235e-12, 6.88452e-38, 6.88452e-38, 1.51698e-09, 6.88452e-38, 6.88452e-38, 6.88452e-38
0.317839, 0, 2.17654e-09, 6.31267e-37, 1.41421, -2.17654e-09, 0, 6.31267e-37, 6.31267e-37, 6.31267e-37, 6.31267e-37, 6.31267e-37, 6.31267e-37, 6.31267e-37, 6.31267e-37, 6.31267e-37, 6.31267e-37, 6.31267e-37, 6.31267e-37, 3.20591e-12, 6.31267e-37, 6.31267e-37, 2.17334e-09, 6.31267e-37, 6.31267e-37, 6.31267e-37
0.325703, 0, 3.10179e-09, 5.28454e-36, 1.41421, -3.10179e-09, 0, 5.28454e-36, 5.28454e-36, 5.28454e-36, 5.28454e-36, 5.28454e-36, 5.28454e-36, 5.28454e-36, 5.28454e-36, 5.28454e-36, 5.28454e-36, 5.28454e-36, 5.28454e-36, 4.88579e-12, 5.28454e-36, 5.28454e-36, 3.0969e-09, 5.28454e-36, 5.28454e-36, 5.28454e-36
0.333567, 0, 4.39675e-09, 4.05928e-35, 1.41421, -4.39675e-09, 0, 4.05928e-35, 4.05928e-35, 4.05928e-35, 4.05928e-35, 4.05928e-35, 4.05928e-35, 4.05928e-35, 4.05928e-35, 4.05928e-35, 4.05928e-35, 4.05928e-35, 4.05928e-35, 7.44336e-12, 4.05928e-35, 4.05928e-35, 4.3893e-09, 4.05928e-35, 4.05928e-35, 4.05928e-35
0.341432, 0, 6.1992e-09, 2.87438e-34, 1.41421, -6.1992e-09, 0, 2.87438e-34, 2.87438e-34, 2.87438e-34, 2.87438e-34, 2.87438e-34, 2.87438e-34, 2.87438e-34, 2.87438e-34, 2.87438e-34, 2.87438e-34, 2.87438e-34, 2.87438e-34, 1.13381e-11, 2.87438e-34, 2.87438e-34, 6.18786e-09, 2.87438e-34, 2.87438e-34, 2.87438e-34
0.349296, 0, 8.6944e-09, 1.94404e-33, 1.41421, -8.6944e-09, 0, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.94404e-33, 1.72706e-11, 1.94404e-33, 1.94404e-33, 8.67713e-09, 1.94404e-33, 1.94404e-33, 1.94404e-33
0.35716, 0, 1.21299e-08, 1.24301e-32, 1.41421, -1.21299e-08, 0, 1.24301e-32, 1.24301e-32, 1.24301e-32, 1.24301e-32, 1.24301e-32, 1.24301e-32, 1.24301e-32, 1.24301e-32, 1.24301e-32, 1.24301e-32, 1.24301e-32, 1.24301e-32, 2.63091e-11, 1.24301e-32, 1.24301e-32, 1.21036e-08, 1.24301e-32, 1.24301e-32, 1.24301e-32
0.365025, 0, 1.68347e-08, 7.64303e-32, 1.41421, -1.68347e-08, 0, 7.64303e-32, 7.64303e-32, 7.64303e-32, 7.64303e-32, 7.64303e-32, 7.64303e-32, 7.64303e-32, 7.64303e-32, 7.64303e-32, 7.64303e-32, 7.64303e-32, 7.64303e-32, 4.00804e-11, 7.64303e-32, 7.64303e-32, 1.67946e-08, 7.64303e-32, 7.64303e-32, 7.64303e-32
0.372889, 0, 2.32434e-08, 4.31698e-31, 1.41421, -2.32434e-08, 0, 4.31698e-31, 4.31698e-31, 4.31698e-31, 4.31698e-31, 4.31698e-31, 4.31698e-31, 4.31698e-31, 4.31698e-31, 4.31698e-31, 4.31698e-31, 4.31698e-31, 4.31698e-31, 6.10592e-11, 4.31698e-31, 4.31698e-31, 2.31824e-08, 4.31698e-31, 4.31698e-31, 4.31698e-31
0.380753, 0, 3.1927e-08, 2.31189e-30, 1.41421, -3.1927e-08, 0, 2.31189e-30, 2.31189e-30, 2.31189e-30, 2.31189e-30, 2.31189e-30, 2.31189e-30, 2.31189e-30, 2.31189e-30, 2.31189e-30, 2.31189e-30, 2.31189e-30, 2.31189e-30, 9.3003e-11, 2.31189e-30, 2.31189e-30, 3.1834e-08, 2.31189e-30, 2.31189e-30, 2.31189e-30
0.388617, 0, 4.36319e-08, 2.64231e-29, 1.41421, -4.36319e-08, 0, 2.64231e-29, 2.64231e-29, 2.64231e-29, 2.64231e-29, 2.64231e-29, 2.64231e-29, 2.64231e-29, 2.64231e-29, 2.64231e-29, 2.64231e-29, 2.64231e-29, 2.64231e-29, 1.41732e-10, 2.64231e-29, 2.64231e-29, 4.34902e-08, 2.64231e-29, 2.64231e-29, 2.64231e-29
0.396482, 0, 5.93259e-08, 1.19485e-28, 1.41421, -5.93259e-08, 0, 1.19485e-28, 1.19485e-28, 1.19485e-28, 1.19485e-28, 1.19485e-28, 1.19485e-28, 1.19485e-28, 1.19485e-28, 1.19485e-28, 1.19485e-28, 1.19485e-28, 1.19485e-28, 2.15633e-10, 1.19485e-28, 1.19485e-28, 5.91102e-08, 1.19485e-28, 1.19485e-28, 1.19485e-28
0.404346, 0, 8.02613e-08, 5.1299e-28, 1.41421, -8.02613e-08, 0, 5.1299e-28, 5.1299e-28, 5.1299e-28, 5.1299e-28, 5.1299e-28, 5.1299e-28, 5.1299e-28, 5.1299e-28, 5.1299e-28, 5.1299e-28, 5.1299e-28, 5.1299e-28, 3.27745e-10, 5.1299e-28, 5.1299e-28, 7.99335e-08, 5.1299e-28, 5.1299e-28, 5.1299e-28
0.41221, 0, 1.08047e-07, 2.09295e-27, 1.41421, -1.08047e-07, 0, 2.09295e-27, 2.09295e-27, 2.09295e-27, 2.09295e-27, 2.09295e-27, 2.09295e-27, 2.09295e-27, 2.09295e-27, 2.09295e-27, 2.09295e-27, 2.09295e-27, 2.09295e-27, 4.97483e-10, 2.09295e-27, 2.09295e-27, 1.07549e-07, 2.09295e-27, 2.09295e-27, 2.09295e-27
0.420075, 0, 1.44739e-07, 8.13015e-27, 1.41421, -1.44739e-07, 0, 8.13015e-27, 8.13015e-27, 8.13015e-27, 8.13015e-27, 8.13015e-27, 8.13015e-27, 8.13015e-27, 8.13015e-27, 8.13015e-27, 8.13015e-27, 8.13015e-27, 8.13015e-27, 7.5384e-10, 8.13015e-27, 8.13015e-27, 1.43985e-07, 8.13015e-27, 8.13015e-27, 8.13015e-27
0.427939, 0, 1.92952e-07, 3.01357e-26, 1.41421, -1.92952e-07, 0, 3.01357e-26, 3.01357e-26, 3.01357e-26, 3.01357e-26, 3.01357e-26, 3.01357e-26, 2.62951e-13, 3.01357e-26, 3.01357e-26, 3.01357e-26, 3.01357e-26, 3.01357e-26, 1.1399e-09, 3.01357e-26, 3.01357e-26, 1.91812e-07, 3.01357e-26, 3.01357e-26, 3.01357e-26
0.435803, 0, 2.55994e-07, 1.06833e-25, 1.41421, -2.55994e-07, 0, 1.06833e-25, 1.06833e-25, 1.06833e-25, 1.06833e-25, 1.06833e-25, 1.06833e-25, 8.23818e-13, 1.06833e-25, 1.06833e-25, 1.06833e-25, 1.06833e-25, 1.06833e-25, 1.71939e-09, 1.06833e-25, 1.06833e-25, 2.54274e-07, 1.06833e-25, 1.06833e-25, 1.06833e-25
0.443668, 0, 3.3803e-07, 3.6632e-25, 1.41421, -3.3803e-07, 0, 3.6632e-25, 3.6632e-25, 3.6632e-25, 3.6632e-25, 3.6632e-25, 3.6632e-25, 1.99415e-12, 3.6632e-25, 3.6632e-25, 3.6632e-25, 3.6632e-25, 3.6632e-25, 2.58605e-09, 3.6632e-25, 3.6632e-25, 3.35442e-07, 3.6632e-25, 3.6632e-25, 3.6632e-25
0.451532, 0, 4.45508e-07, 1.87933e-10, 1.41421, -4.45508e-07, 1.87933e-10, 1.88677e-10, 2.54018e-10, 1.99409e-10, 3.384e-10, 3.59016e-10, 1.9391e-10, 2.04216e-10, 2.16034e-10, 2.04604e-10, 6.82273e-10, 2.06973e-10, 1.8845e-10, 4.06488e-09, 1.88035e-10, 1.87935e-10, 4.40623e-07, 1.87933e-10, 1.87933e-10, 2.14754e-10
0.459396, 0, 5.85089e-07, 5.85591e-10, 1.41421, -5.85089e-07, 5.85591e-10, 5.87913e-10, 7.91831e-10, 6.21404e-10, 1.05517e-09, 1.11951e-09, 6.04242e-10, 6.31912e-10, 6.7329e-10, 6.37617e-10, 2.12834e-09, 6.4501e-10, 5.87205e-10, 6.37755e-09, 5.88155e-10, 5.85596e-10, 5.76155e-07, 5.85591e-10, 5.85591e-10, 6.69293e-10
0.46726, 0, 7.66377e-07, 1.41149e-09, 1.41421, -7.66377e-07, 1.41149e-09, 1.4171e-09, 1.90914e-09, 1.49791e-09, 2.54457e-09, 2.69982e-09, 1.4565e-09, 1.51977e-09, 1.62311e-09, 1.53703e-09, 5.13408e-09, 1.55487e-09, 1.41539e-09, 1.00306e-08, 1.41928e-09, 1.41151e-09, 7.50177e-07, 1.41149e-09, 1.41149e-09, 1.61347e-09
0.475125, 0, 1.0022e-06, 3.09658e-09, 1.41421, -1.0022e-06, 3.09658e-09, 3.10888e-09, 4.18912e-09, 3.2863e-09, 5.58414e-09, 5.92497e-09, 3.19539e-09, 3.33038e-09, 3.56116e-09, 3.37219e-09, 1.12691e-08, 3.41135e-09, 3.10513e-09, 1.58692e-08, 3.11582e-09, 3.09661e-09, 9.72785e-07, 3.09658e-09, 3.09658e-09, 3.53999e-09
0.482989, 0, 1.31044e-06, 6.4745e-09, 1.41421, -1.31044e-06, 6.4745e-09, 6.50024e-09, 8.76022e-09, 6.87142e-09, 1.16788e-08, 1.23918e-08, 6.68122e-09, 6.95795e-09, 7.44646e-09, 7.0511e-09, 2.35725e-08, 7.13304e-09, 6.49239e-09, 2.53181e-08, 6.51782e-09, 6.47456e-09, 1.25679e-06, 6.4745e-09, 6.4745e-09, 7.40216e-09
0.490853, 0, 1.71696e-06, 1.31318e-08, 1.41421, -1.71696e-06, 1.31318e-08, 1.31841e-08, 1.77697e-08, 1.39372e-08, 2.36916e-08, 2.51385e-08, 1.35513e-08, 1.42175e-08, 1.5104e-08, 1.43018e-08, 4.78248e-08, 1.4468e-08, 1.31681e-08, 4.08027e-08, 1.32243e-08, 1.31319e-08, 1.61854e-06, 1.31318e-08, 1.31318e-08, 1.50141e-08
0.498718, 0, 2.2602e-06, 2.60296e-08, 1.41421, -2.2602e-06, 2.60296e-08, 2.61331e-08, 3.52255e-08, 2.76264e-08, 4.69674e-08, 4.98361e-08, 2.68612e-08, 2.84081e-08, 2.994e-08, 2.83494e-08, 9.48181e-08, 2.8679e-08, 2.61016e-08, 6.64649e-08, 2.62199e-08, 2.60298e-08, 2.07925e-06, 2.60296e-08, 2.60296e-08, 2.97618e-08
0.506582, 0, 3.00161e-06, 5.0597e-08, 1.41421, -3.00161e-06, 5.0597e-08, 5.07983e-08, 6.84767e-08, 5.37017e-08, 9.13065e-08, 9.68843e-08, 5.22139e-08, 5.77493e-08, 5.81999e-08, 5.51073e-08, 1.84343e-07, 5.57482e-08, 5.07369e-08, 1.09389e-07, 5.09786e-08, 5.05974e-08, 2.66707e-06, 5.0597e-08, 5.0597e-08, 5.78534e-08
0.514446, 0, 4.03503e-06, 9.66044e-08, 1.41421, -4.03503e-06, 9.66044e-08, 9.69888e-08, 1.30749e-07, 1.02534e-07, 1.74348e-07, 1.85e-07, 9.96923e-08, 1.13373e-07, 1.11124e-07, 1.05218e-07, 3.52021e-07, 1.06442e-07, 9.68716e-08, 1.8165e-07, 9.7353e-08, 9.66051e-08, 3.42027e-06, 9.66044e-08, 9.66044e-08, 1.10462e-07
0.522311, 0, 5.51368e-06, 1.81319e-07, 1.41421, -5.51368e-06, 1.81319e-07, 1.82041e-07, 2.4542e-07, 1.9245e-07, 3.27268e-07, 3.47265e-07, 1.87116e-07, 2.17151e-07, 2.08577e-07, 1.97489e-07, 6.60816e-07, 1.99787e-07, 1.81821e-07, 3.03741e-07, 1.82759e-07, 1.81321e-07, 4.39243e-06, 1.81319e-07, 1.81319e-07, 2.07334e-07
0.530175, 0, 7.68649e-06, 3.34693e-07, 1.41421, -7.68649e-06, 3.34693e-07, 3.36026e-07, 4.5304e-07, 3.55244e-07, 6.04152e-07, 6.41072e-07, 3.45396e-07, 4.07511e-07, 3.85018e-07, 3.64548e-07, 1.21997e-06, 3.6879e-07, 3.3562e-07, 5.09938e-07, 3.37416e-07, 3.34696e-07, 5.66043e-06, 3.34693e-07, 3.34693e-07, 3.82724e-07
0.538039, 0, 1.09595e-05, 6.07742e-07, 1.41421, -1.09595e-05, 6.07742e-07, 6.10162e-07, 8.22681e-07, 6.45066e-07, 1.09713e-06, 1.16418e-06, 6.2718e-07, 7.50747e-07, 6.9914e-07, 6.61963e-07, 2.21556e-06, 6.69667e-07, 6.09424e-07, 8.5727e-07, 6.12802e-07, 6.07747e-07, 7.33767e-06, 6.07742e-07, 6.07742e-07, 6.94975e-07
0.545903, 0, 1.59922e-05, 1.08574e-06, 1.41421, -1.59922e-05, 1.08574e-06, 1.09006e-06, 1.46981e-06, 1.15243e-06, 1.96022e-06, 2.08003e-06, 1.12047e-06, 1.36007e-06, 1.24906e-06, 1.18262e-06, 3.95873e-06, 1.19639e-06, 1.08874e-06, 1.43916e-06, 1.09499e-06, 1.08575e-06, 9.59383e-06, 1.08574e-06, 1.08574e-06, 1.24161e-06
0.553768, 0, 2.38495e-05, 1.90858e-06, 1.41421, -2.38495e-05, 1.90858e-06, 1.91618e-06, 2.58387e-06, 2.02584e-06, 3.44613e-06, 3.65679e-06, 1.96965e-06, 2.4275e-06, 2.19573e-06, 2.07893e-06, 6.96e-06, 2.10314e-06, 1.91386e-06, 2.40653e-06, 1.92522e-06, 1.90859e-06, 1.26861e-05, 1.90858e-06, 1.90858e-06, 2.18265e-06
0.561632, 0, 3.62275e-05, 3.30155e-06, 1.41421, -3.62275e-05, 3.30155e-06, 3.3147e-06, 4.46996e-06, 3.50444e-06, 5.96186e-06, 6.32636e-06, 3.40721e-06, 4.2694e-06, 3.79839e-06, 3.59629e-06, 1.20417e-05, 3.63817e-06, 3.31069e-06, 3.99953e-06, 3.33102e-06, 3.30157e-06, 1.70052e-05, 3.30155e-06, 3.30155e-06, 3.77575e-06
0.569496, 0, 5.57968e-05, 5.62053e-06, 1.41421, -5.57968e-05, 5.62053e-06, 5.64293e-06, 7.6101e-06, 5.96602e-06, 1.01505e-05, 1.07712e-05, 5.80046e-06, 7.4002e-06, 6.46655e-06, 6.12242e-06, 2.05032e-05, 6.19374e-06, 5.6361e-06, 6.59397e-06, 5.67192e-06, 5.62058e-06, 2.31474e-05, 5.62053e-06, 5.62053e-06, 6.428e-06
0.577361, 0, 8.66904e-05, 9.41731e-06, 1.41421, -8.66904e-05, 9.41731e-06, 9.45485e-06, 1.27517e-05, 9.99632e-06, 1.70092e-05, 1.80494e-05, 9.71885e-06, 1.26432e-05, 1.08352e-05, 1.02584e-05, 3.43597e-05, 1.0378e-05, 9.4434e-06, 1.07683e-05, 9.50553e-06, 9.41738e-06, 3.20072e-05, 9.41731e-06, 9.41731e-06, 1.07706e-05
0.585225, 0, 0.000135213, 1.55308e-05, 1.41421, -0.000135213, 1.55308e-05, 1.55928e-05, 2.10313e-05, 1.6486e-05, 2.80546e-05, 2.97705e-05, 1.60283e-05, 2.12945e-05, 1.78698e-05, 1.69184e-05, 5.6676e-05, 1.71156e-05, 1.55739e-05, 1.73971e-05, 1.568e-05, 1.5531e-05, 4.49237e-05, 1.55308e-05, 1.55308e-05, 1.77632e-05
0.593089, 0, 0.00021082, 2.52124e-05, 1.41421, -0.00021082, 2.52124e-05, 2.5313e-05, 3.41441e-05, 2.67634e-05, 4.55487e-05, 4.83351e-05, 2.60201e-05, 3.53616e-05, 2.90104e-05, 2.74655e-05, 9.20249e-05, 2.77857e-05, 2.52823e-05, 2.7779e-05, 2.54607e-05, 2.52126e-05, 6.38738e-05, 2.52124e-05, 2.52124e-05, 2.88374e-05
0.600954, 0, 0.000327449, 4.02923e-05, 1.41421, -0.000327449, 4.02923e-05, 4.0453e-05, 5.45703e-05, 4.27716e-05, 7.28014e-05, 7.72556e-05, 4.15835e-05, 5.79042e-05, 4.63637e-05, 4.38941e-05, 0.000147097, 4.44058e-05, 4.0404e-05, 4.3807e-05, 4.06994e-05, 4.02926e-05, 9.17347e-05, 4.02923e-05, 4.02923e-05, 4.60871e-05
0.608818, 0, 0.00050528, 6.3394e-05, 1.41421, -0.00050528, 6.3394e-05, 6.3647e-05, 8.58653e-05, 6.72961e-05, 0.000114558, 0.000121568, 6.54262e-05, 9.35094e-05, 7.29494e-05, 6.90627e-05, 0.000231487, 6.9868e-05, 6.35699e-05, 6.81883e-05, 6.40516e-05, 6.33945e-05, 0.000132627, 6.3394e-05, 6.3394e-05, 7.25143e-05
0.616682, 0, 0.000773012, 9.82048e-05, 1.41421, -0.000773012, 9.82048e-05, 9.85969e-05, 0.000133027, 0.000104252, 0.00017749, 0.000188353, 0.000101354, 0.000148943, 0.000113012, 0.000106989, 0.000358685, 0.000108237, 9.84774e-05, 0.00010472, 9.92513e-05, 9.82056e-05, 0.000192358, 9.82048e-05, 9.82048e-05, 0.000112338
0.624546, 0, 0.00117071, 0.0001498, 1.41421, -0.00117071, 0.0001498, 0.000150398, 0.000202935, 0.000159027, 0.000270782, 0.000287358, 0.000154606, 0.000234019, 0.000172395, 0.000163204, 0.000547269, 0.000165108, 0.000150216, 0.000158624, 0.000151441, 0.000149801, 0.000278965, 0.0001498, 0.0001498, 0.000171367
